ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
017458.OF,20240329,20231231,603373.SH,3058.0,88.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603231.SH,3466.33,161.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,001239.SZ,3764.88,189.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603075.SH,4242.42,182.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603193.SH,5047.98,303.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603107.SH,5311.48,292.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,001378.SZ,6410.35,205.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688429.SH,7331.74,346.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301533.SZ,7461.0,225.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688693.SH,7726.98,178.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688657.SH,7901.23,101.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301517.SZ,8082.65,185.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688651.SH,8196.9,178.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301520.SZ,8438.4,160.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301568.SZ,8752.68,246.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301272.SZ,9234.74,173.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301516.SZ,9368.04,604.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301418.SZ,9487.8,189.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301500.SZ,9504.95,455.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688716.SH,9716.13,267.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301202.SZ,9730.8,306.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301329.SZ,10181.34,458.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301251.SZ,11103.39,321.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301508.SZ,11178.92,419.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301292.SZ,11281.05,583.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301550.SZ,11328.2,260.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688602.SH,11789.96,1066.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688631.SH,11844.0,336.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301456.SZ,12368.73,407.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301507.SZ,13488.35,851.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301510.SZ,13863.96,396.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,601083.SH,13981.41,1263.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301421.SZ,19710.84,332.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688549.SH,34738.46,4294.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,301526.SZ,43267.35,9723.0,0.0,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,603004.SH,69190.05,1948.0,0.01,0.0,2024Q1,017458.OF
017458.OF,20240329,20231231,688041.SH,5206595.94,73353.0,0.51,0.01,2024Q1,017458.OF
017458.OF,20240329,20231231,688153.SH,5712910.0,87220.0,0.56,0.08,2024Q1,017458.OF
017458.OF,20240329,20231231,300812.SZ,6425655.0,154500.0,0.63,0.17,2024Q1,017458.OF
017458.OF,20240329,20231231,688352.SH,7057394.75,457975.0,0.69,0.28,2024Q1,017458.OF
