ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
018919.OF,20240328,20231231,301528.SZ,417496.69,5681.0,1.36,0.04,2024Q1,018919.OF
018919.OF,20240328,20231231,603269.SH,823017.0,61100.0,2.69,0.04,2024Q1,018919.OF
018919.OF,20240328,20231231,300129.SZ,998379.0,92700.0,3.26,0.01,2024Q1,018919.OF
018919.OF,20240328,20231231,603606.SH,1197000.0,28000.0,3.91,0.0,2024Q1,018919.OF
018919.OF,20240328,20231231,688516.SH,1558138.5,17217.0,5.09,0.02,2024Q1,018919.OF
018919.OF,20240119,20231231,603666.SH,1732728.0,55200.0,5.66,0.03,2024Q1,018919.OF
018919.OF,20240119,20231231,603507.SH,1899203.0,73300.0,6.2,0.05,2024Q1,018919.OF
018919.OF,20240119,20231231,300693.SZ,2030889.0,67900.0,6.63,0.03,2024Q1,018919.OF
018919.OF,20240119,20231231,603556.SH,3411025.0,117500.0,11.13,0.02,2024Q1,018919.OF
018919.OF,20240119,20231231,300274.SZ,3328420.0,38000.0,10.86,0.0,2024Q1,018919.OF
018919.OF,20240119,20231231,601058.SH,3819925.0,325100.0,12.47,0.01,2024Q1,018919.OF
018919.OF,20240119,20231231,688676.SH,2103543.47,58709.0,6.87,0.03,2024Q1,018919.OF
018919.OF,20240119,20231231,605222.SH,2548816.0,132200.0,8.32,0.03,2024Q1,018919.OF
018919.OF,20240119,20231231,600522.SH,2626647.0,210300.0,8.57,0.01,2024Q1,018919.OF
018919.OF,20240119,20231231,000400.SZ,2141100.0,97500.0,6.99,0.01,2024Q1,018919.OF
018919.OF,20240419,20240331,688676.SH,2713156.62,68566.0,4.87,0.02,2024Q2,018919.OF
018919.OF,20240419,20240331,600522.SH,3444365.0,245500.0,6.19,0.01,2024Q2,018919.OF
018919.OF,20240419,20240331,600312.SH,4894422.0,340600.0,8.79,0.03,2024Q2,018919.OF
018919.OF,20240419,20240331,000400.SZ,4034270.0,161500.0,7.25,0.02,2024Q2,018919.OF
018919.OF,20240419,20240331,300693.SZ,2875950.0,99000.0,5.17,0.04,2024Q2,018919.OF
018919.OF,20240419,20240331,603556.SH,2785950.0,75500.0,5.0,0.02,2024Q2,018919.OF
018919.OF,20240419,20240331,300274.SZ,4089720.0,39400.0,7.35,0.0,2024Q2,018919.OF
018919.OF,20240419,20240331,002533.SZ,2909208.0,281900.0,5.23,0.04,2024Q2,018919.OF
018919.OF,20240419,20240331,002322.SZ,3688040.0,274000.0,6.62,0.08,2024Q2,018919.OF
018919.OF,20240419,20240331,688226.SH,3218437.6,203056.0,5.78,0.24,2024Q2,018919.OF
018919.OF,20240328,20231231,301528.SZ,417496.69,5681.0,1.36,0.04,2024Q2,018919.OF
018919.OF,20240328,20231231,603269.SH,823017.0,61100.0,2.69,0.04,2024Q2,018919.OF
018919.OF,20240328,20231231,300129.SZ,998379.0,92700.0,3.26,0.01,2024Q2,018919.OF
018919.OF,20240328,20231231,603606.SH,1197000.0,28000.0,3.91,0.0,2024Q2,018919.OF
018919.OF,20240328,20231231,688516.SH,1558138.5,17217.0,5.09,0.02,2024Q2,018919.OF
018919.OF,20240119,20231231,603666.SH,1732728.0,55200.0,5.66,0.03,2024Q2,018919.OF
018919.OF,20240119,20231231,603507.SH,1899203.0,73300.0,6.2,0.05,2024Q2,018919.OF
018919.OF,20240119,20231231,300693.SZ,2030889.0,67900.0,6.63,0.03,2024Q2,018919.OF
018919.OF,20240119,20231231,603556.SH,3411025.0,117500.0,11.13,0.02,2024Q2,018919.OF
018919.OF,20240119,20231231,300274.SZ,3328420.0,38000.0,10.86,0.0,2024Q2,018919.OF
018919.OF,20240119,20231231,601058.SH,3819925.0,325100.0,12.47,0.01,2024Q2,018919.OF
018919.OF,20240119,20231231,688676.SH,2103543.47,58709.0,6.87,0.03,2024Q2,018919.OF
018919.OF,20240119,20231231,605222.SH,2548816.0,132200.0,8.32,0.03,2024Q2,018919.OF
018919.OF,20240119,20231231,600522.SH,2626647.0,210300.0,8.57,0.01,2024Q2,018919.OF
018919.OF,20240119,20231231,000400.SZ,2141100.0,97500.0,6.99,0.01,2024Q2,018919.OF
018919.OF,20240830,20240630,688676.SH,76660.5,1470.0,0.05,0.0,2024Q3,018919.OF
