ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
018751.OF,20240419,20240331,603477.SH,446032.0,12200.0,5.24,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,001979.SZ,414855.0,43900.0,4.87,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,300498.SZ,503500.0,26500.0,5.91,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,002714.SZ,569580.0,13200.0,6.69,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,002311.SZ,410130.0,9300.0,4.82,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,601899.SH,541604.0,32200.0,6.36,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,600018.SH,351735.0,65500.0,4.13,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,600048.SH,398068.0,43600.0,4.68,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,600519.SH,340580.0,200.0,4.0,0.0,2024Q2,018751.OF
018751.OF,20240419,20240331,000560.SZ,487806.0,233400.0,5.73,0.01,2024Q2,018751.OF
018751.OF,20240828,20240630,601699.SH,168609.0,9300.0,1.97,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,002236.SZ,185520.0,12000.0,2.17,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,002285.SZ,197001.0,123900.0,2.3,0.01,2024Q3,018751.OF
018751.OF,20240828,20240630,002555.SZ,199665.0,15300.0,2.33,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,300457.SZ,199696.0,11200.0,2.33,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,688523.SH,201290.25,11669.0,2.35,0.01,2024Q3,018751.OF
018751.OF,20240828,20240630,600895.SH,201432.0,10900.0,2.35,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,301299.SZ,201600.0,4800.0,2.35,0.01,2024Q3,018751.OF
018751.OF,20240828,20240630,601668.SH,202311.0,38100.0,2.36,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,301162.SZ,204732.0,4700.0,2.39,0.01,2024Q3,018751.OF
018751.OF,20240828,20240630,300762.SZ,207756.0,11600.0,2.43,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,600938.SH,207900.0,6300.0,2.43,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,001965.SZ,208736.0,17600.0,2.44,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,601186.SH,210822.0,24600.0,2.46,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,601658.SH,216996.0,42800.0,2.53,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,601766.SH,225300.0,30000.0,2.63,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,600269.SH,225412.0,43600.0,2.63,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,002707.SZ,255430.0,44500.0,2.98,0.01,2024Q3,018751.OF
018751.OF,20240828,20240630,002244.SZ,275154.0,37900.0,3.21,0.0,2024Q3,018751.OF
018751.OF,20240828,20240630,001979.SZ,285675.0,32500.0,3.34,0.0,2024Q3,018751.OF
