ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
024257.OF,20260122,20251231,300750.SZ,771246.0,2100.0,4.74,0.0
024257.OF,20260122,20251231,002812.SZ,691008.0,12200.0,4.25,0.0
024257.OF,20260122,20251231,603986.SH,964125.0,4500.0,5.92,0.0
024257.OF,20260122,20251231,002475.SZ,1111516.0,19600.0,6.83,0.0
024257.OF,20260122,20251231,300037.SZ,613080.0,11700.0,3.77,0.0
024257.OF,20260122,20251231,601878.SH,884258.0,81800.0,5.43,0.0
024257.OF,20260122,20251231,601166.SH,1114074.0,52900.0,6.85,0.0
024257.OF,20260122,20251231,600938.SH,612654.0,20300.0,3.76,0.0
024257.OF,20260122,20251231,000792.SZ,833536.0,29600.0,5.12,0.0
024257.OF,20260122,20251231,000725.SZ,1039028.0,246800.0,6.38,0.0
024257.OF,20251028,20250930,601138.SH,1003352.0,15200.0,6.39,0.0
024257.OF,20251028,20250930,300037.SZ,1158346.0,21700.0,7.38,0.0
024257.OF,20251028,20250930,601878.SH,943154.0,81800.0,6.01,0.0
024257.OF,20251028,20250930,601166.SH,1050065.0,52900.0,6.69,0.0
024257.OF,20251028,20250930,600938.SH,757770.0,29000.0,4.83,0.0
024257.OF,20251028,20250930,301308.SZ,765529.0,4300.0,4.88,0.0
024257.OF,20251028,20250930,688183.SH,875903.0,11158.0,5.58,0.0
024257.OF,20251028,20250930,688036.SH,695949.6,7388.0,4.43,0.0
024257.OF,20251028,20250930,000975.SZ,853842.0,37400.0,5.44,0.0
024257.OF,20251028,20250930,000792.SZ,861105.0,41300.0,5.49,0.0
024257.OF,20250830,20250630,600166.SH,352842.0,130200.0,2.57,0.0
024257.OF,20250830,20250630,688677.SH,376680.56,9656.0,2.74,0.01
024257.OF,20250830,20250630,002558.SZ,390930.0,16600.0,2.84,0.0
024257.OF,20250830,20250630,688063.SH,711407.48,15781.0,5.17,0.01
024257.OF,20250830,20250630,000100.SZ,336874.0,77800.0,2.45,0.0
024257.OF,20250830,20250630,002138.SZ,497724.0,17700.0,3.62,0.0
024257.OF,20250830,20250630,600323.SH,508915.0,20900.0,3.7,0.0
024257.OF,20250830,20250630,000657.SZ,349870.0,29500.0,2.54,0.0
024257.OF,20250830,20250630,002984.SZ,384375.0,20500.0,2.79,0.0
024257.OF,20250830,20250630,300001.SZ,393108.0,16400.0,2.86,0.0
024257.OF,20250830,20250630,603338.SH,189600.0,4000.0,1.38,0.0
024257.OF,20250830,20250630,603313.SH,252450.0,29700.0,1.84,0.01
024257.OF,20250721,20250630,300037.SZ,872960.0,24800.0,6.35,0.0
024257.OF,20250721,20250630,601006.SH,1232880.0,186800.0,8.96,0.0
024257.OF,20250721,20250630,688717.SH,1136405.13,21111.0,8.26,0.02
024257.OF,20250721,20250630,600938.SH,757190.0,29000.0,5.51,0.0
024257.OF,20250721,20250630,300855.SZ,796630.0,33500.0,5.79,0.01
024257.OF,20250721,20250630,600298.SH,752638.0,21400.0,5.47,0.0
024257.OF,20250721,20250630,600000.SH,946616.0,68200.0,6.88,0.0
024257.OF,20250721,20250630,000975.SZ,751918.0,39700.0,5.47,0.0
024257.OF,20250721,20250630,000792.SZ,864248.0,50600.0,6.28,0.0
024257.OF,20250721,20250630,000690.SZ,896350.0,197000.0,6.52,0.01
