ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
018460.OF,20240329,20231231,600425.SH,114.55,29.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,000975.SZ,180.0,12.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,002234.SZ,193.6,16.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,000603.SZ,331.5,30.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,601061.SH,416.34,54.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,600497.SH,489.85,97.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301337.SZ,550.98,18.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301281.SZ,953.12,28.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,001328.SZ,1273.95,45.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,601633.SH,2017.6,80.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301232.SZ,2085.07,43.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,001367.SZ,2154.04,49.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301307.SZ,2254.85,65.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,600547.SH,2287.0,100.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301315.SZ,2378.7,45.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301325.SZ,2791.44,36.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301428.SZ,3439.85,89.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,301310.SZ,4329.85,89.0,0.0,0.0,2024Q1,018460.OF
018460.OF,20240329,20231231,603231.SH,4618.81,210.0,0.0,0.0,2024Q1,018460.OF
