ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
014550.OF,20240329,20231231,603501.SH,633857.4,5940.0,1.49,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,002371.SZ,1081124.0,4400.0,2.54,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,688107.SH,1173355.56,31902.0,2.75,0.02,2024Q1,014550.OF
014550.OF,20240329,20231231,603986.SH,1274982.0,13800.0,2.99,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,002236.SZ,1328400.0,72000.0,3.12,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,300308.SZ,1682359.0,14900.0,3.95,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,300136.SZ,1751120.0,74200.0,4.11,0.01,2024Q1,014550.OF
014550.OF,20240329,20231231,300902.SZ,1755450.0,49800.0,4.12,0.06,2024Q1,014550.OF
014550.OF,20240329,20231231,688041.SH,1806511.98,25451.0,4.24,0.0,2024Q1,014550.OF
014550.OF,20240329,20231231,002436.SZ,2322921.0,157700.0,5.45,0.01,2024Q1,014550.OF
014550.OF,20240122,20231231,300418.SZ,2554420.0,68300.0,6.0,0.01,2024Q1,014550.OF
014550.OF,20240122,20231231,002156.SZ,2328184.0,100700.0,5.46,0.01,2024Q1,014550.OF
014550.OF,20240122,20231231,002475.SZ,3248635.0,94300.0,7.62,0.0,2024Q1,014550.OF
014550.OF,20240122,20231231,002315.SZ,2776294.0,83800.0,6.52,0.04,2024Q1,014550.OF
014550.OF,20240122,20231231,002230.SZ,3348636.0,72200.0,7.86,0.0,2024Q1,014550.OF
014550.OF,20240122,20231231,002463.SZ,3072468.0,138900.0,7.21,0.01,2024Q1,014550.OF
014550.OF,20240122,20231231,688361.SH,2702553.3,36310.0,6.34,0.06,2024Q1,014550.OF
014550.OF,20240122,20231231,688981.SH,3031471.52,57176.0,7.12,0.0,2024Q1,014550.OF
014550.OF,20240122,20231231,688256.SH,2393380.64,17734.0,5.62,0.01,2024Q1,014550.OF
014550.OF,20240122,20231231,002036.SZ,2339111.0,229100.0,5.49,0.02,2024Q1,014550.OF
014550.OF,20231025,20230930,603496.SH,4455052.0,149800.0,7.91,0.05,2024Q1,014550.OF
