ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
016677.OF,20240330,20231231,000928.SZ,308990.0,53000.0,0.26,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,002448.SZ,312080.0,47000.0,0.26,0.01,2024Q1,016677.OF
016677.OF,20240330,20231231,603345.SH,313830.0,3000.0,0.26,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,688981.SH,317536.78,5989.0,0.27,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,603277.SH,319158.0,11900.0,0.27,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,002299.SZ,319548.0,18600.0,0.27,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,000922.SZ,321451.0,31300.0,0.27,0.01,2024Q1,016677.OF
016677.OF,20240330,20231231,2269.HK,321889.34,12000.0,0.27,,2024Q1,016677.OF
016677.OF,20240330,20231231,600927.SH,325197.0,20700.0,0.27,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,603171.SH,325496.0,9200.0,0.27,0.01,2024Q1,016677.OF
016677.OF,20240330,20231231,603619.SH,327804.0,17700.0,0.28,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,300442.SZ,329810.0,13000.0,0.28,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,300158.SZ,331425.0,49100.0,0.28,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,600790.SH,336656.0,84800.0,0.28,0.01,2024Q1,016677.OF
016677.OF,20240330,20231231,000050.SZ,338670.0,31800.0,0.29,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,002737.SZ,342936.0,13200.0,0.29,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,688037.SH,342976.87,2567.0,0.29,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,601225.SH,344685.0,16500.0,0.29,0.0,2024Q1,016677.OF
016677.OF,20240330,20231231,002463.SZ,345072.0,15600.0,0.29,0.0,2024Q1,016677.OF
