ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
017885.OF,20240329,20231231,601133.SH,553.14,42.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688433.SH,1031.25,33.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688146.SH,1088.32,32.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,603075.SH,1282.05,55.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,603276.SH,1343.52,54.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,603193.SH,1532.72,92.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688657.SH,2190.44,28.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,603273.SH,2409.19,127.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688479.SH,2588.52,111.0,0.0,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688623.SH,3123.12,44.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688716.SH,3311.49,91.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688429.SH,3665.87,173.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688631.SH,4018.5,114.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688602.SH,4523.54,409.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688570.SH,5033.85,185.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688549.SH,5877.11,726.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688472.SH,8967.3,710.0,0.01,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,688443.SH,11425.7,286.0,0.02,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,002582.SZ,174876.0,22800.0,0.29,0.01,2024Q1,017885.OF
017885.OF,20240329,20231231,600199.SH,450036.0,24300.0,0.74,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,300592.SZ,487969.0,19700.0,0.8,0.01,2024Q1,017885.OF
017885.OF,20240329,20231231,603170.SH,510682.0,30200.0,0.83,0.02,2024Q1,017885.OF
017885.OF,20240329,20231231,002461.SZ,548260.0,69400.0,0.9,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,603345.SH,575355.0,5500.0,0.94,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,600872.SH,584480.0,20800.0,0.96,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,002991.SZ,728892.0,10200.0,1.19,0.02,2024Q1,017885.OF
017885.OF,20240329,20231231,603589.SH,765570.0,16900.0,1.25,0.0,2024Q1,017885.OF
017885.OF,20240329,20231231,000729.SZ,863863.0,100100.0,1.41,0.0,2024Q1,017885.OF
