ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
013812.OF,20240329,20231231,603383.SH,105177606.0,2133420.0,2.72,1.26,2024Q1,013812.OF
013812.OF,20240329,20231231,002920.SZ,105693111.0,816100.0,2.73,0.15,2024Q1,013812.OF
013812.OF,20240329,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603075.SH,4242.42,182.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,001326.SZ,4815.36,99.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603193.SH,5047.98,303.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603270.SH,5768.1,195.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603004.SH,6082.05,195.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688450.SH,6082.14,167.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688648.SH,6493.29,303.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301515.SZ,6502.1,230.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301505.SZ,6947.14,194.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688429.SH,7331.74,346.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301533.SZ,7461.0,225.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603275.SH,7662.1,193.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688693.SH,7726.98,178.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688671.SH,7751.8,226.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688646.SH,7899.33,219.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688657.SH,7901.23,101.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301548.SZ,8022.64,136.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301517.SZ,8082.65,185.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688651.SH,8196.9,178.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301520.SZ,8438.4,160.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301568.SZ,8752.68,246.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301518.SZ,8858.85,385.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301519.SZ,8932.82,442.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301500.SZ,9504.95,455.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688716.SH,9716.13,267.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301202.SZ,9730.8,306.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301261.SZ,10068.3,198.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301329.SZ,10181.34,458.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688603.SH,10379.6,140.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301499.SZ,10733.03,371.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688592.SH,10914.48,216.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301292.SZ,11281.05,583.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301550.SZ,11328.2,260.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688602.SH,11789.96,1066.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688631.SH,11844.0,336.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301456.SZ,12368.73,407.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301507.SZ,13488.35,851.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301393.SZ,15436.2,260.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688629.SH,15505.2,708.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688612.SH,16023.34,422.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301397.SZ,16355.16,362.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301509.SZ,16553.18,266.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301381.SZ,16952.99,571.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,300904.SZ,18705.12,304.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688591.SH,19081.62,681.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688627.SH,19473.84,222.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301558.SZ,19537.2,1458.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301421.SZ,19710.84,332.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301371.SZ,21195.12,564.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301498.SZ,21500.74,554.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301486.SZ,22774.5,482.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301559.SZ,23985.6,1315.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688582.SH,25058.16,648.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301348.SZ,27321.41,613.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688361.SH,32079.33,431.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,688549.SH,34738.46,4294.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301487.SZ,35512.32,867.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603373.SH,36981.4,876.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603231.SH,37546.81,1610.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,001239.SZ,44228.22,1887.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603296.SH,46105.75,593.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,603062.SH,77966.14,1258.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301578.SZ,89662.16,1175.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,688563.SH,90795.49,1501.0,0.0,0.0,2024Q1,013812.OF
013812.OF,20240329,20231231,301459.SZ,95083.08,2077.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,688720.SH,97348.14,1644.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,688719.SH,123723.3,1939.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301516.SZ,124517.13,6033.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301508.SZ,140801.39,4186.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301510.SZ,142024.35,3957.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,688702.SH,142158.27,2820.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,601083.SH,155955.24,12630.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301566.SZ,162891.85,5755.0,0.0,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,601096.SH,213323.88,39171.0,0.01,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301525.SZ,223674.08,2660.0,0.01,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,688652.SH,247131.25,4157.0,0.01,0.01,2024Q1,013812.OF
013812.OF,20240329,20231231,301526.SZ,527153.41,97225.0,0.01,0.02,2024Q1,013812.OF
013812.OF,20240329,20231231,688548.SH,527361.68,40476.0,0.01,0.02,2024Q1,013812.OF
013812.OF,20240329,20231231,603667.SH,17521920.0,748800.0,0.45,0.23,2024Q1,013812.OF
013812.OF,20240329,20231231,688486.SH,17777018.52,149676.0,0.46,0.96,2024Q1,013812.OF
013812.OF,20240329,20231231,002896.SZ,18832935.0,518100.0,0.49,0.34,2024Q1,013812.OF
013812.OF,20240329,20231231,301363.SZ,19642184.0,533755.0,0.51,0.48,2024Q1,013812.OF
013812.OF,20240329,20231231,601882.SH,22052608.8,843312.0,0.57,0.16,2024Q1,013812.OF
013812.OF,20240329,20231231,688392.SH,30766696.01,368861.0,0.79,0.79,2024Q1,013812.OF
013812.OF,20240329,20231231,688608.SH,31014749.34,201042.0,0.8,0.17,2024Q1,013812.OF
013812.OF,20240329,20231231,688698.SH,31058008.38,854886.0,0.8,0.47,2024Q1,013812.OF
013812.OF,20240329,20231231,301263.SZ,31557447.39,1932483.0,0.82,0.72,2024Q1,013812.OF
013812.OF,20240329,20231231,300679.SZ,33444850.0,805900.0,0.86,0.23,2024Q1,013812.OF
013812.OF,20240329,20231231,603298.SH,36881241.2,1482365.0,0.95,0.16,2024Q1,013812.OF
013812.OF,20240329,20231231,688658.SH,37626683.92,1803772.0,0.97,0.88,2024Q1,013812.OF
013812.OF,20240329,20231231,300496.SZ,42992220.0,537000.0,1.11,0.15,2024Q1,013812.OF
013812.OF,20240329,20231231,688516.SH,55990992.5,618685.0,1.45,0.57,2024Q1,013812.OF
013812.OF,20240329,20231231,300748.SZ,56438144.88,2791204.0,1.46,0.25,2024Q1,013812.OF
013812.OF,20240329,20231231,688167.SH,58671924.0,514666.0,1.52,0.75,2024Q1,013812.OF
013812.OF,20240329,20231231,688122.SH,60354462.89,1133843.0,1.56,0.17,2024Q1,013812.OF
013812.OF,20240329,20231231,603662.SH,76911241.83,2137017.0,1.99,0.76,2024Q1,013812.OF
013812.OF,20240329,20231231,603882.SH,77698362.31,1241783.0,2.01,0.27,2024Q1,013812.OF
013812.OF,20240329,20231231,300394.SZ,92480960.0,1010500.0,2.39,0.28,2024Q1,013812.OF
