ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
023448.OF,20260122,20251231,603799.SH,7240269.94,106069.0,3.5,0.01,2025Q4,023448.OF
023448.OF,20260122,20251231,002155.SZ,5658447.0,268300.0,2.74,0.02,2025Q4,023448.OF
023448.OF,20260122,20251231,002379.SZ,5953688.0,248900.0,2.88,0.02,2025Q4,023448.OF
023448.OF,20260122,20251231,601899.SH,4198446.0,121800.0,2.03,0.0,2025Q4,023448.OF
023448.OF,20260122,20251231,601600.SH,5997576.0,490800.0,2.9,0.0,2025Q4,023448.OF
023448.OF,20260122,20251231,600489.SH,5487264.0,234900.0,2.65,0.0,2025Q4,023448.OF
023448.OF,20260122,20251231,600549.SH,6064562.0,147700.0,2.93,0.01,2025Q4,023448.OF
023448.OF,20260122,20251231,600595.SH,6387866.85,813741.0,3.09,0.02,2025Q4,023448.OF
023448.OF,20260122,20251231,2899.HK,2383453.06,74000.0,1.15,0.0,2025Q4,023448.OF
023448.OF,20260122,20251231,2600.HK,3099796.85,282000.0,1.5,0.01,2025Q4,023448.OF
023448.OF,20260122,20251231,000960.SZ,6211664.0,222800.0,3.0,0.01,2025Q4,023448.OF
023448.OF,20260122,20251231,000630.SZ,5296613.0,881300.0,2.56,0.01,2025Q4,023448.OF
023448.OF,20251028,20250930,600489.SH,2107473.0,96100.0,3.56,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,600549.SH,2042400.0,69000.0,3.45,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,600595.SH,2105583.0,405700.0,3.55,0.01,2025Q3,023448.OF
023448.OF,20251028,20250930,1258.HK,2283965.55,167000.0,3.85,,2025Q3,023448.OF
023448.OF,20251028,20250930,2899.HK,2559630.73,86000.0,4.32,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,2600.HK,1503020.71,204000.0,2.54,0.01,2025Q3,023448.OF
023448.OF,20251028,20250930,0358.HK,2255517.09,81000.0,3.81,0.01,2025Q3,023448.OF
023448.OF,20251028,20250930,000807.SZ,2163000.0,105000.0,3.65,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,000630.SZ,2346072.0,437700.0,3.96,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,002532.SZ,2228757.0,192300.0,3.76,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,601899.SH,147200.0,5000.0,0.25,0.0,2025Q3,023448.OF
023448.OF,20251028,20250930,601600.SH,702872.0,85300.0,1.19,0.0,2025Q3,023448.OF
023448.OF,20250829,20250630,0386.HK,82458.52,22000.0,0.36,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,600282.SH,128100.0,30500.0,0.55,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,600346.SH,189658.0,13300.0,0.82,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,600989.SH,240486.0,14900.0,1.04,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,000708.SZ,252840.0,21500.0,1.09,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,002128.SZ,263074.0,13300.0,1.13,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,000408.SZ,264554.0,6200.0,1.14,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,603799.SH,268395.0,7250.0,1.16,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,1898.HK,140768.6,17000.0,0.61,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,601898.SH,212236.0,19400.0,0.92,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,0358.HK,361351.07,26000.0,1.56,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,601225.SH,382876.0,19900.0,1.65,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,002738.SZ,389136.0,12100.0,1.68,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,000792.SZ,486780.0,28500.0,2.1,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,600096.SH,527280.0,24000.0,2.27,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,002756.SZ,587375.0,18500.0,2.53,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,601168.SH,628614.0,37800.0,2.71,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,603993.SH,309856.0,36800.0,1.34,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,3993.HK,327481.25,45000.0,1.41,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,002460.SZ,124949.0,3700.0,0.54,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,1772.HK,611298.32,29400.0,2.64,0.01,2025Q2,023448.OF
023448.OF,20250829,20250630,600549.SH,746844.0,35700.0,3.22,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,002466.SZ,749736.0,23400.0,3.23,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,601857.SH,171855.0,20100.0,0.74,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,0857.HK,726368.18,118000.0,3.13,0.0,2025Q2,023448.OF
023448.OF,20250829,20250630,000933.SZ,946816.0,56900.0,4.08,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,002532.SZ,1052046.0,126600.0,4.54,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,601899.SH,115050.0,5900.0,0.5,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,601088.SH,137836.0,3400.0,0.59,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,600938.SH,221935.0,8500.0,0.96,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,600988.SH,1114624.0,44800.0,4.81,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,600489.SH,1473241.0,100700.0,6.35,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,1378.HK,1508511.21,92000.0,6.5,,2025Q2,023448.OF
023448.OF,20250721,20250630,2899.HK,1755321.36,96000.0,7.57,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,2600.HK,1011170.16,210000.0,4.36,0.01,2025Q2,023448.OF
023448.OF,20250721,20250630,1088.HK,860835.2,31000.0,3.71,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,0883.HK,1551336.38,96000.0,6.69,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,000975.SZ,1316330.0,69500.0,5.68,0.0,2025Q2,023448.OF
023448.OF,20250721,20250630,000807.SZ,952408.0,59600.0,4.11,0.0,2025Q2,023448.OF
