ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
018544.OF,20240330,20231231,603373.SH,3058.0,88.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603231.SH,3466.33,161.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,001239.SZ,3764.88,189.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603075.SH,4242.42,182.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,001326.SZ,4815.36,99.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603193.SH,5047.98,303.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603107.SH,5311.48,292.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603270.SH,5768.1,195.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688450.SH,6082.14,167.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,001378.SZ,6410.35,205.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688648.SH,6493.29,303.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301515.SZ,6502.1,230.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301505.SZ,6947.14,194.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,300804.SZ,6974.36,226.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301295.SZ,7135.85,215.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688429.SH,7331.74,346.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301533.SZ,7461.0,225.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301170.SZ,7607.5,250.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,603275.SH,7662.1,193.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688693.SH,7726.98,178.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688646.SH,7899.33,219.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688657.SH,7901.23,101.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301548.SZ,8022.64,136.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301578.SZ,8061.76,118.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301517.SZ,8082.65,185.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688651.SH,8196.9,178.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301489.SZ,8206.08,128.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688573.SH,8208.0,285.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688720.SH,8223.6,165.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301459.SZ,8286.72,208.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688638.SH,8414.88,141.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301520.SZ,8438.4,160.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301568.SZ,8752.68,246.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301518.SZ,8858.85,385.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301519.SZ,8932.82,442.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301469.SZ,9099.75,275.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301272.SZ,9234.74,173.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301516.SZ,9368.04,604.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301418.SZ,9487.8,189.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301500.SZ,9504.95,455.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301413.SZ,9543.16,164.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688716.SH,9716.13,267.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301395.SZ,9718.8,520.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301261.SZ,10068.3,198.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301372.SZ,10069.29,231.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301329.SZ,10181.34,458.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301528.SZ,10198.68,148.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688653.SH,10361.52,648.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688603.SH,10379.6,140.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301499.SZ,10733.03,371.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688592.SH,10914.48,216.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301251.SZ,11103.39,321.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301292.SZ,11281.05,583.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301550.SZ,11328.2,260.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688719.SH,11659.4,194.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688602.SH,11789.96,1066.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688631.SH,11844.0,336.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688620.SH,12009.12,1016.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301456.SZ,12368.73,407.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301566.SZ,12752.64,576.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301507.SZ,13488.35,851.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301510.SZ,13863.96,396.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,601083.SH,13981.41,1263.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688610.SH,14025.0,275.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301393.SZ,15436.2,260.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688629.SH,15505.2,708.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688612.SH,16023.34,422.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301362.SZ,16178.4,420.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301509.SZ,16553.18,266.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301172.SZ,16714.08,438.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301468.SZ,18071.56,598.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688627.SH,19473.84,222.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301558.SZ,19537.2,1458.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301421.SZ,19710.84,332.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301371.SZ,21195.12,564.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301498.SZ,21500.74,554.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301262.SZ,21555.8,692.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301525.SZ,21668.36,266.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,688652.SH,21736.0,416.0,0.0,0.0,2024Q1,018544.OF
018544.OF,20240330,20231231,301511.SZ,22261.94,982.0,0.0,0.0,2024Q1,018544.OF
