ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
012891.OF,20260121,20251231,002475.SZ,952728.0,16800.0,2.82,0.0
012891.OF,20260121,20251231,002602.SZ,960478.0,56300.0,2.84,0.0
012891.OF,20260121,20251231,600519.SH,964026.0,700.0,2.85,0.0
012891.OF,20260121,20251231,300750.SZ,991602.0,2700.0,2.93,0.0
012891.OF,20260121,20251231,600426.SH,1052905.0,33500.0,3.12,0.0
012891.OF,20260121,20251231,688385.SH,1086190.6,14738.0,3.21,0.0
012891.OF,20260121,20251231,688981.SH,1103013.4,8980.0,3.26,0.0
012891.OF,20260121,20251231,601899.SH,1227132.0,35600.0,3.63,0.0
012891.OF,20260121,20251231,601318.SH,1251720.0,18300.0,3.7,0.0
012891.OF,20260121,20251231,002493.SZ,1548062.0,132200.0,4.58,0.0
012891.OF,20251027,20250930,300750.SZ,2653200.0,6600.0,6.47,0.0
012891.OF,20251027,20250930,603986.SH,1237140.0,5800.0,3.02,0.0
012891.OF,20251027,20250930,002602.SZ,1139050.0,55000.0,2.78,0.0
012891.OF,20251027,20250930,002475.SZ,1552560.0,24000.0,3.79,0.0
012891.OF,20251027,20250930,601899.SH,1251200.0,42500.0,3.05,0.0
012891.OF,20251027,20250930,688981.SH,1277144.82,9114.0,3.11,0.0
012891.OF,20251027,20250930,688012.SH,3150756.62,10538.0,7.68,0.0
012891.OF,20251027,20250930,600519.SH,2021586.0,1400.0,4.93,0.0
012891.OF,20251027,20250930,600276.SH,1309365.0,18300.0,3.19,0.0
012891.OF,20251027,20250930,000425.SZ,1250050.0,108700.0,3.05,0.0
012891.OF,20250828,20250630,600030.SH,5524.0,200.0,0.01,0.0
012891.OF,20250828,20250630,002956.SZ,44593.0,1900.0,0.11,0.0
012891.OF,20250828,20250630,600312.SH,76950.0,5000.0,0.19,0.0
012891.OF,20250828,20250630,603369.SH,77860.0,2000.0,0.19,0.0
012891.OF,20250828,20250630,601139.SH,101760.0,16000.0,0.25,0.0
012891.OF,20250828,20250630,000403.SZ,248381.0,13700.0,0.61,0.0
012891.OF,20250828,20250630,002345.SZ,251636.0,17200.0,0.62,0.0
012891.OF,20250828,20250630,688498.SH,252330.0,1294.0,0.62,0.0
012891.OF,20250828,20250630,688630.SH,262159.11,3303.0,0.65,0.0
012891.OF,20250828,20250630,300896.SZ,279696.0,1600.0,0.69,0.0
012891.OF,20250828,20250630,688037.SH,279792.0,2610.0,0.69,0.0
012891.OF,20250828,20250630,603697.SH,294137.0,22300.0,0.73,0.01
012891.OF,20250828,20250630,002727.SZ,398696.0,24400.0,0.98,0.01
012891.OF,20250828,20250630,002251.SZ,410054.0,84200.0,1.01,0.01
012891.OF,20250828,20250630,000888.SZ,431642.0,30700.0,1.07,0.01
012891.OF,20250828,20250630,601519.SH,477911.0,46900.0,1.18,0.0
012891.OF,20250828,20250630,605319.SH,478240.0,14000.0,1.18,0.01
012891.OF,20250828,20250630,002705.SZ,483630.0,32900.0,1.19,0.0
