ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
017668.OF,20240328,20231231,002990.SZ,82872.0,2400.0,0.34,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,688772.SH,85376.79,3879.0,0.35,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,688203.SH,99980.58,7679.0,0.41,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,601898.SH,137598.0,14200.0,0.56,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,002738.SZ,138047.0,3700.0,0.57,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,002064.SZ,155672.0,23200.0,0.64,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,000880.SZ,171143.0,16100.0,0.7,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,600955.SH,183090.0,10200.0,0.75,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,603737.SH,185679.0,3900.0,0.76,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,605589.SH,217086.0,9700.0,0.89,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,000426.SZ,229724.0,25300.0,0.94,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,603535.SH,230400.0,12800.0,0.95,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,688121.SH,260319.64,12868.0,1.07,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,603639.SH,365810.0,23300.0,1.5,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,000786.SZ,453184.0,19400.0,1.86,0.0,2024Q1,017668.OF
017668.OF,20240328,20231231,688323.SH,460230.92,21436.0,1.89,0.02,2024Q1,017668.OF
017668.OF,20240328,20231231,688633.SH,707952.87,22669.0,2.91,0.07,2024Q1,017668.OF
017668.OF,20240328,20231231,600603.SH,767108.0,98600.0,3.15,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,688190.SH,769735.98,10746.0,3.16,0.02,2024Q1,017668.OF
017668.OF,20240328,20231231,002859.SZ,998000.0,40000.0,4.1,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,688789.SH,1007292.62,10082.0,4.14,0.01,2024Q1,017668.OF
017668.OF,20240328,20231231,603055.SH,1069152.0,88800.0,4.39,0.01,2024Q1,017668.OF
017668.OF,20240119,20231231,300487.SZ,2042810.0,38500.0,8.39,0.01,2024Q1,017668.OF
017668.OF,20240119,20231231,603878.SH,1439332.0,190640.0,5.91,0.03,2024Q1,017668.OF
017668.OF,20240119,20231231,603699.SH,1222452.0,88200.0,5.02,0.01,2024Q1,017668.OF
017668.OF,20240119,20231231,300037.SZ,1215610.0,25700.0,4.99,0.0,2024Q1,017668.OF
