ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
022327.OF,20260122,20251231,603260.SH,12542600.0,238000.0,4.04,0.02,2025Q4,022327.OF
022327.OF,20260122,20251231,603225.SH,22248618.0,1143300.0,7.16,0.08,2025Q4,022327.OF
022327.OF,20260122,20251231,002585.SZ,13509129.0,2007300.0,4.35,0.23,2025Q4,022327.OF
022327.OF,20260122,20251231,002493.SZ,23319294.0,1991400.0,7.5,0.02,2025Q4,022327.OF
022327.OF,20260122,20251231,002092.SZ,11784174.0,2366300.0,3.79,0.09,2025Q4,022327.OF
022327.OF,20260122,20251231,600426.SH,35415324.0,1126800.0,11.4,0.05,2025Q4,022327.OF
022327.OF,20260122,20251231,600623.SH,12272778.0,1591800.0,3.95,0.09,2025Q4,022327.OF
022327.OF,20260122,20251231,600075.SH,27846423.0,5625540.0,8.96,0.33,2025Q4,022327.OF
022327.OF,20260122,20251231,000703.SZ,17939589.0,1665700.0,5.77,0.05,2025Q4,022327.OF
022327.OF,20260122,20251231,000683.SZ,15275808.0,2053200.0,4.92,0.06,2025Q4,022327.OF
022327.OF,20251028,20250930,603260.SH,7135635.0,144300.0,3.75,0.01,2025Q3,022327.OF
022327.OF,20251028,20250930,603225.SH,7881272.0,485300.0,4.14,0.03,2025Q3,022327.OF
022327.OF,20251028,20250930,002493.SZ,11920645.0,1235300.0,6.26,0.01,2025Q3,022327.OF
022327.OF,20251028,20250930,002092.SZ,9658160.0,2099600.0,5.07,0.08,2025Q3,022327.OF
022327.OF,20251028,20250930,600426.SH,18650949.0,700900.0,9.79,0.03,2025Q3,022327.OF
022327.OF,20251028,20250930,600075.SH,8204808.0,1799300.0,4.31,0.11,2025Q3,022327.OF
022327.OF,20251028,20250930,000949.SZ,18027270.0,4144200.0,9.47,0.24,2025Q3,022327.OF
022327.OF,20251028,20250930,000830.SZ,6926040.0,477000.0,3.64,0.03,2025Q3,022327.OF
022327.OF,20251028,20250930,000703.SZ,9973260.0,1518000.0,5.24,0.04,2025Q3,022327.OF
022327.OF,20251028,20250930,000683.SZ,7021195.0,1105700.0,3.69,0.03,2025Q3,022327.OF
022327.OF,20250830,20250630,688548.SH,1881485.46,187773.0,3.31,0.03,2025Q2,022327.OF
022327.OF,20250830,20250630,002536.SZ,64328.0,4300.0,0.11,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,002756.SZ,88900.0,2800.0,0.16,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,300751.SZ,125208.0,1800.0,0.22,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,300750.SZ,176554.0,700.0,0.31,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,603214.SH,214928.0,11200.0,0.38,0.01,2025Q2,022327.OF
022327.OF,20250830,20250630,600383.SH,230811.0,60900.0,0.41,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,000776.SZ,247107.0,14700.0,0.44,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,601865.SH,249444.0,16400.0,0.44,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,600273.SH,260568.0,30800.0,0.46,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,600845.SH,266906.0,11300.0,0.47,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,688120.SH,289320.5,1715.0,0.51,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,688220.SH,297774.9,3803.0,0.52,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,600063.SH,337546.0,73700.0,0.59,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,600623.SH,375472.0,49600.0,0.66,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,688256.SH,483606.0,804.0,0.85,0.0,2025Q2,022327.OF
022327.OF,20250830,20250630,301266.SZ,518165.0,15500.0,0.91,0.01,2025Q2,022327.OF
022327.OF,20250830,20250630,2400.HK,616022.23,14000.0,1.09,,2025Q2,022327.OF
