ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
019197.OF,20240329,20231231,600295.SH,271.6,28.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,601061.SH,416.34,54.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,600938.SH,503.28,24.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,603087.SH,526.5,10.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301337.SZ,550.98,18.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,002088.SZ,712.5,50.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,601168.SH,841.93,59.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301281.SZ,953.12,28.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,002234.SZ,1197.9,99.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,001328.SZ,1273.95,45.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301232.SZ,2085.07,43.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,001367.SZ,2154.04,49.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301307.SZ,2254.85,65.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301325.SZ,2791.44,36.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301315.SZ,2801.58,53.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301428.SZ,3439.85,89.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301310.SZ,4329.85,89.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,603231.SH,4618.81,210.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,603004.SH,7990.05,248.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301578.SZ,12462.16,175.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301261.SZ,13939.8,273.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,688610.SH,14025.0,275.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301566.SZ,15042.85,655.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,688652.SH,21736.0,416.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,301498.SZ,24566.11,631.0,0.0,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,605183.SH,146300.0,10000.0,0.01,0.0,2024Q1,019197.OF
019197.OF,20240329,20231231,688190.SH,1296144.85,18095.0,0.11,0.03,2024Q1,019197.OF
019197.OF,20240329,20231231,000923.SZ,1409520.0,83900.0,0.11,0.01,2024Q1,019197.OF
019197.OF,20240329,20231231,300034.SZ,3262105.0,160300.0,0.27,0.02,2024Q1,019197.OF
019197.OF,20240329,20231231,603712.SH,4096300.0,130000.0,0.33,0.02,2024Q1,019197.OF
019197.OF,20240329,20231231,603773.SH,9222801.0,272300.0,0.75,0.17,2024Q1,019197.OF
019197.OF,20240329,20231231,688533.SH,9351407.8,245315.0,0.76,0.61,2024Q1,019197.OF
019197.OF,20240329,20231231,300092.SZ,12350304.0,927200.0,1.0,0.44,2024Q1,019197.OF
019197.OF,20240329,20231231,002299.SZ,15285046.0,889700.0,1.24,0.07,2024Q1,019197.OF
019197.OF,20240329,20231231,002937.SZ,15951326.0,612100.0,1.3,0.21,2024Q1,019197.OF
019197.OF,20240329,20231231,603970.SH,19830374.4,1291040.0,1.61,0.48,2024Q1,019197.OF
019197.OF,20240329,20231231,600583.SH,25712478.0,4328700.0,2.09,0.1,2024Q1,019197.OF
019197.OF,20240329,20231231,603039.SH,27703830.0,590700.0,2.25,0.23,2024Q1,019197.OF
019197.OF,20240329,20231231,000893.SZ,31742528.0,1209700.0,2.58,0.15,2024Q1,019197.OF
019197.OF,20240329,20231231,600547.SH,47307967.2,2068560.0,3.85,0.06,2024Q1,019197.OF
019197.OF,20240329,20231231,000811.SZ,56355938.6,4152980.0,4.58,0.56,2024Q1,019197.OF
019197.OF,20240329,20231231,600988.SH,60696924.0,4332400.0,4.93,0.26,2024Q1,019197.OF
019197.OF,20240119,20231231,603993.SH,72214480.0,13887400.0,5.87,0.08,2024Q1,019197.OF
019197.OF,20240119,20231231,002149.SZ,74234021.52,4722266.0,6.03,0.97,2024Q1,019197.OF
019197.OF,20240119,20231231,601058.SH,129946199.25,11059251.0,10.56,0.35,2024Q1,019197.OF
019197.OF,20240119,20231231,601899.SH,101217588.92,8123402.0,8.23,0.04,2024Q1,019197.OF
019197.OF,20240119,20231231,601600.SH,99286560.0,17604000.0,8.07,0.13,2024Q1,019197.OF
019197.OF,20240119,20231231,600026.SH,64876896.0,5300400.0,5.27,0.15,2024Q1,019197.OF
019197.OF,20240119,20231231,600378.SH,110484056.4,3624805.0,8.98,0.4,2024Q1,019197.OF
019197.OF,20240119,20231231,600312.SH,65277360.0,5144000.0,5.31,0.38,2024Q1,019197.OF
019197.OF,20240119,20231231,000807.SZ,86740004.0,7098200.0,7.05,0.2,2024Q1,019197.OF
019197.OF,20240119,20231231,000683.SZ,83990895.0,14308500.0,6.83,0.44,2024Q1,019197.OF
019197.OF,20231025,20230930,603993.SH,82074534.0,13887400.0,5.14,0.08,2024Q1,019197.OF
019197.OF,20231025,20230930,002149.SZ,70031204.78,4722266.0,4.39,0.97,2024Q1,019197.OF
