ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
015770.OF,20240329,20231231,603270.SH,2188.92,74.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,603119.SH,2196.04,92.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,603273.SH,2257.43,119.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,603004.SH,2308.06,74.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,601083.SH,2380.05,215.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,001239.SZ,2430.24,122.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,001326.SZ,2529.28,52.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301548.SZ,2654.55,45.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688657.SH,2659.82,34.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301520.SZ,2689.74,51.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688450.SH,2840.76,78.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301500.SZ,3237.95,155.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301371.SZ,3269.46,87.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301559.SZ,3301.44,181.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301525.SZ,3339.86,41.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301529.SZ,3409.2,90.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688612.SH,3455.27,91.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301515.SZ,3533.75,125.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688719.SH,3545.9,59.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301550.SZ,3790.59,87.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688716.SH,3893.73,107.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301517.SZ,3932.1,90.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,601096.SH,3962.56,976.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688693.SH,4123.95,95.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688646.SH,4148.05,115.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301418.SZ,4267.0,85.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301469.SZ,4301.7,130.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301202.SZ,4324.8,136.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301459.SZ,4342.56,109.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688602.SH,4357.64,394.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301519.SZ,4405.78,218.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301489.SZ,4423.59,69.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301568.SZ,4447.5,125.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688648.SH,4543.16,212.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301508.SZ,4615.64,173.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688653.SH,4621.11,289.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301518.SZ,4671.03,203.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301528.SZ,4754.79,69.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301251.SZ,4773.42,138.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301578.SZ,4782.4,70.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,688702.SH,4818.0,100.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301555.SZ,5093.08,157.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301507.SZ,5309.75,335.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301533.SZ,5438.24,164.0,0.0,0.0,2024Q1,015770.OF
015770.OF,20240329,20231231,301498.SZ,5472.21,141.0,0.0,0.0,2024Q1,015770.OF
