ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
013495.OF,20240329,20231231,300258.SZ,656336.0,50800.0,0.52,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,688249.SH,737437.5,42750.0,0.58,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,300611.SZ,1137510.0,99000.0,0.9,0.07,2024Q1,013495.OF
013495.OF,20240329,20231231,688533.SH,1167615.6,30630.0,0.92,0.08,2024Q1,013495.OF
013495.OF,20240329,20231231,688409.SH,1225003.33,15643.0,0.97,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,688512.SH,1297312.87,66563.0,1.03,0.13,2024Q1,013495.OF
013495.OF,20240329,20231231,002885.SZ,1310076.0,72300.0,1.04,0.03,2024Q1,013495.OF
013495.OF,20240329,20231231,301525.SZ,1333204.0,15800.0,1.06,0.07,2024Q1,013495.OF
013495.OF,20240329,20231231,301269.SZ,1365465.0,12900.0,1.08,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,688502.SH,1546053.75,7125.0,1.22,0.06,2024Q1,013495.OF
013495.OF,20240329,20231231,688352.SH,1558336.25,101125.0,1.23,0.06,2024Q1,013495.OF
013495.OF,20240329,20231231,603667.SH,1635660.0,69900.0,1.3,0.02,2024Q1,013495.OF
013495.OF,20240329,20231231,688041.SH,1654685.76,23312.0,1.31,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,002997.SZ,1685992.0,50600.0,1.34,0.03,2024Q1,013495.OF
013495.OF,20240329,20231231,002156.SZ,1692384.0,73200.0,1.34,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,601799.SH,1835540.0,14000.0,1.45,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,601100.SH,1897396.0,34700.0,1.5,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,600877.SH,1909635.0,136500.0,1.51,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,300580.SZ,1974256.0,65200.0,1.56,0.02,2024Q1,013495.OF
013495.OF,20240329,20231231,600660.SH,1977931.0,52900.0,1.57,0.0,2024Q1,013495.OF
013495.OF,20240329,20231231,603489.SH,1994685.0,36300.0,1.58,0.02,2024Q1,013495.OF
013495.OF,20240329,20231231,688220.SH,2055368.76,29179.0,1.63,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,688279.SH,2237368.8,17740.0,1.77,0.03,2024Q1,013495.OF
013495.OF,20240329,20231231,688322.SH,2283962.08,60776.0,1.81,0.03,2024Q1,013495.OF
013495.OF,20240329,20231231,603596.SH,2293830.0,33100.0,1.82,0.01,2024Q1,013495.OF
013495.OF,20240329,20231231,002896.SZ,2326400.0,64000.0,1.84,0.04,2024Q1,013495.OF
013495.OF,20240329,20231231,603633.SH,2696770.0,281500.0,2.14,0.07,2024Q1,013495.OF
013495.OF,20240329,20231231,605068.SH,2883540.0,128500.0,2.28,0.08,2024Q1,013495.OF
013495.OF,20240329,20231231,002906.SZ,3144300.0,89200.0,2.49,0.02,2024Q1,013495.OF
013495.OF,20240329,20231231,301550.SZ,3153840.0,68000.0,2.5,0.26,2024Q1,013495.OF
013495.OF,20240329,20231231,300951.SZ,3776674.0,58300.0,2.99,0.1,2024Q1,013495.OF
013495.OF,20240120,20231231,603179.SH,3782966.0,74600.0,3.0,0.02,2024Q1,013495.OF
013495.OF,20240120,20231231,600418.SH,4691575.0,290500.0,3.72,0.01,2024Q1,013495.OF
013495.OF,20240120,20231231,9868.HK,4907045.37,95500.0,3.89,,2024Q1,013495.OF
013495.OF,20240120,20231231,002475.SZ,5498220.0,159600.0,4.36,0.0,2024Q1,013495.OF
013495.OF,20240120,20231231,688017.SH,6205237.5,40425.0,4.92,0.02,2024Q1,013495.OF
013495.OF,20240120,20231231,603728.SH,7026195.0,106700.0,5.57,0.03,2024Q1,013495.OF
013495.OF,20240120,20231231,300260.SZ,7543597.0,247900.0,5.98,0.09,2024Q1,013495.OF
013495.OF,20240120,20231231,002050.SZ,8802360.0,299400.0,6.97,0.01,2024Q1,013495.OF
013495.OF,20240120,20231231,601689.SH,9393300.0,127800.0,7.44,0.01,2024Q1,013495.OF
013495.OF,20240120,20231231,603773.SH,9937458.0,293400.0,7.87,0.19,2024Q1,013495.OF
013495.OF,20231025,20230930,601138.SH,3776490.0,191700.0,2.92,0.0,2024Q1,013495.OF
013495.OF,20231025,20230930,603773.SH,9168750.0,293400.0,7.1,0.19,2024Q1,013495.OF
013495.OF,20231025,20230930,603728.SH,5876317.0,85300.0,4.55,0.02,2024Q1,013495.OF
013495.OF,20231025,20230930,603179.SH,4298824.0,86600.0,3.33,0.02,2024Q1,013495.OF
013495.OF,20231025,20230930,601689.SH,7887432.0,106400.0,6.11,0.01,2024Q1,013495.OF
013495.OF,20231025,20230930,300308.SZ,4967820.0,42900.0,3.85,0.01,2024Q1,013495.OF
013495.OF,20231025,20230930,002472.SZ,6650080.0,233500.0,5.15,0.03,2024Q1,013495.OF
013495.OF,20231025,20230930,002050.SZ,8122950.0,273500.0,6.29,0.01,2024Q1,013495.OF
013495.OF,20231025,20230930,002049.SZ,10023116.8,114944.0,7.76,0.01,2024Q1,013495.OF
013495.OF,20231025,20230930,9868.HK,6129974.87,95500.0,4.74,,2024Q1,013495.OF
013495.OF,20230831,20230630,300893.SZ,859382.0,33400.0,0.53,0.06,2024Q1,013495.OF
