ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
025348.OF,20260122,20251231,601138.SH,320556070.65,5166093.0,5.4,0.03
025348.OF,20260122,20251231,300548.SZ,264386960.0,1861880.0,4.45,0.69
025348.OF,20260122,20251231,300502.SZ,585618056.48,1359121.0,9.87,0.15
025348.OF,20260122,20251231,300476.SZ,418055046.0,1453700.0,7.04,0.17
025348.OF,20260122,20251231,300308.SZ,602461010.0,987641.0,10.15,0.09
025348.OF,20260122,20251231,002384.SZ,286480995.0,3384300.0,4.83,0.24
025348.OF,20260122,20251231,002463.SZ,349720327.0,4786100.0,5.89,0.25
025348.OF,20260122,20251231,688498.SH,286663942.76,446524.0,4.83,0.53
025348.OF,20260122,20251231,688195.SH,174080036.9,1026718.0,2.93,0.79
025348.OF,20260122,20251231,688313.SH,289128050.4,3256680.0,4.87,0.72
025348.OF,20251028,20250930,601138.SH,190630279.0,2887900.0,3.71,0.01
025348.OF,20251028,20250930,300548.SZ,168237843.59,1583117.0,3.27,0.59
025348.OF,20251028,20250930,300502.SZ,522583280.17,1428721.0,10.16,0.16
025348.OF,20251028,20250930,300476.SZ,329495550.0,1154100.0,6.41,0.13
025348.OF,20251028,20250930,300308.SZ,536127408.0,1328100.0,10.42,0.12
025348.OF,20251028,20250930,002384.SZ,246553450.0,3448300.0,4.79,0.25
025348.OF,20251028,20250930,002463.SZ,222878592.0,3033600.0,4.33,0.16
025348.OF,20251028,20250930,002080.SZ,217449036.0,6391800.0,4.23,0.38
025348.OF,20251028,20250930,688183.SH,206441419.5,2629827.0,4.01,0.32
025348.OF,20251028,20250930,688313.SH,190465329.9,2671323.0,3.7,0.58
