ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
005741.OF,20260122,20251231,688486.SH,3778886.43,50853.0,0.77,0.07
005741.OF,20260122,20251231,300394.SZ,3816964.0,18800.0,0.78,0.0
005741.OF,20260122,20251231,600704.SH,3842743.0,689900.0,0.78,0.01
005741.OF,20260122,20251231,000506.SZ,3897104.0,298400.0,0.8,0.03
005741.OF,20260122,20251231,3968.HK,1836065.62,38500.0,0.38,0.0
005741.OF,20260122,20251231,600036.SH,2092370.0,49700.0,0.43,0.0
005741.OF,20260122,20251231,600183.SH,3934691.0,55100.0,0.8,0.0
005741.OF,20260122,20251231,002006.SZ,4032156.0,174100.0,0.82,0.03
005741.OF,20260122,20251231,688401.SH,5320778.1,109010.0,1.09,0.06
005741.OF,20260122,20251231,1787.HK,1789143.34,57250.0,0.37,0.01
005741.OF,20260122,20251231,600547.SH,3592288.0,92800.0,0.73,0.0
005741.OF,20260122,20251231,2899.HK,6119676.79,190000.0,1.25,0.0
005741.OF,20251028,20250930,300750.SZ,4180800.0,10400.0,1.22,0.0
005741.OF,20251028,20250930,603444.SH,3294400.0,5800.0,0.96,0.01
005741.OF,20251028,20250930,603508.SH,4231050.0,126300.0,1.24,0.03
005741.OF,20251028,20250930,300476.SZ,3711500.0,13000.0,1.09,0.0
005741.OF,20251028,20250930,002056.SZ,2784591.0,135900.0,0.82,0.01
005741.OF,20251028,20250930,688093.SH,2751452.64,68976.0,0.81,0.03
005741.OF,20251028,20250930,2099.HK,3383467.36,26700.0,0.99,
005741.OF,20251028,20250930,2899.HK,5178787.75,174000.0,1.52,0.0
005741.OF,20251028,20250930,1818.HK,3653088.62,128000.0,1.07,
005741.OF,20251028,20250930,9988.HK,5558952.62,34400.0,1.63,
005741.OF,20250830,20250630,603120.SH,2172.95,65.0,0.0,0.0
005741.OF,20250830,20250630,603400.SH,2497.17,57.0,0.0,0.0
005741.OF,20250830,20250630,603409.SH,3165.4,95.0,0.0,0.0
005741.OF,20250830,20250630,603271.SH,4069.28,116.0,0.0,0.0
005741.OF,20250830,20250630,603014.SH,4444.48,136.0,0.0,0.0
005741.OF,20250830,20250630,603049.SH,5484.8,128.0,0.0,0.0
005741.OF,20250830,20250630,301665.SZ,8799.27,393.0,0.0,0.0
005741.OF,20250830,20250630,301501.SZ,10445.82,231.0,0.01,0.0
005741.OF,20250830,20250630,603072.SH,12142.35,223.0,0.01,0.0
005741.OF,20250830,20250630,301275.SZ,12867.51,229.0,0.01,0.0
005741.OF,20250830,20250630,688757.SH,13903.84,536.0,0.01,0.0
005741.OF,20250830,20250630,301479.SZ,14172.34,182.0,0.01,0.0
005741.OF,20250830,20250630,688583.SH,18087.36,227.0,0.01,0.0
005741.OF,20250830,20250630,688545.SH,23123.1,858.0,0.01,0.0
005741.OF,20250830,20250630,688708.SH,23553.54,426.0,0.01,0.0
005741.OF,20250830,20250630,688411.SH,38071.44,456.0,0.02,0.0
005741.OF,20250830,20250630,688605.SH,46611.6,744.0,0.03,0.0
005741.OF,20250830,20250630,301063.SZ,500304.0,16800.0,0.27,0.02
005741.OF,20250830,20250630,301292.SZ,526580.0,23300.0,0.29,0.03
005741.OF,20250830,20250630,001332.SZ,584192.0,16300.0,0.32,0.06
005741.OF,20250830,20250630,605500.SH,585288.0,79200.0,0.32,0.02
005741.OF,20250830,20250630,002614.SZ,586638.0,89700.0,0.32,0.02
005741.OF,20250830,20250630,002224.SZ,587328.0,128800.0,0.32,0.02
005741.OF,20250830,20250630,603916.SH,589806.0,65100.0,0.32,0.02
005741.OF,20250830,20250630,301223.SZ,591774.0,35800.0,0.32,0.03
005741.OF,20250830,20250630,688015.SH,595023.68,28552.0,0.32,0.02
005741.OF,20250830,20250630,001206.SZ,596400.0,28400.0,0.32,0.03
005741.OF,20250830,20250630,688162.SH,597318.72,21928.0,0.33,0.02
005741.OF,20250830,20250630,688450.SH,597858.18,22629.0,0.33,0.05
005741.OF,20250830,20250630,301232.SZ,608454.0,19800.0,0.33,0.04
005741.OF,20250830,20250630,688181.SH,609983.12,19601.0,0.33,0.01
005741.OF,20250830,20250630,300642.SZ,708032.0,48100.0,0.39,0.03
005741.OF,20250830,20250630,605567.SH,748836.0,73200.0,0.41,0.04
005741.OF,20250830,20250630,688733.SH,756596.18,39947.0,0.41,0.02
005741.OF,20250830,20250630,601007.SH,769370.0,101500.0,0.42,0.03
005741.OF,20250830,20250630,605566.SH,775620.0,37200.0,0.42,0.03
005741.OF,20250830,20250630,688775.SH,829870.16,4987.0,0.45,0.02
005741.OF,20250830,20250630,301150.SZ,893379.8,41630.0,0.49,0.04
005741.OF,20250830,20250630,600757.SH,945632.0,101900.0,0.51,0.01
005741.OF,20250830,20250630,301349.SZ,988471.0,25300.0,0.54,0.06
005741.OF,20250830,20250630,000544.SZ,992673.0,122100.0,0.54,0.01
005741.OF,20250830,20250630,300770.SZ,1039740.0,26000.0,0.57,0.01
005741.OF,20250830,20250630,600035.SH,1067632.0,251800.0,0.58,0.02
005741.OF,20250830,20250630,002391.SZ,1074724.0,183400.0,0.58,0.04
005741.OF,20250830,20250630,600901.SH,1084134.0,178900.0,0.59,0.0
005741.OF,20250830,20250630,600938.SH,1133174.0,43400.0,0.62,0.0
005741.OF,20250830,20250630,601665.SH,1154664.0,182700.0,0.63,0.0
005741.OF,20250830,20250630,002293.SZ,1165042.0,133300.0,0.63,0.02
005741.OF,20250830,20250630,000538.SZ,1171590.0,21000.0,0.64,0.0
005741.OF,20250830,20250630,600273.SH,1194552.0,141200.0,0.65,0.01
005741.OF,20250830,20250630,002032.SZ,1236404.0,23600.0,0.67,0.0
005741.OF,20250830,20250630,688657.SH,1254733.68,29544.0,0.68,0.07
005741.OF,20250830,20250630,600064.SH,1261356.0,163600.0,0.69,0.01
005741.OF,20250830,20250630,002852.SZ,1274348.0,133300.0,0.69,0.05
