ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
021145.OF,20260121,20251231,603225.SH,2173682.0,111700.0,5.08,0.01,2025Q4,021145.OF
021145.OF,20260121,20251231,601898.SH,2209344.0,177600.0,5.16,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,601699.SH,2299820.0,194900.0,5.37,0.01,2025Q4,021145.OF
021145.OF,20260121,20251231,601225.SH,2308956.0,108300.0,5.39,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,601001.SH,2340700.0,178000.0,5.47,0.01,2025Q4,021145.OF
021145.OF,20260121,20251231,601088.SH,2470500.0,61000.0,5.77,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,601666.SH,2514465.0,319500.0,5.87,0.01,2025Q4,021145.OF
021145.OF,20260121,20251231,600348.SH,2693586.0,326100.0,6.29,0.01,2025Q4,021145.OF
021145.OF,20260121,20251231,0883.HK,480964.65,25000.0,1.12,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,600938.SH,2809758.0,93100.0,6.56,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,1171.HK,1685661.42,194000.0,3.94,0.0,2025Q4,021145.OF
021145.OF,20260121,20251231,600188.SH,2310455.0,175700.0,5.4,0.0,2025Q4,021145.OF
021145.OF,20251027,20250930,603979.SH,2315368.0,33200.0,5.73,0.01,2025Q3,021145.OF
021145.OF,20251027,20250930,603993.SH,2810300.0,179000.0,6.95,0.0,2025Q3,021145.OF
021145.OF,20251027,20250930,002379.SZ,2279368.0,131300.0,5.64,0.01,2025Q3,021145.OF
021145.OF,20251027,20250930,601699.SH,1976512.0,138800.0,4.89,0.0,2025Q3,021145.OF
021145.OF,20251027,20250930,1378.HK,2400032.69,99500.0,5.94,,2025Q3,021145.OF
021145.OF,20251027,20250930,0358.HK,2394746.54,86000.0,5.92,0.01,2025Q3,021145.OF
021145.OF,20251027,20250930,600362.SH,642369.0,18100.0,1.59,0.0,2025Q3,021145.OF
021145.OF,20251027,20250930,000960.SZ,2124252.0,91800.0,5.25,0.01,2025Q3,021145.OF
021145.OF,20251027,20250930,000831.SZ,2189025.0,42300.0,5.41,0.0,2025Q3,021145.OF
021145.OF,20251027,20250930,000657.SZ,2145412.17,115159.0,5.31,0.01,2025Q3,021145.OF
021145.OF,20251027,20250930,000630.SZ,2361616.0,440600.0,5.84,0.0,2025Q3,021145.OF
021145.OF,20250829,20250630,0956.HK,84455.69,21000.0,0.24,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,000657.SZ,142320.0,12000.0,0.41,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,600011.SH,200634.0,28100.0,0.57,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,002831.SZ,299776.0,12800.0,0.85,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,002475.SZ,561978.0,16200.0,1.6,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,600595.SH,595680.0,136000.0,1.7,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,000612.SZ,605268.0,78200.0,1.72,0.01,2025Q2,021145.OF
021145.OF,20250829,20250630,603393.SH,648480.0,22400.0,1.85,0.01,2025Q2,021145.OF
021145.OF,20250829,20250630,0836.HK,656348.65,38000.0,1.87,,2025Q2,021145.OF
021145.OF,20250829,20250630,1810.HK,710728.23,13000.0,2.02,,2025Q2,021145.OF
021145.OF,20250829,20250630,000831.SZ,747684.0,20700.0,2.13,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,600968.SH,748272.0,183400.0,2.13,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,600273.SH,779166.0,92100.0,2.22,0.01,2025Q2,021145.OF
021145.OF,20250829,20250630,603345.SH,844410.0,10500.0,2.4,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,0941.HK,1032600.99,13000.0,2.94,0.0,2025Q2,021145.OF
021145.OF,20250829,20250630,000400.SZ,1401988.0,64400.0,3.99,0.01,2025Q2,021145.OF
021145.OF,20250718,20250630,603979.SH,2609928.0,56200.0,7.43,0.01,2025Q2,021145.OF
021145.OF,20250718,20250630,601808.SH,1769536.0,128600.0,5.04,0.0,2025Q2,021145.OF
021145.OF,20250718,20250630,603993.SH,3433676.0,407800.0,9.77,0.0,2025Q2,021145.OF
021145.OF,20250718,20250630,002379.SZ,3363824.0,253300.0,9.57,0.02,2025Q2,021145.OF
021145.OF,20250718,20250630,600938.SH,2759827.0,105700.0,7.85,0.0,2025Q2,021145.OF
021145.OF,20250718,20250630,1378.HK,1836448.43,112000.0,5.23,,2025Q2,021145.OF
021145.OF,20250718,20250630,0388.HK,1604083.57,4200.0,4.57,,2025Q2,021145.OF
021145.OF,20250718,20250630,600259.SH,3070336.0,57800.0,8.74,0.02,2025Q2,021145.OF
021145.OF,20250718,20250630,600096.SH,2557308.0,116400.0,7.28,0.01,2025Q2,021145.OF
