ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
020486.OF,20260122,20251231,300454.SZ,1266760.0,11000.0,4.95,0.0
020486.OF,20260122,20251231,300502.SZ,1292640.0,3000.0,5.05,0.0
020486.OF,20260122,20251231,603859.SH,1135350.0,27000.0,4.43,0.01
020486.OF,20260122,20251231,688031.SH,1081900.0,10000.0,4.22,0.01
020486.OF,20260122,20251231,688041.SH,1570870.0,7000.0,6.13,0.0
020486.OF,20260122,20251231,301396.SZ,1127100.0,17000.0,4.4,0.02
020486.OF,20260122,20251231,688292.SH,1305000.0,45000.0,5.1,0.04
020486.OF,20260122,20251231,688256.SH,1355550.0,1000.0,5.29,0.0
020486.OF,20260122,20251231,603171.SH,1212860.0,22000.0,4.74,0.01
020486.OF,20260122,20251231,688258.SH,1071980.0,14000.0,4.19,0.01
020486.OF,20251028,20250930,300454.SZ,1380500.0,11000.0,5.19,0.0
020486.OF,20251028,20250930,688590.SH,1204840.0,52000.0,4.53,0.02
020486.OF,20251028,20250930,300413.SZ,1108560.0,31000.0,4.17,0.0
020486.OF,20251028,20250930,603859.SH,1154640.0,24000.0,4.34,0.01
020486.OF,20251028,20250930,002739.SZ,1107900.0,90000.0,4.17,0.0
020486.OF,20251028,20250930,300378.SZ,1561000.0,28000.0,5.87,0.01
020486.OF,20251028,20250930,300229.SZ,1075680.0,48000.0,4.05,0.01
020486.OF,20251028,20250930,688031.SH,1082880.0,18000.0,4.07,0.02
020486.OF,20251028,20250930,603171.SH,1118260.0,22000.0,4.21,0.01
020486.OF,20251028,20250930,688258.SH,1538880.0,21000.0,5.79,0.02
020486.OF,20250830,20250630,688383.SH,15258.0,300.0,0.07,0.0
020486.OF,20250830,20250630,000032.SZ,202300.0,10000.0,0.89,0.0
020486.OF,20250830,20250630,300872.SZ,207540.0,9000.0,0.91,0.0
020486.OF,20250830,20250630,300253.SZ,212000.0,20000.0,0.93,0.0
020486.OF,20250830,20250630,300364.SZ,238500.0,9000.0,1.04,0.0
020486.OF,20250830,20250630,300121.SZ,300600.0,20000.0,1.32,0.0
020486.OF,20250830,20250630,301550.SZ,446450.0,5000.0,1.95,0.01
020486.OF,20250830,20250630,688369.SH,448630.0,17000.0,1.96,0.01
020486.OF,20250830,20250630,688232.SH,480640.0,16000.0,2.1,0.0
020486.OF,20250830,20250630,688248.SH,503360.0,16000.0,2.2,0.01
020486.OF,20250830,20250630,600990.SH,504720.0,18000.0,2.21,0.01
020486.OF,20250830,20250630,603005.SH,511020.0,18000.0,2.24,0.0
020486.OF,20250830,20250630,002410.SZ,536400.0,40000.0,2.35,0.0
020486.OF,20250830,20250630,688375.SH,540090.0,9000.0,2.36,0.0
020486.OF,20250830,20250630,688648.SH,566040.0,12000.0,2.48,0.02
020486.OF,20250830,20250630,688502.SH,575320.0,2000.0,2.52,0.01
020486.OF,20250830,20250630,603108.SH,582780.0,33000.0,2.55,0.01
020486.OF,20250830,20250630,001309.SZ,591700.0,5000.0,2.59,0.01
020486.OF,20250830,20250630,300773.SZ,602100.0,18000.0,2.64,0.0
020486.OF,20250830,20250630,688031.SH,606190.0,13000.0,2.65,0.01
020486.OF,20250830,20250630,300130.SZ,532950.0,15000.0,2.33,0.0
020486.OF,20250830,20250630,300738.SZ,627900.0,30000.0,2.75,0.0
020486.OF,20250830,20250630,688159.SH,645030.0,9000.0,2.82,0.01
020486.OF,20250830,20250630,601360.SH,652800.0,64000.0,2.86,0.0
020486.OF,20250830,20250630,300418.SZ,672600.0,20000.0,2.94,0.0
020486.OF,20250830,20250630,300525.SZ,728000.0,50000.0,3.19,0.01
020486.OF,20250830,20250630,688361.SH,757710.0,9000.0,3.32,0.0
020486.OF,20250830,20250630,688246.SH,764140.0,26000.0,3.34,0.02
020486.OF,20250719,20250630,300687.SZ,805620.0,29000.0,3.53,0.01
020486.OF,20250719,20250630,688590.SH,883220.0,43000.0,3.87,0.02
020486.OF,20250719,20250630,603039.SH,779800.0,14000.0,3.41,0.01
020486.OF,20250719,20250630,300378.SZ,1024800.0,28000.0,4.48,0.01
020486.OF,20250719,20250630,300010.SZ,829000.0,100000.0,3.63,0.01
020486.OF,20250719,20250630,688787.SH,849440.0,8000.0,3.72,0.01
020486.OF,20250719,20250630,603171.SH,944020.0,22000.0,4.13,0.01
020486.OF,20250719,20250630,688365.SH,852320.0,56000.0,3.73,0.01
020486.OF,20250719,20250630,688258.SH,1017030.0,21000.0,4.45,0.02
020486.OF,20250719,20250630,000710.SZ,811800.0,60000.0,3.55,0.02
020486.OF,20250422,20250331,603882.SH,866970.0,27000.0,3.82,0.01
020486.OF,20250422,20250331,688258.SH,871080.0,21000.0,3.84,0.02
020486.OF,20250422,20250331,002044.SZ,874200.0,155000.0,3.85,0.0
020486.OF,20250422,20250331,688590.SH,913320.0,43000.0,4.02,0.02
020486.OF,20250422,20250331,600588.SH,918660.0,61000.0,4.05,0.0
020486.OF,20250422,20250331,300170.SZ,1032440.0,53000.0,4.55,0.01
020486.OF,20250422,20250331,603171.SH,1047880.0,23000.0,4.62,0.01
020486.OF,20250422,20250331,600861.SH,1073000.0,50000.0,4.73,0.01
020486.OF,20250422,20250331,300378.SZ,1087800.0,28000.0,4.79,0.01
020486.OF,20250422,20250331,300662.SZ,1176400.0,34000.0,5.18,0.02
020486.OF,20250329,20241231,300759.SZ,385500.0,15000.0,1.59,0.0
020486.OF,20250329,20241231,002149.SZ,407100.0,23000.0,1.68,0.0
020486.OF,20250329,20241231,603678.SH,427000.0,14000.0,1.76,0.0
020486.OF,20250329,20241231,603383.SH,450000.0,12000.0,1.85,0.01
020486.OF,20250329,20241231,688498.SH,550220.0,4100.0,2.27,0.01
020486.OF,20250329,20241231,688702.SH,571200.0,6800.0,2.35,0.0
020486.OF,20250329,20241231,300699.SZ,589050.0,17000.0,2.43,0.0
020486.OF,20250329,20241231,603712.SH,623040.0,32000.0,2.57,0.0
020486.OF,20250329,20241231,600456.SH,625900.0,22000.0,2.58,0.0
020486.OF,20250329,20241231,300476.SZ,631350.0,15000.0,2.6,0.0
020486.OF,20250329,20241231,600536.SH,653660.0,14000.0,2.69,0.0
020486.OF,20250329,20241231,600435.SH,663680.0,68000.0,2.74,0.0
020486.OF,20250329,20241231,688305.SH,681700.0,10000.0,2.81,0.01
020486.OF,20250329,20241231,300775.SZ,722970.0,29000.0,2.98,0.01
020486.OF,20250329,20241231,600048.SH,753100.0,85000.0,3.1,0.0
020486.OF,20250329,20241231,600266.SH,790500.0,155000.0,3.26,0.01
020486.OF,20250329,20241231,002241.SZ,800110.0,31000.0,3.3,0.0
020486.OF,20250329,20241231,002460.SZ,805230.0,23000.0,3.32,0.0
020486.OF,20250329,20241231,603728.SH,216000.0,4000.0,0.89,0.0
020486.OF,20250329,20241231,600601.SH,307300.0,70000.0,1.27,0.0
020486.OF,20250329,20241231,603267.SH,362300.0,10000.0,1.49,0.0
020486.OF,20250329,20241231,688143.SH,374340.0,17000.0,1.54,0.02
020486.OF,20250329,20241231,688270.SH,385000.0,11000.0,1.59,0.01
020486.OF,20250122,20241231,300395.SZ,808615.0,21500.0,3.33,0.0
020486.OF,20250122,20241231,600438.SH,840180.0,38000.0,3.46,0.0
020486.OF,20250122,20241231,000938.SZ,862730.0,31000.0,3.56,0.0
020486.OF,20250122,20241231,300567.SZ,900200.0,14000.0,3.71,0.01
020486.OF,20250122,20241231,688256.SH,921200.0,1400.0,3.8,0.0
020486.OF,20250122,20241231,603986.SH,939840.0,8800.0,3.87,0.0
020486.OF,20250122,20241231,000063.SZ,1050400.0,26000.0,4.33,0.0
020486.OF,20250122,20241231,002600.SZ,1336000.0,167000.0,5.51,0.0
020486.OF,20250122,20241231,300502.SZ,1340728.0,11600.0,5.53,0.0
020486.OF,20250122,20241231,688041.SH,2486514.0,16600.0,10.25,0.0
020486.OF,20241025,20240930,300775.SZ,912000.0,32000.0,3.1,0.01
020486.OF,20241025,20240930,300567.SZ,964800.0,15000.0,3.28,0.01
020486.OF,20241025,20240930,300502.SZ,2053526.0,15800.0,6.97,0.0
020486.OF,20241025,20240930,603986.SH,1060440.0,12000.0,3.6,0.0
