ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
025351.OF,20260122,20251231,603181.SH,46814654.47,3276043.0,7.14,0.56
025351.OF,20260122,20251231,688377.SH,60926477.4,1660122.0,9.29,0.85
025351.OF,20260122,20251231,300347.SZ,41670077.4,734922.0,6.35,0.13
025351.OF,20260122,20251231,601137.SH,40216203.0,1881900.0,6.13,0.22
025351.OF,20260122,20251231,002202.SZ,62619840.0,3069600.0,9.55,0.09
025351.OF,20260122,20251231,688141.SH,48505750.96,1116872.0,7.4,0.25
025351.OF,20260122,20251231,688037.SH,58465119.78,393678.0,8.91,0.2
025351.OF,20260122,20251231,605060.SH,66420039.84,1797079.0,10.13,0.75
025351.OF,20260122,20251231,688357.SH,54359813.75,1644775.0,8.29,1.64
025351.OF,20260122,20251231,688099.SH,39143939.12,448744.0,5.97,0.11
025351.OF,20251028,20250930,603181.SH,69366931.41,3676043.0,10.78,0.62
025351.OF,20251028,20250930,688377.SH,63881494.56,1660122.0,9.93,0.85
025351.OF,20251028,20250930,603799.SH,40199000.0,610000.0,6.25,0.03
025351.OF,20251028,20250930,300347.SZ,42625476.0,734922.0,6.63,0.13
025351.OF,20251028,20250930,601137.SH,33628077.0,1301900.0,5.23,0.16
025351.OF,20251028,20250930,688141.SH,47435905.8,817156.0,7.37,0.31
025351.OF,20251028,20250930,688361.SH,48036420.0,414000.0,7.47,0.17
025351.OF,20251028,20250930,688037.SH,46484722.0,311978.0,7.23,0.15
025351.OF,20251028,20250930,605060.SH,59356828.05,2123679.0,9.23,0.89
025351.OF,20251028,20250930,688357.SH,65593627.0,1644775.0,10.2,1.64
