ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
022148.OF,20260122,20251231,600259.SH,45008000.0,800000.0,4.04,0.24,2025Q4,022148.OF
022148.OF,20260122,20251231,002895.SZ,47658000.0,1300000.0,4.28,0.22,2025Q4,022148.OF
022148.OF,20260122,20251231,600489.SH,56064000.0,2400000.0,5.03,0.05,2025Q4,022148.OF
022148.OF,20260122,20251231,002517.SZ,61236000.0,2800000.0,5.5,0.15,2025Q4,022148.OF
022148.OF,20260122,20251231,600309.SH,61344000.0,800000.0,5.51,0.03,2025Q4,022148.OF
022148.OF,20260122,20251231,605060.SH,66528000.0,1800000.0,5.97,0.75,2025Q4,022148.OF
022148.OF,20260122,20251231,601899.SH,82728000.0,2400000.0,7.42,0.01,2025Q4,022148.OF
022148.OF,20260122,20251231,000893.SZ,86346000.0,1800000.0,7.75,0.22,2025Q4,022148.OF
022148.OF,20260122,20251231,000960.SZ,118490000.0,4250000.0,10.63,0.26,2025Q4,022148.OF
022148.OF,20260122,20251231,603993.SH,125000000.0,6250000.0,11.22,0.04,2025Q4,022148.OF
022148.OF,20251028,20250930,603606.SH,45499224.0,644100.0,4.41,0.09,2025Q3,022148.OF
022148.OF,20251028,20250930,603993.SH,112726000.0,7180000.0,10.92,0.04,2025Q3,022148.OF
022148.OF,20251028,20250930,002517.SZ,66830400.0,2380000.0,6.47,0.13,2025Q3,022148.OF
022148.OF,20251028,20250930,600926.SH,41229000.0,2700000.0,3.99,0.04,2025Q3,022148.OF
022148.OF,20251028,20250930,300037.SZ,49109600.0,920000.0,4.76,0.17,2025Q3,022148.OF
022148.OF,20251028,20250930,601899.SH,108928000.0,3700000.0,10.55,0.02,2025Q3,022148.OF
022148.OF,20251028,20250930,605060.SH,39130000.0,1400000.0,3.79,0.59,2025Q3,022148.OF
022148.OF,20251028,20250930,600595.SH,59685000.0,11500000.0,5.78,0.29,2025Q3,022148.OF
022148.OF,20251028,20250930,000960.SZ,106444000.0,4600000.0,10.31,0.28,2025Q3,022148.OF
022148.OF,20251028,20250930,000893.SZ,75206400.0,1920000.0,7.28,0.24,2025Q3,022148.OF
022148.OF,20250829,20250630,000888.SZ,1406.0,100.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,603120.SH,2172.95,65.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,001335.SZ,2244.0,80.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,603382.SH,2350.95,105.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,603400.SH,2497.17,57.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,603257.SH,2922.66,78.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,001390.SZ,3225.36,178.0,0.0,0.0,2025Q2,022148.OF
022148.OF,20250829,20250630,603409.SH,3332.0,100.0,0.0,0.0,2025Q2,022148.OF
