ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
013410.OF,20260122,20251231,300750.SZ,39550229.4,107690.0,3.81,0.0
013410.OF,20260122,20251231,300285.SZ,64942513.0,2369300.0,6.26,0.28
013410.OF,20260122,20251231,601233.SH,51254822.0,2978200.0,4.94,0.12
013410.OF,20260122,20251231,002568.SZ,39858821.88,1827548.0,3.84,0.25
013410.OF,20260122,20251231,002475.SZ,80806079.0,1424900.0,7.78,0.02
013410.OF,20260122,20251231,002472.SZ,43707279.0,921900.0,4.21,0.12
013410.OF,20260122,20251231,002430.SZ,56346260.21,1886383.0,5.43,0.19
013410.OF,20260122,20251231,002410.SZ,49101098.64,3903108.0,4.73,0.25
013410.OF,20260122,20251231,002756.SZ,70658455.0,1302460.0,6.81,0.34
013410.OF,20260122,20251231,000902.SZ,50301007.9,3220295.0,4.85,0.28
013410.OF,20251028,20250930,300750.SZ,68737980.0,170990.0,6.25,0.0
013410.OF,20251028,20250930,601233.SH,44702782.0,2978200.0,4.07,0.12
013410.OF,20251028,20250930,002568.SZ,43577171.44,1690348.0,3.96,0.23
013410.OF,20251028,20250930,002475.SZ,67057654.0,1036600.0,6.1,0.01
013410.OF,20251028,20250930,002430.SZ,45952289.88,1886383.0,4.18,0.19
013410.OF,20251028,20250930,002410.SZ,96957310.08,6895968.0,8.82,0.43
013410.OF,20251028,20250930,300014.SZ,50678264.0,556904.0,4.61,0.03
013410.OF,20251028,20250930,688717.SH,54419851.2,634264.0,4.95,0.65
013410.OF,20251028,20250930,301358.SZ,86811456.0,1436800.0,7.9,0.37
013410.OF,20251028,20250930,000902.SZ,44987521.15,3220295.0,4.09,0.28
013410.OF,20250829,20250630,000625.SZ,1276.0,100.0,0.0,0.0
013410.OF,20250829,20250630,603120.SH,2172.95,65.0,0.0,0.0
013410.OF,20250829,20250630,001335.SZ,2244.0,80.0,0.0,0.0
013410.OF,20250829,20250630,603382.SH,2350.95,105.0,0.0,0.0
013410.OF,20250829,20250630,603400.SH,2497.17,57.0,0.0,0.0
013410.OF,20250829,20250630,603257.SH,2922.66,78.0,0.0,0.0
013410.OF,20250829,20250630,001390.SZ,3225.36,178.0,0.0,0.0
013410.OF,20250829,20250630,603409.SH,3332.0,100.0,0.0,0.0
013410.OF,20250829,20250630,001395.SZ,3780.0,80.0,0.0,0.0
013410.OF,20250829,20250630,603124.SH,4075.28,88.0,0.0,0.0
013410.OF,20250829,20250630,603271.SH,4420.08,126.0,0.0,0.0
013410.OF,20250829,20250630,603210.SH,4464.46,286.0,0.0,0.0
013410.OF,20250829,20250630,301560.SZ,5215.5,190.0,0.0,0.0
013410.OF,20250829,20250630,301595.SZ,5703.6,196.0,0.0,0.0
013410.OF,20250829,20250630,301636.SZ,6074.88,128.0,0.0,0.0
013410.OF,20250829,20250630,603014.SH,6699.4,205.0,0.0,0.0
013410.OF,20250829,20250630,001382.SZ,7396.86,366.0,0.0,0.0
013410.OF,20250829,20250630,301173.SZ,7781.54,173.0,0.0,0.0
013410.OF,20250829,20250630,688755.SH,7983.99,203.0,0.0,0.0
013410.OF,20250829,20250630,301665.SZ,8799.27,393.0,0.0,0.0
013410.OF,20250829,20250630,301658.SZ,10042.26,437.0,0.0,0.0
013410.OF,20250829,20250630,301590.SZ,10182.04,73.0,0.0,0.0
013410.OF,20250829,20250630,001356.SZ,10237.96,709.0,0.0,0.0
013410.OF,20250829,20250630,301601.SZ,11576.7,342.0,0.0,0.0
013410.OF,20250829,20250630,301662.SZ,11797.5,143.0,0.0,0.0
013410.OF,20250829,20250630,603072.SH,12305.7,226.0,0.0,0.0
013410.OF,20250829,20250630,688758.SH,13185.69,777.0,0.0,0.0
013410.OF,20250829,20250630,603202.SH,13599.0,150.0,0.0,0.0
013410.OF,20250829,20250630,688757.SH,13903.84,536.0,0.0,0.0
013410.OF,20250829,20250630,301535.SZ,13938.66,734.0,0.0,0.0
013410.OF,20250829,20250630,301479.SZ,14172.34,182.0,0.0,0.0
013410.OF,20250829,20250630,001388.SZ,15385.54,937.0,0.0,0.0
013410.OF,20250829,20250630,301501.SZ,15827.0,350.0,0.0,0.0
013410.OF,20250829,20250630,301602.SZ,16318.4,658.0,0.0,0.0
013410.OF,20250829,20250630,301678.SZ,17014.28,382.0,0.0,0.0
013410.OF,20250829,20250630,688583.SH,18087.36,227.0,0.0,0.0
013410.OF,20250829,20250630,603049.SH,19453.9,454.0,0.0,0.0
013410.OF,20250829,20250630,301275.SZ,22307.43,397.0,0.0,0.0
013410.OF,20250829,20250630,301458.SZ,23911.11,701.0,0.0,0.0
013410.OF,20250829,20250630,688545.SH,26788.3,994.0,0.0,0.0
013410.OF,20250829,20250630,688411.SH,46754.4,560.0,0.01,0.0
013410.OF,20250829,20250630,688775.SH,71143.68,573.0,0.01,0.0
013410.OF,20250829,20250630,688106.SH,233661.29,13061.0,0.03,0.0
013410.OF,20250829,20250630,601012.SH,286882.0,19100.0,0.04,0.0
013410.OF,20250829,20250630,601966.SH,3586815.0,244500.0,0.46,0.02
013410.OF,20250829,20250630,002202.SZ,4379158.75,427235.0,0.56,0.01
013410.OF,20250829,20250630,002831.SZ,5180621.1,221205.0,0.66,0.04
013410.OF,20250829,20250630,002475.SZ,8790446.0,253400.0,1.12,0.0
013410.OF,20250829,20250630,002318.SZ,9643697.0,412300.0,1.23,0.04
013410.OF,20250829,20250630,601100.SH,10764000.0,149500.0,1.37,0.01
013410.OF,20250829,20250630,688122.SH,11026160.16,212532.0,1.4,0.03
013410.OF,20250829,20250630,603298.SH,14275330.0,681400.0,1.82,0.05
013410.OF,20250829,20250630,603179.SH,17980116.0,382800.0,2.29,0.08
013410.OF,20250829,20250630,600141.SH,18943174.71,922707.0,2.41,0.08
013410.OF,20250829,20250630,002050.SZ,19700584.0,746800.0,2.5,0.02
013410.OF,20250829,20250630,603993.SH,20285464.0,2409200.0,2.58,0.01
013410.OF,20250829,20250630,603337.SH,22145136.0,617200.0,2.82,0.13
013410.OF,20250829,20250630,002938.SZ,22267256.0,695200.0,2.83,0.03
013410.OF,20250829,20250630,300627.SZ,26509000.0,757400.0,3.37,0.12
013410.OF,20250829,20250630,300679.SZ,26619908.0,586600.0,3.38,0.16
013410.OF,20250829,20250630,000786.SZ,27061871.52,1021974.0,3.44,0.06
