ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
018546.OF,20240330,20231231,603075.SH,2773.89,119.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603373.SH,3058.0,88.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603107.SH,3201.44,176.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603276.SH,3234.4,130.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603193.SH,3332.0,200.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603275.SH,3374.5,85.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603231.SH,3466.33,161.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,001306.SZ,3617.28,48.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,001239.SZ,3764.88,189.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603270.SH,4318.68,146.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,603119.SH,4344.34,182.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,001326.SZ,4815.36,99.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,001378.SZ,4846.85,155.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301548.SZ,5250.11,89.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688657.SH,5319.64,68.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301520.SZ,5432.22,103.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688450.SH,5572.26,153.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301371.SZ,5674.58,151.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301559.SZ,6037.44,331.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301525.SZ,6435.34,79.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688648.SH,6493.29,303.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301515.SZ,6502.1,230.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688719.SH,6611.0,110.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301500.SZ,6726.58,322.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301505.SZ,6947.14,194.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,300804.SZ,6974.36,226.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,601083.SH,7040.52,636.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688716.SH,7096.05,195.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301418.SZ,7128.4,142.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,301295.SZ,7135.85,215.0,0.0,0.0,2024Q1,018546.OF
018546.OF,20240330,20231231,688612.SH,7138.36,188.0,0.0,0.0,2024Q1,018546.OF
