ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
014875.OF,20240328,20231231,603373.SH,3058.0,88.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603231.SH,3466.33,161.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,001326.SZ,4815.36,99.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603107.SH,5311.48,292.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603270.SH,5768.1,195.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603004.SH,6082.05,195.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,688648.SH,6493.29,303.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301505.SZ,6947.14,194.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301170.SZ,7607.5,250.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,603275.SH,7662.1,193.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301489.SZ,8206.08,128.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,688573.SH,8208.0,285.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,688720.SH,8223.6,165.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,601083.SH,8368.92,756.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301520.SZ,8438.4,160.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301518.SZ,8858.85,385.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301469.SZ,9099.75,275.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301516.SZ,9368.04,604.0,0.0,0.0,2024Q1,014875.OF
014875.OF,20240328,20231231,301500.SZ,9504.95,455.0,0.0,0.0,2024Q1,014875.OF
