ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
024499.OF,20260122,20251231,688616.SH,3143440.21,257027.0,4.65,0.14,2025Q4,024499.OF
024499.OF,20260122,20251231,688571.SH,3240750.0,435000.0,4.8,0.1,2025Q4,024499.OF
024499.OF,20260122,20251231,300371.SZ,3194037.0,254100.0,4.73,0.19,2025Q4,024499.OF
024499.OF,20260122,20251231,301503.SZ,3714180.0,103000.0,5.5,0.32,2025Q4,024499.OF
024499.OF,20260122,20251231,301065.SZ,3580395.0,167700.0,5.3,0.19,2025Q4,024499.OF
024499.OF,20260122,20251231,688355.SH,3677462.2,206599.0,5.44,0.17,2025Q4,024499.OF
024499.OF,20260122,20251231,688517.SH,3468852.95,222505.0,5.14,0.16,2025Q4,024499.OF
024499.OF,20260122,20251231,688092.SH,3312647.52,131768.0,4.9,0.16,2025Q4,024499.OF
024499.OF,20260122,20251231,003008.SZ,3124534.5,144990.0,4.63,0.19,2025Q4,024499.OF
024499.OF,20260122,20251231,600051.SH,3674242.0,487300.0,5.44,0.16,2025Q4,024499.OF
024499.OF,20251028,20250930,688616.SH,1574469.54,120927.0,4.51,0.07,2025Q3,024499.OF
024499.OF,20251028,20250930,300514.SZ,1609924.0,110800.0,4.61,0.07,2025Q3,024499.OF
024499.OF,20251028,20250930,300610.SZ,1544172.0,130200.0,4.42,0.08,2025Q3,024499.OF
024499.OF,20251028,20250930,603320.SH,1662056.0,80800.0,4.76,0.05,2025Q3,024499.OF
024499.OF,20251028,20250930,301158.SZ,1512918.0,84900.0,4.33,0.06,2025Q3,024499.OF
024499.OF,20251028,20250930,301059.SZ,1527068.0,134900.0,4.37,0.07,2025Q3,024499.OF
024499.OF,20251028,20250930,688517.SH,1557086.7,101505.0,4.46,0.07,2025Q3,024499.OF
024499.OF,20251028,20250930,688092.SH,1613394.35,63695.0,4.62,0.08,2025Q3,024499.OF
024499.OF,20251028,20250930,605155.SH,1784286.0,107100.0,5.11,0.06,2025Q3,024499.OF
024499.OF,20251028,20250930,003008.SZ,1552256.0,72400.0,4.45,0.09,2025Q3,024499.OF
