ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
016520.OF,20240329,20231231,301070.SZ,49346.0,1100.0,0.1,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,603662.SH,64782.0,1800.0,0.13,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,600363.SH,68000.0,2000.0,0.14,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,002428.SZ,81378.0,6600.0,0.17,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,300624.SZ,94600.0,1000.0,0.19,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,601021.SH,95380.0,1900.0,0.2,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,605555.SH,102825.0,4500.0,0.21,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,300354.SZ,104307.0,2100.0,0.21,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,600094.SH,105300.0,35100.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,600583.SH,107514.0,18100.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,603300.SH,107520.0,16800.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,601012.SH,107630.0,4700.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,688543.SH,108390.1,1939.0,0.22,0.01,2024Q1,016520.OF
016520.OF,20240329,20231231,000039.SZ,108630.0,14200.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,688111.SH,109089.0,345.0,0.22,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,688322.SH,109996.66,2927.0,0.23,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,688772.SH,114518.03,5203.0,0.24,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,601500.SH,115920.0,28000.0,0.24,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,605599.SH,123587.0,8300.0,0.25,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,603535.SH,154800.0,8600.0,0.32,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,300394.SZ,155584.0,1700.0,0.32,0.0,2024Q1,016520.OF
016520.OF,20240329,20231231,600048.SH,156420.0,15800.0,0.32,0.0,2024Q1,016520.OF
