ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
022418.OF,20260122,20251231,603799.SH,2464186.0,36100.0,37.17,0.0
022418.OF,20260122,20251231,603969.SH,1370916.0,135600.0,20.68,0.02
022418.OF,20260122,20251231,603005.SH,2735574.0,98900.0,41.26,0.02
022418.OF,20260122,20251231,688276.SH,59163.82,3137.0,0.89,0.0
022418.OF,20251028,20250930,603298.SH,3206268.0,111600.0,15.38,0.01
022418.OF,20251028,20250930,603799.SH,3743120.0,56800.0,17.95,0.0
022418.OF,20251028,20250930,603969.SH,3316083.0,307900.0,15.9,0.04
022418.OF,20251028,20250930,300415.SZ,3062165.0,117100.0,14.69,0.03
022418.OF,20251028,20250930,603005.SH,3199415.0,98900.0,15.34,0.02
022418.OF,20251028,20250930,688276.SH,68763.04,3137.0,0.33,0.0
022418.OF,20251028,20250930,600276.SH,3226905.0,45100.0,15.48,0.0
022418.OF,20251028,20250930,000935.SZ,1028160.0,48000.0,4.93,0.01
022418.OF,20250721,20250630,603501.SH,3612495.0,28300.0,10.82,0.0
022418.OF,20250721,20250630,600939.SH,3540789.0,1063300.0,10.6,0.06
022418.OF,20250721,20250630,603005.SH,8945689.0,315100.0,26.79,0.05
022418.OF,20250721,20250630,601033.SH,3410217.0,215700.0,10.21,0.09
022418.OF,20250721,20250630,688276.SH,65877.0,3137.0,0.2,0.0
022418.OF,20250721,20250630,300850.SZ,7131762.0,199100.0,21.36,0.07
022418.OF,20250721,20250630,688186.SH,6684869.55,233655.0,20.02,0.1
022418.OF,20250422,20250331,688276.SH,68888.52,3137.0,0.18,0.0
022418.OF,20250422,20250331,002475.SZ,3782325.0,92500.0,9.67,0.0
022418.OF,20250422,20250331,300383.SZ,4873880.0,291500.0,12.46,0.02
022418.OF,20250422,20250331,603501.SH,4884096.0,36800.0,12.48,0.0
022418.OF,20250422,20250331,601100.SH,6164350.0,77500.0,15.76,0.01
022418.OF,20250422,20250331,603005.SH,6258698.0,203800.0,16.0,0.03
022418.OF,20250422,20250331,300850.SZ,6342445.0,240700.0,16.21,0.1
022418.OF,20250422,20250331,688186.SH,6750596.16,273969.0,17.25,0.13
022418.OF,20250122,20241231,688276.SH,78770.07,3137.0,0.41,0.0
022418.OF,20250122,20241231,300750.SZ,3750600.0,14100.0,19.72,0.0
022418.OF,20250122,20241231,002475.SZ,3770300.0,92500.0,19.82,0.0
022418.OF,20250122,20241231,601766.SH,3786922.0,451900.0,19.91,0.0
022418.OF,20250122,20241231,601179.SH,3791205.0,499500.0,19.93,0.01
022418.OF,20250122,20241231,600941.SH,3840200.0,32500.0,20.19,0.0
