ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
020775.OF,20240831,20240630,002452.SZ,828.0,100.0,0.01,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,688301.SH,80661.0,700.0,1.45,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,1157.HK,82962.61,18000.0,1.49,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,600566.SH,85617.0,2700.0,1.54,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,002833.SZ,85728.0,4700.0,1.54,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,603439.SH,89320.0,7000.0,1.61,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,600919.SH,92875.0,12500.0,1.67,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,600161.SH,99552.0,4080.0,1.79,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,603588.SH,100480.0,16000.0,1.81,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,000589.SZ,101400.0,20000.0,1.83,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,600926.SH,117450.0,9000.0,2.12,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,301015.SZ,148239.0,6300.0,2.67,0.01,2024Q3,020775.OF
020775.OF,20240831,20240630,688338.SH,177530.0,8200.0,3.2,0.01,2024Q3,020775.OF
020775.OF,20240831,20240630,002448.SZ,179088.0,31200.0,3.23,0.01,2024Q3,020775.OF
020775.OF,20240831,20240630,603979.SH,202120.0,4000.0,3.64,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,603201.SH,205700.0,8500.0,3.7,0.02,2024Q3,020775.OF
020775.OF,20240831,20240630,603477.SH,206640.0,7200.0,3.72,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,002262.SZ,213660.0,9000.0,3.85,0.0,2024Q3,020775.OF
020775.OF,20240831,20240630,601328.SH,245016.0,32800.0,4.41,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,605296.SH,246050.0,7000.0,4.43,0.01,2024Q3,020775.OF
020775.OF,20240719,20240630,000651.SZ,247086.0,6300.0,4.45,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,002840.SZ,265440.0,16000.0,4.78,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,603993.SH,271150.0,31900.0,4.88,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,000425.SZ,278850.0,39000.0,5.02,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,601058.SH,280000.0,20000.0,5.04,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,002353.SZ,315720.0,9000.0,5.69,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,601166.SH,340066.0,19300.0,6.12,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,600031.SH,391050.0,23700.0,7.04,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,2039.HK,96379.01,15000.0,1.74,0.0,2024Q3,020775.OF
020775.OF,20240719,20240630,000039.SZ,305580.0,33000.0,5.5,0.0,2024Q3,020775.OF
020775.OF,20241025,20240930,000333.SZ,342270.0,4500.0,3.95,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,600919.SH,304920.0,36300.0,3.52,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,002444.SZ,307230.0,9800.0,3.54,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,002353.SZ,394800.0,12000.0,4.55,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,002262.SZ,335175.0,12300.0,3.87,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,601318.SH,359667.0,6300.0,4.15,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,601166.SH,371911.0,19300.0,4.29,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,600031.SH,492768.0,26100.0,5.68,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,000651.SZ,302022.0,6300.0,3.48,0.0,2024Q4,020775.OF
020775.OF,20241025,20240930,000425.SZ,404817.0,52100.0,4.67,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,002452.SZ,828.0,100.0,0.01,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,688301.SH,80661.0,700.0,1.45,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,1157.HK,82962.61,18000.0,1.49,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,600566.SH,85617.0,2700.0,1.54,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,002833.SZ,85728.0,4700.0,1.54,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,603439.SH,89320.0,7000.0,1.61,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,600919.SH,92875.0,12500.0,1.67,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,600161.SH,99552.0,4080.0,1.79,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,603588.SH,100480.0,16000.0,1.81,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,000589.SZ,101400.0,20000.0,1.83,0.0,2024Q4,020775.OF
020775.OF,20240831,20240630,600926.SH,117450.0,9000.0,2.12,0.0,2024Q4,020775.OF
