ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
012771.OF,20260122,20251231,603228.SH,16313688.0,223200.0,4.97,0.02
012771.OF,20260122,20251231,300394.SZ,19957849.0,98300.0,6.08,0.01
012771.OF,20260122,20251231,688506.SH,25905511.8,80178.0,7.89,0.08
012771.OF,20260122,20251231,300502.SZ,28739696.0,66700.0,8.75,0.01
012771.OF,20260122,20251231,300476.SZ,19727988.0,68600.0,6.01,0.01
012771.OF,20260122,20251231,300308.SZ,29036000.0,47600.0,8.85,0.0
012771.OF,20260122,20251231,002422.SZ,28067405.0,956300.0,8.55,0.07
012771.OF,20260122,20251231,002294.SZ,17312770.0,349400.0,5.27,0.03
012771.OF,20260122,20251231,688235.SH,27116513.0,100955.0,8.26,0.09
012771.OF,20260122,20251231,600276.SH,26883881.43,451299.0,8.19,0.01
012771.OF,20251028,20250930,603259.SH,15852245.0,141500.0,3.8,0.01
012771.OF,20251028,20250930,300723.SZ,16658229.0,280300.0,3.99,0.07
012771.OF,20251028,20250930,688506.SH,44856231.3,119521.0,10.74,0.12
012771.OF,20251028,20250930,002773.SZ,27354061.0,738700.0,6.55,0.11
012771.OF,20251028,20250930,002653.SZ,15075720.0,282000.0,3.61,0.06
012771.OF,20251028,20250930,002422.SZ,42492937.0,1156900.0,10.18,0.09
012771.OF,20251028,20250930,002294.SZ,22335535.0,370100.0,5.35,0.03
012771.OF,20251028,20250930,688428.SH,24915243.12,873606.0,5.97,0.33
012771.OF,20251028,20250930,688235.SH,41276822.4,134496.0,9.89,0.12
012771.OF,20251028,20250930,600276.SH,44267913.45,618699.0,10.6,0.01
012771.OF,20250829,20250630,001391.SZ,578.78,86.0,0.0,0.0
012771.OF,20250829,20250630,603120.SH,2172.95,65.0,0.0,0.0
012771.OF,20250829,20250630,001335.SZ,2244.0,80.0,0.0,0.0
012771.OF,20250829,20250630,301585.SZ,2503.9,73.0,0.0,0.0
012771.OF,20250829,20250630,603257.SH,2922.66,78.0,0.0,0.0
012771.OF,20250829,20250630,603400.SH,3185.73,69.0,0.0,0.0
012771.OF,20250829,20250630,001390.SZ,3225.36,178.0,0.0,0.0
012771.OF,20250829,20250630,001395.SZ,3780.0,80.0,0.0,0.0
012771.OF,20250829,20250630,603124.SH,4075.28,88.0,0.0,0.0
012771.OF,20250829,20250630,603194.SH,4130.49,91.0,0.0,0.0
012771.OF,20250829,20250630,603210.SH,4464.46,286.0,0.0,0.0
012771.OF,20250829,20250630,301560.SZ,5215.5,190.0,0.0,0.0
012771.OF,20250829,20250630,301595.SZ,5703.6,196.0,0.0,0.0
012771.OF,20250829,20250630,301636.SZ,6074.88,128.0,0.0,0.0
012771.OF,20250829,20250630,603014.SH,6699.4,205.0,0.0,0.0
012771.OF,20250829,20250630,001382.SZ,7396.86,366.0,0.0,0.0
012771.OF,20250829,20250630,301173.SZ,7781.54,173.0,0.0,0.0
012771.OF,20250829,20250630,301665.SZ,8799.27,393.0,0.0,0.0
012771.OF,20250829,20250630,301658.SZ,10042.26,437.0,0.0,0.0
012771.OF,20250829,20250630,301590.SZ,10182.04,73.0,0.0,0.0
012771.OF,20250829,20250630,001356.SZ,10237.96,709.0,0.0,0.0
012771.OF,20250829,20250630,301601.SZ,11576.7,342.0,0.0,0.0
012771.OF,20250829,20250630,301662.SZ,11797.5,143.0,0.0,0.0
012771.OF,20250829,20250630,603072.SH,12305.7,226.0,0.0,0.0
012771.OF,20250829,20250630,301535.SZ,13938.66,734.0,0.0,0.0
012771.OF,20250829,20250630,603202.SH,13961.64,154.0,0.0,0.0
012771.OF,20250829,20250630,301479.SZ,14172.34,182.0,0.0,0.0
012771.OF,20250829,20250630,001388.SZ,15385.54,937.0,0.0,0.0
012771.OF,20250829,20250630,301501.SZ,15827.0,350.0,0.0,0.0
012771.OF,20250829,20250630,301602.SZ,16318.4,658.0,0.0,0.0
012771.OF,20250829,20250630,301678.SZ,19086.28,417.0,0.0,0.0
012771.OF,20250829,20250630,301458.SZ,23911.11,701.0,0.0,0.0
012771.OF,20250829,20250630,603382.SH,31970.35,1045.0,0.0,0.0
012771.OF,20250829,20250630,002833.SZ,7362000.0,450000.0,1.05,0.16
012771.OF,20250829,20250630,600803.SH,9450000.0,500000.0,1.35,0.02
012771.OF,20250829,20250630,000951.SZ,10001262.0,568900.0,1.43,0.05
012771.OF,20250829,20250630,002714.SZ,12603000.0,300000.0,1.81,0.01
012771.OF,20250829,20250630,601808.SH,16512000.0,1200000.0,2.37,0.04
012771.OF,20250829,20250630,002557.SZ,21618464.98,999929.0,3.1,0.2
012771.OF,20250829,20250630,002507.SZ,29415337.3,2299870.0,4.21,0.2
012771.OF,20250829,20250630,002327.SZ,29680000.0,4000000.0,4.25,0.82
012771.OF,20250829,20250630,600887.SH,31365000.0,1125000.0,4.49,0.02
012771.OF,20250829,20250630,000568.SZ,33736500.0,297500.0,4.83,0.02
012771.OF,20250719,20250630,300760.SZ,35960000.0,160000.0,5.15,0.01
012771.OF,20250719,20250630,000333.SZ,36100000.0,500000.0,5.17,0.01
012771.OF,20250719,20250630,601333.SH,72250000.0,25000000.0,10.35,0.44
012771.OF,20250719,20250630,600886.SH,51589837.86,3499989.0,7.39,0.05
012771.OF,20250719,20250630,600809.SH,57326750.0,325000.0,8.21,0.03
012771.OF,20250719,20250630,600690.SH,40887000.0,1650000.0,5.86,0.03
012771.OF,20250719,20250630,600674.SH,44110000.0,2750000.0,6.32,0.06
012771.OF,20250719,20250630,600519.SH,70476000.0,50000.0,10.1,0.0
012771.OF,20250719,20250630,600132.SH,46835000.0,850000.0,6.71,0.18
012771.OF,20250719,20250630,000858.SZ,40421957.4,339966.0,5.79,0.01
012771.OF,20250421,20250331,002327.SZ,53625000.0,6500000.0,7.39,1.33
012771.OF,20250421,20250331,601333.SH,81480000.0,28000000.0,11.22,0.5
012771.OF,20250421,20250331,600887.SH,56160000.0,2000000.0,7.74,0.03
012771.OF,20250421,20250331,600886.SH,43289841.27,2999989.0,5.96,0.04
012771.OF,20250421,20250331,600809.SH,42851714.4,199980.0,5.9,0.02
012771.OF,20250421,20250331,600690.SH,41010000.0,1500000.0,5.65,0.02
012771.OF,20250421,20250331,600674.SH,44110000.0,2750000.0,6.08,0.06
012771.OF,20250421,20250331,600519.SH,78050000.0,50000.0,10.75,0.0
012771.OF,20250421,20250331,600132.SH,49750500.0,850000.0,6.85,0.18
012771.OF,20250421,20250331,000858.SZ,44654534.1,339966.0,6.15,0.01
012771.OF,20250328,20241231,603285.SH,2916.69,129.0,0.0,0.0
012771.OF,20250328,20241231,603205.SH,3500.8,128.0,0.0,0.0
012771.OF,20250328,20241231,603350.SH,3834.02,106.0,0.0,0.0
012771.OF,20250328,20241231,603391.SH,4135.0,100.0,0.0,0.0
012771.OF,20250328,20241231,603091.SH,4176.42,94.0,0.0,0.0
012771.OF,20250328,20241231,603310.SH,4559.3,254.0,0.0,0.0
012771.OF,20250328,20241231,603207.SH,4930.25,185.0,0.0,0.0
012771.OF,20250328,20241231,603395.SH,5508.58,154.0,0.0,0.0
012771.OF,20250328,20241231,001279.SZ,7396.15,265.0,0.0,0.0
012771.OF,20250328,20241231,301585.SZ,7528.5,210.0,0.0,0.0
012771.OF,20250328,20241231,301552.SZ,8132.41,143.0,0.0,0.0
012771.OF,20250328,20241231,603194.SH,8185.83,291.0,0.0,0.0
012771.OF,20250328,20241231,301607.SZ,9287.98,257.0,0.0,0.0
012771.OF,20250328,20241231,301603.SZ,9781.34,233.0,0.0,0.0
012771.OF,20250328,20241231,301617.SZ,10066.87,253.0,0.0,0.0
