ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
011093.OF,20260121,20251231,301004.SZ,38205741.0,734020.0,3.86,0.54
011093.OF,20260121,20251231,002028.SZ,43008329.31,278209.0,4.34,0.05
011093.OF,20260121,20251231,600711.SH,45805940.0,3021500.0,4.63,0.1
011093.OF,20260121,20251231,603530.SH,49562937.84,1206498.0,5.01,0.28
011093.OF,20260121,20251231,002379.SZ,49978806.8,2089415.0,5.05,0.18
011093.OF,20260121,20251231,601899.SH,52080723.0,1510900.0,5.26,0.01
011093.OF,20260121,20251231,002532.SZ,63019482.0,3894900.0,6.37,0.09
011093.OF,20260121,20251231,600595.SH,65521665.65,8346709.0,6.62,0.21
011093.OF,20260121,20251231,301061.SZ,71960499.6,759077.0,7.27,0.52
011093.OF,20260121,20251231,300308.SZ,100406000.0,164600.0,10.14,0.01
011093.OF,20251027,20250930,603325.SH,47165661.18,550422.0,5.92,1.61
011093.OF,20251027,20250930,301061.SZ,70070397.87,759077.0,8.79,0.53
011093.OF,20251027,20250930,301004.SZ,45333075.2,734020.0,5.69,0.54
011093.OF,20251027,20250930,600595.SH,44430079.71,8560709.0,5.58,0.21
011093.OF,20251027,20250930,600301.SH,39704472.0,1173300.0,4.98,0.43
011093.OF,20251027,20250930,601138.SH,64290241.47,973947.0,8.07,0.0
011093.OF,20251027,20250930,603530.SH,44747264.0,1356800.0,5.62,0.32
011093.OF,20251027,20250930,300308.SZ,73590864.0,182300.0,9.24,0.02
011093.OF,20251027,20250930,002532.SZ,38005928.0,3279200.0,4.77,0.08
011093.OF,20251027,20250930,601899.SH,44480896.0,1510900.0,5.58,0.01
011093.OF,20250828,20250630,001335.SZ,2244.0,80.0,0.0,0.0
011093.OF,20250828,20250630,603400.SH,2497.17,57.0,0.0,0.0
011093.OF,20250828,20250630,001390.SZ,3225.36,178.0,0.0,0.0
011093.OF,20250828,20250630,001395.SZ,3780.0,80.0,0.0,0.0
011093.OF,20250828,20250630,603124.SH,4075.28,88.0,0.0,0.0
011093.OF,20250828,20250630,603271.SH,4420.08,126.0,0.0,0.0
011093.OF,20250828,20250630,603210.SH,4464.46,286.0,0.0,0.0
011093.OF,20250828,20250630,301560.SZ,5215.5,190.0,0.0,0.0
011093.OF,20250828,20250630,301595.SZ,5703.6,196.0,0.0,0.0
011093.OF,20250828,20250630,301636.SZ,6074.88,128.0,0.0,0.0
011093.OF,20250828,20250630,603014.SH,6699.4,205.0,0.0,0.0
011093.OF,20250828,20250630,001382.SZ,7396.86,366.0,0.0,0.0
011093.OF,20250828,20250630,603202.SH,7434.12,82.0,0.0,0.0
011093.OF,20250828,20250630,301173.SZ,7781.54,173.0,0.0,0.0
011093.OF,20250828,20250630,301658.SZ,10042.26,437.0,0.0,0.0
011093.OF,20250828,20250630,301590.SZ,10182.04,73.0,0.0,0.0
011093.OF,20250828,20250630,001356.SZ,10237.96,709.0,0.0,0.0
011093.OF,20250828,20250630,603049.SH,11398.1,266.0,0.0,0.0
011093.OF,20250828,20250630,301601.SZ,11576.7,342.0,0.0,0.0
011093.OF,20250828,20250630,301662.SZ,11797.5,143.0,0.0,0.0
011093.OF,20250828,20250630,603072.SH,12305.7,226.0,0.0,0.0
