ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
015271.OF,20260122,20251231,300502.SZ,17235200.0,40000.0,9.59,0.0
015271.OF,20260122,20251231,300476.SZ,18405120.0,64000.0,10.24,0.01
015271.OF,20260122,20251231,603979.SH,17255590.0,226600.0,9.6,0.04
015271.OF,20260122,20251231,300308.SZ,8784000.0,14400.0,4.89,0.0
015271.OF,20260122,20251231,688484.SH,12555848.66,308801.0,6.99,0.1
015271.OF,20260122,20251231,688372.SH,11999463.64,109996.0,6.68,0.07
015271.OF,20260122,20251231,688052.SH,14144139.24,89418.0,7.87,0.06
015271.OF,20260122,20251231,300972.SZ,8786759.0,43700.0,4.89,0.03
015271.OF,20260122,20251231,688037.SH,13628020.15,91765.0,7.58,0.05
015271.OF,20260122,20251231,688012.SH,9986297.5,35194.0,5.56,0.01
015271.OF,20251028,20250930,603129.SH,11937125.0,44500.0,5.29,0.03
015271.OF,20251028,20250930,300408.SZ,11670527.0,251900.0,5.18,0.01
015271.OF,20251028,20250930,300502.SZ,15472071.0,42300.0,6.86,0.0
015271.OF,20251028,20250930,603979.SH,19820108.0,284200.0,8.79,0.05
015271.OF,20251028,20250930,002463.SZ,16604220.0,226000.0,7.36,0.01
015271.OF,20251028,20250930,688484.SH,15351636.3,297570.0,6.81,0.1
015271.OF,20251028,20250930,688372.SH,12567508.26,141002.0,5.57,0.14
015271.OF,20251028,20250930,688362.SH,16048240.56,428868.0,7.12,0.15
015271.OF,20251028,20250930,688052.SH,17064293.4,85330.0,7.57,0.06
015271.OF,20251028,20250930,300893.SZ,12764289.3,319907.0,5.66,0.18
015271.OF,20250830,20250630,603202.SH,1813.2,20.0,0.0,0.0
015271.OF,20250830,20250630,603120.SH,2172.95,65.0,0.0,0.0
015271.OF,20250830,20250630,001335.SZ,2244.0,80.0,0.0,0.0
015271.OF,20250830,20250630,301560.SZ,4062.6,148.0,0.0,0.0
015271.OF,20250830,20250630,301590.SZ,4463.36,32.0,0.0,0.0
015271.OF,20250830,20250630,301501.SZ,5562.06,123.0,0.0,0.0
015271.OF,20250830,20250630,001356.SZ,5833.76,404.0,0.0,0.0
015271.OF,20250830,20250630,001382.SZ,6002.37,297.0,0.0,0.0
015271.OF,20250830,20250630,301173.SZ,6207.24,138.0,0.0,0.0
015271.OF,20250830,20250630,603072.SH,6751.8,124.0,0.0,0.0
015271.OF,20250830,20250630,301658.SZ,7376.58,321.0,0.0,0.0
015271.OF,20250830,20250630,301665.SZ,7791.72,348.0,0.01,0.0
015271.OF,20250830,20250630,301678.SZ,9397.94,211.0,0.01,0.0
015271.OF,20250830,20250630,301479.SZ,9422.27,121.0,0.01,0.0
015271.OF,20250830,20250630,301662.SZ,9652.5,117.0,0.01,0.0
015271.OF,20250830,20250630,301601.SZ,11576.7,342.0,0.01,0.0
015271.OF,20250830,20250630,001388.SZ,12988.22,791.0,0.01,0.0
015271.OF,20250830,20250630,301535.SZ,13387.95,705.0,0.01,0.0
015271.OF,20250830,20250630,301602.SZ,14780.8,596.0,0.01,0.0
015271.OF,20250830,20250630,301458.SZ,14940.18,438.0,0.01,0.0
015271.OF,20250830,20250630,603296.SH,64544.0,800.0,0.04,0.0
015271.OF,20250830,20250630,300972.SZ,72096.0,400.0,0.05,0.0
015271.OF,20250830,20250630,603619.SH,72252.0,3600.0,0.05,0.0
015271.OF,20250830,20250630,600398.SH,73776.0,10600.0,0.05,0.0
015271.OF,20250830,20250630,688313.SH,83710.0,2200.0,0.06,0.0
015271.OF,20250830,20250630,600809.SH,88195.0,500.0,0.06,0.0
015271.OF,20250830,20250630,600183.SH,93465.0,3100.0,0.06,0.0
015271.OF,20250830,20250630,605296.SH,95294.0,3100.0,0.06,0.0
015271.OF,20250830,20250630,300818.SZ,97020.0,4400.0,0.06,0.0
015271.OF,20250830,20250630,688183.SH,101222.4,1977.0,0.07,0.0
015271.OF,20250830,20250630,001328.SZ,112332.0,2300.0,0.07,0.01
015271.OF,20250830,20250630,603737.SH,113498.0,3080.0,0.08,0.0
015271.OF,20250830,20250630,300857.SZ,120484.0,1400.0,0.08,0.0
015271.OF,20250830,20250630,002648.SZ,128242.0,7400.0,0.09,0.0
015271.OF,20250830,20250630,000888.SZ,137788.0,9800.0,0.09,0.0
015271.OF,20250830,20250630,300537.SZ,140965.0,5500.0,0.09,0.0
015271.OF,20250830,20250630,688312.SH,3144565.8,130860.0,2.09,0.09
015271.OF,20250830,20250630,300054.SZ,4339284.0,151300.0,2.88,0.02
015271.OF,20250830,20250630,301080.SZ,4349024.0,60800.0,2.89,0.07
015271.OF,20250830,20250630,688361.SH,4632723.13,55027.0,3.08,0.02
015271.OF,20250830,20250630,688052.SH,4740544.32,27168.0,3.15,0.02
015271.OF,20250830,20250630,003006.SZ,5350052.0,195400.0,3.56,0.05
015271.OF,20250830,20250630,300570.SZ,6486374.0,67300.0,4.31,0.04
015271.OF,20250830,20250630,603477.SH,7106274.0,345300.0,4.72,0.07
015271.OF,20250719,20250630,688484.SH,7788700.15,196933.0,5.18,0.07
015271.OF,20250719,20250630,688372.SH,7903038.0,130845.0,5.25,0.13
015271.OF,20250719,20250630,603979.SH,8294184.0,178600.0,5.51,0.03
015271.OF,20250719,20250630,603129.SH,8573400.0,39600.0,5.7,0.03
015271.OF,20250719,20250630,300408.SZ,8987940.0,269100.0,5.98,0.01
015271.OF,20250719,20250630,301061.SZ,9368382.8,120820.0,6.23,0.08
015271.OF,20250719,20250630,688362.SH,9841813.52,330484.0,6.54,0.12
015271.OF,20250719,20250630,002463.SZ,14345202.0,336900.0,9.54,0.02
015271.OF,20250719,20250630,300502.SZ,16169646.0,127300.0,10.75,0.01
015271.OF,20250719,20250630,300476.SZ,17240954.0,128300.0,11.46,0.02
015271.OF,20250422,20250331,688800.SH,7920483.5,160822.0,6.01,0.1
015271.OF,20250422,20250331,688676.SH,8049575.44,202556.0,6.1,0.04
015271.OF,20250422,20250331,301061.SZ,8239315.0,105700.0,6.25,0.14
015271.OF,20250422,20250331,688183.SH,8553038.2,289345.0,6.49,0.03
015271.OF,20250422,20250331,300502.SZ,9370460.0,95500.0,7.1,0.02
015271.OF,20250422,20250331,002463.SZ,9771120.0,297900.0,7.41,0.02
015271.OF,20250422,20250331,300394.SZ,11034448.0,130400.0,8.37,0.02
015271.OF,20250422,20250331,002127.SZ,12735840.0,3265600.0,9.66,0.16
015271.OF,20250422,20250331,300972.SZ,13843968.0,153600.0,10.5,0.1
015271.OF,20250422,20250331,603477.SH,15013687.0,775100.0,11.38,0.15
015271.OF,20250329,20241231,603310.SH,1543.7,86.0,0.0,0.0
015271.OF,20250329,20241231,603285.SH,1899.24,84.0,0.0,0.0
