ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
022269.OF,20260121,20251231,603993.SH,25157420.0,1257871.0,4.93,0.01,2025Q4,022269.OF
022269.OF,20260121,20251231,601899.SH,27307134.0,792200.0,5.35,0.0,2025Q4,022269.OF
022269.OF,20260121,20251231,002064.SZ,40647200.0,3695200.0,7.96,0.07,2025Q4,022269.OF
022269.OF,20260121,20251231,600426.SH,26555207.0,844900.0,5.2,0.04,2025Q4,022269.OF
022269.OF,20260121,20251231,2259.HK,25332250.05,192100.0,4.96,,2025Q4,022269.OF
022269.OF,20260121,20251231,600346.SH,25497201.0,1131700.0,4.99,0.02,2025Q4,022269.OF
022269.OF,20260121,20251231,600309.SH,25595784.0,333800.0,5.01,0.01,2025Q4,022269.OF
022269.OF,20260121,20251231,600160.SH,34787273.74,905447.0,6.81,0.03,2025Q4,022269.OF
022269.OF,20260121,20251231,000830.SZ,26705869.0,1611700.0,5.23,0.08,2025Q4,022269.OF
022269.OF,20260121,20251231,000807.SZ,26363952.0,802800.0,5.16,0.02,2025Q4,022269.OF
022269.OF,20251027,20250930,603379.SH,17404838.0,295900.0,9.06,0.05,2025Q3,022269.OF
022269.OF,20251027,20250930,603979.SH,8543150.0,122500.0,4.45,0.02,2025Q3,022269.OF
022269.OF,20251027,20250930,603993.SH,19790964.7,1260571.0,10.3,0.01,2025Q3,022269.OF
022269.OF,20251027,20250930,601899.SH,18735616.0,636400.0,9.75,0.0,2025Q3,022269.OF
022269.OF,20251027,20250930,002064.SZ,10392240.0,1139500.0,5.41,0.02,2025Q3,022269.OF
022269.OF,20251027,20250930,600988.SH,8442132.0,285400.0,4.39,0.02,2025Q3,022269.OF
022269.OF,20251027,20250930,600547.SH,4007727.0,101900.0,2.09,0.0,2025Q3,022269.OF
022269.OF,20251027,20250930,600426.SH,7684968.0,288800.0,4.0,0.01,2025Q3,022269.OF
022269.OF,20251027,20250930,1787.HK,5893527.84,174750.0,3.07,0.02,2025Q3,022269.OF
022269.OF,20251027,20250930,600160.SH,19024755.0,475500.0,9.9,0.02,2025Q3,022269.OF
022269.OF,20251027,20250930,000830.SZ,8614716.0,593300.0,4.48,0.03,2025Q3,022269.OF
022269.OF,20250829,20250630,603712.SH,102949.0,4900.0,0.59,0.0,2025Q2,022269.OF
022269.OF,20250829,20250630,600879.SH,124593.0,11900.0,0.72,0.0,2025Q2,022269.OF
