ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
014538.OF,20240329,20231231,603373.SH,3058.0,88.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603276.SH,3333.92,134.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603231.SH,3337.15,155.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603273.SH,3376.66,178.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,001239.SZ,3764.88,189.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,001358.SZ,3841.92,87.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603075.SH,3986.01,171.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603193.SH,4598.16,276.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603107.SH,4638.45,255.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,001306.SZ,4823.04,64.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603119.SH,5394.62,226.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,603004.SH,5770.15,185.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,601083.SH,5944.59,537.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,001378.SZ,6410.35,205.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301529.SZ,6894.16,182.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688657.SH,6962.47,89.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301555.SZ,7266.56,224.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301533.SZ,7461.0,225.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688693.SH,7726.98,178.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301520.SZ,7752.78,147.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301517.SZ,8082.65,185.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688651.SH,8196.9,178.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301568.SZ,8752.68,246.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301272.SZ,9234.74,173.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301500.SZ,9316.94,446.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301516.SZ,9368.04,604.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301418.SZ,9487.8,189.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688716.SH,9716.13,267.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301202.SZ,9730.8,306.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301329.SZ,10181.34,458.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301550.SZ,10848.93,249.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301251.SZ,11103.39,321.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301508.SZ,11178.92,419.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301292.SZ,11281.05,583.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301456.SZ,11457.03,377.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688602.SH,11789.96,1066.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301507.SZ,13488.35,851.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301510.SZ,13863.96,396.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688652.SH,14525.5,278.0,0.0,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688549.SH,18340.03,2267.0,0.01,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301421.SZ,19710.84,332.0,0.01,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688548.SH,21050.25,1651.0,0.01,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,301526.SZ,23455.95,5271.0,0.01,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,601096.SH,142852.64,26231.0,0.05,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,688114.SH,247135.46,2873.0,0.08,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,002980.SZ,1665920.0,60800.0,0.57,0.08,2024Q1,014538.OF
014538.OF,20240329,20231231,002025.SZ,1714314.0,35700.0,0.59,0.01,2024Q1,014538.OF
014538.OF,20240329,20231231,688305.SH,1903605.0,24900.0,0.65,0.05,2024Q1,014538.OF
014538.OF,20240329,20231231,300769.SZ,2096990.8,34360.0,0.72,0.01,2024Q1,014538.OF
014538.OF,20240329,20231231,300232.SZ,2134000.0,242500.0,0.73,0.03,2024Q1,014538.OF
014538.OF,20240329,20231231,688017.SH,2251384.5,14667.0,0.77,0.01,2024Q1,014538.OF
014538.OF,20240329,20231231,000157.SZ,2474217.0,378900.0,0.85,0.01,2024Q1,014538.OF
014538.OF,20240329,20231231,688059.SH,3129509.6,39760.0,1.07,0.11,2024Q1,014538.OF
014538.OF,20240329,20231231,301018.SZ,3150264.0,119600.0,1.08,0.11,2024Q1,014538.OF
014538.OF,20240329,20231231,688071.SH,3221825.53,66143.0,1.1,0.12,2024Q1,014538.OF
014538.OF,20240329,20231231,605128.SH,3320460.0,57200.0,1.13,0.07,2024Q1,014538.OF
014538.OF,20240329,20231231,603596.SH,3423420.0,49400.0,1.17,0.01,2024Q1,014538.OF
014538.OF,20240329,20231231,300750.SZ,3552537.6,21760.0,1.21,0.0,2024Q1,014538.OF
014538.OF,20240329,20231231,600761.SH,3680241.0,202100.0,1.26,0.03,2024Q1,014538.OF
014538.OF,20240329,20231231,688378.SH,3739244.58,78987.0,1.28,0.08,2024Q1,014538.OF
014538.OF,20240329,20231231,301061.SZ,3781000.0,76000.0,1.29,0.24,2024Q1,014538.OF
014538.OF,20240329,20231231,603298.SH,3809128.0,153100.0,1.3,0.02,2024Q1,014538.OF
014538.OF,20240329,20231231,300580.SZ,4293704.0,141800.0,1.47,0.04,2024Q1,014538.OF
