ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
015208.OF,20260122,20251231,603259.SH,42392328.0,467700.0,9.5,0.02
015208.OF,20260122,20251231,300759.SZ,37393979.0,1315300.0,8.38,0.09
015208.OF,20260122,20251231,603129.SH,15717552.0,56400.0,3.52,0.04
015208.OF,20260122,20251231,300347.SZ,18421830.0,324900.0,4.13,0.06
015208.OF,20260122,20251231,002602.SZ,15512658.0,909300.0,3.48,0.01
015208.OF,20260122,20251231,300049.SZ,17095548.0,242800.0,3.83,0.1
015208.OF,20260122,20251231,688073.SH,16662010.2,272924.0,3.73,0.63
015208.OF,20260122,20251231,688236.SH,16595847.84,725343.0,3.72,0.25
015208.OF,20260122,20251231,301257.SZ,18286856.0,351400.0,4.1,0.47
015208.OF,20260122,20251231,688677.SH,26321169.16,609851.0,5.9,0.51
015208.OF,20251027,20250930,603259.SH,42795460.0,382000.0,7.32,0.02
015208.OF,20251027,20250930,300759.SZ,34298550.0,959400.0,5.86,0.07
015208.OF,20251027,20250930,603444.SH,26752800.0,47100.0,4.57,0.07
015208.OF,20251027,20250930,002773.SZ,19633306.0,530200.0,3.36,0.08
015208.OF,20251027,20250930,603456.SH,19185480.0,986400.0,3.28,0.11
015208.OF,20251027,20250930,002602.SZ,40355506.0,1948600.0,6.9,0.03
015208.OF,20251027,20250930,002517.SZ,22873968.0,814600.0,3.91,0.04
015208.OF,20251027,20250930,300049.SZ,29536800.0,397000.0,5.05,0.17
015208.OF,20251027,20250930,688236.SH,18068294.13,725343.0,3.09,0.25
015208.OF,20251027,20250930,688677.SH,30309594.7,609851.0,5.18,0.51
015208.OF,20250829,20250630,920106.BJ,17483070.78,163134.0,2.98,0.96
015208.OF,20250829,20250630,603309.SH,17530704.0,1378200.0,2.99,0.47
015208.OF,20250829,20250630,600315.SH,21055251.0,999300.0,3.59,0.15
015208.OF,20250829,20250630,688677.SH,21247888.78,544678.0,3.62,0.45
015208.OF,20250829,20250630,300181.SZ,22901595.0,1321500.0,3.91,0.22
015208.OF,20250829,20250630,301498.SZ,10937.0,100.0,0.0,0.0
015208.OF,20250829,20250630,301678.SZ,220366.28,3817.0,0.04,0.01
015208.OF,20250829,20250630,301018.SZ,1343076.0,35400.0,0.23,0.02
015208.OF,20250829,20250630,002130.SZ,2058048.0,86400.0,0.35,0.01
015208.OF,20250829,20250630,002182.SZ,2061216.0,168400.0,0.35,0.02
015208.OF,20250829,20250630,002025.SZ,2791563.0,54300.0,0.48,0.01
015208.OF,20250829,20250630,688799.SH,2924163.9,70803.0,0.5,0.05
015208.OF,20250829,20250630,601579.SH,3097996.0,155600.0,0.53,0.03
015208.OF,20250829,20250630,002550.SZ,3180240.0,378600.0,0.54,0.04
015208.OF,20250829,20250630,605499.SH,3297525.0,10500.0,0.56,0.0
015208.OF,20250829,20250630,002851.SZ,3409520.0,68000.0,0.58,0.01
015208.OF,20250829,20250630,688775.SH,3421016.4,20310.0,0.58,0.07
015208.OF,20250829,20250630,600882.SH,3449890.0,113000.0,0.59,0.02
015208.OF,20250829,20250630,603259.SH,3533140.0,50800.0,0.6,0.0
015208.OF,20250829,20250630,603193.SH,4064830.92,129412.0,0.69,0.13
015208.OF,20250829,20250630,605080.SH,4770480.0,171600.0,0.81,0.12
015208.OF,20250829,20250630,001328.SZ,5279604.0,108100.0,0.9,0.25
015208.OF,20250829,20250630,688319.SH,6479638.2,413770.0,1.11,0.1
015208.OF,20250829,20250630,002906.SZ,6729570.0,207000.0,1.15,0.04
015208.OF,20250829,20250630,300633.SZ,8478967.4,285295.0,1.45,0.07
015208.OF,20250829,20250630,600415.SH,9221212.0,445900.0,1.57,0.01
015208.OF,20250829,20250630,688606.SH,10609670.4,157882.0,1.81,0.2
015208.OF,20250829,20250630,300824.SZ,11219568.5,940450.0,1.91,0.3
015208.OF,20250829,20250630,605319.SH,13322400.0,390000.0,2.27,0.18
015208.OF,20250829,20250630,688582.SH,13551686.4,201662.0,2.31,0.08
015208.OF,20250829,20250630,002683.SZ,13623516.0,401400.0,2.32,0.06
015208.OF,20250829,20250630,002345.SZ,15222500.37,1040499.0,2.6,0.12
015208.OF,20250829,20250630,688266.SH,15522723.84,144384.0,2.65,0.05
015208.OF,20250829,20250630,002956.SZ,16715334.0,712200.0,2.85,0.32
015208.OF,20250718,20250630,003010.SZ,53766501.6,887236.0,9.17,0.53
015208.OF,20250718,20250630,603590.SH,22970064.0,730600.0,3.92,0.46
015208.OF,20250718,20250630,603129.SH,28253250.0,130500.0,4.82,0.09
015208.OF,20250718,20250630,002773.SZ,28028475.0,967500.0,4.78,0.14
015208.OF,20250718,20250630,002294.SZ,30589379.0,646300.0,5.22,0.06
015208.OF,20250718,20250630,688553.SH,27854629.38,1709922.0,4.75,0.5
015208.OF,20250718,20250630,301188.SZ,24530583.0,1134100.0,4.18,0.47
015208.OF,20250718,20250630,301033.SZ,31222731.54,519859.0,5.33,0.93
015208.OF,20250718,20250630,300866.SZ,23549280.0,207300.0,4.02,0.07
015208.OF,20250718,20250630,688278.SH,25626091.25,355375.0,4.37,0.09
015208.OF,20250421,20250331,603301.SH,22332696.0,1034400.0,3.62,0.39
015208.OF,20250421,20250331,300633.SZ,23759436.45,816195.0,3.85,0.19
015208.OF,20250421,20250331,603939.SH,24528877.0,984700.0,3.98,0.08
015208.OF,20250421,20250331,300181.SZ,35569270.0,2150500.0,5.76,0.36
015208.OF,20250421,20250331,688553.SH,27410049.66,1709922.0,4.44,0.55
015208.OF,20250421,20250331,301033.SZ,26439973.56,541359.0,4.29,0.97
015208.OF,20250421,20250331,688677.SH,32537402.86,865817.0,5.27,0.72
015208.OF,20250421,20250331,600976.SH,24172104.0,536800.0,3.92,0.35
015208.OF,20250421,20250331,688606.SH,35543847.24,485174.0,5.76,0.61
015208.OF,20250421,20250331,688278.SH,34928946.0,447807.0,5.66,0.11
015208.OF,20250328,20241231,300396.SZ,653.6,40.0,0.0,0.0
015208.OF,20250328,20241231,002793.SZ,764.0,200.0,0.0,0.0
015208.OF,20250328,20241231,300254.SZ,875.0,100.0,0.0,0.0
015208.OF,20250328,20241231,000950.SZ,1076.0,200.0,0.0,0.0
015208.OF,20250328,20241231,300199.SZ,1289.0,100.0,0.0,0.0
015208.OF,20250328,20241231,603367.SH,1374.0,100.0,0.0,0.0
015208.OF,20250328,20241231,300453.SZ,1492.0,200.0,0.0,0.0
015208.OF,20250328,20241231,600216.SH,1586.0,100.0,0.0,0.0
015208.OF,20250328,20241231,002956.SZ,1667.0,100.0,0.0,0.0
015208.OF,20250328,20241231,600285.SH,2216.0,100.0,0.0,0.0
015208.OF,20250328,20241231,688621.SH,2450.5,65.0,0.0,0.0
015208.OF,20250328,20241231,300577.SZ,2485.0,100.0,0.0,0.0
015208.OF,20250328,20241231,002020.SZ,2560.0,200.0,0.0,0.0
015208.OF,20250328,20241231,688236.SH,2560.0,200.0,0.0,0.0
015208.OF,20250328,20241231,688658.SH,2882.0,200.0,0.0,0.0
015208.OF,20250328,20241231,600566.SH,2908.0,100.0,0.0,0.0
015208.OF,20250328,20241231,601567.SH,3076.0,100.0,0.0,0.0
015208.OF,20250328,20241231,688575.SH,3160.0,200.0,0.0,0.0
015208.OF,20250328,20241231,300436.SZ,3267.0,100.0,0.0,0.0
015208.OF,20250328,20241231,002353.SZ,3699.0,100.0,0.0,0.0
015208.OF,20250328,20241231,688321.SH,3716.0,200.0,0.0,0.0
015208.OF,20250328,20241231,688351.SH,3808.0,200.0,0.0,0.0
015208.OF,20250328,20241231,301393.SZ,3991.0,100.0,0.0,0.0
015208.OF,20250328,20241231,600976.SH,4168.0,100.0,0.0,0.0
015208.OF,20250328,20241231,688085.SH,4238.0,200.0,0.0,0.0
015208.OF,20250328,20241231,301293.SZ,4328.0,100.0,0.0,0.0
015208.OF,20250328,20241231,001328.SZ,6352.0,200.0,0.0,0.0
015208.OF,20250328,20241231,301363.SZ,6484.0,200.0,0.0,0.0
015208.OF,20250328,20241231,301087.SZ,7072.0,200.0,0.0,0.0
015208.OF,20250328,20241231,300832.SZ,7085.0,100.0,0.0,0.0
015208.OF,20250328,20241231,688192.SH,8294.0,200.0,0.0,0.0
