ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
021642.OF,20241025,20240930,603979.SH,2037442.0,40700.0,3.19,0.01,2024Q4,021642.OF
021642.OF,20241025,20240930,300470.SZ,2594610.0,68100.0,4.07,0.04,2024Q4,021642.OF
021642.OF,20241025,20240930,002532.SZ,2842776.0,332100.0,4.45,0.01,2024Q4,021642.OF
021642.OF,20241025,20240930,000975.SZ,3493097.0,187700.0,5.47,0.01,2024Q4,021642.OF
021642.OF,20241025,20240930,600028.SH,5666832.0,814200.0,8.88,0.0,2024Q4,021642.OF
021642.OF,20241025,20240930,000933.SZ,5863360.0,292000.0,9.19,0.01,2024Q4,021642.OF
021642.OF,20241025,20240930,601899.SH,6895014.0,380100.0,10.81,0.0,2024Q4,021642.OF
021642.OF,20241025,20240930,688676.SH,8411037.2,228065.0,13.18,0.05,2024Q4,021642.OF
021642.OF,20241025,20240930,601168.SH,9149231.0,482300.0,14.34,0.02,2024Q4,021642.OF
021642.OF,20241025,20240930,000630.SZ,14292422.0,3702700.0,22.4,0.04,2024Q4,021642.OF
