ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
010861.OF,20260122,20251231,9988.HK,14703699.02,114000.0,4.28,
010861.OF,20260122,20251231,600141.SH,14727622.0,425900.0,4.29,0.04
010861.OF,20260122,20251231,301607.SZ,15053283.0,375300.0,4.38,0.34
010861.OF,20260122,20251231,601628.SH,15897700.0,349400.0,4.63,0.0
010861.OF,20260122,20251231,601886.SH,16320000.0,2000000.0,4.75,0.18
010861.OF,20260122,20251231,688789.SH,17990834.49,220557.0,5.24,0.12
010861.OF,20260122,20251231,605338.SH,18766944.0,599200.0,5.47,0.25
010861.OF,20260122,20251231,600298.SH,19101258.0,436700.0,5.56,0.05
010861.OF,20260122,20251231,603766.SH,19699308.0,1222800.0,5.74,0.06
010861.OF,20260122,20251231,0175.HK,22036490.59,1363000.0,6.42,0.01
010861.OF,20251028,20250930,601155.SH,17873537.5,1099910.0,4.6,0.05
010861.OF,20251028,20250930,603799.SH,19499810.0,295900.0,5.02,0.02
010861.OF,20251028,20250930,688789.SH,17136322.2,202557.0,4.41,0.11
010861.OF,20251028,20250930,300014.SZ,20802600.0,228600.0,5.36,0.01
010861.OF,20251028,20250930,002049.SZ,20292657.0,224700.0,5.23,0.03
010861.OF,20251028,20250930,301155.SZ,19438320.0,203500.0,5.01,0.16
010861.OF,20251028,20250930,605338.SH,18891700.0,815000.0,4.87,0.34
010861.OF,20251028,20250930,689009.SH,21393951.0,319790.0,5.51,0.58
010861.OF,20251028,20250930,0175.HK,19312357.24,1082000.0,4.98,0.01
010861.OF,20251028,20250930,600298.SH,19775000.0,500000.0,5.09,0.06
010861.OF,20250829,20250630,002230.SZ,2394.0,50.0,0.0,0.0
010861.OF,20250829,20250630,600038.SH,3803.38,98.0,0.0,0.0
010861.OF,20250829,20250630,300274.SZ,5421.6,80.0,0.0,0.0
010861.OF,20250829,20250630,0586.HK,8262267.0,1000000.0,2.26,
010861.OF,20250829,20250630,002706.SZ,8910000.0,1000000.0,2.44,0.11
010861.OF,20250829,20250630,000893.SZ,9042000.0,300000.0,2.48,0.04
010861.OF,20250829,20250630,300014.SZ,9162000.0,200000.0,2.51,0.01
010861.OF,20250829,20250630,300203.SZ,9294600.0,420000.0,2.55,0.09
010861.OF,20250829,20250630,002487.SZ,9870000.0,300000.0,2.7,0.05
010861.OF,20250829,20250630,0939.HK,10111701.6,1400000.0,2.77,0.0
010861.OF,20250829,20250630,601155.SH,12312000.0,900000.0,3.37,0.04
010861.OF,20250829,20250630,600131.SH,12390000.0,700000.0,3.39,0.06
010861.OF,20250829,20250630,0867.HK,12694344.0,1160000.0,3.48,
010861.OF,20250829,20250630,688052.SH,13086750.0,75000.0,3.58,0.05
010861.OF,20250829,20250630,300037.SZ,13376000.0,380000.0,3.66,0.07
010861.OF,20250829,20250630,603766.SH,13884156.0,1088100.0,3.8,0.05
010861.OF,20250829,20250630,301155.SZ,14380000.0,200000.0,3.94,0.16
010861.OF,20250829,20250630,301291.SZ,15225500.0,370000.0,4.17,0.23
010861.OF,20250829,20250630,600887.SH,15334000.0,550000.0,4.2,0.01
010861.OF,20250721,20250630,603236.SH,15444000.0,180000.0,4.23,0.07
010861.OF,20250721,20250630,688789.SH,18160154.32,248633.0,4.97,0.14
010861.OF,20250721,20250630,603308.SH,15463600.0,670000.0,4.24,0.1
010861.OF,20250721,20250630,002311.SZ,15661107.0,267300.0,4.29,0.02
010861.OF,20250721,20250630,601601.SH,16879500.0,450000.0,4.62,0.01
010861.OF,20250721,20250630,688636.SH,17118014.0,506600.0,4.69,0.3
010861.OF,20250721,20250630,300888.SZ,17114040.0,416400.0,4.69,0.24
010861.OF,20250721,20250630,601665.SH,17696000.0,2800000.0,4.85,0.06
010861.OF,20250721,20250630,689009.SH,28745555.21,485813.0,7.87,0.88
010861.OF,20250721,20250630,0175.HK,15413450.6,1059000.0,4.22,0.01
010861.OF,20250422,20250331,688789.SH,18722064.9,248633.0,4.72,0.14
010861.OF,20250422,20250331,603766.SH,20725320.0,1794400.0,5.22,0.09
010861.OF,20250422,20250331,002311.SZ,16483500.0,330000.0,4.16,0.02
010861.OF,20250422,20250331,301291.SZ,17427000.0,370000.0,4.39,0.21
010861.OF,20250422,20250331,300888.SZ,17042200.0,370000.0,4.3,0.21
010861.OF,20250422,20250331,601665.SH,16968000.0,2800000.0,4.28,0.06
010861.OF,20250422,20250331,689009.SH,40104324.4,615097.0,10.11,1.12
010861.OF,20250422,20250331,601702.SH,19553400.0,965600.0,4.93,0.1
010861.OF,20250422,20250331,0175.HK,29990055.51,1953000.0,7.56,0.02
010861.OF,20250422,20250331,000997.SZ,17025900.0,570000.0,4.29,0.06
010861.OF,20250328,20241231,300772.SZ,264.8,20.0,0.0,0.0
010861.OF,20250328,20241231,600038.SH,3778.88,98.0,0.0,0.0
010861.OF,20250328,20241231,300274.SZ,5906.4,80.0,0.0,0.0
010861.OF,20250328,20241231,300751.SZ,8412.0,80.0,0.0,0.0
010861.OF,20250328,20241231,0268.HK,7899121.2,1000000.0,1.95,
010861.OF,20250328,20241231,600085.SH,8118000.0,200000.0,2.0,0.01
010861.OF,20250328,20241231,600521.SH,8935000.0,500000.0,2.2,0.03
010861.OF,20250328,20241231,300413.SZ,9411500.0,350000.0,2.32,0.03
010861.OF,20250328,20241231,000997.SZ,9975000.0,500000.0,2.46,0.05
010861.OF,20250328,20241231,300037.SZ,10108800.0,270000.0,2.49,0.05
010861.OF,20250328,20241231,0867.HK,10214730.52,1461000.0,2.52,
010861.OF,20250328,20241231,603529.SH,10255000.0,250000.0,2.53,0.03
010861.OF,20250328,20241231,001328.SZ,11116000.0,350000.0,2.74,0.81
010861.OF,20250328,20241231,601665.SH,11739000.0,2100000.0,2.89,0.04
010861.OF,20250328,20241231,600000.SH,12348000.0,1200000.0,3.04,0.0
010861.OF,20250328,20241231,600131.SH,13237000.0,700000.0,3.26,0.06
010861.OF,20250328,20241231,300558.SZ,13482500.0,250000.0,3.32,0.06
010861.OF,20250328,20241231,600559.SH,13989835.0,666500.0,3.45,0.07
010861.OF,20250328,20241231,600522.SH,14468928.0,1010400.0,3.57,0.03
010861.OF,20250328,20241231,601615.SH,15132000.0,1200000.0,3.73,0.05
010861.OF,20250122,20241231,603707.SH,17790027.4,1340620.0,4.38,0.08
010861.OF,20250122,20241231,603558.SH,16140000.0,1500000.0,3.98,0.41
010861.OF,20250122,20241231,688789.SH,16504258.54,248633.0,4.07,0.14
010861.OF,20250122,20241231,603766.SH,19110000.0,2100000.0,4.71,0.1
010861.OF,20250122,20241231,301291.SZ,23276502.0,529975.0,5.74,0.41
010861.OF,20250122,20241231,689009.SH,32542107.5,685097.0,8.02,1.25
010861.OF,20250122,20241231,600487.SH,21600768.0,1254400.0,5.32,0.05
010861.OF,20250122,20241231,601702.SH,23412960.0,1278000.0,5.77,0.13
010861.OF,20250122,20241231,0175.HK,34131371.13,2487000.0,8.41,0.03
010861.OF,20250122,20241231,600104.SH,20760000.0,1000000.0,5.12,0.01
010861.OF,20241025,20240930,300408.SZ,21889000.0,590000.0,5.24,0.03
010861.OF,20241025,20240930,603558.SH,19278000.0,1800000.0,4.61,0.49
010861.OF,20241025,20240930,688789.SH,20015607.87,258633.0,4.79,0.14
010861.OF,20241025,20240930,300274.SZ,18699132.4,187780.0,4.47,0.01
010861.OF,20241025,20240930,002594.SZ,19975150.0,65000.0,4.78,0.01
010861.OF,20241025,20240930,301291.SZ,19249037.5,499975.0,4.6,0.39
010861.OF,20241025,20240930,689009.SH,31336603.4,650137.0,7.49,1.19
010861.OF,20241025,20240930,600487.SH,21211904.0,1254400.0,5.07,0.05
010861.OF,20241025,20240930,601702.SH,24128640.0,1278000.0,5.77,0.13
010861.OF,20241025,20240930,0700.HK,27584385.38,68800.0,6.6,
010861.OF,20240830,20240630,600038.SH,4028.78,98.0,0.0,0.0
010861.OF,20240830,20240630,300286.SZ,8656000.0,400000.0,1.97,0.23
010861.OF,20240830,20240630,603699.SH,10597280.0,619000.0,2.42,0.08
010861.OF,20240830,20240630,603025.SH,11051854.0,799700.0,2.52,0.07
010861.OF,20240830,20240630,002001.SZ,11105664.0,578420.0,2.53,0.02
010861.OF,20240830,20240630,000063.SZ,11188000.0,400000.0,2.55,0.01
010861.OF,20240830,20240630,002273.SZ,11886000.0,700000.0,2.71,0.05
010861.OF,20240830,20240630,600584.SH,12684000.0,400000.0,2.89,0.02
010861.OF,20240830,20240630,603727.SH,13104728.0,995800.0,2.99,0.35
010861.OF,20240830,20240630,600782.SH,13280000.0,4000000.0,3.03,0.13
010861.OF,20240830,20240630,600989.SH,13864000.0,800000.0,3.16,0.01
010861.OF,20240830,20240630,603558.SH,13930000.0,1400000.0,3.18,0.38
010861.OF,20240830,20240630,600487.SH,15770000.0,1000000.0,3.6,0.04
010861.OF,20240830,20240630,600585.SH,15986943.0,677700.0,3.64,0.02
010861.OF,20240830,20240630,601100.SH,17020332.0,365400.0,3.88,0.03
010861.OF,20240830,20240630,600559.SH,17500068.0,962600.0,3.99,0.11
010861.OF,20240830,20240630,605555.SH,17858156.0,959600.0,4.07,0.71
010861.OF,20240719,20240630,688789.SH,18711816.2,173579.0,4.27,0.24
010861.OF,20240719,20240630,688169.SH,19727757.4,50249.0,4.5,0.04
010861.OF,20240719,20240630,002594.SZ,20020000.0,80000.0,4.56,0.01
010861.OF,20240719,20240630,000680.SZ,20394000.0,2200000.0,4.65,0.17
010861.OF,20240719,20240630,601702.SH,20593628.0,1127800.0,4.7,0.11
010861.OF,20240719,20240630,300181.SZ,21248136.0,1405300.0,4.84,0.23
010861.OF,20240719,20240630,600522.SH,21397500.0,1350000.0,4.88,0.04
010861.OF,20240719,20240630,1766.HK,22093354.28,4803000.0,5.04,0.11
010861.OF,20240719,20240630,689009.SH,29176010.91,792611.0,6.65,1.45
010861.OF,20240719,20240630,0700.HK,29773666.0,87600.0,6.79,
010861.OF,20240422,20240331,688789.SH,23289200.0,220000.0,5.03,0.31
010861.OF,20240422,20240331,603806.SH,18233538.0,641800.0,3.94,0.03
010861.OF,20240422,20240331,605555.SH,17992500.0,959600.0,3.89,0.71
010861.OF,20240422,20240331,000100.SZ,18680000.0,4000000.0,4.03,0.02
010861.OF,20240422,20240331,688169.SH,17540611.71,51203.0,3.79,0.04
010861.OF,20240422,20240331,601702.SH,22393812.0,1193700.0,4.84,0.12
010861.OF,20240422,20240331,6865.HK,17242581.0,1000000.0,3.72,0.05
010861.OF,20240422,20240331,2380.HK,17393222.41,5977000.0,3.76,
010861.OF,20240422,20240331,0700.HK,18066888.78,65600.0,3.9,
010861.OF,20240422,20240331,000157.SZ,18062000.0,2200000.0,3.9,0.03
010861.OF,20240329,20231231,1548.HK,10330581.76,574000.0,2.07,
010861.OF,20240329,20231231,0960.HK,339832.5,30000.0,0.07,
010861.OF,20240329,20231231,2380.HK,13784512.42,5300000.0,2.76,
010861.OF,20240329,20231231,1530.HK,15776202.74,2315000.0,3.15,
010861.OF,20240329,20231231,600038.SH,3775.94,98.0,0.0,0.0
010861.OF,20240329,20231231,603486.SH,14752.64,356.0,0.0,0.0
010861.OF,20240329,20231231,6699.HK,112742.83,2200.0,0.02,
010861.OF,20240329,20231231,300791.SZ,6930267.0,199950.0,1.39,0.13
010861.OF,20240329,20231231,000567.SZ,8690131.3,817510.0,1.74,0.06
010861.OF,20240329,20231231,300820.SZ,10310400.0,180000.0,2.06,0.17
010861.OF,20240329,20231231,601088.SH,10972500.0,350000.0,2.19,0.0
010861.OF,20240329,20231231,605555.SH,11664925.0,510500.0,2.33,0.38
010861.OF,20240329,20231231,688249.SH,11835190.5,686098.0,2.37,0.18
010861.OF,20240329,20231231,688772.SH,12105500.0,550000.0,2.42,0.07
010861.OF,20240329,20231231,688513.SH,12142755.3,190385.0,2.43,0.16
010861.OF,20240329,20231231,002025.SZ,12398764.0,258200.0,2.48,0.06
010861.OF,20240329,20231231,688665.SH,12399203.52,168102.0,2.48,0.78
010861.OF,20240329,20231231,000338.SZ,12518415.0,917100.0,2.5,0.02
010861.OF,20240329,20231231,601633.SH,12610000.0,500000.0,2.52,0.01
010861.OF,20240329,20231231,300406.SZ,12877220.0,674200.0,2.58,0.16
010861.OF,20240329,20231231,688520.SH,13119068.84,243532.0,2.62,0.25
010861.OF,20240329,20231231,300604.SZ,13296500.0,350000.0,2.66,0.08
010861.OF,20240329,20231231,301015.SZ,13447500.0,375000.0,2.69,0.32
010861.OF,20240329,20231231,600079.SH,14916000.0,600000.0,2.98,0.04
010861.OF,20240329,20231231,603195.SH,15973167.4,166996.0,3.19,0.02
010861.OF,20240329,20231231,2039.HK,679665.0,150000.0,0.14,0.01
010861.OF,20240329,20231231,000039.SZ,15521850.0,2029000.0,3.1,0.09
010861.OF,20240329,20231231,000589.SZ,17748000.0,2900000.0,3.55,0.25
010861.OF,20240122,20231231,603517.SH,21761972.0,810200.0,4.35,0.13
010861.OF,20240122,20231231,603883.SH,17838352.0,596800.0,3.57,0.1
010861.OF,20240122,20231231,688789.SH,21980200.0,220000.0,4.4,0.31
010861.OF,20240122,20231231,603806.SH,17959800.0,740000.0,3.59,0.04
010861.OF,20240122,20231231,300316.SZ,19261686.48,436872.0,3.85,0.04
010861.OF,20240122,20231231,002475.SZ,23233080.0,674400.0,4.65,0.01
010861.OF,20240122,20231231,300037.SZ,21285000.0,450000.0,4.26,0.08
010861.OF,20240122,20231231,601702.SH,25167695.0,1402100.0,5.03,0.14
010861.OF,20240122,20231231,0867.HK,18800585.12,1499000.0,3.76,
010861.OF,20240122,20231231,0992.HK,20266849.08,2048000.0,4.05,
010861.OF,20231025,20230930,603517.SH,30447316.0,810200.0,5.6,0.13
010861.OF,20231025,20230930,603806.SH,21134400.0,740000.0,3.88,0.04
010861.OF,20231025,20230930,002475.SZ,20405826.0,684300.0,3.75,0.01
010861.OF,20231025,20230930,002050.SZ,20585070.0,693100.0,3.78,0.02
010861.OF,20231025,20230930,601702.SH,27572130.0,1802100.0,5.07,0.18
010861.OF,20231025,20230930,3690.HK,19479912.13,185240.0,3.58,
010861.OF,20231025,20230930,2269.HK,20609786.27,492000.0,3.79,
010861.OF,20231025,20230930,0700.HK,22703047.12,80800.0,4.17,
010861.OF,20231025,20230930,600309.SH,19739520.0,223500.0,3.63,0.01
010861.OF,20231025,20230930,000807.SZ,18566960.0,1229600.0,3.41,0.04
010861.OF,20230831,20230630,601117.SH,8.28,1.0,0.0,0.0
010861.OF,20230831,20230630,600970.SH,803.25,63.0,0.0,0.0
010861.OF,20230831,20230630,300682.SZ,1699.44,73.0,0.0,0.0
010861.OF,20230831,20230630,301029.SZ,3216.96,72.0,0.0,0.0
010861.OF,20230831,20230630,600038.SH,3902.36,98.0,0.0,0.0
010861.OF,20230831,20230630,002182.SZ,5497500.0,250000.0,0.87,0.04
010861.OF,20230831,20230630,688099.SH,7203794.88,85434.0,1.14,0.02
010861.OF,20230831,20230630,688513.SH,7223745.36,131676.0,1.14,0.22
010861.OF,20230831,20230630,002436.SZ,8810200.0,568400.0,1.39,0.04
010861.OF,20230831,20230630,002088.SZ,9220000.0,500000.0,1.46,0.11
010861.OF,20230831,20230630,000567.SZ,10480478.2,817510.0,1.66,0.06
010861.OF,20230831,20230630,601600.SH,10980000.0,2000000.0,1.74,0.02
010861.OF,20230831,20230630,601966.SH,11110000.0,500000.0,1.76,0.03
010861.OF,20230831,20230630,9979.HK,11561186.65,2016000.0,1.83,
010861.OF,20230831,20230630,1801.HK,11762252.05,431000.0,1.86,
010861.OF,20230831,20230630,688665.SH,12339703.68,132514.0,1.95,0.61
010861.OF,20230831,20230630,300604.SZ,12513615.0,263500.0,1.98,0.06
010861.OF,20230831,20230630,603799.SH,13773000.0,300000.0,2.18,0.02
010861.OF,20230831,20230630,600528.SH,13832000.0,1400000.0,2.19,0.06
010861.OF,20230831,20230630,301179.SZ,14116660.4,418892.0,2.23,0.71
010861.OF,20230831,20230630,002025.SZ,14646502.2,229569.0,2.32,0.05
010861.OF,20230831,20230630,688169.SH,14751280.0,46000.0,2.33,0.05
010861.OF,20230831,20230630,002508.SZ,15174000.0,600000.0,2.4,0.06
010861.OF,20230831,20230630,603699.SH,15213312.0,1022400.0,2.41,0.14
010861.OF,20230831,20230630,603859.SH,15339000.0,300000.0,2.43,0.18
010861.OF,20230831,20230630,688121.SH,15808905.2,422698.0,2.5,0.3
010861.OF,20230831,20230630,603565.SH,15984000.0,1480000.0,2.53,0.23
010861.OF,20230831,20230630,002389.SZ,15991200.0,720000.0,2.53,0.07
010861.OF,20230831,20230630,603486.SH,16052972.32,206416.0,2.54,0.04
010861.OF,20230831,20230630,000858.SZ,16357000.0,100000.0,2.59,0.0
010861.OF,20230831,20230630,3690.HK,16376994.29,145240.0,2.59,
010861.OF,20230831,20230630,301310.SZ,16916928.0,245600.0,2.67,1.11
010861.OF,20230831,20230630,2269.HK,17033211.71,492000.0,2.69,
010861.OF,20230831,20230630,603806.SH,18595000.0,500000.0,2.94,0.03
010861.OF,20230721,20230630,603195.SH,20844635.76,216996.0,3.3,0.02
010861.OF,20230721,20230630,603517.SH,21888780.0,589200.0,3.46,0.1
010861.OF,20230721,20230630,300316.SZ,27429224.8,386872.0,4.34,0.03
010861.OF,20230721,20230630,002475.SZ,23685255.0,729900.0,3.74,0.01
010861.OF,20230721,20230630,300037.SZ,21911071.4,422260.0,3.46,0.08
010861.OF,20230721,20230630,002050.SZ,29067756.0,960600.0,4.6,0.03
010861.OF,20230721,20230630,0700.HK,24702868.29,80800.0,3.91,
