ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,quarter,fund_code
011808.OF,20240329,20231231,301260.SZ,443190.0,25500.0,0.55,0.02,2024Q1,011808.OF
011808.OF,20240329,20231231,001326.SZ,909645.0,16500.0,1.12,0.09,2024Q1,011808.OF
011808.OF,20240329,20231231,000810.SZ,920606.0,58600.0,1.13,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,688157.SH,971513.34,18011.0,1.2,0.02,2024Q1,011808.OF
011808.OF,20240329,20231231,603278.SH,1447740.0,114900.0,1.78,0.03,2024Q1,011808.OF
011808.OF,20240329,20231231,688385.SH,1478099.69,38263.0,1.82,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,000858.SZ,1613565.0,11500.0,1.99,0.0,2024Q1,011808.OF
011808.OF,20240329,20231231,300039.SZ,1708385.0,256900.0,2.1,0.03,2024Q1,011808.OF
011808.OF,20240329,20231231,300088.SZ,1760808.0,263200.0,2.17,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,688249.SH,1895067.75,109859.0,2.33,0.03,2024Q1,011808.OF
011808.OF,20240329,20231231,601689.SH,1903650.0,25900.0,2.35,0.0,2024Q1,011808.OF
011808.OF,20240329,20231231,600535.SH,1911346.0,112300.0,2.35,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,002550.SZ,1938636.0,329700.0,2.39,0.04,2024Q1,011808.OF
011808.OF,20240329,20231231,002840.SZ,1943865.0,93500.0,2.39,0.02,2024Q1,011808.OF
011808.OF,20240329,20231231,605296.SH,1975939.0,64300.0,2.43,0.1,2024Q1,011808.OF
011808.OF,20240329,20231231,688177.SH,2055607.8,49845.0,2.53,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,301261.SZ,2059638.0,39900.0,2.54,0.2,2024Q1,011808.OF
011808.OF,20240329,20231231,301015.SZ,2524544.0,70400.0,3.11,0.06,2024Q1,011808.OF
011808.OF,20240329,20231231,600867.SH,2587287.0,238900.0,3.19,0.01,2024Q1,011808.OF
011808.OF,20240329,20231231,300705.SZ,2621847.0,78900.0,3.23,0.04,2024Q1,011808.OF
011808.OF,20240329,20231231,603255.SH,2685600.0,72000.0,3.31,0.12,2024Q1,011808.OF
011808.OF,20240329,20231231,300122.SZ,2688840.0,44000.0,3.31,0.0,2024Q1,011808.OF
011808.OF,20240329,20231231,300498.SZ,2844508.0,141800.0,3.5,0.0,2024Q1,011808.OF
011808.OF,20240329,20231231,002738.SZ,2876601.0,77100.0,3.54,0.01,2024Q1,011808.OF
011808.OF,20240119,20231231,688111.SH,3156308.4,9982.0,3.89,0.0,2024Q1,011808.OF
011808.OF,20240119,20231231,603596.SH,3527370.0,50900.0,4.35,0.01,2024Q1,011808.OF
011808.OF,20240119,20231231,300570.SZ,2888098.95,73959.0,3.56,0.04,2024Q1,011808.OF
011808.OF,20240119,20231231,300373.SZ,3347040.0,91200.0,4.12,0.02,2024Q1,011808.OF
011808.OF,20240119,20231231,300308.SZ,5148696.0,45600.0,6.34,0.01,2024Q1,011808.OF
011808.OF,20240119,20231231,002466.SZ,3336242.0,59800.0,4.11,0.0,2024Q1,011808.OF
011808.OF,20240119,20231231,688498.SH,3377823.54,22673.0,4.16,0.04,2024Q1,011808.OF
011808.OF,20240119,20231231,688533.SH,2953270.76,77473.0,3.64,0.19,2024Q1,011808.OF
011808.OF,20240119,20231231,688981.SH,3743052.94,70597.0,4.61,0.0,2024Q1,011808.OF
011808.OF,20240119,20231231,605333.SH,3928260.0,197400.0,4.84,0.05,2024Q1,011808.OF
