ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
020451.OF,20260117,20251231,002222.SZ,12958200.0,230000.0,9.94,0.05
020451.OF,20260117,20251231,301421.SZ,10987825.0,105500.0,8.43,0.23
020451.OF,20260117,20251231,301392.SZ,9316688.0,72200.0,7.15,0.18
020451.OF,20260117,20251231,688361.SH,13967987.0,91300.0,10.72,0.04
020451.OF,20260117,20251231,688072.SH,13794000.0,41800.0,10.58,0.01
020451.OF,20260117,20251231,688502.SH,14325895.0,35900.0,10.99,0.21
020451.OF,20260117,20251231,688195.SH,6866775.0,40500.0,5.27,0.03
020451.OF,20260117,20251231,688037.SH,14449874.49,97299.0,11.09,0.05
020451.OF,20260117,20251231,301021.SZ,7672105.0,157700.0,5.89,0.1
020451.OF,20260117,20251231,688012.SH,15038750.0,53000.0,11.54,0.01
020451.OF,20251028,20250930,300706.SZ,9545000.0,230000.0,5.39,0.2
020451.OF,20251028,20250930,002338.SZ,10584540.0,183600.0,5.98,0.08
020451.OF,20251028,20250930,002222.SZ,15213170.0,306100.0,8.59,0.07
020451.OF,20251028,20250930,301421.SZ,15879890.0,122200.0,8.97,0.26
020451.OF,20251028,20250930,301392.SZ,18195963.0,105100.0,10.27,0.26
020451.OF,20251028,20250930,688361.SH,17137631.0,147700.0,9.68,0.06
020451.OF,20251028,20250930,688072.SH,17986243.4,69130.0,10.16,0.02
020451.OF,20251028,20250930,688502.SH,18394100.0,41900.0,10.39,0.25
020451.OF,20251028,20250930,688037.SH,18654651.0,125199.0,10.53,0.06
020451.OF,20251028,20250930,688012.SH,18439012.29,61671.0,10.41,0.01
020451.OF,20250830,20250630,301173.SZ,7646.6,170.0,0.0,0.0
020451.OF,20250830,20250630,301275.SZ,9777.06,174.0,0.01,0.0
020451.OF,20250830,20250630,301601.SZ,11576.7,342.0,0.01,0.0
020451.OF,20250830,20250630,301479.SZ,12147.72,156.0,0.01,0.0
020451.OF,20250830,20250630,688758.SH,13185.69,777.0,0.01,0.0
020451.OF,20250830,20250630,688757.SH,13903.84,536.0,0.01,0.0
020451.OF,20250830,20250630,301535.SZ,13938.66,734.0,0.01,0.0
020451.OF,20250830,20250630,688545.SH,15981.35,593.0,0.01,0.0
020451.OF,20250830,20250630,301602.SZ,16318.4,658.0,0.01,0.0
020451.OF,20250830,20250630,301458.SZ,21762.18,638.0,0.01,0.0
020451.OF,20250830,20250630,688411.SH,31642.71,379.0,0.02,0.0
020451.OF,20250830,20250630,001212.SZ,467424.0,10800.0,0.29,0.01
020451.OF,20250830,20250630,688652.SH,3553840.0,62000.0,2.18,0.06
020451.OF,20250830,20250630,688195.SH,4549500.0,101100.0,2.79,0.08
020451.OF,20250830,20250630,300809.SZ,7891800.0,210000.0,4.85,0.14
020451.OF,20250719,20250630,002338.SZ,8405210.0,177700.0,5.16,0.07
020451.OF,20250719,20250630,002222.SZ,11132100.0,325500.0,6.84,0.07
020451.OF,20250719,20250630,301421.SZ,15246094.0,190600.0,9.36,0.41
020451.OF,20250719,20250630,301392.SZ,16093350.0,135000.0,9.88,0.33
020451.OF,20250719,20250630,688361.SH,17023218.0,202200.0,10.45,0.08
020451.OF,20250719,20250630,688072.SH,16723648.0,108800.0,10.27,0.04
020451.OF,20250719,20250630,688502.SH,17259600.0,60000.0,10.6,0.36
020451.OF,20250719,20250630,688037.SH,16905440.0,157700.0,10.38,0.08
