ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio
016048.OF,20260122,20251231,300750.SZ,10173102.0,27700.0,5.1,0.0
016048.OF,20260122,20251231,300308.SZ,8296000.0,13600.0,4.16,0.0
016048.OF,20260122,20251231,002475.SZ,9663384.0,170400.0,4.85,0.0
016048.OF,20260122,20251231,002384.SZ,7389945.0,87300.0,3.71,0.01
016048.OF,20260122,20251231,601899.SH,9561978.0,277400.0,4.8,0.0
016048.OF,20260122,20251231,002371.SZ,7606955.6,16570.0,3.81,0.0
016048.OF,20260122,20251231,601600.SH,7002060.0,573000.0,3.51,0.0
016048.OF,20260122,20251231,002463.SZ,6875887.0,94100.0,3.45,0.0
016048.OF,20260122,20251231,600595.SH,7964610.0,1014600.0,3.99,0.03
016048.OF,20260122,20251231,000426.SZ,7340720.0,206200.0,3.68,0.01
016048.OF,20251028,20250930,601138.SH,10284358.0,155800.0,4.92,0.0
016048.OF,20251028,20250930,300750.SZ,13909200.0,34600.0,6.65,0.0
016048.OF,20251028,20250930,603259.SH,7136311.0,63700.0,3.41,0.0
016048.OF,20251028,20250930,603986.SH,6505650.0,30500.0,3.11,0.0
016048.OF,20251028,20250930,002475.SZ,10479780.0,162000.0,5.01,0.0
016048.OF,20251028,20250930,300014.SZ,7880600.0,86600.0,3.77,0.0
016048.OF,20251028,20250930,601899.SH,11723008.0,398200.0,5.6,0.0
016048.OF,20251028,20250930,002371.SZ,7509176.0,16600.0,3.59,0.0
016048.OF,20251028,20250930,688256.SH,6546825.0,4941.0,3.13,0.0
016048.OF,20251028,20250930,600276.SH,7326720.0,102400.0,3.5,0.0
016048.OF,20250829,20250630,603409.SH,1899.24,57.0,0.0,0.0
016048.OF,20250829,20250630,603202.SH,1903.86,21.0,0.0,0.0
016048.OF,20250829,20250630,603120.SH,2172.95,65.0,0.0,0.0
016048.OF,20250829,20250630,001335.SZ,2244.0,80.0,0.0,0.0
016048.OF,20250829,20250630,603382.SH,2350.95,105.0,0.0,0.0
016048.OF,20250829,20250630,603014.SH,2385.64,73.0,0.0,0.0
016048.OF,20250829,20250630,603400.SH,2497.17,57.0,0.0,0.0
016048.OF,20250829,20250630,603210.SH,3512.25,225.0,0.0,0.0
016048.OF,20250829,20250630,001395.SZ,3780.0,80.0,0.0,0.0
016048.OF,20250829,20250630,603124.SH,4075.28,88.0,0.0,0.0
