ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,base_name
010690.OF,万家互联互通核心资产量化策略A,混合型,混合型-偏股,-1.03,-2.92,7.13,14.58,13.51,0.35,455,3514.0,32.6753545419701,1365.0,73.89973210868733,63.1,万家互联互通核心资产量化策略
014162.OF,万家人工智能C,混合型,混合型-偏股,-2.05,-8.55,-3.63,27.21,23.99,-0.21,455,4770.0,8.60482943656573,4815.0,7.8836586299272815,40.0,万家人工智能
019657.OF,万家优选积极三个月持有A,混合型,混合型-偏股,-2.33,-3.48,5.48,15.25,14.69,0.23,440,3723.0,28.669988501341518,1738.0,66.76234213547647,58.0,万家优选积极
025447.OF,万家元晟量化选股A,混合型,混合型-偏股,-0.96,2.06,14.88,15.45,9.1,0.83,183,657.0,87.4281333844385,363.0,93.07309605817068,83.7,万家元晟量化选股
012350.OF,万家元贞量化选股A,股票型,主动股票型,3.35,1.88,11.77,13.97,8.24,0.7,455,109.0,81.31487889273356,106.0,81.83391003460207,78.4,万家元贞量化选股
018184.OF,万家先进制造A,混合型,混合型-偏股,0.74,0.08,17.96,18.13,17.48,0.88,455,1610.0,69.16443081640476,205.0,96.09644087256028,76.5,万家先进制造
012535.OF,万家全球成长一年持有A,混合型,混合型-偏股,-3.82,-14.06,-4.35,20.37,20.17,-0.31,444,5154.0,1.2456880030663142,4892.0,6.41025641025641,45.0,万家全球成长
014694.OF,万家兴恒回报一年持有C,混合型,混合型-偏股,0.15,0.26,1.91,1.72,1.06,-0.05,455,1441.0,72.40321962437716,3115.0,40.41331802525833,65.4,万家兴恒回报
017344.OF,万家养老2035三年Y,混合型,混合型-偏股,-1.51,-1.38,3.23,6.68,6.9,0.18,440,2800.0,46.3587581448831,2508.0,52.028319938767694,57.1,万家养老2035三年
019659.OF,万家养老目标日期2045三年持有,混合型,混合型-偏股,-2.25,-2.64,2.51,8.23,8.3,0.06,440,3384.0,35.16673054810272,2838.0,45.71373899732109,53.7,万家养老目标日期2045
014277.OF,万家北交所慧选两年定开A,混合型,混合型-偏股,3.87,5.18,-18.61,46.91,31.14,-0.44,121,249.0,95.24722115753164,5225.0,0.0382701875239144,26.9,万家北交所慧选两年定开
015610.OF,万家匠心致远一年持有A,混合型,混合型-偏股,-2.15,-2.45,-0.71,17.44,12.92,-0.16,455,3310.0,36.584898428516674,4439.0,15.078453884424036,53.5,万家匠心致远
020491.OF,万家医药量化选股A,混合型,混合型-偏股,-4.3,-7.77,-0.88,15.09,13.66,-0.19,455,4654.0,10.82790341126868,4470.0,14.485265977803296,52.5,万家医药量化选股
020199.OF,万家双引擎C,灵活配置型,混合型-平衡,7.01,10.07,32.85,20.58,12.38,1.5,455,10.0,98.09725158562368,3.0,99.57716701902748,92.9,万家双引擎
024015.OF,万家启尊价值三个月持有A,混合型,混合型-偏股,-2.7,-2.68,4.57,11.73,6.07,0.22,243,3403.0,34.80260636259103,2018.0,61.40451588212783,62.4,万家启尊价值
022560.OF,万家启源稳健三个月持有A,混合型,混合型-偏股,-0.25,0.05,1.32,2.12,1.21,-0.32,335,1635.0,68.68532004599463,3477.0,33.486414083429004,58.3,万家启源稳健
024013.OF,万家启诚平衡三个月持有A,混合型,混合型-偏股,-0.83,-0.43,2.08,5.15,2.87,0.02,111,2127.0,59.2564200843235,3006.0,42.49904324531191,53.0,万家启诚平衡
008491.OF,万家周期优势企业A,混合型,混合型-偏股,0.08,-2.77,8.56,15.51,10.59,0.42,455,3450.0,33.90187811422001,1114.0,78.70264064293914,68.8,万家周期优势企业
025446.OF,万家周期视野C,股票型,主动股票型,0.52,-2.01,24.45,37.98,22.1,0.59,182,268.0,53.80622837370241,12.0,98.0968858131488,61.4,万家周期视野
019879.OF,万家周期驱动A,股票型,主动股票型,4.06,7.36,25.64,20.19,15.93,1.17,455,12.0,98.0968858131488,8.0,98.78892733564014,85.0,万家周期驱动
016954.OF,万家和谐增长C,混合型,混合型-偏股,-2.68,-2.54,0.93,20.9,17.44,-0.05,455,3345.0,35.914143349942506,3723.0,28.77918101798699,53.1,万家和谐增长
016600.OF,万家品质生活C,灵活配置型,混合型-平衡,-2.5,-1.96,1.95,21.48,16.83,0.0,455,295.0,37.84355179704016,294.0,38.05496828752643,45.4,万家品质生活
019337.OF,万家国企动力C,混合型,混合型-偏股,3.56,7.85,24.15,20.89,13.21,1.06,455,127.0,97.585281717133,83.0,98.43092231151932,86.7,万家国企动力
024676.OF,万家多元价值A,混合型,混合型-偏股,1.63,-0.25,17.12,18.48,10.59,0.82,253,1975.0,62.16941356841702,233.0,95.56065824722542,83.4,万家多元价值
026105.OF,万家如意添瑞三个月持有A,混合型,混合型-偏股,-0.15,-0.04,0.97,2.59,1.27,-0.4,69,1747.0,66.5389037945573,3693.0,29.35323383084577,55.5,万家如意添瑞
017787.OF,万家宏观择时多策略C,灵活配置型,混合型-平衡,5.23,12.33,17.64,18.6,13.8,0.84,455,4.0,99.36575052854124,26.0,94.71458773784354,79.5,万家宏观择时多策略
017241.OF,万家平衡养老三年(FOF)Y,混合型,混合型-偏股,-1.9,-2.08,3.54,7.95,7.98,0.19,440,3144.0,39.76619394403986,2386.0,54.362801377726754,58.1,万家平衡养老三年(FOF)
011243.OF,万家惠裕回报6个月持有A,混合型,混合型-偏股,-0.55,-0.98,-0.27,3.7,4.94,-0.61,455,2558.0,50.996550402453046,4314.0,17.470340604668966,48.4,万家惠裕回报6个月持有
020098.OF,万家惠诚回报平衡一年持有A,混合型,混合型-偏股,-0.88,-1.71,-0.23,2.79,2.06,-0.8,455,2964.0,43.21579149099272,4305.0,17.6425564485266,46.0,万家惠诚回报平衡
012435.OF,万家招瑞回报一年持有A,混合型,混合型-偏股,0.12,-0.22,1.96,2.69,1.82,-0.02,455,1947.0,62.706017631276346,3081.0,41.06391121316495,62.7,万家招瑞回报
025449.OF,万家数字经济A,股票型,主动股票型,2.81,-7.02,-2.36,20.39,18.01,-0.21,181,441.0,23.87543252595156,477.0,17.647058823529417,49.3,万家数字经济
022714.OF,万家新兴蓝筹C,灵活配置型,混合型-平衡,-2.5,-1.65,1.8,21.86,17.18,-0.01,455,284.0,40.169133192389005,297.0,37.420718816067655,54.7,万家新兴蓝筹
024465.OF,万家新机遇同享A,混合型,混合型-偏股,-1.89,-1.18,0.44,20.14,10.86,-0.08,209,2685.0,48.56266768876964,4045.0,22.61768082663605,57.1,万家新机遇同享
013961.OF,万家新机遇成长一年持有C,混合型,混合型-偏股,-2.0,-1.58,-0.1,17.49,13.25,-0.12,455,2893.0,44.57646607895745,4267.0,18.36969001148105,54.1,万家新机遇成长
014260.OF,万家新机遇龙头企业C,灵活配置型,混合型-平衡,-1.4,-0.72,1.11,19.75,18.28,-0.04,455,231.0,51.37420718816068,336.0,29.175475687103592,53.1,万家新机遇龙头企业
013326.OF,万家景气驱动A,混合型,混合型-偏股,0.04,0.47,12.89,17.27,17.37,0.63,455,1265.0,75.77615944806439,524.0,89.99234596249521,69.3,万家景气驱动
025386.OF,万家智胜量化选股A,股票型,主动股票型,-0.73,-3.48,2.22,15.21,6.33,0.01,90,345.0,40.484429065743946,378.0,34.77508650519031,52.2,万家智胜量化选股
018350.OF,万家欣优A,混合型,混合型-偏股,2.28,0.82,16.75,15.59,10.88,0.95,455,1088.0,79.16826370256803,246.0,95.31190202831992,85.3,万家欣优
016163.OF,万家欣远A,混合型,混合型-偏股,-6.15,-7.68,-2.87,11.98,10.98,-0.41,455,4644.0,11.019547719432731,4759.0,8.955223880597018,51.5,万家欣远
011534.OF,万家民瑞祥明6个月持有A,混合型,混合型-偏股,0.11,0.07,1.25,2.15,2.96,-0.35,455,1620.0,68.9727865082407,3510.0,32.85495598928435,54.6,万家民瑞祥明6个月持有
007182.OF,万家沪港深蓝筹A,混合型,混合型-偏股,-8.84,-9.55,-3.48,17.47,16.69,-0.31,455,4896.0,6.19011115369873,4803.0,8.113279755070801,48.1,万家沪港深蓝筹
025860.OF,万家泓裕成长驱动A,混合型,混合型-偏股,-1.72,-6.58,10.26,28.23,10.04,0.29,117,4461.0,14.526638558834804,847.0,83.81171067738232,64.3,万家泓裕成长驱动
013009.OF,万家港股通精选A,混合型,混合型-偏股,-8.14,-9.04,-2.77,16.74,14.84,-0.28,455,4833.0,7.397470295132235,4745.0,9.22311519326444,50.0,万家港股通精选
015390.OF,万家瑞兴C,灵活配置型,混合型-平衡,1.71,-2.3,12.33,22.36,19.14,0.46,455,310.0,34.672304439746306,64.0,86.68076109936575,62.4,万家瑞兴
012007.OF,万家瑞富C,灵活配置型,混合型-平衡,1.53,0.45,4.38,7.86,6.34,0.3,455,143.0,69.97885835095137,225.0,52.64270613107822,61.3,万家瑞富
012195.OF,万家瑞泽回报一年持有,混合型,混合型-偏股,-0.44,-0.55,1.47,3.02,1.75,-0.18,455,2254.0,56.82253737064009,3394.0,35.07462686567165,59.2,万家瑞泽回报
015384.OF,万家瑞隆C,混合型,混合型-偏股,3.9,4.74,18.69,16.31,17.91,1.02,455,290.0,94.46147949405903,174.0,96.68962877918102,79.0,万家瑞隆
020090.OF,万家研究领航A,混合型,混合型-偏股,-0.22,-1.39,1.69,22.22,21.81,-0.01,455,2805.0,46.26293599080107,3252.0,37.79181017986988,51.0,万家研究领航
020975.OF,万家科技量化选股A,混合型,混合型-偏股,0.71,-3.43,8.46,20.0,16.64,0.32,455,3704.0,29.0341126868532,1130.0,78.3964791427478,60.7,万家科技量化选股
017343.OF,万家稳健养老(FOF)Y,混合型,混合型-偏股,-0.46,-0.28,1.94,2.81,1.95,-0.02,440,2002.0,61.65197393637409,3093.0,40.83429008802143,62.3,万家稳健养老(FOF)
015566.OF,万家精选C,混合型,混合型-偏股,5.38,11.43,18.0,17.63,11.71,0.91,455,52.0,99.02261402836336,202.0,96.15384615384616,84.0,万家精选
019987.OF,万家红利量化选股A,混合型,混合型-偏股,-0.31,1.4,3.72,8.96,7.0,0.19,455,849.0,83.74856266768877,2323.0,55.56831228473019,59.3,万家红利量化选股
017246.OF,万家聚优稳健养老目标一年持有Y,混合型,混合型-偏股,-0.94,-1.29,1.59,4.83,4.83,-0.09,440,2738.0,47.546952855500194,3310.0,36.68197474167624,58.7,万家聚优稳健养老目标
022709.OF,万家臻选C,混合型,混合型-偏股,-1.86,-0.76,2.59,22.57,18.23,0.03,455,2409.0,53.85205059409736,2802.0,46.40260237275162,45.8,万家臻选
018999.OF,万家趋势领先A,混合型,混合型-偏股,1.25,2.04,24.69,25.51,13.8,0.89,455,664.0,87.29398236872366,78.0,98.52659778032913,80.9,万家趋势领先
015987.OF,万家远见先锋一年持有A,混合型,混合型-偏股,-2.11,-8.14,-3.16,26.59,22.69,-0.19,455,4711.0,9.735530854733607,4784.0,8.476846536548033,41.6,万家远见先锋
016556.OF,万家量化睿选C,灵活配置型,混合型-平衡,2.47,2.07,13.68,13.51,7.77,0.86,455,80.0,83.29809725158562,51.0,89.4291754756871,84.4,万家量化睿选
016620.OF,万家颐和C,灵活配置型,混合型-平衡,3.18,1.02,6.92,10.24,7.65,0.48,455,112.0,76.53276955602537,157.0,67.01902748414376,69.2,万家颐和
018242.OF,万家颐德一年持有A,混合型,混合型-偏股,-1.87,-4.15,1.5,10.62,7.98,-0.05,455,3937.0,24.56880030663089,3375.0,35.43819364714887,60.8,万家颐德
019077.OF,万家颐达C,灵活配置型,混合型-平衡,2.98,2.42,12.16,13.86,8.93,0.73,455,72.0,84.98942917547568,65.0,86.4693446088795,79.4,万家颐达
016166.OF,万家颐远均衡一年持有A,混合型,混合型-偏股,-1.75,-4.11,1.57,10.62,8.11,-0.04,455,3922.0,24.856266768876967,3330.0,36.29927286643705,61.0,万家颐远均衡
020560.OF,万家高端装备量化选股A,混合型,混合型-偏股,0.42,-1.9,12.8,17.36,14.36,0.62,455,3062.0,41.337677270985054,535.0,89.78185993111366,72.1,万家高端装备量化选股
026202.OF,上银丰泽A,混合型,混合型-偏股,-1.87,-3.56,0.5,11.41,4.09,-0.13,39,3742.0,28.305864315829822,4009.0,23.306544202066597,57.8,上银丰泽
019787.OF,上银丰瑞一年持有A,混合型,混合型-偏股,-0.71,-0.43,0.78,2.6,2.4,-0.47,455,2118.0,59.428899961671135,3826.0,26.80826636050516,52.2,上银丰瑞
011504.OF,上银丰益A,混合型,混合型-偏股,-0.69,-2.96,4.3,9.09,6.87,0.25,455,3532.0,32.33039478727482,2120.0,59.452736318407965,61.6,上银丰益
013285.OF,上银价值增长3个月持有C,混合型,混合型-偏股,2.78,2.7,15.4,11.5,6.45,1.17,455,529.0,89.88118052893829,318.0,93.93417527745886,90.8,上银价值增长3个月持有
023158.OF,上银先进制造A,混合型,混合型-偏股,-0.59,-6.05,12.13,19.01,19.73,0.53,410,4371.0,16.251437332311227,606.0,88.42326827401455,64.6,上银先进制造
015754.OF,上银内需增长C,股票型,主动股票型,2.45,5.23,13.5,16.8,13.56,0.68,455,32.0,94.63667820069205,75.0,87.19723183391004,74.0,上银内需增长
011288.OF,上银医疗健康A,混合型,混合型-偏股,-7.68,-9.48,-11.03,22.6,30.16,-0.58,455,4888.0,6.343426600229973,5190.0,0.7079984691924945,33.0,上银医疗健康
026090.OF,上银医疗创新C,混合型,混合型-偏股,-7.95,-9.3,-9.01,31.13,20.28,-0.35,45,4867.0,6.745879647374475,5157.0,1.3394565633371602,38.8,上银医疗创新
020186.OF,上银国企红利A,混合型,混合型-偏股,-0.53,2.53,2.13,7.47,7.26,0.02,455,561.0,89.26791874281334,2981.0,42.97742058936089,52.0,上银国企红利
017388.OF,上银恒泰稳健养老目标一年持有期Y,混合型,混合型-偏股,-0.36,-0.41,2.1,2.87,2.33,0.03,440,2108.0,59.62054426983519,2990.0,42.80520474550325,53.0,上银恒泰稳健养老目标一年持有期
017004.OF,上银恒睿养老目标日期2045三年持有,混合型,混合型-偏股,-1.53,-1.99,4.03,10.2,6.77,0.2,440,3111.0,40.39862016098121,2207.0,57.78798316111748,60.6,上银恒睿养老目标日期2045
012334.OF,上银慧尚6个月持有A,混合型,混合型-偏股,-0.21,0.34,1.91,2.37,1.45,-0.04,455,1374.0,73.68723648907627,3114.0,40.43245311902028,63.4,上银慧尚6个月持有
021593.OF,上银数字经济A,混合型,混合型-偏股,-0.45,-7.8,10.7,21.54,20.12,0.4,455,4657.0,10.770410118819472,790.0,84.902411021814,60.0,上银数字经济
024608.OF,上银新兴价值成长C,成长型,主动股票型,-0.16,1.66,6.29,8.73,4.26,0.49,324,116.0,80.1038062283737,244.0,57.95847750865052,70.2,上银新兴价值成长
014113.OF,上银未来生活C,灵活配置型,混合型-平衡,-7.63,-11.34,-3.15,19.09,18.11,-0.27,455,454.0,4.228329809725162,437.0,7.822410147991543,47.4,上银未来生活
026271.OF,上银消费机遇A,混合型,混合型-偏股,-8.69,-7.51,-3.28,16.34,10.16,-0.32,36,4619.0,11.49865848984285,4794.0,8.285495598928438,52.9,上银消费机遇
011277.OF,上银科技驱动双周定期可赎回A,混合型,混合型-偏股,0.72,-2.32,1.88,18.16,13.19,-0.01,455,3256.0,37.61977769260253,3136.0,40.01148105625718,59.2,上银科技驱动双周定期可赎回
023449.OF,上银资源精选C,混合型,混合型-偏股,3.95,4.89,23.63,21.44,10.75,1.01,358,272.0,94.80643924875432,87.0,98.3543819364715,88.6,上银资源精选
015745.OF,上银鑫卓C,混合型,混合型-偏股,1.9,2.81,4.15,7.67,5.94,0.28,455,496.0,90.51360674587966,2176.0,58.38117106773824,61.7,上银鑫卓
012332.OF,上银鑫尚稳健回报6个月持有A,混合型,混合型-偏股,1.47,2.72,3.48,5.38,3.85,0.27,455,524.0,89.97700268302032,2412.0,53.8652889399158,60.7,上银鑫尚稳健回报6个月持有
013846.OF,上银鑫恒C,混合型,混合型-偏股,3.75,2.6,10.17,14.02,11.61,0.58,455,546.0,89.55538520505941,862.0,83.52468427095293,72.3,上银鑫恒
015753.OF,上银鑫达C,灵活配置型,混合型-平衡,0.29,0.98,8.68,11.17,9.42,0.6,455,114.0,76.10993657505286,122.0,74.4186046511628,72.8,上银鑫达
013358.OF,上银高质量优选9个月持有A,混合型,混合型-偏股,-2.92,-1.38,1.27,10.35,10.72,-0.07,455,2798.0,46.3970870065159,3500.0,33.046306926903945,59.3,上银高质量优选9个月持有
024396.OF,东兴产业升级A,混合型,混合型-偏股,-5.98,-11.68,-4.59,17.28,15.66,-0.38,225,5065.0,2.951322345726337,4910.0,6.065824722541136,47.9,东兴产业升级
020830.OF,东兴医药生物量化选股A,混合型,混合型-偏股,-4.11,-5.14,2.89,14.06,11.53,0.06,455,4196.0,19.605212725182064,2667.0,48.98584003061615,53.7,东兴医药生物量化选股
021812.OF,东兴宸泰量化选股A,混合型,混合型-偏股,0.14,-1.9,10.77,14.45,14.27,0.61,455,3056.0,41.45266385588348,784.0,85.01722158438577,70.5,东兴宸泰量化选股
012297.OF,东兴宸瑞量化A,混合型,混合型-偏股,0.66,-1.51,5.99,12.82,12.55,0.31,455,2863.0,45.1513990034496,1597.0,69.46039035591274,62.1,东兴宸瑞量化
013166.OF,东兴宸祥量化A,混合型,混合型-偏股,0.67,-2.31,9.72,14.32,14.18,0.54,455,3248.0,37.77309313913377,929.0,82.24263298890165,68.4,东兴宸祥量化
021390.OF,东兴成长优选A,混合型,混合型-偏股,-4.76,-12.56,5.55,22.46,16.96,0.16,455,5106.0,2.165580682253732,1717.0,67.16417910447761,53.5,东兴成长优选
019151.OF,东兴改革精选C,灵活配置型,混合型-平衡,-2.05,-4.33,2.62,12.13,10.01,0.05,455,363.0,23.46723044397463,273.0,42.494714587737846,53.7,东兴改革精选
020441.OF,东兴数字经济C,混合型,混合型-偏股,-1.57,-7.02,-4.92,35.82,29.05,-0.19,455,4535.0,13.108470678420847,4937.0,5.549177190968235,33.5,东兴数字经济
022157.OF,东兴红利优选A,混合型,混合型-偏股,0.33,2.1,4.7,7.35,4.88,0.37,455,644.0,87.67727098505175,1976.0,62.20818982013012,65.2,东兴红利优选
019166.OF,东兴蓝海财富C,灵活配置型,混合型-平衡,-1.23,-2.42,-0.12,10.95,9.89,-0.19,455,317.0,33.192389006342495,393.0,17.1247357293869,55.7,东兴蓝海财富
017507.OF,东兴连众一年持有A,混合型,混合型-偏股,-0.44,-0.74,2.11,4.08,3.62,0.03,455,2398.0,54.0628593330778,2986.0,42.881745120551095,52.0,东兴连众
016097.OF,东吴兴弘一年持有A,混合型,混合型-偏股,0.53,-5.29,-1.16,19.47,19.21,-0.16,455,4224.0,19.068608662322728,4524.0,13.451970914657483,48.5,东吴兴弘
013941.OF,东吴医疗服务C,股票型,主动股票型,-4.04,-7.14,-3.83,27.49,30.34,-0.21,455,447.0,22.83737024221453,502.0,13.321799307958482,36.1,东吴医疗服务
015152.OF,东吴嘉禾优势C,混合型,混合型-偏股,0.63,-5.73,-8.56,25.34,23.21,-0.42,455,4312.0,17.382138750479115,5148.0,1.5116724071947971,38.4,东吴嘉禾优势
012615.OF,东吴国企改革C,灵活配置型,混合型-平衡,-2.51,0.26,0.22,8.55,5.92,-0.21,455,159.0,66.59619450317125,377.0,20.507399577167018,55.4,东吴国企改革
011949.OF,东吴多策略C,灵活配置型,混合型-平衡,3.51,-1.55,18.17,27.63,25.17,0.59,455,275.0,42.07188160676533,23.0,95.34883720930232,59.5,东吴多策略
014571.OF,东吴安享量化C,灵活配置型,混合型-平衡,6.63,3.47,10.75,22.9,18.55,0.38,455,57.0,88.16067653276956,85.0,82.24101479915433,60.0,东吴安享量化
015154.OF,东吴安盈量化C,灵活配置型,混合型-平衡,-1.08,-4.68,0.07,10.82,9.25,-0.18,455,371.0,21.775898520084567,390.0,17.758985200845668,55.9,东吴安盈量化
015153.OF,东吴安鑫量化C,灵活配置型,混合型-平衡,-0.87,0.39,2.35,6.11,4.23,0.06,455,148.0,68.92177589852008,282.0,40.59196617336153,53.1,东吴安鑫量化
012617.OF,东吴新经济C,混合型,混合型-偏股,0.89,0.06,-0.59,28.88,29.41,-0.09,455,1634.0,68.70448447681103,4408.0,15.671641791044776,37.5,东吴新经济
014376.OF,东吴新能源汽车A,股票型,主动股票型,-2.0,-9.69,-5.0,21.23,21.19,-0.33,455,521.0,10.034602076124566,513.0,11.418685121107265,44.4,东吴新能源汽车
011948.OF,东吴智慧医疗量化策略C,灵活配置型,混合型-平衡,-2.24,-5.45,-2.86,23.68,29.01,-0.21,455,388.0,18.181818181818176,431.0,9.090909090909092,38.2,东吴智慧医疗量化策略
012971.OF,东吴消费成长A,混合型,混合型-偏股,-7.71,-7.08,-6.13,12.68,20.98,-0.64,455,4555.0,12.725182062092754,5018.0,3.999234596249524,41.0,东吴消费成长
020966.OF,东吴科技创新A,混合型,混合型-偏股,-1.36,-8.31,-6.14,22.65,22.33,-0.36,455,4740.0,9.179762361057875,5019.0,3.9800995024875663,41.4,东吴科技创新
024486.OF,东吴裕盈平衡E,混合型,混合型-偏股,-1.73,-2.97,-3.79,7.94,5.32,-0.73,281,3535.0,32.272901494825604,4834.0,7.520091848450061,47.8,东吴裕盈平衡
011707.OF,东吴配置优化C,灵活配置型,混合型-平衡,2.52,-0.37,4.15,23.95,23.17,0.09,455,214.0,54.96828752642706,233.0,50.95137420718816,43.5,东吴配置优化
014581.OF,东吴阿尔法C,灵活配置型,混合型-平衡,0.97,0.05,-0.68,29.08,30.7,-0.09,455,177.0,62.7906976744186,405.0,14.587737843551796,36.6,东吴阿尔法
017811.OF,东方人工智能主题C,混合型,混合型-偏股,-0.74,-7.12,14.69,26.14,17.14,0.49,455,4570.0,12.437715599846689,381.0,92.72866437045542,64.6,东方人工智能主题
021094.OF,东方低碳经济A,混合型,混合型-偏股,4.12,1.43,20.42,21.07,13.52,0.87,424,839.0,83.94020697585282,130.0,97.53157290470725,81.4,东方低碳经济
015381.OF,东方兴瑞趋势领航A,混合型,混合型-偏股,-4.15,-1.18,8.52,19.41,13.46,0.34,455,2687.0,48.52433882713684,1119.0,78.60696517412936,64.2,东方兴瑞趋势领航
018912.OF,东方养老目标2040三年持有,混合型,混合型-偏股,-1.09,-0.99,2.41,5.6,3.92,0.07,405,2563.0,50.90072824837102,2868.0,45.1396861844623,54.0,东方养老目标2040
023714.OF,东方养老目标2050五年持有Y,混合型,混合型-偏股,-1.23,-1.66,3.04,7.92,5.26,0.13,373,2933.0,43.80988884630127,2589.0,50.47837734404899,57.0,东方养老目标2050五年持有
018046.OF,东方创新医疗C,股票型,主动股票型,-9.16,-14.06,-11.04,21.36,30.63,-0.61,455,568.0,1.903114186851207,571.0,1.384083044982698,33.3,东方创新医疗
014353.OF,东方创新成长C,混合型,混合型-偏股,-4.93,-5.64,-0.52,23.39,16.7,-0.11,455,4289.0,17.822920659256425,4388.0,16.054343666283966,49.6,东方创新成长
015586.OF,东方匠心优选A,混合型,混合型-偏股,-2.54,-3.08,4.12,9.72,7.49,0.22,455,3583.0,31.353008815638173,2181.0,58.28549559892844,60.8,东方匠心优选
021478.OF,东方周期优选C,灵活配置型,混合型-平衡,5.11,5.55,13.4,10.35,7.76,1.1,455,30.0,93.86892177589851,54.0,88.79492600422833,88.0,东方周期优选
012506.OF,东方品质消费一年持有A,混合型,混合型-偏股,-6.57,-7.09,-7.5,9.58,17.48,-0.99,455,4558.0,12.667688769643537,5092.0,2.5832376578645238,39.7,东方品质消费
025884.OF,东方城镇消费主题C,混合型,混合型-偏股,-14.12,-17.85,-14.68,20.24,23.5,-0.82,123,5198.0,0.402453047144502,5219.0,0.1530807500956799,36.6,东方城镇消费主题
014986.OF,东方核心动力C,混合型,混合型-偏股,0.19,-0.18,4.89,12.35,11.79,0.23,455,1909.0,63.434266002299736,1927.0,63.14580941446613,59.8,东方核心动力
014354.OF,东方欣冉九个月持有A,混合型,混合型-偏股,-0.93,-1.37,2.61,3.63,2.69,0.17,455,2795.0,46.45458029896512,2790.0,46.63222349789514,57.1,东方欣冉九个月持有
014560.OF,东方汽车产业趋势A,混合型,混合型-偏股,-5.72,-12.18,-1.85,22.78,23.2,-0.17,455,5088.0,2.510540436949027,4617.0,11.672407194795252,43.8,东方汽车产业趋势
015102.OF,东方红ESG可持续投资A,混合型,混合型-偏股,-2.19,-1.76,9.0,18.08,18.86,0.39,455,2995.0,42.62169413568417,1039.0,80.13777267508611,60.6,东方红ESG可持续投资
017535.OF,东方红京东大数据C,灵活配置型,混合型-平衡,-0.69,-1.04,8.25,11.64,13.44,0.54,455,252.0,46.93446088794926,138.0,71.03594080338267,66.9,东方红京东大数据
017536.OF,东方红优享红利沪港深C,灵活配置型,混合型-平衡,-1.32,0.27,7.46,11.74,14.51,0.46,455,158.0,66.8076109936575,146.0,69.34460887949261,63.8,东方红优享红利沪港深
013785.OF,东方红优质甄选一年持有C,混合型,混合型-偏股,-0.14,-0.16,0.15,1.47,1.24,-1.26,455,1887.0,63.85588348026063,4173.0,20.168388825105243,44.4,东方红优质甄选
017848.OF,东方红先进制造A,混合型,混合型-偏股,-3.26,-7.37,3.02,15.19,13.43,0.07,455,4598.0,11.901111536987353,2601.0,50.24875621890548,52.5,东方红先进制造
026282.OF,东方红先锋锐选A,混合型,混合型-偏股,-2.13,-3.15,3.9,18.32,5.94,0.1,39,3624.0,30.567267152165577,2253.0,56.90776884806736,58.8,东方红先锋锐选
016834.OF,东方红共赢甄选一年持有A,混合型,混合型-偏股,-0.75,-1.31,-0.71,2.96,3.0,-0.91,455,2761.0,47.10617094672288,4438.0,15.097588978185994,44.6,东方红共赢甄选
910028.OF,东方红内需增长A,混合型,混合型-偏股,5.6,1.78,8.35,19.47,17.81,0.33,455,728.0,86.06745879647374,1157.0,77.8798316111749,59.8,东方红内需增长
010699.OF,东方红创新趋势,混合型,混合型-偏股,-0.76,1.59,11.69,11.89,14.1,0.82,455,778.0,85.10923725565351,668.0,87.23689246077306,75.6,东方红创新趋势
021647.OF,东方红动力领航A,混合型,混合型-偏股,2.21,1.83,2.86,21.22,20.4,0.04,455,722.0,86.18244538137218,2681.0,48.71794871794872,45.4,东方红动力领航
025070.OF,东方红医疗创新A,混合型,混合型-偏股,-6.13,-6.69,-8.04,18.4,18.12,-0.55,93,4472.0,14.315829819854354,5119.0,2.066590126291623,43.7,东方红医疗创新
015052.OF,东方红医疗升级A,股票型,主动股票型,-6.81,-7.79,-9.56,22.78,28.57,-0.51,455,461.0,20.41522491349481,564.0,2.595155709342556,35.0,东方红医疗升级
910005.OF,东方红启兴三年持有A,混合型,混合型-偏股,-2.63,-4.51,5.45,14.17,15.07,0.24,455,4014.0,23.093139133767725,1745.0,66.62839647914275,57.8,东方红启兴
910021.OF,东方红启华三年持有A,混合型,混合型-偏股,-1.76,0.51,9.83,11.58,14.01,0.68,455,1237.0,76.31276351092373,907.0,82.66360505166476,71.5,东方红启华
910004.OF,东方红启恒三年持有A,混合型,混合型-偏股,-3.87,-4.02,2.88,12.93,11.67,0.07,455,3888.0,25.507857416634728,2669.0,48.94756984309223,53.7,东方红启恒
910011.OF,东方红启瑞三年持有A,混合型,混合型-偏股,-0.3,-2.79,8.75,13.55,15.83,0.5,455,3456.0,33.786891529321586,1080.0,79.35323383084577,65.3,东方红启瑞
910006.OF,东方红启盛三年持有A,混合型,混合型-偏股,-5.69,-6.86,-1.48,11.79,11.09,-0.29,455,4504.0,13.7025680337294,4570.0,12.571756601607351,53.2,东方红启盛
910009.OF,东方红启程三年持有,混合型,混合型-偏股,5.34,1.28,8.51,20.17,12.74,0.32,455,896.0,82.84783441931775,1123.0,78.53042479908152,64.4,东方红启程
910024.OF,东方红启阳三年持有A,混合型,混合型-偏股,-5.62,-6.78,-1.31,11.88,11.48,-0.28,455,4497.0,13.836719049444234,4548.0,12.992728664370455,53.0,东方红启阳
