ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,base_name
023103.OF,圆信永丰医药健康C,混合型,混合型-偏股,-6.12,-9.44,-3.06,16.62,16.51,-0.3,455,4883.0,6.439248754311999,4777.0,8.610792192881744,48.4,圆信永丰医药健康
015627.OF,圆信永丰弘阳A,股票型,主动股票型,-9.34,-14.14,-2.28,18.91,19.35,-0.23,455,569.0,1.730103806228378,473.0,18.339100346020764,48.4,圆信永丰弘阳
024866.OF,圆信永丰新材料A,混合型,混合型-偏股,4.81,-0.26,12.63,21.28,9.61,0.5,134,1986.0,61.95860482943656,558.0,89.3417527745886,74.3,圆信永丰新材料
025871.OF,圆信永丰沪港深消费精选C,混合型,混合型-偏股,-6.29,-6.97,-6.6,6.52,8.42,-1.32,83,4526.0,13.28095055576849,5053.0,3.329506314580944,43.8,圆信永丰沪港深消费精选
024592.OF,圆信永丰科技驱动A,混合型,混合型-偏股,4.57,4.86,1.4,32.43,16.27,-0.02,295,279.0,94.67228823303948,3427.0,34.44316877152698,50.2,圆信永丰科技驱动
010469.OF,圆信永丰聚优A,股票型,主动股票型,-6.02,-9.34,1.68,16.1,13.11,-0.02,455,504.0,12.9757785467128,398.0,31.314878892733567,57.8,圆信永丰聚优
025395.OF,圆信永丰高端制造C,混合型,混合型-偏股,0.48,-6.28,9.52,30.65,17.24,0.25,212,4417.0,15.369873514756616,959.0,81.66858017604287,54.5,圆信永丰高端制造
015780.OF,大成ESG责任投资A,混合型,混合型-偏股,-1.52,0.61,4.94,9.83,11.09,0.3,455,1176.0,77.48179379072442,1910.0,63.47110600841944,61.8,大成ESG责任投资
019223.OF,大成一带一路C,灵活配置型,混合型-平衡,0.69,0.42,9.19,16.36,16.96,0.44,455,145.0,69.55602536997885,109.0,77.16701902748414,62.9,大成一带一路
014651.OF,大成专精特新A,混合型,混合型-偏股,-3.77,-12.29,4.71,20.37,15.21,0.13,455,5093.0,2.414718282867001,1972.0,62.28473019517795,54.4,大成专精特新
013363.OF,大成中国优势A,混合型,混合型-偏股,-7.44,-6.98,-3.07,22.59,18.46,-0.22,444,4527.0,13.26178612495209,4778.0,8.591657099119788,46.4,大成中国优势
018454.OF,大成互联网思维C,混合型,混合型-偏股,0.94,-0.4,3.9,22.68,17.55,0.08,455,2099.0,59.79302414718283,2255.0,56.86949866054344,49.2,大成互联网思维
019206.OF,大成产业升级C,股票型,主动股票型,1.04,4.0,9.99,12.2,9.33,0.66,455,59.0,89.96539792387543,139.0,76.12456747404845,75.0,大成产业升级
018457.OF,大成价值增长C,价值型,主动股票型,-0.24,-2.92,5.64,14.73,10.86,0.25,455,311.0,46.36678200692042,271.0,53.28719723183391,59.9,大成价值增长
014311.OF,大成优质精选A,混合型,混合型-偏股,-3.52,-7.02,5.03,15.16,12.16,0.2,455,4537.0,13.07014181678804,1882.0,64.0068886337543,59.0,大成优质精选
018008.OF,大成优选C,混合型,混合型-偏股,-1.0,-0.54,2.49,10.47,9.94,0.05,455,2230.0,57.28248371023381,2844.0,45.59892843474933,54.1,大成优选
016060.OF,大成健康产业C,混合型,混合型-偏股,-4.94,-7.19,-4.71,19.39,25.42,-0.35,455,4579.0,12.265235722499046,4924.0,5.797933409873712,40.8,大成健康产业
019357.OF,大成兴远启航A,混合型,混合型-偏股,0.59,1.02,5.31,4.67,3.72,0.71,394,999.0,80.87389804522806,1814.0,65.30807500956755,73.5,大成兴远启航
017282.OF,大成养老2040三年持有Y,混合型,混合型-偏股,-0.97,-0.73,2.88,6.84,6.68,0.13,440,2391.0,54.19701034879264,2671.0,48.90929965556832,55.5,大成养老2040
019255.OF,大成内需增长C,混合型,混合型-偏股,-3.93,-4.55,-0.27,13.08,11.18,-0.17,455,4019.0,22.9973169796857,4315.0,17.45120551090701,55.0,大成内需增长
018862.OF,大成创优鑫选A,混合型,混合型-偏股,2.86,2.41,17.29,19.51,10.69,0.78,186,590.0,88.7121502491376,228.0,95.65633371603522,82.5,大成创优鑫选
019208.OF,大成创新成长C,混合型,混合型-偏股,-1.58,0.71,-0.6,9.16,6.4,-0.28,455,1137.0,78.22920659256421,4410.0,15.633371603520862,54.1,大成创新成长
012184.OF,大成创新趋势A,混合型,混合型-偏股,0.03,1.54,7.54,13.56,13.95,0.41,455,797.0,84.74511307014183,1285.0,75.43053960964409,64.3,大成创新趋势
015526.OF,大成动态量化C,混合型,混合型-偏股,-0.65,-2.24,9.64,15.85,16.21,0.48,455,3221.0,38.2905327711767,945.0,81.9364714887103,65.2,大成动态量化
014271.OF,大成北交所两年定开A,混合型,混合型-偏股,-5.41,-10.18,-0.53,20.16,20.43,-0.13,455,4963.0,4.906094288999618,4390.0,16.016073478760052,48.2,大成北交所两年定开
024838.OF,大成匠心卓越三年持有D,混合型,混合型-偏股,-0.76,0.43,1.0,5.76,2.98,-0.17,291,1292.0,75.25871981602145,3680.0,29.601990049751247,57.3,大成匠心卓越
012045.OF,大成医药健康A,股票型,主动股票型,-6.4,-8.41,-6.23,20.82,27.79,-0.4,455,481.0,16.955017301038065,534.0,7.785467128027679,38.4,大成医药健康
017669.OF,大成卓远视野A,混合型,混合型-偏股,0.39,0.8,4.36,7.01,5.11,0.34,455,1096.0,79.0149482560368,2096.0,59.91197856869499,63.6,大成卓远视野
014121.OF,大成品质医疗A,股票型,主动股票型,-4.0,-8.62,-6.21,13.83,14.03,-0.59,455,485.0,16.262975778546718,533.0,7.958477508650519,47.3,大成品质医疗
019197.OF,大成国企改革C,灵活配置型,混合型-平衡,6.2,8.96,29.66,17.93,13.26,1.54,455,15.0,97.0401691331924,5.0,99.15433403805496,92.8,大成国企改革
019224.OF,大成国家安全C,灵活配置型,混合型-平衡,1.38,-5.9,1.77,17.12,13.58,-0.01,455,395.0,16.701902748414376,300.0,36.78646934460888,58.4,大成国家安全
017764.OF,大成均衡增长A,混合型,混合型-偏股,-2.18,-6.22,8.87,16.72,14.24,0.41,455,4405.0,15.599846684553464,1055.0,79.83161117489476,65.1,大成均衡增长
025521.OF,大成多元配置三个月持有A,混合型,混合型-偏股,-1.57,-1.82,2.23,11.57,5.34,0.02,117,3021.0,42.123418934457646,2931.0,43.93417527745886,54.1,大成多元配置
016062.OF,大成多策略C,灵活配置型,混合型-平衡,-0.11,-2.99,2.14,10.79,8.61,0.01,455,331.0,30.23255813953488,287.0,39.53488372093024,52.4,大成多策略
010940.OF,大成安享得利六个月持有A,混合型,混合型-偏股,-0.02,0.01,0.77,0.97,0.48,-1.27,455,1679.0,67.84208509007283,3836.0,26.61691542288557,48.3,大成安享得利
024852.OF,大成弘远回报一年持有D,混合型,混合型-偏股,0.35,0.45,4.76,6.16,3.16,0.45,287,1280.0,75.48869298581832,1959.0,62.53348641408343,69.0,大成弘远回报
012248.OF,大成恒享夏盛一年定开A,混合型,混合型-偏股,-0.11,-0.67,1.0,2.74,3.36,-0.36,455,2349.0,55.00191644308163,3677.0,29.65939533103712,53.7,大成恒享夏盛一年定开
012848.OF,大成悦享生活A,混合型,混合型-偏股,-5.82,-6.49,-6.19,14.38,14.91,-0.57,455,4447.0,14.79494059026447,5025.0,3.865288939915801,46.2,大成悦享生活
014859.OF,大成慧心优选一年持有A,混合型,混合型-偏股,-0.82,1.43,3.24,8.95,8.71,0.14,455,841.0,83.90187811422001,2504.0,52.104860313815536,57.0,大成慧心优选
012473.OF,大成成长回报六个月持有A,混合型,混合型-偏股,0.02,2.06,9.11,13.92,11.75,0.51,455,658.0,87.40896895362208,1017.0,80.55874473784922,69.8,大成成长回报
017261.OF,大成成长领航一年持有A,混合型,混合型-偏股,-0.48,-3.12,1.94,10.8,8.87,-0.01,455,3601.0,31.008049060942888,3098.0,40.73861461921163,62.1,大成成长领航
011834.OF,大成投资严选六月持有A,混合型,混合型-偏股,0.52,0.75,4.78,6.65,6.62,0.42,455,1117.0,78.6124952088923,1954.0,62.62916188289323,64.7,大成投资严选六月持有
016475.OF,大成新兴活力A,混合型,混合型-偏股,-0.86,-3.99,1.77,15.16,13.61,-0.01,455,3876.0,25.73783058643159,3198.0,38.82510524301569,58.7,大成新兴活力
014141.OF,大成新能源A,混合型,混合型-偏股,-1.43,-3.67,5.45,19.43,19.66,0.18,455,3773.0,27.71176696052128,1749.0,66.55185610409491,52.7,大成新能源
018460.OF,大成新锐产业C,混合型,混合型-偏股,6.42,9.27,30.75,18.33,13.55,1.57,455,75.0,98.58183211958604,24.0,99.55989284347493,93.0,大成新锐产业
013435.OF,大成景气精选六个月持有A,混合型,混合型-偏股,2.44,3.18,22.55,20.19,15.55,1.02,455,461.0,91.18436182445382,99.0,98.12476081132796,82.9,大成景气精选
008589.OF,大成景润C,灵活配置型,混合型-平衡,1.31,4.23,8.52,4.96,3.59,1.32,455,44.0,90.9090909090909,130.0,72.72727272727273,86.6,大成景润
017772.OF,大成景阳领先C,混合型,混合型-偏股,0.06,-1.28,8.05,14.97,12.66,0.4,455,2735.0,47.60444614794941,1208.0,76.90394182931497,65.7,大成景阳领先
018694.OF,大成智惠量化多策略C,灵活配置型,混合型-平衡,0.63,-0.46,7.45,13.69,11.24,0.4,455,217.0,54.33403805496828,147.0,69.13319238900635,65.8,大成智惠量化多策略
010929.OF,大成核心价值甄选A,混合型,混合型-偏股,-1.09,0.98,2.14,7.87,7.64,0.02,455,1012.0,80.6247604446148,2975.0,43.09223115193264,52.2,大成核心价值甄选
018693.OF,大成核心双动力C,混合型,混合型-偏股,-3.07,-2.6,7.13,12.98,10.53,0.4,455,3364.0,35.550019164430815,1364.0,73.91886720244929,67.1,大成核心双动力
012520.OF,大成核心趋势C,混合型,混合型-偏股,1.53,2.76,23.44,20.16,15.77,1.06,455,510.0,90.24530471445,90.0,98.2969766551856,83.4,大成核心趋势
019207.OF,大成正向回报C,灵活配置型,混合型-平衡,5.31,4.56,33.73,23.66,15.68,1.34,455,39.0,91.9661733615222,2.0,99.78858350951374,87.3,大成正向回报
012991.OF,大成民享安盈一年持有期A,混合型,混合型-偏股,0.46,0.63,3.95,3.25,2.38,0.6,455,1171.0,77.57761594480644,2240.0,57.15652506697283,70.5,大成民享安盈一年持有期
024406.OF,大成洞察优势,混合型,混合型-偏股,-2.22,-1.24,1.69,5.68,4.41,-0.06,245,2712.0,48.04522805672672,3250.0,37.830080367393805,59.8,大成洞察优势
017773.OF,大成消费主题C,混合型,混合型-偏股,-4.2,-4.23,-1.38,13.14,12.28,-0.26,455,3951.0,24.30049827520122,4558.0,12.801377726750864,52.6,大成消费主题
016287.OF,大成消费机遇A,混合型,混合型-偏股,-6.35,-7.09,-3.66,13.89,16.45,-0.41,455,4557.0,12.686853200459948,4817.0,7.845388442403367,47.2,大成消费机遇
011923.OF,大成消费精选A,股票型,主动股票型,-5.78,-6.62,-6.29,14.44,14.6,-0.57,455,432.0,25.432525951557096,536.0,7.439446366782009,47.0,大成消费精选
011583.OF,大成港股精选A,混合型,混合型-偏股,-6.89,-7.08,-0.43,21.3,20.47,-0.11,444,4556.0,12.706017631276357,4362.0,16.55185610409491,47.9,大成港股精选
024159.OF,大成港股通机遇A,混合型,混合型-偏股,-7.43,-6.17,0.42,15.72,11.0,-0.1,331,4397.0,15.753162131084707,4054.0,22.445464982778415,56.8,大成港股通机遇
019222.OF,大成灵活配置C,灵活配置型,混合型-平衡,-0.95,-4.33,9.78,16.04,13.51,0.49,455,362.0,23.67864693446089,101.0,78.8583509513742,67.6,大成灵活配置
019201.OF,大成盛世精选C,灵活配置型,混合型-平衡,-0.04,-5.33,10.0,18.0,12.36,0.44,455,383.0,19.238900634249468,98.0,79.49260042283298,68.0,大成盛世精选
016547.OF,大成盛享一年持有A,混合型,混合型-偏股,0.22,1.21,5.88,5.98,4.29,0.65,455,923.0,82.33039478727481,1617.0,69.07768848067354,73.2,大成盛享
024054.OF,大成睿浦智选三个月持有,混合型,混合型-偏股,-0.5,0.03,3.74,5.8,4.1,0.3,293,1663.0,68.1487159831353,2314.0,55.74052812858783,61.8,大成睿浦智选
016198.OF,大成科创主题C,混合型,混合型-偏股,0.64,-3.2,2.4,21.51,15.91,0.02,455,3636.0,30.33729398236872,2870.0,45.10141599693839,47.7,大成科创主题
018461.OF,大成积极成长C,混合型,混合型-偏股,-1.6,-4.87,9.44,16.03,13.5,0.46,455,4113.0,21.19586048294365,973.0,81.40068886337544,67.3,大成积极成长
018413.OF,大成竞争优势C,混合型,混合型-偏股,0.38,-0.29,3.41,7.32,7.07,0.19,455,2017.0,61.36450747412802,2433.0,53.463451970914655,57.9,大成竞争优势
018225.OF,大成策略回报C,混合型,混合型-偏股,0.86,0.45,-7.28,11.21,12.85,-0.83,455,1282.0,75.45036412418551,5082.0,2.7745885954841176,45.0,大成策略回报
019183.OF,大成精选增值C,混合型,混合型-偏股,-0.03,2.09,6.27,7.9,5.27,0.54,455,649.0,87.58144883096972,1552.0,70.32146957520091,71.2,大成精选增值
013914.OF,大成红利优选一年持有A,混合型,混合型-偏股,-4.07,-4.02,0.73,10.43,9.91,-0.12,455,3887.0,25.527021847451124,3864.0,26.08113279755071,58.1,大成红利优选
019334.OF,大成红利汇聚A,混合型,混合型-偏股,-1.5,0.86,3.62,8.63,8.43,0.19,455,1070.0,79.51322345726332,2361.0,54.84117872177574,58.5,大成红利汇聚
014224.OF,大成聚优成长A,混合型,混合型-偏股,4.79,5.67,25.84,20.0,15.21,1.19,455,222.0,95.76466078957456,57.0,98.92843474933028,86.3,大成聚优成长
019363.OF,大成至信回报三年定开,混合型,混合型-偏股,-0.35,1.98,2.99,7.7,7.5,0.13,455,681.0,86.96818704484477,2613.0,50.01913509376196,55.9,大成至信回报三年定开
024469.OF,大成至臻回报A,混合型,混合型-偏股,-0.72,2.17,13.62,24.13,10.38,0.48,207,629.0,87.96473744729781,455.0,91.3126674320704,72.5,大成至臻回报
017181.OF,大成至诚鑫选A,混合型,混合型-偏股,-0.94,-3.68,1.66,14.96,13.66,-0.02,455,3774.0,27.692602529704867,3268.0,37.485648679678526,58.3,大成至诚鑫选
013463.OF,大成致远优势一年持有A,混合型,混合型-偏股,0.2,-0.3,3.33,7.07,7.55,0.19,455,2027.0,61.172863165963975,2461.0,52.9276693455798,57.5,大成致远优势
019225.OF,大成行业轮动C,混合型,混合型-偏股,-2.46,-5.8,6.4,15.77,13.53,0.28,455,4333.0,16.979685703334614,1513.0,71.06773823191735,61.0,大成行业轮动
017739.OF,大成财富管理2020C,混合型,混合型-偏股,0.23,0.49,3.32,2.36,1.54,0.56,455,1247.0,76.12111920275967,2465.0,52.85112897053196,70.3,大成财富管理2020
019184.OF,大成趋势回报C,灵活配置型,混合型-平衡,2.72,8.41,17.04,10.06,8.72,1.49,455,18.0,96.40591966173362,30.0,93.86892177589851,93.8,大成趋势回报
018890.OF,大成锐见未来A,混合型,混合型-偏股,-0.65,-3.35,1.5,11.01,9.18,-0.05,455,3678.0,29.532387888079725,3376.0,35.419058553386904,60.6,大成锐见未来
020821.OF,大成领先动力A,混合型,混合型-偏股,1.77,-2.12,4.26,19.78,17.58,0.11,455,3164.0,39.38290532771177,2139.0,59.08916953693073,51.6,大成领先动力
017768.OF,大成颐禧积极养老目标五年持有,混合型,混合型-偏股,-2.24,-0.4,4.02,10.95,10.54,0.18,440,2098.0,59.81218857799924,2212.0,57.692307692307686,58.8,大成颐禧积极养老目标五年持有
026421.OF,大摩ESG量化先行C,混合型,混合型-偏股,-1.79,-5.14,3.69,17.22,6.22,0.1,50,4197.0,19.586048294365654,2335.0,55.33869115958668,58.3,大摩ESG量化先行
011712.OF,大摩万众创新C,灵活配置型,混合型-平衡,-1.59,-6.94,13.22,22.33,16.2,0.5,455,413.0,12.896405919661737,58.0,87.9492600422833,66.5,大摩万众创新
012368.OF,大摩优享臻选六个月持有A,混合型,混合型-偏股,-0.06,3.46,4.34,8.18,7.5,0.29,455,414.0,92.08509007282484,2100.0,59.83543819364715,61.8,大摩优享臻选
014867.OF,大摩优悦安和C,混合型,混合型-偏股,-4.19,-6.77,4.51,17.63,14.3,0.14,455,4495.0,13.875047911077043,2038.0,61.02181400688864,55.3,大摩优悦安和
014030.OF,大摩健康产业C,混合型,混合型-偏股,-5.27,-7.23,-6.69,16.87,24.69,-0.52,455,4583.0,12.188577999233418,5062.0,3.1572904707233063,39.3,大摩健康产业
014869.OF,大摩内需增长C,混合型,混合型-偏股,-2.01,-1.87,4.21,10.95,8.31,0.2,455,3051.0,41.5484860099655,2156.0,58.76387294297742,60.3,大摩内需增长
019484.OF,大摩品质生活精选C,股票型,主动股票型,0.88,4.09,11.55,12.26,9.04,0.78,455,56.0,90.48442906574394,109.0,81.31487889273356,79.2,大摩品质生活精选
026420.OF,大摩多因子策略C,混合型,混合型-偏股,-0.95,-2.82,9.03,17.06,6.17,0.41,50,3474.0,33.4419317746263,1032.0,80.27171833141983,72.6,大摩多因子策略
017102.OF,大摩数字经济A,混合型,混合型-偏股,4.34,6.53,7.65,29.19,22.55,0.19,455,175.0,96.66538903794556,1266.0,75.79410639112132,47.9,大摩数字经济
020231.OF,大摩景气智选A,混合型,混合型-偏股,-1.87,-3.28,10.25,16.63,12.55,0.5,333,3661.0,29.8581832119586,849.0,83.7734404898584,69.7,大摩景气智选
013356.OF,大摩沪港深精选A,混合型,混合型-偏股,-8.4,-9.12,-8.51,27.53,33.63,-0.38,455,4847.0,7.129168263702567,5145.0,1.569077688480669,31.8,大摩沪港深精选
014871.OF,大摩科技领先C,灵活配置型,混合型-平衡,1.15,-0.2,25.28,20.09,18.99,1.16,455,200.0,57.92811839323468,10.0,98.09725158562368,81.2,大摩科技领先
015462.OF,天弘云端生活优选C,灵活配置型,混合型-平衡,-4.99,-5.02,-0.77,10.34,10.48,-0.27,454,377.0,20.507399577167018,407.0,14.164904862579286,54.1,天弘云端生活优选
015461.OF,天弘互联网C,灵活配置型,混合型-平衡,-0.47,-3.14,8.95,15.24,12.3,0.46,454,334.0,29.59830866807611,117.0,75.47568710359408,67.4,天弘互联网
019216.OF,天弘价值精选C,灵活配置型,混合型-平衡,-0.04,-0.17,1.03,1.08,0.82,-0.9,454,197.0,58.56236786469344,339.0,28.541226215644823,51.0,天弘价值精选
024265.OF,天弘价值驱动D,混合型,混合型-偏股,-0.99,5.75,7.34,9.17,4.49,0.58,365,215.0,95.89881180528938,1320.0,74.7608113279755,75.6,天弘价值驱动
021973.OF,天弘优势企业A,混合型,混合型-偏股,3.99,2.0,16.17,14.56,12.12,0.97,454,674.0,87.1023380605596,267.0,94.9100650593188,83.7,天弘优势企业
015460.OF,天弘优质成长企业精选C,灵活配置型,混合型-平衡,-0.94,-0.15,6.59,9.35,7.93,0.49,454,196.0,58.7737843551797,165.0,65.3276955602537,68.4,天弘优质成长企业精选
015769.OF,天弘低碳经济A,混合型,混合型-偏股,4.23,2.41,16.82,14.92,12.88,0.99,454,588.0,88.75047911077041,243.0,95.36930730960582,83.5,天弘低碳经济
011851.OF,天弘先进制造A,混合型,混合型-偏股,-1.24,-4.93,8.89,16.82,16.39,0.41,454,4134.0,20.79340743579916,1050.0,79.92728664370455,63.1,天弘先进制造
164212.OF,天弘全球新能源汽车A,股票型,主动股票型,-1.49,0.41,3.69,18.88,18.22,0.09,444,154.0,73.52941176470588,340.0,41.34948096885813,47.9,天弘全球新能源汽车
016664.OF,天弘全球高端制造A,混合型,混合型-偏股,3.38,7.03,16.15,21.9,19.86,0.65,444,157.0,97.01034879264084,270.0,94.85265977803292,67.9,天弘全球高端制造
017268.OF,天弘养老2035三年Y,混合型,混合型-偏股,-2.42,-2.43,1.34,6.43,6.78,-0.1,440,3301.0,36.75737830586432,3462.0,33.773440489858395,58.3,天弘养老2035三年
013571.OF,天弘养老目标2030一年持有,混合型,混合型-偏股,-0.16,-0.24,3.79,3.43,2.73,0.52,440,1968.0,62.30356458413184,2299.0,56.02755453501722,67.5,天弘养老目标2030
017404.OF,天弘养老目标日期2045五年持有,混合型,混合型-偏股,-3.62,-3.84,0.54,9.13,8.86,-0.16,440,3843.0,26.37025680337294,3985.0,23.76578645235362,56.8,天弘养老目标日期2045五年持有
021524.OF,天弘匠心臻选A,混合型,混合型-偏股,-4.06,-5.29,0.04,14.28,12.37,-0.14,454,4222.0,19.106937523955537,4223.0,19.211634137007277,54.7,天弘匠心臻选
015458.OF,天弘周期策略C,混合型,混合型-偏股,4.0,3.63,16.74,14.21,12.12,1.04,454,390.0,92.54503641241854,248.0,95.27363184079604,85.0,天弘周期策略
024435.OF,天弘品质价值A,混合型,混合型-偏股,-1.1,0.2,10.23,12.63,6.9,0.65,212,1497.0,71.3300114986585,853.0,83.69690011481057,78.0,天弘品质价值
019130.OF,天弘多元锐选一年持有A,混合型,混合型-偏股,0.04,2.19,3.25,3.06,2.86,0.41,454,624.0,88.06055960137984,2496.0,52.25794106391122,63.3,天弘多元锐选
011558.OF,天弘宁弘六个月持有A,混合型,混合型-偏股,0.01,0.43,0.59,1.13,0.71,-1.25,454,1301.0,75.08623993867383,3955.0,24.339839265212404,47.2,天弘宁弘
023943.OF,天弘安和平衡A,混合型,混合型-偏股,-0.08,-0.91,2.33,4.23,2.82,0.08,177,2512.0,51.87811422000767,2895.0,44.6230386528894,54.5,天弘安和平衡
013243.OF,天弘安康颐丰一年持有A,混合型,混合型-偏股,-0.81,-0.68,1.73,3.37,2.12,-0.08,454,2354.0,54.90609428899962,3229.0,38.23191733639495,60.7,天弘安康颐丰
012069.OF,天弘安康颐享12个月持有A,混合型,混合型-偏股,-0.56,-0.66,0.9,1.86,1.45,-0.59,454,2342.0,55.13606745879647,3741.0,28.434749330271718,52.4,天弘安康颐享12个月持有
013938.OF,天弘安康颐养E,混合型,混合型-偏股,-0.45,-0.49,1.23,2.03,1.36,-0.38,454,2187.0,58.10655423533922,3525.0,32.56792958285496,56.6,天弘安康颐养
022296.OF,天弘安康颐利E,混合型,混合型-偏股,0.29,0.38,0.85,0.93,0.64,-1.24,454,1347.0,74.2046761211192,3773.0,27.822426329889016,48.9,天弘安康颐利
022556.OF,天弘安康颐和E,混合型,混合型-偏股,-0.07,0.33,1.97,2.24,1.43,-0.01,454,1386.0,73.45726331927942,3077.0,41.14045158821278,64.1,天弘安康颐和
017421.OF,天弘安康颐睿一年持有A,混合型,混合型-偏股,-0.69,-0.31,1.03,2.26,1.46,-0.43,454,2034.0,61.03871215024914,3662.0,29.946421737466512,54.8,天弘安康颐睿
016682.OF,天弘广盈六个月持有A,混合型,混合型-偏股,-0.1,1.6,1.72,2.73,2.52,-0.1,454,775.0,85.16673054810272,3232.0,38.17451205510907,59.5,天弘广盈
022554.OF,天弘恒新E,混合型,混合型-偏股,0.1,0.22,0.33,0.14,0.03,-12.22,454,1477.0,71.71330011498658,4089.0,21.77573670110984,45.0,天弘恒新
019896.OF,天弘惠利C,灵活配置型,混合型-平衡,-0.22,-0.35,1.82,3.01,2.47,-0.06,454,212.0,55.391120507399584,296.0,37.63213530655391,60.2,天弘惠利
011784.OF,天弘招添利A,混合型,混合型-偏股,-0.09,-0.04,0.82,0.54,0.41,-2.18,454,1746.0,66.55806822537372,3810.0,27.114427860696523,48.4,天弘招添利
015475.OF,天弘文化新兴产业C,股票型,主动股票型,0.48,-2.56,11.61,13.59,10.01,0.71,454,295.0,49.13494809688581,108.0,81.4878892733564,77.2,天弘文化新兴产业
016246.OF,天弘新价值C,灵活配置型,混合型-平衡,-0.66,4.88,6.62,10.59,11.22,0.44,454,37.0,92.38900634249472,164.0,65.53911205073996,65.7,天弘新价值
021623.OF,天弘新兴产业A,混合型,混合型-偏股,-0.89,-4.82,10.39,16.1,13.92,0.52,454,4089.0,21.65580682253737,827.0,84.19441255262151,68.8,天弘新兴产业
019895.OF,天弘新活力C,灵活配置型,混合型-平衡,-2.05,-0.03,-0.63,10.27,10.64,-0.26,454,187.0,60.676532769556026,404.0,14.799154334038056,54.1,天弘新活力
017179.OF,天弘永丰平衡养老目标三年持有,混合型,混合型-偏股,-2.5,-2.17,0.09,5.02,4.92,-0.38,440,3189.0,38.90379455730165,4201.0,19.632606199770372,51.7,天弘永丰平衡养老目标
017237.OF,天弘永丰稳健养老目标一年持有Y,混合型,混合型-偏股,-1.02,-0.9,0.31,2.06,1.6,-0.82,440,2503.0,52.05059409735531,4102.0,21.52698048220436,47.0,天弘永丰稳健养老目标
013569.OF,天弘永利优佳A,混合型,混合型-偏股,-0.04,0.29,1.83,2.08,1.67,-0.08,454,1416.0,72.88233039478727,3165.0,39.456563337160354,61.6,天弘永利优佳
015463.OF,天弘永定成长C,混合型,混合型-偏股,-0.71,0.42,3.1,9.88,8.84,0.11,454,1312.0,74.87543119969338,2560.0,51.033295063145815,56.5,天弘永定成长
017355.OF,天弘永裕平衡养老目标三年Y,混合型,混合型-偏股,-1.53,-0.71,3.07,6.79,5.61,0.16,440,2379.0,54.4269835185895,2576.0,50.727133562954464,56.9,天弘永裕平衡养老目标三年
017354.OF,天弘永裕稳健养老一年Y,混合型,混合型-偏股,-0.66,-0.34,1.22,3.17,3.81,-0.24,440,2058.0,60.57876581065542,3535.0,32.37657864523536,55.6,天弘永裕稳健养老一年
011408.OF,天弘益新A,混合型,混合型-偏股,-0.1,-0.18,0.43,0.52,0.45,-3.02,454,1907.0,63.47259486393254,4050.0,22.52200535782626,45.8,天弘益新
016394.OF,天弘睿享3个月持有A,混合型,混合型-偏股,-0.37,-0.28,0.22,1.08,0.94,-1.65,440,2008.0,61.53698735147566,4143.0,20.742441637964028,44.8,天弘睿享3个月持有
015459.OF,天弘精选C,混合型,混合型-偏股,0.61,0.48,5.11,10.61,6.91,0.29,454,1259.0,75.89114603296282,1867.0,64.29391504018369,64.1,天弘精选
020799.OF,天弘红利智选A,混合型,混合型-偏股,1.96,5.2,8.07,8.96,6.28,0.68,454,248.0,95.26638558834804,1204.0,76.9804822043628,76.1,天弘红利智选
014708.OF,天弘臻选健康A,混合型,混合型-偏股,-7.32,-8.57,-1.16,18.88,15.99,-0.17,454,4773.0,8.547336144116525,4523.0,13.471106008419442,50.8,天弘臻选健康
022361.OF,天弘荣创一年持有C,混合型,混合型-偏股,0.1,0.22,0.4,0.57,0.25,-2.82,454,1483.0,71.59831353008816,4071.0,22.1201683888251,45.6,天弘荣创
025116.OF,天弘裕新E,混合型,混合型-偏股,,-0.7,1.11,2.25,1.97,-0.39,252,2370.0,54.59946339593714,3612.0,30.90317642556448,54.7,天弘裕新
022524.OF,天弘越南市场D,股票型,主动股票型,-3.24,-7.66,-4.39,17.64,22.61,-0.36,444,454.0,21.626297577854668,506.0,12.629757785467133,43.8,天弘越南市场
019894.OF,天弘通利C,混合型,混合型-偏股,-1.36,-3.58,5.75,10.08,8.84,0.37,454,3744.0,28.267535454197013,1654.0,68.36969001148105,65.9,天弘通利
020193.OF,天弘金融优选A,混合型,混合型-偏股,-7.04,-4.86,-3.74,11.42,10.09,-0.5,454,4108.0,21.29168263702568,4828.0,7.634902411021816,51.1,天弘金融优选
012258.OF,天弘鑫悦成长A,混合型,混合型-偏股,1.31,2.55,9.89,13.37,13.82,0.59,454,557.0,89.34457646607896,900.0,82.79755070799847,69.9,天弘鑫悦成长
018752.OF,天弘阿尔法优选A,混合型,混合型-偏股,-3.84,-5.12,0.27,13.51,11.55,-0.13,454,4191.0,19.70103487926409,4121.0,21.16341370072713,55.8,天弘阿尔法优选
012568.OF,天弘高端制造A,混合型,混合型-偏股,-1.19,-4.75,8.87,16.84,15.59,0.41,454,4064.0,22.134917592947488,1056.0,79.8124760811328,63.8,天弘高端制造
010896.OF,太平价值增长A,股票型,主动股票型,-3.26,-1.11,5.15,12.37,8.7,0.25,455,211.0,63.66782006920416,294.0,49.30795847750865,60.4,太平价值增长
