ts_code,name,invest_type,category,fund_scale,scale_status,return_3m,return_6m,return_1y,quality_score,percentile_6m,percentile_1y,stock_ratio_4q_avg,is_core,is_watch,is_backup
025572.OF,银华科技创新C,混合型,混合型-偏股,168.63953700089994,watch,-2.68,-5.08,-0.87,55.5,19.89267918742813,14.580941446613094,,False,False,True
025471.OF,华西研究精选C,混合型,混合型-偏股,2.498573956127644,watch,-6.14,-7.44,1.2,53.3,11.613645074741283,32.166092613853806,,False,False,True
024683.OF,东海价值臻选A,混合型,混合型-偏股,109.70012634639386,watch,-3.84,-1.94,-3.28,48.6,40.85856650057493,8.304630692690395,,False,False,True
025472.OF,华西优选成长一年持有C,混合型,混合型-偏股,1.5593024363804673,watch,-5.67,-11.3,-2.69,43.8,3.066308930624761,9.471871412169918,,False,False,True
025002.OF,交银产业臻选,混合型,混合型-偏股,3.5173547411196773,watch,-9.13,-8.19,-4.78,48.5,9.582215408202376,5.66398775353999,,False,False,True
023434.OF,金元顺安乾利C,混合型,混合型-偏股,2.893730583121214,watch,-2.01,-6.01,5.09,63.0,16.423917209658878,64.19823957137389,,False,False,True
025022.OF,浦银安盛医疗创新A,混合型,混合型-偏股,4.915429354125667,watch,-6.39,-7.62,-2.82,42.0,11.230356458413182,9.108304630692688,,False,False,True
025023.OF,浦银安盛医疗创新C,混合型,混合型-偏股,2.21066980430768,watch,-6.37,-7.63,-2.86,41.9,11.192027596780374,9.01262916188289,,False,False,True
024088.OF,百嘉科技创新C,混合型,混合型-偏股,4.333861553846488,watch,-6.44,-10.33,0.01,52.2,4.6569566883863605,19.02028319938768,,False,False,True
025017.OF,华富医疗创新A,混合型,混合型-偏股,2.317850674440682,watch,-7.1,-9.27,-8.1,33.8,6.822537370640092,2.0283199387676976,,False,False,True
025018.OF,华富医疗创新C,混合型,混合型-偏股,120.45785835450438,watch,-7.12,-9.31,-8.17,33.7,6.707550785741667,1.9135093761959432,,False,False,True
024501.OF,招商科技智选A,混合型,混合型-偏股,4.682001518685178,watch,-3.45,-9.39,-7.25,43.5,6.573399770026834,2.812858783008032,,False,False,True
024486.OF,东吴裕盈平衡E,混合型,混合型-偏股,2.7357738960869287,watch,-1.73,-2.97,-3.79,47.8,32.272901494825604,7.520091848450061,,False,False,True
024052.OF,工银科技先锋A,混合型,混合型-偏股,1.4412859001307805,watch,-1.37,-6.23,-2.02,50.4,15.542353392104255,11.17489475698431,,False,False,True
024485.OF,东吴裕盈平衡D,混合型,混合型-偏股,229.27046477790387,watch,-1.77,-3.03,-3.9,47.6,31.736297431966275,7.23306544202067,,False,False,True
023174.OF,兴华景成C,混合型,混合型-偏股,3.616384427116169,watch,3.93,-2.42,-8.31,43.6,36.872364890762746,1.7030233448143917,,False,False,True
024598.OF,兴业医疗创新A,混合型,混合型-偏股,3.228988432883344,watch,-5.94,-5.99,-5.82,39.7,16.462246071291688,4.362801377726755,,False,False,True
024358.OF,东方阿尔法健康产业C,混合型,混合型-偏股,3.765771172089534,watch,-7.21,-9.69,-11.05,30.4,5.96013798390188,0.6697282816685801,,False,False,True
024380.OF,平安港股通医疗创新精选C,混合型,混合型-偏股,1.5791704458920446,watch,-7.8,-8.86,-5.23,34.5,7.838252203909546,5.262150784538844,,False,False,True
024423.OF,东方阿尔法科技优选A,混合型,混合型-偏股,4.023370984770444,watch,-1.58,-8.42,5.7,52.6,8.968953622077425,68.02525832376578,,False,False,True
024424.OF,东方阿尔法科技优选C,混合型,混合型-偏股,2.406030931032057,watch,-1.6,-8.46,5.61,52.3,8.853967037179,67.50861079219288,,False,False,True
024023.OF,申万菱信行业精选A,混合型,混合型-偏股,107.22594778669792,watch,-1.02,-12.03,-3.03,42.2,2.6063625910310417,8.668197474167627,,False,False,True
024160.OF,大成港股通机遇C,混合型,混合型-偏股,2.6324150874221925,watch,-7.48,-6.24,0.27,56.4,15.50402453047145,21.125143513203216,,False,False,True
024159.OF,大成港股通机遇A,混合型,混合型-偏股,3.3292003882522665,watch,-7.43,-6.17,0.42,56.8,15.753162131084707,22.44546498277841,,False,False,True
017026.OF,鑫元鑫领航A,混合型,混合型-偏股,3.166837874553111,watch,-0.87,-10.07,-4.69,48.8,5.136067458796479,5.855338691159584,,False,False,True
023948.OF,银华品质消费C,股票型,主动股票型,105.11481276906989,watch,-8.21,-7.56,-5.92,41.0,21.79930795847751,9.342560553633216,,False,False,True
023907.OF,富国全球健康生活人民币C,混合型,混合型-偏股,135.94432766456168,watch,-11.1,-8.3,-6.67,42.7,9.218091222690685,3.214695752009189,,False,False,True
023632.OF,景顺长城新兴产业A,混合型,混合型-偏股,104.94846668694696,watch,0.64,-5.28,-5.55,47.7,19.126101954771947,4.822043628013772,,False,False,True
023753.OF,永赢信息产业智选A,混合型,混合型-偏股,111.72592688156443,watch,-11.14,-14.66,14.58,55.9,1.1307014181678787,92.59471871412173,,False,False,True
022492.OF,金元顺安鑫怡A,混合型,混合型-偏股,111.71649809989977,watch,-1.44,-3.71,-4.27,48.8,27.44346492909161,6.601607347876004,,False,False,True
022493.OF,金元顺安鑫怡C,混合型,混合型-偏股,3.373322893616208,watch,-1.46,-3.75,-4.34,48.8,27.041011881947107,6.448526597780324,,False,False,True
023397.OF,尚正研究睿选A,混合型,混合型-偏股,1.2618149523060274,watch,-3.89,-8.37,7.54,58.7,9.06477577615945,75.35399923459624,,False,False,True
022321.OF,汇添富弘瑞回报C,混合型,混合型-偏股,105.34322536679224,watch,-4.19,-6.15,11.84,67.4,15.868148715983132,87.65786452353616,,False,False,True
022335.OF,广发产业甄选C,混合型,混合型-偏股,3.570297486108193,watch,-2.5,-8.48,5.31,58.8,8.81563817554618,65.32721010332952,,False,False,True
023176.OF,中邮沪港深精选C,混合型,混合型-偏股,2.7984934096743457,watch,-10.06,-13.97,-9.86,38.4,1.3606745879647386,1.0907003444316832,,False,False,True
019137.OF,交银启合C,混合型,混合型-偏股,2.792313941572852,watch,-2.99,-5.8,4.58,58.9,16.998850134151013,61.5575966322235,,False,False,True
021627.OF,华富半导体产业C,混合型,混合型-偏股,4.408993279111609,watch,-0.55,-6.17,12.05,63.3,15.695668838635491,88.27018752391886,,False,False,True
021626.OF,华富半导体产业A,混合型,混合型-偏股,3.7073939137131537,watch,-0.52,-6.13,12.14,63.6,15.92564200843235,88.49980864906239,,False,False,True
020849.OF,尚正正泰平衡配置C,混合型,混合型-偏股,1.5975190354377455,watch,-4.3,-5.02,-5.6,42.5,20.199310080490605,4.688097971680061,,False,False,True
020431.OF,华安景气回报C,混合型,混合型-偏股,196.9983686970429,watch,-1.82,-9.16,13.44,64.1,6.995017247987734,91.02564102564102,,False,False,True
020559.OF,工银健康产业C,混合型,混合型-偏股,2.465810251038266,watch,-7.53,-8.13,-3.45,41.9,9.850517439632045,8.170685036356673,,False,False,True
020558.OF,工银健康产业A,混合型,混合型-偏股,1.345214597371809,watch,-7.49,-8.07,-3.33,42.2,9.96550402453047,8.228090317642556,,False,False,True
022039.OF,兴银数字经济智选C,混合型,混合型-偏股,3.241253288964861,watch,-3.67,-6.76,7.32,53.1,13.95170563434266,74.70340604668964,,False,False,True
020420.OF,鹏华科技驱动C,混合型,混合型-偏股,4.1447332084635375,watch,-14.14,-21.06,-6.32,35.4,0.0574932924492177,3.616532721010335,,False,False,True
017655.OF,嘉实价值丰裕A,混合型,混合型-偏股,2.3625594920799684,watch,-2.6,-6.03,1.36,58.3,16.385588348026058,33.94565633371604,,False,False,True
019620.OF,汇安行业优选A,混合型,混合型-偏股,108.98515238030124,watch,-7.7,-8.79,-10.14,34.9,7.953238788807971,0.9376195943360144,,False,False,True
021524.OF,天弘匠心臻选A,混合型,混合型-偏股,4.912809087133968,watch,-4.06,-5.29,0.04,54.7,19.106937523955537,19.21163413700728,,False,False,True
021525.OF,天弘匠心臻选C,混合型,混合型-偏股,2.211845422545623,watch,-4.09,-5.34,-0.08,54.5,18.85779992334228,18.48450057405281,,False,False,True
020408.OF,华商数字经济A,混合型,混合型-偏股,4.450197152784143,watch,-5.98,-8.68,7.18,54.4,8.144883096972022,74.12935323383086,,False,False,True
020554.OF,南方半导体产业C,股票型,主动股票型,1.868143153929313,watch,-0.28,-9.9,5.58,51.8,8.650519031141869,52.42214532871972,,False,False,True
020071.OF,太平先进制造A,混合型,混合型-偏股,1.7538998967504242,watch,-4.58,-9.62,-1.51,48.3,6.075124568800305,12.456946039035588,,False,False,True
019877.OF,广发均衡成长C,混合型,混合型-偏股,3.3650175738276435,watch,-7.02,-7.07,0.3,55.3,12.763510923725562,21.412169919632607,,False,False,True
017603.OF,华夏国企创新C,混合型,混合型-偏股,1.866697878510838,watch,0.53,-5.68,8.51,59.9,17.650440781908785,78.54955989284348,,False,False,True
019864.OF,浦银安盛高端装备A,混合型,混合型-偏股,115.3484251188941,watch,-5.02,-8.59,-3.17,44.2,8.470678420850897,8.41944125526215,,False,False,True
018836.OF,广发成长启航C,混合型,混合型-偏股,3.6723703343209473,watch,-0.76,-6.28,11.25,64.1,15.389037945573014,86.22273249138921,,False,False,True
019916.OF,富国医药创新A,股票型,主动股票型,4.118783147236846,watch,-9.01,-8.29,-7.32,37.3,17.474048442906575,5.536332179930792,,False,False,True
020970.OF,益民品质升级C,灵活配置型,混合型-平衡,2.95989042955395,watch,-1.88,-3.43,-2.93,50.7,28.1183932346723,8.668076109936573,49.68,False,False,True
019392.OF,嘉实匠心严选A,混合型,混合型-偏股,110.58897628050428,watch,-5.01,-9.8,-4.17,45.1,5.615178229206597,6.659012629161887,,False,False,True
019329.OF,国泰金盛回报C,混合型,混合型-偏股,3.440377132869733,watch,-4.08,-5.16,1.51,57.2,19.566883863549258,35.706084959816295,,False,False,True
019574.OF,太平科创精选C,混合型,混合型-偏股,4.003529067280102,watch,-5.53,-9.79,1.74,58.4,5.672671521655803,38.48067355530043,,False,False,True
019783.OF,华安健康主题A,混合型,混合型-偏股,4.428691135319677,watch,-7.22,-9.92,-5.99,36.3,5.404369490226135,4.171450440107161,,False,False,True
020163.OF,华安睿信优选C,混合型,混合型-偏股,2.002378153989976,watch,-6.33,-10.04,3.29,52.9,5.155231889612876,52.58323765786452,,False,False,True
020592.OF,金信多策略精选C,灵活配置型,混合型-平衡,2.118987119392345,watch,-2.34,-9.55,-6.3,40.1,7.610993657505283,3.382663847780132,58.435,False,False,True
020440.OF,东兴数字经济A,混合型,混合型-偏股,1.2837596976952743,watch,-1.56,-7.0,-4.9,33.5,13.165963970870065,5.568312284730192,,False,False,True
020492.OF,万家医药量化选股C,混合型,混合型-偏股,4.686888698641557,watch,-4.33,-7.82,-0.99,52.2,10.751245688003063,14.064293915040182,,False,False,True
016388.OF,汇安均衡成长A,混合型,混合型-偏股,119.27465070384544,watch,-5.11,-10.82,5.48,45.5,3.698735147566112,66.81974741676234,,False,False,True
020132.OF,中邮趋势精选C,灵活配置型,混合型-偏股,1.9808830474869763,watch,-4.15,-5.61,2.78,50.6,17.336152219873146,43.551797040169134,60.9425,False,False,True
019478.OF,中邮医药健康C,混合型,混合型-偏股,1.8203647050308311,watch,-6.85,-8.94,-4.55,41.2,7.665772326561903,6.123230003827018,,False,False,True
019706.OF,鹏扬消费主题C,混合型,混合型-偏股,3.0880151900720247,watch,-5.18,-7.39,-3.07,49.6,11.824453813721735,8.572522005357829,,False,False,True
020437.OF,宝盈医疗健康沪港深C,股票型,主动股票型,2.59050387,watch,-7.51,-6.51,-7.75,33.2,25.778546712802765,4.498269896193774,,False,False,True
020435.OF,金信智能中国2025C,灵活配置型,混合型-偏股,2.908495106521347,watch,-2.69,-0.96,-2.98,49.3,48.837209302325576,8.456659619450313,68.485,False,False,True
020232.OF,嘉实互融精选C,股票型,主动股票型,2.7698172789460207,watch,-9.04,-9.62,-9.13,32.6,10.553633217993074,2.941176470588236,,False,False,True
019781.OF,嘉实创新动力A2,混合型,混合型-偏股,2.9074894949611148,watch,-6.38,-8.91,-4.59,44.6,7.74243004982752,6.008419441255263,,False,False,True
019362.OF,富国核心优势C,混合型,混合型-偏股,127.74255443354072,watch,0.64,-6.23,1.07,48.1,15.523188961287849,30.38652889399158,,False,False,True
019361.OF,富国核心优势A,混合型,混合型-偏股,2.785815047219822,watch,0.68,-6.16,1.19,48.4,15.810655423533928,31.993876769996177,,False,False,True
019903.OF,国寿安保先进制造C,股票型,主动股票型,3.9436878129240975,watch,-1.61,-9.58,9.03,51.5,10.726643598615915,71.280276816609,,False,False,True
015976.OF,光大数字经济A,混合型,混合型-偏股,1.100060482861075,watch,-5.43,-10.57,-5.3,47.6,4.177845917976231,5.204745503252961,,False,False,True
015977.OF,光大数字经济C,混合型,混合型-偏股,2.753547075492448,watch,-5.46,-10.63,-5.39,47.4,4.062859333077807,5.128205128205132,,False,False,True
018991.OF,兴银智选消费C,混合型,混合型-偏股,3.7876454030947406,watch,-6.76,-6.62,-2.85,51.2,14.41165197393638,9.031764255644848,,False,False,True
018753.OF,天弘阿尔法优选C,混合型,混合型-偏股,334.1506859225101,watch,-3.87,-5.17,0.19,55.7,19.528555001916448,20.47455032529659,,False,False,True
019689.OF,南方中国梦C,灵活配置型,混合型-偏股,4.5407676385501325,watch,-2.75,-6.83,0.33,53.7,14.376321353065537,21.35306553911205,76.0,False,False,True
018052.OF,鹏扬医疗健康A,混合型,混合型-偏股,4.558030253874222,watch,-3.3,-7.42,-7.96,33.7,11.690302798006902,2.0857252200535803,,False,False,True
019748.OF,金鹰周期优选C,灵活配置型,混合型-偏股,2.154102623109122,watch,-4.47,-9.82,-2.09,46.7,6.131078224101483,10.993657505285414,73.42999999999999,False,False,True
019552.OF,东海消费臻选C,混合型,混合型-偏股,3.106200448874831,watch,-5.2,-5.93,-2.69,49.1,16.61556151782292,9.433601224646004,,False,False,True
019225.OF,大成行业轮动C,混合型,混合型-偏股,4.1269479340986726,watch,-2.46,-5.8,6.4,61.0,16.979685703334614,71.06773823191735,,False,False,True
019345.OF,交银医疗健康A,混合型,混合型-偏股,4.29050440293622,watch,-8.18,-10.84,-6.15,37.8,3.679570716749714,3.960964408725598,,False,False,True
018139.OF,中金先进制造A,混合型,混合型-偏股,4.134039922904534,watch,-6.03,-16.81,8.7,45.1,0.4791107704101183,79.16188289322618,,False,False,True
017881.OF,工银精选回报A,混合型,混合型-偏股,2.9535995755765425,watch,-8.74,-8.28,-2.57,52.8,9.25642008432349,9.816303099885191,,False,False,True
018975.OF,中信建投消费升级A,混合型,混合型-偏股,2.75404711833806,watch,-7.58,-8.19,-10.09,37.3,9.601379839018788,0.9567546880979716,,False,False,True
019153.OF,中欧锐意成长A,混合型,混合型-偏股,4.604209466912243,watch,-5.65,-8.01,1.5,52.2,10.137983901878112,35.495598928434745,,False,False,True
019052.OF,华泰柏瑞科技创新C,混合型,混合型-偏股,2.6936753691615034,watch,-2.42,-12.7,13.59,66.4,1.9931008049060888,91.25526215078456,,False,False,True
019273.OF,长城改革红利C,灵活配置型,混合型-偏股,2.373085944580377,watch,-2.64,-8.91,12.56,66.7,8.879492600422834,87.10359408033827,65.32000000000001,False,False,True
018827.OF,鑫元科技创新主题A,混合型,混合型-偏股,2.847933617634019,watch,2.35,-4.99,-2.94,46.6,20.41011881947106,8.821278224263295,,False,False,True
019029.OF,华宝医药生物C,混合型,混合型-偏股,130.54639768869907,watch,-5.31,-6.92,-6.8,35.0,13.49175929474895,3.138155376961349,,False,False,True
018148.OF,百嘉百瑞A,混合型,混合型-偏股,2.135261607451284,watch,-7.84,-12.39,-0.58,47.3,2.2997316979685656,15.767317259854574,,False,False,True
018886.OF,东海数字经济A,混合型,混合型-偏股,133.5934172410437,watch,-3.38,-7.86,1.52,53.5,10.502108087389804,35.820895522388064,,False,False,True
018887.OF,东海数字经济C,混合型,混合型-偏股,508.7222893709479,watch,-3.4,-7.9,1.43,53.3,10.425450364124188,34.73019517795637,,False,False,True
017963.OF,广发医药创新C,混合型,混合型-偏股,3.2869462709752137,watch,-4.59,-12.3,-13.36,29.2,2.3955538520505915,0.248756218905477,,False,False,True
018870.OF,银河产业动力C,混合型,混合型-偏股,1.971020647934482,watch,-2.9,-6.46,3.43,49.4,14.890762744346498,53.539992345962496,,False,False,True
018240.OF,嘉实制造升级A,股票型,主动股票型,2.40318672091496,watch,-6.93,-10.89,8.77,50.6,5.882352941176472,69.55017301038062,,False,False,True
018241.OF,嘉实制造升级C,股票型,主动股票型,1.9604400758577571,watch,-6.97,-10.94,8.69,50.3,5.190311418685123,68.68512110726644,,False,False,True
018819.OF,鑫元数字经济C,混合型,混合型-偏股,1.5701488925590914,watch,-5.47,-6.18,-5.65,46.2,15.676504407819092,4.573287409108307,,False,False,True
018377.OF,融通远见价值一年持有A,混合型,混合型-偏股,2.1391867562457145,watch,-3.08,-5.45,10.15,66.7,18.417018014564967,83.46727898966705,,False,False,True
018446.OF,工银领航三年持有,混合型,混合型-偏股,207.81473663418765,watch,-7.33,-9.13,-2.63,52.2,7.0716749712533495,9.60581706850363,,False,False,True
018329.OF,泉果思源三年持有A,混合型,混合型-偏股,2.6971393918636304,watch,-3.37,-6.32,-0.62,52.7,15.216558068225371,15.595101415996936,,False,False,True
017752.OF,长城创新成长C,混合型,混合型-偏股,4.524501313083401,watch,0.01,-5.7,4.98,45.1,17.573783058643155,63.70072713356296,,False,False,True
018529.OF,华宝大健康C,混合型,混合型-偏股,3.1359553910959197,watch,-7.7,-8.2,-9.14,32.1,9.486393254120353,1.2629161882893205,,False,False,True
018248.OF,中欧致和A,混合型,混合型-偏股,4.008201528266681,watch,-9.63,-15.81,1.54,50.6,0.7090839402069782,35.97397627248373,,False,False,True
017145.OF,华宝海外新能源汽车C,股票型,主动股票型,4.045382819545622,watch,-5.38,-8.78,-13.06,39.0,14.70588235294118,1.038062283737029,,False,False,True
018439.OF,财通资管品质消费C,混合型,混合型-偏股,100.51878053482048,watch,-10.15,-12.41,-9.41,38.5,2.261402836335757,1.1672407194795231,,False,False,True
018045.OF,东方创新医疗A,股票型,主动股票型,4.664374411445979,watch,-9.13,-14.01,-10.95,33.3,2.076124567474047,1.557093425605538,,False,False,True
018049.OF,申万菱信数字产业C,股票型,主动股票型,3.11048043662553,watch,-10.75,-16.86,13.13,57.1,0.519031141868509,86.159169550173,,False,False,True
017932.OF,富达传承6个月C,股票型,主动股票型,3.5288474484168537,watch,-2.52,-13.62,8.45,53.3,2.595155709342556,66.78200692041523,,False,False,True
016390.OF,易米研究精选A,混合型,混合型-偏股,106.8223975770357,watch,-3.37,-4.68,-3.13,50.3,22.36489076274435,8.49598163030999,,False,False,True
018160.OF,国泰创新医疗C,混合型,混合型-偏股,3.286027273619245,watch,-6.73,-10.93,-4.02,40.0,3.4687619777692635,6.92690394182931,,False,False,True
018089.OF,东财远见成长C,混合型,混合型-偏股,3.63182173989272,watch,-7.76,-13.79,5.41,51.7,1.4948256036795726,66.24569460390356,,False,False,True
018073.OF,国泰产业精选A,混合型,混合型-偏股,4.4030802300000005,watch,-5.03,-8.34,-2.91,50.9,9.160597930241476,8.897818599311137,,False,False,True
017723.OF,银华心质A,混合型,混合型-偏股,4.562567899452247,watch,-6.93,-12.45,4.9,47.8,2.2230739747029493,63.22234978951398,,False,False,True
018225.OF,大成策略回报C,混合型,混合型-偏股,2.272391020712846,watch,0.86,0.45,-7.28,45.0,75.45036412418551,2.7745885954841176,,False,False,True
017973.OF,易方达港股通优质增长A,混合型,混合型-偏股,4.23855655354353,watch,-6.91,-5.11,2.68,48.9,19.72019931008049,47.24454649827784,,False,False,True
017974.OF,易方达港股通优质增长C,混合型,混合型-偏股,132.22081079322984,watch,-6.94,-5.17,2.58,48.5,19.50939057110004,46.3260619977038,,False,False,True
017064.OF,申万菱信乐成C,混合型,混合型-偏股,3.061126849529525,watch,-7.67,-11.04,5.24,50.7,3.277117669605212,64.92537313432835,,False,False,True
017765.OF,大成均衡增长C,混合型,混合型-偏股,100.14016333616284,watch,-2.22,-6.29,8.74,64.8,15.350709083940206,79.27669345579793,,False,False,True
017993.OF,方正富邦远见成长A,混合型,混合型-偏股,2.875305626684336,watch,-12.14,-18.81,7.66,40.5,0.2299731697968599,75.83237657864524,,False,False,True
017994.OF,方正富邦远见成长C,混合型,混合型-偏股,3.488761162063743,watch,-12.18,-18.89,7.51,40.2,0.2108087389804502,75.27745885954842,,False,False,True
016701.OF,银华海外数字经济量化选股A,混合型,混合型-偏股,2.571938778190315,watch,-2.69,-6.36,-6.29,46.2,15.139900344959756,3.654802908534249,,False,False,True
017429.OF,嘉实全球创新龙头A,股票型,主动股票型,1.4289790091892496,watch,-6.3,-9.49,-9.49,40.7,11.418685121107265,2.768166089965396,,False,False,True
017977.OF,信澳优享生活A,混合型,混合型-偏股,308.4748747567072,watch,-5.34,-7.04,5.87,52.9,12.955155231889616,68.98201301186376,,False,False,True
017978.OF,信澳优享生活C,混合型,混合型-偏股,3.651487006932879,watch,-5.38,-7.11,5.73,52.4,12.495208892295896,68.27401454267125,,False,False,True
018076.OF,光大健康优加C,混合型,混合型-偏股,1.445571000896219,watch,-7.65,-9.15,-7.54,35.3,7.033346109620542,2.544967470340609,,False,False,True
018082.OF,光大产业新动力C,灵活配置型,混合型-偏股,4.483180518021187,watch,-3.4,-9.76,1.61,55.1,6.976744186046513,34.672304439746306,82.27,False,False,True
015734.OF,红塔红土信息产业精选A,股票型,主动股票型,1.2053776312603854,watch,-2.25,-8.19,-0.77,51.0,18.166089965397923,22.6643598615917,,False,False,True
017915.OF,中海消费主题精选C,混合型,混合型-偏股,174.60674610377535,watch,-6.07,-6.54,-5.71,41.1,14.660789574549636,4.515882127822424,,False,False,True
017436.OF,华宝纳斯达克精选A,股票型,主动股票型,3.235439085199512,watch,-0.16,-3.74,-6.95,45.3,39.446366782006926,6.228373702422141,,False,False,True
017049.OF,富安达产业优选C,混合型,混合型-偏股,3.245435086445952,watch,-1.28,-10.13,-3.7,39.8,5.021080873898043,7.6731725985457295,,False,False,True
016378.OF,太平消费升级一年持有A,混合型,混合型-偏股,2.3584908718171147,watch,-6.72,-5.84,-1.88,50.3,16.80720582598697,11.538461538461542,,False,False,True
016379.OF,太平消费升级一年持有C,混合型,混合型-偏股,132.25491031393,watch,-6.76,-5.91,-2.0,50.0,16.692219241088534,11.25143513203215,,False,False,True
015857.OF,格林碳中和主题C,混合型,混合型-偏股,3.138533116421036,watch,-4.2,-8.28,4.19,49.3,9.237255653507091,58.66819747416763,,False,False,True
017627.OF,长城港股通价值精选多策略C,混合型,混合型-偏股,220.08459841667883,watch,-9.51,-10.88,-3.67,44.1,3.54541970103488,7.82625334864141,,False,False,True
017112.OF,嘉实优享生活A,混合型,混合型-偏股,4.338540438536486,watch,-7.03,-6.26,-7.29,39.5,15.42736680720582,2.7554535017221604,,False,False,True
017113.OF,嘉实优享生活C,混合型,混合型-偏股,2.453270707910946,watch,-7.06,-6.31,-7.37,39.3,15.25488692985818,2.659778032912364,,False,False,True
016762.OF,嘉合锦荣C,混合型,混合型-偏股,3.748092931006332,watch,-5.98,-14.04,-1.66,48.0,1.3031812955155209,12.0742441637964,,False,False,True
017628.OF,华商计算机行业量化C,股票型,主动股票型,1.0408841182435622,watch,-4.95,-11.56,5.01,46.2,4.6712802768166135,48.26989619377162,,False,False,True
015527.OF,弘毅远方汽车产业升级A,混合型,混合型-偏股,2.3490043636160696,watch,-0.12,-6.1,4.1,46.5,16.002299731697967,58.13241484883276,,False,False,True
016549.OF,永赢消费龙头智选A,混合型,混合型-偏股,107.95066390626202,watch,-10.08,-9.25,2.69,45.9,6.880030663089309,47.28281668580176,,False,False,True
017076.OF,宝盈半导体产业C,混合型,混合型-偏股,1.171960237057171,watch,-2.59,-9.48,-0.55,48.8,6.305097738597166,15.901262916188283,,False,False,True
017075.OF,宝盈半导体产业A,混合型,混合型-偏股,1.3749603983935066,watch,-2.56,-9.43,-0.45,48.9,6.515906477577616,16.494450822809036,,False,False,True
016384.OF,永赢消费鑫选6个月持有A,混合型,混合型-偏股,4.320367410179635,watch,-7.6,-8.14,-4.32,49.5,9.75469528555002,6.48679678530425,,False,False,True
017147.OF,嘉实积极配置一年持有A,混合型,混合型-偏股,3.0218202672248435,watch,-5.73,-7.03,-2.57,50.2,13.031812955155232,9.83543819364715,,False,False,True
015915.OF,永赢医药创新智选A,混合型,混合型-偏股,1.2321648894453836,watch,-7.23,-9.13,-6.98,33.7,7.110003832886158,3.0233448143895947,,False,False,True
016288.OF,大成消费机遇C,混合型,混合型-偏股,2.7596063262332207,watch,-6.37,-7.14,-3.76,47.1,12.39938673821388,7.59663222349789,,False,False,True
017353.OF,工银养老2050五年持有Y,混合型,混合型-偏股,4.4095773270081375,watch,-6.91,-9.27,-0.81,51.9,6.841701801456502,14.772292384232689,,False,False,True
015289.OF,格林高股息优选A,混合型,混合型-偏股,2.702271723699556,watch,-5.1,-6.73,0.29,53.6,14.105021080873904,21.373899732108693,,False,False,True
015290.OF,格林高股息优选C,混合型,混合型-偏股,1.6449021338482224,watch,-5.13,-6.77,0.21,53.3,13.93254120352626,20.723306544202067,,False,False,True
016981.OF,银河核心优势C,混合型,混合型-偏股,100.82897349892929,watch,-6.46,-7.26,13.6,56.9,12.131084706784211,91.2743972445465,,False,False,True
016157.OF,汇添富数字经济核心产业一年持有A,混合型,混合型-偏股,3.285121510460894,watch,-4.91,-9.47,-5.97,44.4,6.362591031046383,4.190585533869118,,False,False,True
015217.OF,鹏扬成长领航A,混合型,混合型-偏股,3.828042167598535,watch,-1.37,-9.11,-0.21,54.3,7.167497125335376,17.795637198622273,,False,False,True
016064.OF,建信智远先锋A,混合型,混合型-偏股,3.7596825676471175,watch,-2.76,-1.29,-3.69,50.6,47.48945956305097,7.74971297359357,,False,False,True
016065.OF,建信智远先锋C,混合型,混合型-偏股,3.052622679846728,watch,-2.78,-1.33,-3.76,50.5,46.87619777692602,7.539226942212018,,False,False,True
016165.OF,汇添富优势企业精选A,混合型,混合型-偏股,1.608314576004809,watch,-4.26,-9.77,-11.13,41.4,5.691835952472212,0.6123230003826974,,False,False,True
016173.OF,汇添富优势企业精选C,混合型,混合型-偏股,1.4152822802731069,watch,-4.3,-9.82,-11.22,41.4,5.538520505940969,0.574052812858783,,False,False,True
016265.OF,中信建投趋势领航两年持有A,混合型,混合型-偏股,126.96493741979543,watch,-2.16,-5.99,6.44,60.6,16.500574932924494,71.29735935706086,,False,False,True
016345.OF,长安行业成长A,混合型,混合型-偏股,106.55230297749804,watch,-5.14,-6.13,3.09,45.8,15.90647757761594,50.99502487562189,,False,False,True
015636.OF,汇安价值先锋C,混合型,混合型-偏股,1.6173832525133085,watch,-2.6,-6.34,-0.19,51.7,15.178229206592563,17.910447761194025,,False,False,True
016346.OF,长安行业成长C,混合型,混合型-偏股,3.5650058361596315,watch,-5.18,-6.19,2.98,45.4,15.657339977002682,49.84691924990432,,False,False,True
016073.OF,创金合信软件产业A,股票型,主动股票型,3.8288122825642863,watch,-10.54,-18.29,-0.85,46.0,0.34602076124568,22.491349480968857,,False,False,True
016590.OF,富国汽车智选A,混合型,混合型-偏股,3.9332186,watch,-2.82,-9.06,-1.51,45.1,7.339977002683018,12.476081132797546,,False,False,True
016163.OF,万家欣远A,混合型,混合型-偏股,163.7052052501547,watch,-6.15,-7.68,-2.87,51.5,11.019547719432731,8.955223880597018,,False,False,True
016164.OF,万家欣远C,混合型,混合型-偏股,4.57469169117529,watch,-6.17,-7.73,-2.96,51.5,10.904561134534308,8.802143130501339,,False,False,True
013363.OF,大成中国优势A,混合型,混合型-偏股,142.05788776730105,watch,-7.44,-6.98,-3.07,46.4,13.26178612495209,8.591657099119788,,False,False,True
016455.OF,诺安均衡优选一年持有C,混合型,混合型-偏股,132.93548862899593,watch,-3.17,-5.1,-0.83,54.4,19.796857033346104,14.657481821660925,,False,False,True
