ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
159138.SZ,工程机械ETF易方达,易方达基金,中国工商银行,股票型,20251231,,20260113,20251211,,2.9977,0.5,0.1,,1.0,0.1,,中证工程机械主题指数收益率,L,被动指数型,契约型开放式,,20260113,20260113,E
159137.SZ,港股通医疗ETF华宝,华宝基金,财通证券,股票型,20251231,,20260112,20251215,,2.8263,0.5,0.1,,1.0,0.1,,经人民币汇率调整的中证港股通医疗主题指数收益率,L,被动指数型,契约型开放式,,20260112,20260112,E
159151.SZ,食品ETF华夏,华夏基金,招商银行,股票型,20251231,,20260114,20251222,,2.5785,0.5,0.1,,1.0,0.1,,中证全指食品指数收益率,L,被动指数型,契约型开放式,,20260114,20260114,E
560130.SH,食品ETF鹏华,鹏华基金,苏州银行,股票型,20251230,,20260113,20251215,,2.4778,0.5,0.1,,1.0,0.1,,中证全指食品指数收益率,L,被动指数型,契约型开放式,,20260113,20260113,E
159293.SZ,创业板综增强ETF建信,建信基金,中信建投证券,股票型,20251230,,20260113,20251208,,2.5916,0.5,0.1,,1.0,0.1,,创业板综合指数收益率,L,增强指数型,契约型开放式,,20260113,20260113,E
513720.SH,香港互联网ETF,国泰基金,兴业银行,股票型,20251230,,20260109,20251208,,2.7886,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20260109,20260109,E
159143.SZ,港股通央企红利ETF平安,平安基金,国泰海通,股票型,20251229,,20260112,20251215,,5.1355,0.5,0.1,,1.0,0.1,,恒生港股通中国央企红利指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20260112,20260112,E
589130.SH,科创芯片ETF易方达,易方达基金,招商银行,股票型,20251229,,20260108,20251208,,2.7578,0.5,0.1,,1.0,0.1,,上证科创板芯片指数收益率,L,被动指数型,契约型开放式,,20260108,20260108,E
563930.SH,上证增强ETF,招商基金,中国工商银行,股票型,20251225,,20260106,20251210,,2.3559,0.8,0.1,,1.0,0.1,,上证综合指数收益率,L,增强指数型,契约型开放式,,20260106,20260106,E
159132.SZ,恒生生物科技ETF富国,富国基金,平安银行,股票型,20251224,,20260108,20251201,,2.7096,0.5,0.1,,1.0,0.1,,恒生生物科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20260108,20260108,E
159243.SZ,创业板人工智能ETF招商,招商基金,平安银行,股票型,20251224,,20260105,20251020,,2.1003,0.15,0.05,,1.0,0.1,,创业板人工智能指数收益率,L,被动指数型,契约型开放式,,20260105,20260105,E
520810.SH,港股通红利ETF易方达,易方达基金,招商银行,股票型,20251222,,20260112,20251208,,2.0736,0.15,0.05,,1.0,0.1,,中证港股通高股息投资指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20260112,20260112,E
563790.SH,卫星ETF鹏华,鹏华基金,兴业银行,股票型,20251218,,20260105,20251208,,3.0345,0.5,0.1,,1.0,0.1,,中证卫星产业指数收益率,L,被动指数型,契约型开放式,,20260105,20260105,E
588420.SH,科创创业人工智能ETF摩根,摩根基金,兴业银行,股票型,20251217,,20260105,20251128,,3.0765,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20260105,20260105,E
588430.SH,科创创业人工智能ETF工银,工银瑞信基金,广发证券,股票型,20251217,,20251229,20251128,,5.9646,0.45,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20251229,20251229,E
588410.SH,科创创业人工智能ETF鹏华,鹏华基金,长城证券,股票型,20251217,,20260105,20251128,,6.8925,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20260105,20260105,E
589150.SH,科创50ETF平安,平安基金,中国银行,股票型,20251217,,20260106,20251201,,2.9744,0.15,0.05,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20260106,20260106,E
562070.SH,沪深300指增ETF,华宝基金,中国农业银行,股票型,20251217,,20251225,20251201,,3.4254,0.8,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20251225,20251225,E
159136.SZ,A50ETF广发,广发基金,中信银行,股票型,20251216,,20251225,20251127,,2.2491,0.15,0.05,,1.0,0.1,,中证A50指数收益率,L,被动指数型,契约型开放式,,20251225,20251225,E
589210.SH,科创芯片设计ETF广发,广发基金,中泰证券,股票型,20251211,,20251223,20251128,,2.8447,0.5,0.1,,1.0,0.1,,上证科创板芯片设计主题指数收益率,L,被动指数型,契约型开放式,,20251223,20251223,E
159140.SZ,科创创业人工智能ETF易方达,易方达基金,招商银行,股票型,20251210,,20251218,20251128,,13.3594,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20251218,20251218,E
517950.SH,沪深港科技50ETF交银,交银施罗德基金,国泰海通,股票型,20251210,,20251218,20251201,,3.9212,0.5,0.05,,1.0,0.1,,中证智选沪深港科技50指数收益率,L,被动指数型,契约型开放式,,20251218,20251218,E
516250.SH,工程机械ETF富国,富国基金,国信证券,股票型,20251210,,20251222,20251114,,2.3088,0.5,0.1,,1.0,0.1,,中证工程机械主题指数收益率,L,被动指数型,契约型开放式,,20251222,20251222,E
159139.SZ,科创创业人工智能ETF华泰柏瑞,华泰柏瑞基金,江苏银行,股票型,20251210,,20251219,20251128,,4.0411,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20251219,20251219,E
563850.SH,食品ETF广发,广发基金,中国农业银行,股票型,20251210,,20251219,20251124,,2.5348,0.5,0.1,,1.0,0.1,,中证全指食品指数收益率,L,被动指数型,契约型开放式,,20251219,20251219,E
159142.SZ,科创创业人工智能ETF景顺,景顺长城基金,中信证券,股票型,20251205,,20251212,20251128,,5.4526,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20251212,20251212,E
520780.SH,港股通汽车ETF华宝,华宝基金,东方财富证券,股票型,20251205,,20251229,20251110,,2.5646,0.5,0.1,,1.0,0.1,,经人民币汇率调整的中证港股通汽车产业主题指数收益率,L,被动指数型,契约型开放式,,20251229,20251229,E
563960.SH,兴全沪深300质量ETF,兴证全球基金,兴业银行,股票型,20251205,,20260108,20251128,,11.5651,0.5,0.1,,1.0,0.1,,沪深300质量指数收益率,L,被动指数型,契约型开放式,,20260108,20260108,E
159141.SZ,科创创业人工智能ETF永赢,永赢基金,兴业银行,股票型,20251203,,20251211,20251128,,9.3306,0.5,0.1,,1.0,0.1,,中证科创创业人工智能指数收益率,L,被动指数型,契约型开放式,,20251211,20251211,E
159253.SZ,银行ETF博时,博时基金,中国建设银行,股票型,20251127,,20251208,20251103,,2.027,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20251208,20251208,E
520630.SH,港股通互联网ETF广发,广发基金,招商银行,股票型,20251126,,20251222,20251110,,3.6861,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251222,20251222,E
520820.SH,恒生港股通ETF,汇添富基金,中国建设银行,股票型,20251119,,20251215,20251103,,3.4368,0.5,0.1,,1.0,0.1,,恒指港股通指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20251215,20251215,E
159130.SZ,恒生生物科技ETF鹏华,鹏华基金,广发证券,股票型,20251119,,20251127,20251110,,7.5839,0.5,0.1,,1.0,0.1,,恒生生物科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20251127,20251127,E
159123.SZ,光伏ETF嘉实,嘉实基金,中国银行,股票型,20251119,,20251127,20251110,,2.6505,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20251127,20251127,E
180306.SZ,华夏安博仓储REIT,华夏基金,招商银行,REITs,20251118,,20251219,20251111,,4.0,0.2,0.01,41.0,1.0,0.1,,,L,,契约型封闭式,,,,E
520530.SH,港股通科技ETF东财,东财基金,招商证券,股票型,20251118,,20251208,20251029,,3.1778,0.5,0.1,,1.0,0.1,,中证港股通科技指数收益率,L,被动指数型,契约型开放式,,20251208,20251208,E
159118.SZ,港股通红利低波ETF基金,华夏基金,中国工商银行,股票型,20251117,,20251127,20251110,,4.6568,0.15,0.05,,1.0,0.1,,经估值汇率调整后的标普港股通低波红利指数收益率,L,被动指数型,契约型开放式,,20251127,20251127,E
159133.SZ,化工ETF天弘,天弘基金,中信建投证券,股票型,20251117,,20251125,20251110,,5.4991,0.5,0.1,,1.0,0.1,,中证细分化工产业主题指数收益率,L,被动指数型,契约型开放式,,20251125,20251125,E
563510.SH,A500红利低波ETF易方达,易方达基金,中国工商银行,股票型,20251117,,20251201,20251106,,6.9154,0.15,0.05,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20251201,20251201,E
520590.SH,恒生科技ETF鹏华,鹏华基金,兴业银行,股票型,20251117,,20251201,20251027,,2.5724,0.5,0.1,,1.0,0.1,,恒生科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20251201,20251201,E
515730.SH,家居家电ETF,永赢基金,中信证券,股票型,20251114,,20251125,20251103,,5.2689,0.5,0.1,,1.0,0.1,,中证家居家电指数收益率,L,被动指数型,契约型开放式,,20251125,20251125,E
159121.SZ,港股通汽车ETF易方达,易方达基金,招商银行,股票型,20251114,,20251124,20251103,,2.1548,0.5,0.1,,1.0,0.1,,恒生港股通汽车主题指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251124,20251124,E
159127.SZ,港股通红利ETF南方,南方基金,中泰证券,股票型,20251112,,20251120,20251103,,3.7934,0.15,0.05,,1.0,0.1,,中证港股通高股息投资指数(经估值汇率调整后)收益率,L,被动指数型,契约型开放式,,20251120,20251120,E
512620.SH,农业ETF天弘,天弘基金,国泰海通,股票型,20251112,,20251121,20251103,,4.4467,0.5,0.1,,1.0,0.1,,中证农业主题指数收益率,L,被动指数型,契约型开放式,,20251121,20251121,E
159108.SZ,工业软件ETF,博时基金,中信建投证券,股票型,20251112,,20251124,20251027,,6.1274,0.5,0.1,,1.0,0.1,,国证工业软件主题指数收益率,L,被动指数型,契约型开放式,,20251124,20251124,E
159129.SZ,化工ETF嘉实,嘉实基金,交通银行,股票型,20251106,,20251114,20251020,,9.2641,0.15,0.05,,1.0,0.1,,中证细分化工产业主题指数收益率,L,被动指数型,契约型开放式,,20251114,20251114,E
515370.SH,光伏ETF华夏,华夏基金,招商银行,股票型,20251106,,20251118,20251027,,2.9971,0.4,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20251118,20251118,E
159100.SZ,巴西ETF,华夏基金,中国工商银行,股票型,20251105,,20251113,20251031,,3.0005,0.5,0.1,,1.0,0.1,,巴西伊博维斯帕指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20251113,20251113,E
159131.SZ,港股信息技术ETF,华宝基金,江苏银行,股票型,20251105,,20251113,20251027,,2.6692,0.5,0.1,,1.0,0.1,,经人民币汇率调整的中证港股通信息技术综合指数收益率,L,被动指数型,契约型开放式,,20251113,20251113,E
563530.SH,卫星ETF易方达,易方达基金,招商银行,股票型,20251105,,20251114,20251027,,4.8575,0.5,0.1,,1.0,0.1,,中证卫星产业指数收益率,L,被动指数型,契约型开放式,,20251114,20251114,E
159120.SZ,港股科技30ETF,国联安基金,招商证券,股票型,20251105,,20251113,20251015,,2.3602,0.5,0.1,,1.0,0.1,,同期恒生港股通科技主题指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251113,20251113,E
520870.SH,巴西ETF易方达,易方达基金,招商银行,股票型,20251105,,20251113,20251031,,2.9998,0.5,0.1,,1.0,0.1,,巴西IBOVESPA指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251113,20251113,E
159119.SZ,800现金流ETF,招商基金,平安银行,股票型,20251103,,20251113,20250923,,2.6605,0.15,0.05,,1.0,0.1,,中证800自由现金流指数收益率,L,被动指数型,契约型开放式,,20251113,20251113,E
159128.SZ,港股科技ETF天弘,天弘基金,中国建设银行,股票型,20251031,,20251113,20251020,,6.4476,0.5,0.1,,1.0,0.1,,国证港股通科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20251113,20251113,E
563570.SH,金融科技ETF兴业,兴业基金,国信证券,股票型,20251029,,20251111,20251013,,4.0737,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20251111,20251111,E
563380.SH,航空航天ETF,华泰柏瑞基金,中信建投证券,股票型,20251029,,20251107,20251013,,2.9495,0.5,0.1,,1.0,0.1,,中证全指航空航天指数收益率,L,被动指数型,契约型开放式,,20251107,20251107,E
561660.SH,通用航空ETF基金,平安基金,中国银行,股票型,20251029,,20251110,20251020,,2.6171,0.5,0.1,,1.0,0.1,,中证通用航空主题指数收益率,L,被动指数型,契约型开放式,,20251110,20251110,E
520570.SH,恒生科技ETF南方,南方基金,交通银行,股票型,20251029,,20251117,20251020,,4.5188,0.15,0.05,,1.0,0.1,,经汇率调整后的恒生科技指数收益率,L,被动指数型,契约型开放式,,20251117,20251117,E
520650.SH,港股通互联网ETF南方,南方基金,国泰海通,股票型,20251029,,20251110,20251020,,2.6976,0.15,0.05,,1.0,0.1,,中证港股通互联网指数(经估值汇率调整后)收益率,L,被动指数型,契约型开放式,,20251110,20251110,E
520950.SH,港股通50ETF摩根,摩根基金,江苏银行,股票型,20251029,,20251125,20251013,,7.3342,0.5,0.1,,1.0,0.1,,恒生港股通50指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20251125,20251125,E
563590.SH,A500红利低波动ETF,国寿安保基金,江苏银行,股票型,20251027,,20251105,20251009,,3.8494,0.5,0.1,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20251105,20251105,E
159125.SZ,港股通科技ETF招商,招商基金,国泰海通,股票型,20251024,,20251106,20251013,,9.3525,0.5,0.1,,1.0,0.1,,国证港股通科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20251106,20251106,E
159260.SZ,证券ETF博时,博时基金,中国银行,股票型,20251024,,20251104,20251015,,2.3321,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20251104,20251104,E
563980.SH,800红利低波ETF,鑫元基金,交通银行,股票型,20251024,,20251107,20251013,,2.2197,0.5,0.1,,1.0,0.1,,中证800红利低波动指数收益率,L,被动指数型,契约型开放式,,20251107,20251107,E
159295.SZ,创业综指ETF西部利得,西部利得基金,中国农业银行,股票型,20251023,,20251104,20251009,,5.3896,0.15,0.05,,1.0,0.1,,创业板综合指数收益率,L,被动指数型,契约型开放式,,20251104,20251104,E
563750.SH,中证500ETF汇添富,汇添富基金,招商证券,股票型,20251022,,20251030,20251013,,2.3724,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20251030,20251030,E
520960.SH,恒指港股通ETF,嘉实基金,国金证券,股票型,20251022,,20251031,20251009,,2.866,0.5,0.1,,1.0,0.1,,经估值汇率调整后的恒指港股通指数收益率,L,被动指数型,契约型开放式,,20251031,20251031,E
159126.SZ,港股通50ETF南方,南方基金,中国工商银行,股票型,20251022,,20251103,20251015,,2.5662,0.15,0.05,,1.0,0.1,,中证港股通50指数(经估值汇率调整后)收益率,L,被动指数型,契约型开放式,,20251103,20251103,E
159122.SZ,创业板新能源ETF富国,富国基金,财通证券,股票型,20251022,,20251103,20251009,,2.8716,0.5,0.1,,1.0,0.1,,创业板新能源指数收益率,L,被动指数型,契约型开放式,,20251103,20251103,E
180607.SZ,华夏中海商业REIT,华夏基金,中信银行,REITs,20251020,,20251031,20251013,,3.0,0.2,0.01,24.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159105.SZ,恒生生物科技ETF易方达,易方达基金,中国银行,股票型,20251020,,20251103,20250922,,2.4527,0.5,0.1,,1.0,0.1,,恒生生物科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251103,20251103,E
510670.SH,上证180ETF华夏,华夏基金,中国银行,股票型,20251020,,20251029,20251009,,2.2799,0.15,0.05,,1.0,0.1,,上证180指数收益率,L,被动指数型,契约型开放式,,20251029,20251029,E
508029.SH,中信建投沈阳国际软件园REIT,中信建投基金,交通银行,REITs,20251020,,20251106,20251013,,3.0,0.3,0.01,37.0,1.0,0.1,,,L,,契约型封闭式,,,,E
512630.SH,卫星ETF广发,广发基金,中国银行,股票型,20251013,,20251022,20250923,,11.7143,0.5,0.1,,1.0,0.1,,同期中证卫星产业指数收益率,L,被动指数型,契约型开放式,,20251022,20251022,E
530100.SH,上证580ETF易方达,易方达基金,中国工商银行,股票型,20251010,,20251022,20250922,,2.127,0.15,0.05,,1.0,0.1,,上证580指数收益率,L,被动指数型,契约型开放式,,20251022,20251022,E
159285.SZ,港股通消费ETF华安,华安基金,中信证券,股票型,20251009,,20251020,20250918,,6.3949,0.5,0.1,,1.0,0.1,,国证港股通消费主题指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20251020,20251020,E
159117.SZ,港股通红利低波ETF,鹏华基金,兴业银行,股票型,20250930,,20251017,20250919,,3.774,0.3,0.1,,1.0,0.1,,标普港股通低波红利指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20251017,20251017,E
589950.SH,科创100ETF富国,富国基金,兴业银行,股票型,20250929,,20251017,20250915,,5.5587,0.15,0.05,,1.0,0.1,,上证科创板100指数收益率,L,被动指数型,契约型开放式,,20251017,20251017,E
589110.SH,科创人工智能ETF国泰,国泰基金,东方证券,股票型,20250926,,20251015,20250917,,3.1241,0.5,0.1,,1.0,0.1,,上证科创板人工智能指数收益率,L,被动指数型,契约型开放式,,20251015,20251015,E
159106.SZ,民企300ETF前海开源,前海开源基金,国投证券,股票型,20250926,,20251022,20250910,,5.2958,0.5,0.1,,1.0,0.1,,中证民企300指数收益率,L,被动指数型,契约型开放式,,20251022,20251022,E
563670.SH,金融科技ETF指数,鹏华基金,中泰证券,股票型,20250926,,20251014,20250915,,5.2299,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20251014,20251014,E
588140.SH,科创200ETF广发,广发基金,交通银行,股票型,20250926,,20251015,20250915,,3.5575,0.15,0.05,,1.0,0.1,,上证科创板200指数收益率,L,被动指数型,契约型开放式,,20251015,20251015,E
159109.SZ,恒生50ETF,景顺长城基金,兴业银行,股票型,20250925,,20251010,20250918,,7.1616,0.5,0.1,,1.0,0.1,,恒生港股通50指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20251010,20251010,E
563890.SH,国企红利ETF创金合信,创金合信基金,广发证券,股票型,20250924,,20251017,20250915,,4.4484,0.45,0.1,,1.0,0.1,,中证国有企业红利指数收益率,L,被动指数型,契约型开放式,,20251017,20251017,E
520560.SH,香港大盘30ETF,华宝基金,招商证券,股票型,20250924,,20251013,20250915,,6.8042,0.5,0.1,,1.0,0.1,,经人民币汇率调整的恒生中国(香港上市)30指数收益率,L,被动指数型,契约型开放式,,20251013,20251013,E
563690.SH,红利低波ETF永赢,永赢基金,中国工商银行,股票型,20250923,,20251010,20250915,,2.7188,0.5,0.1,,1.0,0.1,,中证红利低波动指数收益率,L,被动指数型,契约型开放式,,20251010,20251010,E
515720.SH,金融科技ETF富国,富国基金,兴业证券,股票型,20250922,,20251009,20250915,,8.1661,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20251009,20251009,E
520920.SH,恒生科技ETF天弘,天弘基金,平安银行,股票型,20250922,,20250930,20250917,,12.2002,0.5,0.1,,1.0,0.1,,恒生科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20250930,20250930,E
530380.SH,上证380ETF易方达,易方达基金,中国银行,股票型,20250922,,20250930,20250910,,4.2671,0.15,0.05,,1.0,0.1,,上证380指数收益率,L,被动指数型,契约型开放式,,20250930,20250930,E
159275.SZ,农牧渔ETF,华宝基金,浦发银行,股票型,20250919,,20250929,20250908,,2.193,0.5,0.1,,1.0,0.1,,中证全指农牧渔指数收益率,L,被动指数型,契约型开放式,,20250929,20250929,E
551800.SH,科创债ETF国泰,国泰基金,兴业银行,债券型,20250917,,20250924,20250912,,29.8614,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
511150.SH,科创债ETF永赢,永赢基金,中信建投证券,债券型,20250917,,20250924,20250912,,29.5309,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159279.SZ,创业板人工智能ETF华安,华安基金,光大证券,股票型,20250917,,20250929,20250904,,4.0339,0.5,0.1,,1.0,0.1,,创业板人工智能指数收益率,L,被动指数型,契约型开放式,,20250929,20250929,E
159116.SZ,科创债ETF工银,工银瑞信基金,中信银行,债券型,20250917,,20250924,20250912,,29.7226,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159112.SZ,科创债ETF银华,银华基金,中信银行,债券型,20250917,,20250924,20250912,,29.9878,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
551520.SH,科创债ETF汇添富,汇添富基金,国泰海通,债券型,20250917,,20250924,20250912,,29.6116,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
551580.SH,科创债ETF泰康,泰康基金,浦发银行,债券型,20250917,,20250924,20250912,,29.6768,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
520720.SH,香港汽车ETF,国泰基金,宁波银行,股票型,20250917,,20250925,20250903,,2.6894,0.5,0.1,,1.0,0.1,,中证港股通汽车产业主题指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20250925,20250925,E
551560.SH,科创债ETF兴业,兴业基金,浦发银行,债券型,20250917,,20250924,20250912,,29.9988,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
589780.SH,科创200ETF富国,富国基金,广发证券,股票型,20250917,,20250926,20250908,,4.2322,0.15,0.05,,1.0,0.1,,上证科创板200指数收益率,L,被动指数型,契约型开放式,,20250926,20250926,E
551300.SH,科创债ETF摩根,摩根基金,中信证券,债券型,20250917,,20250924,20250912,,29.7975,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
551510.SH,科创债ETF华泰柏瑞,华泰柏瑞基金,招商银行,债券型,20250917,,20250924,20250912,,29.9061,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159113.SZ,科创债ETF大成,大成基金,中国建设银行,债券型,20250917,,20250924,20250912,,29.1363,0.15,0.05,,1.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159115.SZ,科创债ETF华安,华安基金,兴业银行,债券型,20250917,,20250924,20250912,,29.5635,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
551060.SH,科创债ETF中银,中银基金,浙商银行,债券型,20250917,,20250924,20250912,,29.901,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159288.SZ,创业板综ETF银华,银华基金,中国银行,股票型,20250917,,20250926,20250901,,2.4417,0.15,0.05,,1.0,0.1,,创业板综合指数收益率,L,被动指数型,契约型开放式,,20250926,20250926,E
159110.SZ,科创债ETF万家,万家基金,兴业银行,债券型,20250917,,20250924,20250912,,21.2671,0.15,0.05,,100.0,0.1,,深证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
159111.SZ,科创债ETF天弘,天弘基金,招商银行,债券型,20250917,,20250924,20250912,,29.8967,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250924,20250924,E
508091.SH,华夏凯德商业REIT,华夏基金,中信银行,REITs,20250916,,20250929,20250909,,4.0,0.2,0.01,27.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159297.SZ,港股通创新药ETF南方,南方基金,中信建投证券,股票型,20250912,,20250922,20250903,,3.3542,0.15,0.05,,1.0,0.1,,国证港股通创新药指数(经估值汇率调整后)收益率,L,被动指数型,契约型开放式,,20250922,20250922,E
159107.SZ,创业板软件ETF富国,富国基金,兴业银行,股票型,20250910,,20250922,20250901,,2.9382,0.5,0.1,,1.0,0.1,,创业板软件指数收益率,L,被动指数型,契约型开放式,,20250922,20250922,E
563600.SH,A500增强ETF易方达,易方达基金,中国银行,股票型,20250910,,20250926,20250901,,2.4648,0.5,0.1,,1.0,0.1,,中证A500指数收益率,L,增强指数型,契约型开放式,,20250926,20250926,E
589960.SH,科创新能源ETF易方达,易方达基金,中信证券,股票型,20250910,,20250922,20250901,,7.7032,0.5,0.1,,1.0,0.1,,上证科创板新能源指数收益率,L,被动指数型,契约型开放式,,20250922,20250922,E
560570.SH,A500红利ETF,国联安基金,招商证券,股票型,20250910,,20250918,20250825,,12.4654,0.35,0.05,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20250918,20250918,E
589120.SH,科创创新药ETF汇添富,汇添富基金,中国工商银行,股票型,20250910,,20250919,20250825,,3.3062,0.5,0.1,,1.0,0.1,,上证科创板创新药指数收益率,L,被动指数型,契约型开放式,,20250919,20250919,E
159290.SZ,创业板综指增强ETF东财,东财基金,金融街证券,股票型,20250909,,20250917,20250827,,4.501,0.5,0.1,,1.0,0.1,,创业板综合指数收益率,L,增强指数型,契约型开放式,,20250917,20250917,E
159272.SZ,机器人ETF富国,富国基金,国信证券,股票型,20250908,,20250919,20250901,,23.4416,0.5,0.1,,1.0,0.1,,国证机器人产业指数收益率,L,被动指数型,契约型开放式,,20250919,20250919,E
159102.SZ,港股通生物科技ETF,华安基金,华泰证券,股票型,20250905,,20250916,20250901,,9.1762,0.5,0.1,,1.0,0.1,,恒生生物科技指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20250916,20250916,E
563230.SH,卫星ETF,富国基金,中信建投证券,股票型,20250904,,20250917,20250826,,3.0924,0.5,0.1,,1.0,0.1,,中证卫星产业指数收益率,L,被动指数型,契约型开放式,,20250917,20250917,E
159299.SZ,金融科技ETF易方达,易方达基金,交通银行,股票型,20250903,,20250911,20250825,,5.7847,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20250911,20250911,E
159289.SZ,创业板综指ETF鹏华,鹏华基金,国金证券,股票型,20250903,,20250915,20250825,,4.289,0.15,0.05,,1.0,0.1,,创业板综合指数收益率,L,被动指数型,契约型开放式,,20250915,20250915,E
159298.SZ,创业板50ETF大成,大成基金,中国工商银行,股票型,20250829,,20250908,20250815,,3.0028,0.15,0.05,,1.0,0.1,,创业板50指数收益率,L,被动指数型,契约型开放式,,20250908,20250908,E
159103.SZ,金融科技ETF汇添富,汇添富基金,中信建投证券,股票型,20250829,,20250910,20250820,,4.9541,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20250910,20250910,E
561680.SH,中证A500红利低波ETF,平安基金,中国建设银行,股票型,20250827,,20250905,20250811,,8.0317,0.5,0.1,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20250905,20250905,E
