pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
1.193,1.187,1.199,1.166,1.195,1.1857665746435,0.002,0.16764459346186,560863601,665053311,7.3558999070505,515220.SH,2026-04-15
2.136,2.168,2.174,2.097,2.104,2.1375643856522,-0.032,-1.498127340824,513796341,1098272760,3.697297154349,512400.SH,2026-04-15
10.011,10.127,10.15,10.062,10.064,10.10559247,0.053000000000001,0.52941764059535,489769744,4949413437,4.1149372813899,518880.SH,2026-04-15
