ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
019851.OF,汇添富稳宏6个月持有A,债券型,债券型-主动,0.15,0.35,0.97,1.64,1.07,-0.63,455
019852.OF,汇添富稳宏6个月持有C,债券型,债券型-主动,0.13,0.33,0.91,1.64,1.07,-0.66,455
021728.OF,兴业福益C,债券型,债券型-主动,0.09,0.2,0.89,0.81,0.78,-1.36,455
021468.OF,上银慧臻利率债A,债券型,债券型-主动,0.29,0.51,0.34,1.42,2.13,-1.17,455
021063.OF,工银瑞升A,债券型,债券型-主动,0.16,0.35,0.52,0.74,0.56,-1.99,455
021064.OF,工银瑞升C,债券型,债券型-主动,0.15,0.32,0.49,1.37,0.59,-1.1,455
020736.OF,国新国证汇铭A,债券型,债券型-主动,0.13,0.26,0.33,0.73,0.95,-2.28,455
021729.OF,金鹰悦享D,债券型,债券型-主动,0.11,0.19,1.74,2.06,2.05,-0.13,455
020241.OF,国投瑞银和宜A,债券型,债券型-主动,-0.32,-0.09,0.61,1.28,0.7,-1.08,455
020247.OF,国投瑞银和宜C,债券型,债券型-主动,-0.34,-0.14,0.53,1.28,0.73,-1.15,455
020737.OF,国新国证汇铭C,债券型,债券型-主动,0.12,0.25,0.31,0.73,0.97,-2.32,455
021713.OF,鑫元招利D,债券型,债券型-主动,0.15,0.29,0.42,0.77,0.84,-2.06,455
021657.OF,华夏纯债D,债券型,债券型-主动,0.02,0.17,0.15,0.84,1.28,-2.19,455
021113.OF,渤海汇金2个月滚动持有C,债券型,债券型-主动,0.17,0.35,0.63,0.19,0.07,-7.17,455
020946.OF,东方享誉30天滚动持有A,债券型,债券型-主动,0.16,0.28,0.48,0.36,0.06,-4.27,455
021339.OF,中信保诚60天持有C,债券型,债券型-主动,0.15,0.27,0.5,0.2,0.15,-7.43,455
021338.OF,中信保诚60天持有A,债券型,债券型-主动,0.17,0.3,0.55,0.21,0.15,-6.95,455
021112.OF,渤海汇金2个月滚动持有A,债券型,债券型-主动,0.19,0.37,0.68,0.2,0.07,-6.63,455
021347.OF,安信60天滚动持有C,债券型,债券型-主动,0.14,0.16,0.28,0.21,0.13,-7.99,455
021332.OF,安信60天滚动持有A,债券型,债券型-主动,0.15,0.19,0.33,0.22,0.13,-7.48,455
020947.OF,东方享誉30天滚动持有C,债券型,债券型-主动,0.15,0.25,0.44,0.36,0.07,-4.36,455
021264.OF,中信保诚景丰D,债券型,债券型-主动,0.14,0.3,0.43,0.29,0.16,-5.37,455
021289.OF,中金金辰,债券型,债券型-主动,0.07,0.24,0.1,1.47,2.92,-1.29,455
021640.OF,北信瑞丰鼎盛中短债D,债券型,债券型-主动,0.14,0.23,0.32,0.29,0.18,-5.86,455
021641.OF,北信瑞丰鼎盛中短债E,债券型,债券型-主动,0.14,0.24,0.32,0.28,0.18,-5.89,455
014732.OF,德邦锐升A,债券型,债券型-主动,0.17,0.44,0.51,1.19,1.35,-1.25,455
014733.OF,德邦锐升C,债券型,债券型-主动,0.14,0.41,0.47,1.18,1.4,-1.29,455
021079.OF,永赢安源60天滚动持有E,债券型,债券型-主动,0.13,0.3,0.57,0.57,0.12,-2.5,455
021136.OF,广发集享A,债券型,债券型-主动,0.61,0.18,0.29,2.79,2.03,-0.61,455
021078.OF,永赢安源60天滚动持有C,债券型,债券型-主动,0.12,0.3,0.56,0.57,0.12,-2.51,455
021077.OF,永赢安源60天滚动持有A,债券型,债券型-主动,0.13,0.31,0.59,0.57,0.12,-2.45,455
021137.OF,广发集享C,债券型,债券型-主动,0.6,0.15,0.24,2.8,2.06,-0.63,455
019793.OF,华泰保兴嘉睿3个月持有A,债券型,债券型-主动,0.75,0.84,2.97,2.19,1.5,0.44,455
019794.OF,华泰保兴嘉睿3个月持有C,债券型,债券型-主动,0.73,0.81,2.93,2.19,1.53,0.42,455
020452.OF,红土创新丰和利率债A,债券型,债券型-主动,0.1,0.22,0.26,0.44,0.26,-3.95,455
020453.OF,红土创新丰和利率债C,债券型,债券型-主动,0.1,0.21,0.24,0.45,0.27,-3.93,455
020396.OF,国联安双月享60天持有纯债C,债券型,债券型-主动,0.1,0.18,0.31,0.22,0.03,-7.76,455
020395.OF,国联安双月享60天持有纯债A,债券型,债券型-主动,0.11,0.21,0.36,0.22,0.03,-7.4,455
021425.OF,长城月月鑫30天持有纯债A,债券型,债券型-主动,0.15,0.27,0.49,0.23,0.13,-6.52,455
021426.OF,长城月月鑫30天持有纯债C,债券型,债券型-主动,0.14,0.25,0.44,0.23,0.14,-6.9,455
020747.OF,泰信添安增利九个月持有C,债券型,债券型-主动,-0.27,-0.22,-0.3,1.7,1.24,-1.35,455
020746.OF,泰信添安增利九个月持有A,债券型,债券型-主动,-0.26,-0.19,-0.24,1.69,1.25,-1.32,455
019602.OF,鹏华精新添利A,债券型,债券型-主动,-0.79,-0.98,1.95,3.37,3.2,-0.01,455
020924.OF,太平恒发三个月定开债,债券型,债券型-主动,0.15,0.31,0.43,0.84,1.11,-1.86,455
021410.OF,平安元利90天持有C,债券型,债券型-主动,0.11,0.3,0.71,0.28,0.09,-4.55,455
021261.OF,国泰海通120天持有C,债券型,债券型-主动,0.12,0.32,0.53,0.38,0.09,-3.85,455
021449.OF,鑫元启丰,债券型,债券型-主动,0.17,0.37,0.51,1.62,2.71,-0.92,455
021260.OF,国泰海通120天持有A,债券型,债券型-主动,0.14,0.35,0.57,0.39,0.08,-3.7,455
019603.OF,鹏华精新添利C,债券型,债券型-主动,-0.79,-0.98,1.97,3.37,3.2,-0.01,455
020912.OF,银华月月鑫30天持有C,债券型,债券型-主动,0.11,0.16,0.29,0.58,0.17,-2.97,455
021409.OF,平安元利90天持有A,债券型,债券型-主动,0.12,0.32,0.74,0.28,0.07,-4.42,455
020911.OF,银华月月鑫30天持有A,债券型,债券型-主动,0.12,0.19,0.35,0.58,0.17,-2.87,455
021336.OF,国联利率债C,债券型,债券型-主动,0.1,0.24,0.25,0.99,1.43,-1.77,455
021335.OF,国联利率债A,债券型,债券型-主动,0.1,0.25,0.27,1.4,1.86,-1.24,455
021444.OF,永赢安怡30天持有C,债券型,债券型-主动,0.1,0.21,0.44,0.27,0.07,-5.89,455
021443.OF,永赢安怡30天持有A,债券型,债券型-主动,0.12,0.24,0.48,0.27,0.08,-5.64,455
020936.OF,国联益诚30天持有C,债券型,债券型-主动,0.12,0.18,0.33,0.17,0.06,-9.9,455
020935.OF,国联益诚30天持有A,债券型,债券型-主动,0.13,0.21,0.38,0.17,0.06,-9.39,455
021617.OF,天弘优选C,债券型,债券型-主动,0.14,0.27,0.36,0.45,0.4,-3.67,454
021601.OF,交银稳利中短债E,债券型,债券型-主动,0.15,0.28,0.56,5.14,9.01,-0.28,455
020535.OF,国投瑞银恒扬30天持有C,债券型,债券型-主动,0.08,0.11,0.23,0.21,0.11,-8.58,455
020534.OF,国投瑞银恒扬30天持有A,债券型,债券型-主动,0.09,0.13,0.27,0.25,0.1,-6.98,455
021360.OF,国投瑞银和兴A,债券型,债券型-主动,-0.2,0.23,1.03,1.92,1.04,-0.5,455
021361.OF,国投瑞银和兴C,债券型,债券型-主动,-0.23,0.18,0.95,1.91,1.06,-0.55,455
021588.OF,广发景利C,债券型,债券型-主动,0.11,0.33,0.51,2.92,4.09,-0.51,455
021596.OF,天弘稳健回报E,债券型,债券型-主动,-0.37,-0.3,0.63,1.74,1.4,-0.79,454
020863.OF,泰康稳健双利C,债券型,债券型-主动,-0.4,-0.1,1.08,1.49,0.87,-0.62,455
020862.OF,泰康稳健双利A,债券型,债券型-主动,-0.38,-0.07,1.15,1.49,0.86,-0.57,455
021587.OF,永赢润益D,债券型,债券型-主动,0.18,0.35,0.4,0.91,1.48,-1.76,455
021106.OF,宝盈盈悦纯债A,债券型,债券型-主动,0.13,0.24,0.34,1.1,1.61,-1.5,455
021107.OF,宝盈盈悦纯债C,债券型,债券型-主动,0.12,0.21,0.31,1.11,1.68,-1.53,455
021441.OF,申万菱信安泰添益纯债A,债券型,债券型-主动,0.15,0.34,0.37,2.18,4.23,-0.75,455
021008.OF,长盛嘉鑫30天持有纯债C,债券型,债券型-主动,0.12,0.29,0.58,0.35,0.46,-4.11,455
021007.OF,长盛嘉鑫30天持有纯债A,债券型,债券型-主动,0.13,0.31,0.62,0.35,0.42,-3.93,455
021442.OF,申万菱信安泰添益纯债C,债券型,债券型-主动,0.13,0.3,0.3,1.89,3.74,-0.9,455
021521.OF,中信保诚稳鸿E,债券型,债券型-主动,0.12,0.32,0.32,3.19,7.88,-0.53,455
020882.OF,长信180天持有C,债券型,债券型-主动,-0.08,-0.11,1.14,0.83,0.71,-1.03,455
020881.OF,长信180天持有A,债券型,债券型-主动,-0.07,-0.09,1.18,0.83,0.7,-0.99,455
020178.OF,嘉实双季兴享6个月持有C,债券型,债券型-主动,0.05,0.16,0.8,0.94,0.54,-1.28,455
020177.OF,嘉实双季兴享6个月持有A,债券型,债券型-主动,0.07,0.19,0.86,0.94,0.53,-1.21,455
021529.OF,中信保诚至泰中短债E,债券型,债券型-主动,0.17,0.34,0.52,0.34,0.4,-4.32,455
021440.OF,安信30天滚动持有C,债券型,债券型-主动,0.09,0.14,0.24,0.12,0.03,-14.43,455
021439.OF,安信30天滚动持有A,债券型,债券型-主动,0.11,0.16,0.28,0.13,0.02,-13.45,455
020067.OF,方正富邦锦利3个月定开债,债券型,债券型-主动,0.16,0.32,0.46,0.91,1.24,-1.69,454
020522.OF,华商安恒C,债券型,债券型-主动,-0.81,-0.89,0.36,2.36,1.81,-0.69,455
020895.OF,汇添富稳鼎120天滚动持有A,债券型,债券型-主动,0.15,0.26,0.49,0.21,0.12,-7.33,455
020896.OF,汇添富稳鼎120天滚动持有C,债券型,债券型-主动,0.14,0.24,0.45,0.21,0.12,-7.51,455
020521.OF,华商安恒A,债券型,债券型-主动,-0.79,-0.86,0.41,2.37,1.79,-0.67,455
021467.OF,新华安享惠金E,债券型,债券型-主动,1.42,2.33,-0.22,21.74,20.64,-0.1,137
021589.OF,博时智臻纯债C,债券型,债券型-主动,0.15,0.34,0.5,0.75,0.61,-1.99,455
021569.OF,博时裕诚纯债C,债券型,债券型-主动,0.04,0.13,0.27,2.42,3.83,-0.71,455
021506.OF,华泰紫金智盈E,债券型,债券型-主动,0.15,0.27,0.53,1.48,0.61,-0.99,455
021413.OF,富国泓利纯债E,债券型,债券型-主动,0.13,0.26,0.47,1.1,1.37,-1.39,455
020789.OF,银华季季鑫90天持有A,债券型,债券型-主动,0.12,0.24,0.38,0.18,0.14,-8.85,455
021412.OF,富国泓利纯债D,债券型,债券型-主动,0.14,0.28,0.51,1.1,1.37,-1.36,455
020790.OF,银华季季鑫90天持有C,债券型,债券型-主动,0.11,0.22,0.35,0.19,0.15,-8.81,455
021493.OF,摩根丰瑞D,债券型,债券型-主动,-0.26,-0.08,1.68,6.21,8.16,-0.05,454
020697.OF,蜂巢稳鑫90天持有A,债券型,债券型-主动,0.06,0.08,0.43,0.34,0.22,-4.57,455
020703.OF,蜂巢稳鑫90天持有C,债券型,债券型-主动,0.04,0.05,0.38,0.34,0.23,-4.71,455
021108.OF,国泰海通180天持有A,债券型,债券型-主动,0.13,0.36,0.49,1.79,3.4,-0.85,455
021109.OF,国泰海通180天持有C,债券型,债券型-主动,0.12,0.33,0.45,1.78,3.51,-0.87,455
021321.OF,华富恒惠纯债C,债券型,债券型-主动,0.14,0.24,0.32,1.64,3.02,-1.03,455
021394.OF,富荣富祥纯债C,债券型,债券型-主动,0.13,0.4,0.79,0.94,0.72,-1.29,455
021320.OF,华富恒惠纯债A,债券型,债券型-主动,0.15,0.26,0.36,1.64,2.93,-1.0,455
021473.OF,摩根瑞益纯债D,债券型,债券型-主动,0.15,0.29,0.42,0.27,0.22,-5.79,455
021419.OF,广发汇择一年定开债D,债券型,债券型-主动,0.52,0.48,0.58,1.84,1.47,-0.77,133
021282.OF,上银慧元利90天持有A,债券型,债券型-主动,0.15,0.25,0.39,0.17,0.05,-9.61,455
021283.OF,上银慧元利90天持有C,债券型,债券型-主动,0.13,0.23,0.34,0.16,0.06,-10.16,455
020421.OF,鹏华永兴,债券型,债券型-主动,0.16,0.37,0.47,1.0,1.49,-1.54,455
020581.OF,银华钰祥A,债券型,债券型-主动,-0.46,-0.56,0.84,1.93,1.28,-0.6,455
020582.OF,银华钰祥C,债券型,债券型-主动,-0.49,-0.59,0.77,1.92,1.29,-0.64,455
021433.OF,融通债券D,债券型,债券型-主动,0.18,0.38,0.66,0.85,1.01,-1.58,454
021350.OF,兴业稳利30天持有A,债券型,债券型-主动,0.12,0.21,0.35,0.15,0.07,-11.28,455
021351.OF,兴业稳利30天持有C,债券型,债券型-主动,0.11,0.18,0.32,0.14,0.07,-12.06,455
021414.OF,华夏稳健增利4个月滚动持有E,债券型,债券型-主动,0.18,0.34,0.54,0.2,0.13,-7.17,455
021430.OF,富国投资级信用债E,债券型,债券型-主动,0.22,-0.31,0.06,1.07,1.84,-1.8,455
021434.OF,融通通福D,债券型,债券型-主动,-0.63,-0.59,2.76,4.67,5.85,0.16,454
021446.OF,华泰紫金丰睿D,债券型,债券型-主动,-0.19,-0.2,-0.17,1.33,1.15,-1.63,451
020841.OF,汇添富稳益60天持有B,债券型,债券型-主动,0.12,0.23,0.4,0.16,0.08,-9.81,455
021438.OF,兴业裕恒C,债券型,债券型-主动,0.13,0.34,0.6,0.79,0.85,-1.77,455
021236.OF,摩根瑞欣利率债C,债券型,债券型-主动,0.08,0.15,0.17,1.09,2.14,-1.68,455
021235.OF,摩根瑞欣利率债A,债券型,债券型-主动,0.08,0.16,0.19,1.09,2.08,-1.66,455
021422.OF,工银尊享短债D,债券型,债券型-主动,0.15,0.28,0.36,0.26,0.18,-6.38,455
020932.OF,南方润元纯债E,债券型,债券型-主动,0.1,0.29,0.6,1.12,1.04,-1.25,455
020552.OF,兴业添盈,债券型,债券型-主动,0.13,0.36,0.4,0.83,0.86,-1.93,455
021407.OF,东方红益丰纯债B,债券型,债券型-主动,0.14,0.27,0.49,0.4,0.5,-3.74,455
020666.OF,万家稳丰6个月持有C,债券型,债券型-主动,0.04,0.18,1.0,0.96,1.42,-1.04,455
020724.OF,建信开元金享6个月持有A,债券型,债券型-主动,0.49,-0.01,2.77,2.47,2.09,0.31,455
020665.OF,万家稳丰6个月持有A,债券型,债券型-主动,0.05,0.19,1.03,0.96,1.34,-1.02,455
020858.OF,嘉实多益C,债券型,债券型-主动,-0.05,-0.37,1.39,2.5,1.61,-0.24,455
020725.OF,建信开元金享6个月持有C,债券型,债券型-主动,0.46,-0.06,2.7,2.47,2.15,0.28,455
020857.OF,嘉实多益A,债券型,债券型-主动,-0.04,-0.32,1.48,2.5,1.58,-0.21,455
019701.OF,南方稳福120天持有C,债券型,债券型-主动,0.26,0.55,0.97,0.32,0.09,-3.16,455
019700.OF,南方稳福120天持有A,债券型,债券型-主动,0.27,0.56,1.0,0.32,0.08,-3.1,455
021408.OF,兴业天融C,债券型,债券型-主动,0.13,0.38,0.42,1.37,2.32,-1.15,455
021402.OF,银华顺璟6个月定开D,债券型,债券型-主动,0.18,0.43,0.57,1.15,1.75,-1.25,455
021403.OF,鹏华丰实D,债券型,债券型-主动,0.14,0.34,0.4,0.53,0.43,-3.05,455
020832.OF,圆信永丰瑞盈C,债券型,债券型-主动,0.34,0.72,2.63,2.15,1.59,0.29,455
021193.OF,中银中高等级E,债券型,债券型-主动,0.15,0.37,0.55,0.73,1.15,-1.98,455
020815.OF,圆信永丰瑞盈A,债券型,债券型-主动,0.35,0.74,2.67,2.16,1.56,0.31,455
021310.OF,长信稳益C,债券型,债券型-主动,0.04,0.22,0.21,0.46,0.38,-3.89,455
021311.OF,长信纯债壹号E,债券型,债券型-主动,0.05,0.13,0.23,0.11,0.01,-16.0,455
021396.OF,创金合信尊丰纯债D,债券型,债券型-主动,,,,0.31,0.15,0.0,455
021395.OF,创金合信尊丰纯债C,债券型,债券型-主动,0.13,0.37,0.66,1.66,2.83,-0.81,455
020329.OF,大成聚鑫A,债券型,债券型-主动,0.15,0.38,0.29,1.66,2.73,-1.03,455
020330.OF,大成聚鑫C,债券型,债券型-主动,0.14,0.37,0.26,1.67,2.78,-1.05,455
019715.OF,嘉实双季欣享6个月持有A,债券型,债券型-主动,-0.08,-0.26,1.02,1.17,0.85,-0.84,454
020055.OF,永赢悦享A,债券型,债券型-主动,0.48,0.53,1.6,1.31,1.09,-0.31,455
019056.OF,百嘉百川30天持有纯债A,债券型,债券型-主动,-0.04,-0.12,-0.15,1.11,2.02,-1.93,455
019716.OF,嘉实双季欣享6个月持有C,债券型,债券型-主动,-0.08,-0.27,0.99,1.18,0.85,-0.86,454
020056.OF,永赢悦享C,债券型,债券型-主动,0.46,0.49,1.52,1.31,1.16,-0.37,455
021374.OF,创金合信恒兴中短债D,债券型,债券型-主动,,,,0.2,0.22,0.0,455
019057.OF,百嘉百川30天持有纯债C,债券型,债券型-主动,-0.05,-0.14,-0.19,1.12,2.15,-1.96,455
021379.OF,创金合信恒利超短债D,债券型,债券型-主动,0.12,0.22,0.36,0.18,0.1,-9.2,455
021069.OF,鹏华双季乐180天持有C,债券型,债券型-主动,0.1,0.26,0.52,0.55,0.24,-2.71,455
021380.OF,创金合信季安盈3个月持有E,债券型,债券型-主动,0.15,0.3,0.56,0.24,0.08,-6.07,455
021263.OF,百嘉百臻利率债C,债券型,债券型-主动,0.14,0.19,0.3,8.09,21.76,-0.21,455
021262.OF,百嘉百臻利率债A,债券型,债券型-主动,0.15,0.19,0.23,8.09,21.68,-0.22,455
021387.OF,永赢泰利B,债券型,债券型-主动,0.25,0.47,0.7,0.57,0.41,-2.27,455
021239.OF,农银金泽60天持有A,债券型,债券型-主动,0.18,0.32,0.51,0.45,0.37,-3.32,455
021240.OF,农银金泽60天持有C,债券型,债券型-主动,0.17,0.31,0.5,0.45,0.39,-3.35,455
020956.OF,银华盛泓C,债券型,债券型-主动,-0.16,-0.22,0.96,2.18,1.39,-0.48,455
020952.OF,方正富邦瑞福6个月持有A,债券型,债券型-主动,0.12,0.33,0.48,0.96,0.82,-1.59,454
021068.OF,鹏华双季乐180天持有A,债券型,债券型-主动,0.12,0.29,0.58,0.56,0.19,-2.55,455
020961.OF,方正富邦瑞福6个月持有C,债券型,债券型-主动,0.11,0.29,0.41,0.95,0.88,-1.67,454
020955.OF,银华盛泓A,债券型,债券型-主动,-0.14,-0.18,1.02,2.18,1.36,-0.45,455
020660.OF,国泰泰合三个月定开,债券型,债券型-主动,0.14,0.33,0.28,0.79,0.87,-2.19,455
020806.OF,国投瑞银和嘉C,债券型,债券型-主动,-0.06,-0.81,-0.26,1.61,1.23,-1.41,455
020916.OF,鹏扬稳鑫120天滚动持有C,债券型,债券型-主动,0.15,0.33,0.5,0.35,0.16,-4.32,455
020915.OF,鹏扬稳鑫120天滚动持有A,债券型,债券型-主动,0.15,0.35,0.52,0.35,0.16,-4.29,455
020917.OF,鹏扬稳鑫120天滚动持有E,债券型,债券型-主动,0.15,0.33,0.48,0.34,0.16,-4.4,455
020805.OF,国投瑞银和嘉A,债券型,债券型-主动,-0.03,-0.77,-0.19,1.61,1.21,-1.36,455
020728.OF,兴业稳瑞90天持有C,债券型,债券型-主动,0.13,0.26,0.41,0.2,0.1,-8.08,455
019726.OF,鑫元鑫选安悦3个月持有C,债券型,债券型-主动,0.2,0.61,1.46,1.1,0.8,-0.49,440
020727.OF,兴业稳瑞90天持有A,债券型,债券型-主动,0.14,0.27,0.45,0.2,0.1,-7.89,455
019725.OF,鑫元鑫选安悦3个月持有A,债券型,债券型-主动,0.22,0.64,1.52,1.09,0.79,-0.44,440
020908.OF,中航瑞尚利率债C,债券型,债券型-主动,0.13,0.41,0.54,6.24,2.27,-0.23,455
021352.OF,博时富华纯债C,债券型,债券型-主动,0.11,0.31,0.61,1.79,2.74,-0.78,455
020907.OF,中航瑞尚利率债A,债券型,债券型-主动,0.14,0.42,0.56,1.19,2.24,-1.21,455
020942.OF,安信青享纯债C,债券型,债券型-主动,0.14,0.29,0.24,0.66,0.74,-2.67,455
020941.OF,安信青享纯债A,债券型,债券型-主动,0.14,0.31,0.27,0.66,0.71,-2.63,455
020577.OF,国富恒兴A,债券型,债券型-主动,-0.47,-0.24,-0.22,1.95,1.12,-1.14,455
020578.OF,国富恒兴C,债券型,债券型-主动,-0.49,-0.27,-0.28,1.95,1.15,-1.17,455
021322.OF,百嘉百兴C,债券型,债券型-主动,0.11,0.16,0.24,0.98,0.46,-1.8,455
020145.OF,西部利得沣淳三个月定开债A,债券型,债券型-主动,0.17,0.33,0.56,0.74,0.16,-1.93,455
021337.OF,国联恒泰纯债B,债券型,债券型-主动,-0.26,-0.19,0.33,2.0,3.24,-0.84,455
020796.OF,诺安泰鑫一年D,债券型,债券型-主动,0.17,0.16,0.6,6.4,5.36,-0.22,138
020146.OF,西部利得沣淳三个月定开债C,债券型,债券型-主动,0.16,0.31,0.53,0.74,0.16,-2.0,455
020939.OF,永赢安裕120天滚动持有A,债券型,债券型-主动,0.14,0.25,0.44,0.18,0.08,-8.74,455
020940.OF,永赢安裕120天滚动持有C,债券型,债券型-主动,0.11,0.22,0.38,0.18,0.09,-9.23,455
020719.OF,天弘工盈三个月持有C,债券型,债券型-主动,0.16,0.29,0.57,0.3,0.2,-4.82,454
020718.OF,天弘工盈三个月持有A,债券型,债券型-主动,0.18,0.32,0.62,0.3,0.19,-4.56,454
021331.OF,中金金信C,债券型,债券型-主动,0.13,0.26,0.37,0.27,0.15,-6.1,455
020938.OF,长江90天持有C,债券型,债券型-主动,0.14,0.32,0.54,0.61,0.33,-2.4,455
020937.OF,长江90天持有A,债券型,债券型-主动,0.15,0.34,0.57,0.61,0.31,-2.35,455
021307.OF,永赢宏泰E,债券型,债券型-主动,0.12,0.24,0.05,0.66,0.71,-2.95,455
020084.OF,易方达纯债D,债券型,债券型-主动,0.18,-0.12,0.11,1.13,1.53,-1.68,455
021144.OF,易方达高等级信用债D,债券型,债券型-主动,0.14,0.33,0.59,0.41,0.28,-3.45,455
021120.OF,中银月月鑫30天滚动持有C,债券型,债券型-主动,0.2,0.38,0.69,0.58,0.52,-2.26,455
021119.OF,中银月月鑫30天滚动持有A,债券型,债券型-主动,0.21,0.4,0.72,0.57,0.49,-2.24,455
021290.OF,安信宝利F,债券型,债券型-主动,-0.33,-0.42,0.57,0.68,0.71,-2.12,455
019674.OF,汇丰晋信慧鑫六个月持有C,债券型,债券型-主动,-0.82,-1.16,-0.82,1.65,1.66,-1.71,455
019673.OF,汇丰晋信慧鑫六个月持有A,债券型,债券型-主动,-0.8,-1.13,-0.76,1.64,1.63,-1.68,455
