ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
022378.OF,浙商惠利纯债C,债券型,债券型-主动,0.14,0.31,0.37,1.23,1.6,-1.32,455
022402.OF,华商瑞丰短债E,债券型,债券型-主动,0.08,0.18,0.3,0.27,0.32,-6.36,455
022018.OF,景顺长城景颐合利A,债券型,债券型-主动,0.32,0.9,2.58,2.14,1.61,0.27,455
022019.OF,景顺长城景颐合利C,债券型,债券型-主动,0.34,0.9,2.55,2.15,1.63,0.26,455
022045.OF,招商安宁C,债券型,债券型-主动,-0.53,-0.07,0.3,2.45,2.41,-0.7,455
022375.OF,招商鑫诚短债D,债券型,债券型-主动,0.09,0.17,0.28,0.09,0.0,-19.12,455
022044.OF,招商安宁A,债券型,债券型-主动,-0.5,-0.04,0.25,2.47,2.4,-0.71,455
022406.OF,天弘月月兴30天持有E,债券型,债券型-主动,0.14,0.23,0.38,0.24,0.04,-6.68,454
022381.OF,金鹰添祥中短债D,债券型,债券型-主动,0.17,0.29,0.52,0.39,0.29,-3.81,455
022329.OF,中泰安弘C,债券型,债券型-主动,0.19,0.35,0.61,0.88,0.59,-1.57,455
022061.OF,申万菱信季季瑞三个月持有纯债A,债券型,债券型-主动,0.13,0.26,0.41,0.2,0.13,-7.88,455
022002.OF,平安中短债I,债券型,债券型-主动,0.14,0.24,0.38,0.23,0.13,-7.11,455
022062.OF,申万菱信季季瑞三个月持有纯债C,债券型,债券型-主动,0.13,0.24,0.38,0.2,0.13,-8.05,455
022271.OF,合煦智远稳进纯债E,债券型,债券型-主动,0.11,0.21,0.34,0.22,0.12,-7.43,455
021128.OF,恒越季季乐3个月滚动持有C,债券型,债券型-主动,0.11,0.2,0.34,0.34,0.09,-4.83,455
021127.OF,恒越季季乐3个月滚动持有A,债券型,债券型-主动,0.13,0.23,0.39,0.35,0.08,-4.67,455
022360.OF,永赢易弘B,债券型,债券型-主动,0.02,0.04,1.34,0.93,0.67,-0.71,455
022240.OF,嘉实丰益纯债C,债券型,债券型-主动,0.11,0.27,0.52,1.2,1.88,-1.24,456
022357.OF,富国盛利增强E,债券型,债券型-主动,0.04,,2.07,1.88,1.0,0.04,455
022315.OF,东方红益丰纯债E,债券型,债券型-主动,0.12,0.24,0.44,2.05,0.49,-0.76,455
022355.OF,南方皓元短债E,债券型,债券型-主动,0.13,0.23,0.3,0.2,0.07,-8.35,455
022289.OF,银河沃丰C,债券型,债券型-主动,0.13,0.33,0.53,3.31,4.47,-0.44,455
022217.OF,合煦智远嘉悦利率债E,债券型,债券型-主动,0.11,0.32,0.59,7.17,17.82,-0.2,455
019639.OF,华安众鑫90天滚动持有E,债券型,债券型-主动,0.11,0.18,0.34,0.15,0.08,-10.78,455
022268.OF,永赢迅利中高等级短债D,债券型,债券型-主动,0.12,0.21,0.38,0.15,0.06,-10.7,455
022297.OF,大成稳康6个月持有E,债券型,债券型-主动,0.17,0.45,0.83,0.76,0.46,-1.55,455
022266.OF,博时裕泉纯债C,债券型,债券型-主动,-0.12,-0.07,0.09,0.68,0.9,-2.8,455
018936.OF,招商稳恒中短债60天持有D,债券型,债券型-主动,0.14,0.27,0.45,0.19,0.05,-8.09,455
022228.OF,博时裕盛纯债C,债券型,债券型-主动,0.07,0.15,0.28,0.27,0.11,-6.4,455
022263.OF,鹏华丰诚B,债券型,债券型-主动,0.03,0.07,1.29,1.09,0.67,-0.65,455
022280.OF,鹏华纯债A,债券型,债券型-主动,-0.14,0.12,0.52,0.87,0.57,-1.7,455
022264.OF,鹏华丰诚E,债券型,债券型-主动,,0.02,1.21,1.08,0.69,-0.73,455
022176.OF,国泰利享中短债F,债券型,债券型-主动,0.11,0.19,0.34,0.11,0.02,-15.05,455
022201.OF,国泰利安中短债F,债券型,债券型-主动,0.11,0.19,0.32,0.11,0.01,-15.81,455
022256.OF,鹏华丰鑫C,债券型,债券型-主动,-0.07,0.13,0.43,0.56,0.87,-2.78,455
022257.OF,鹏华丰鑫D,债券型,债券型-主动,-0.07,0.14,0.45,0.57,0.82,-2.7,455
022273.OF,鹏华丰和E,债券型,债券型-主动,-0.25,-0.09,1.39,2.77,2.81,-0.22,455
022141.OF,国泰利享安益短债F,债券型,债券型-主动,0.13,0.22,0.36,0.13,0.04,-12.6,455
022265.OF,中欧诚悦C,债券型,债券型-主动,0.04,0.31,0.32,2.39,5.43,-0.7,455
022261.OF,鹏华丰利D,债券型,债券型-主动,-0.03,-0.08,1.87,1.94,1.49,-0.07,455
022260.OF,鹏华丰利E,债券型,债券型-主动,-0.07,-0.14,1.76,1.94,1.53,-0.12,455
022233.OF,鹏华双债增利D,债券型,债券型-主动,-0.46,-0.14,0.73,2.14,1.69,-0.59,455
022254.OF,国联盈泽中短债B,债券型,债券型-主动,0.12,0.21,0.4,0.16,0.09,-9.85,455
022247.OF,大成景乐纯债D,债券型,债券型-主动,0.15,0.32,0.46,0.49,0.3,-3.15,455
022232.OF,鹏华双债保利A,债券型,债券型-主动,-0.57,-0.66,2.07,3.55,3.65,0.02,455
022230.OF,金鹰年年邮享一年持有期D,债券型,债券型-主动,0.44,0.87,1.95,2.37,1.47,-0.02,455
022251.OF,中信保诚增强收益C,债券型,债券型-主动,-0.54,-1.28,2.0,3.08,2.39,-0.0,455
022226.OF,鹏华双债加利D,债券型,债券型-主动,0.41,-0.25,3.35,5.56,4.08,0.24,455
022246.OF,路博迈中高等级信用债E,债券型,债券型-主动,0.11,0.24,0.5,0.52,0.89,-2.9,455
022229.OF,富国兴利增强E,债券型,债券型-主动,-0.53,-1.48,2.01,7.18,8.22,0.0,455
022244.OF,平安惠悦C,债券型,债券型-主动,0.17,0.32,0.35,0.74,0.92,-2.22,455
022250.OF,国寿安保超短债E,债券型,债券型-主动,0.12,0.22,0.34,0.14,0.06,-12.26,455
022245.OF,平安惠悦E,债券型,债券型-主动,0.18,0.33,0.36,0.84,0.88,-1.95,455
022227.OF,鹏华丰瑞D,债券型,债券型-主动,0.14,0.25,0.36,0.74,1.28,-2.21,455
022241.OF,国联恒安纯债B,债券型,债券型-主动,0.13,0.34,0.44,2.97,4.72,-0.52,455
022175.OF,富国宝利增强E,债券型,债券型-主动,-0.09,-0.03,1.55,3.67,4.62,-0.12,455
