ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
026413.OF,中邮睿信增强C,中邮基金,中国农业银行,债券型,20260114,,,,,,0.8,0.2,,1.0,,,中债综合财富指数*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率*5%,L,债券型,契约型开放式,,20260114,20260115,O
159155.OF,大成中证电池主题ETF,大成基金,兴业银行,股票型,20260113,,,20260105,,4.4151,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,,,O
026226.OF,东海增裕C,东海基金,交通银行,债券型,20260113,,,20260106,,0.0009,0.4,0.1,,1.0,0.0001,,中债综合指数(全价)收益率*88%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
026220.OF,东海增裕A,东海基金,交通银行,债券型,20260113,,,20260106,,0.102,0.4,0.1,,1.0,0.0001,,中债综合指数(全价)收益率*88%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
026263.OF,平安港股通均衡配置A,平安基金,招商银行,混合型,20260113,,,20251216,,3.3587,1.2,0.2,,1.0,0.0001,,恒生指数收益率(经汇率调整)*75%+中债综合全价指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026098.OF,前海开源安和C,前海开源基金,平安银行,债券型,20260113,,,20251222,,9.0879,0.6,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*88%+沪深300指数收益率*10%+恒生指数收益率*2%,L,债券型,契约型开放式,,,,O
026097.OF,前海开源安和A,前海开源基金,平安银行,债券型,20260113,,,20251222,,1.409,0.6,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*88%+沪深300指数收益率*10%+恒生指数收益率*2%,L,债券型,契约型开放式,,,,O
026175.OF,路博迈中证A股指数增强A,路博迈基金,中国邮政储蓄银行,股票型,20260113,,,20251222,,12.5167,0.8,0.15,,1.0,0.001,,中证A股指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026176.OF,路博迈中证A股指数增强C,路博迈基金,中国邮政储蓄银行,股票型,20260113,,,20251222,,0.1052,0.8,0.15,,1.0,0.001,,中证A股指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026199.OF,大摩港股通多元成长A,摩根士丹利基金,招商银行,混合型,20260113,,,20251218,,2.7761,1.2,0.2,,1.0,0.001,,中证港股通综合指数(人民币)收益率*80%+中债综合全价(总值)指数收益率*15%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026264.OF,平安港股通均衡配置C,平安基金,招商银行,混合型,20260113,,,20251216,,0.0041,1.2,0.2,,1.0,0.0001,,恒生指数收益率(经汇率调整)*75%+中债综合全价指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
025202.OF,中欧港股通大盘精选A,中欧基金,交通银行,混合型,20260113,,,20251218,,0.1665,1.2,0.2,,1.0,0.0001,,国证港股通50指数收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
026200.OF,大摩港股通多元成长C,摩根士丹利基金,招商银行,混合型,20260113,,,20251218,,0.2788,1.2,0.2,,1.0,0.001,,中证港股通综合指数(人民币)收益率*80%+中债综合全价(总值)指数收益率*15%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
025203.OF,中欧港股通大盘精选C,中欧基金,交通银行,混合型,20260113,,,20251218,,0.7349,1.2,0.2,,1.0,0.0001,,国证港股通50指数收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
026478.OF,招商中证有色金属矿业主题ETF联接C,招商基金,国泰海通,股票型,20260112,,,20260108,,0.0559,0.5,0.1,,1.0,0.0001,,中证有色金属矿业主题指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260115,20260115,O
026382.OF,中航洞见领航A,中航基金,宁波银行,混合型,20260112,,,20260105,,0.0409,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
026383.OF,中航洞见领航C,中航基金,宁波银行,混合型,20260112,,,20260105,,2.1423,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
159146.OF,华宝中证全指电力公用事业ETF,华宝基金,广发证券,股票型,20260112,,,20251222,,7.1944,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,,,O
026477.OF,招商中证有色金属矿业主题ETF联接A,招商基金,国泰海通,股票型,20260112,,,20260108,,0.1265,0.5,0.1,,1.0,0.0001,,中证有色金属矿业主题指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260115,20260115,O
026496.OF,东方红消费研选C,东方红资产管理,中国工商银行,混合型,20260109,,,20260107,,0.0147,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数(人民币)收益率*20%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026495.OF,东方红消费研选A,东方红资产管理,中国工商银行,混合型,20260109,,,20260107,,0.1141,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数(人民币)收益率*20%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026398.OF,英大现金宝C,英大基金,中国建设银行,货币市场型,20260109,,,,,,0.15,0.05,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20260109,20260109,O
026512.OF,睿远研选均衡三年持有,睿远基金,招商银行,混合型,20260109,,,20260107,,3.8404,0.6,0.2,,1.0,0.001,,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*15%+活期存款基准利率(税后)*5%,L,混合型,契约型开放式,,,,O
025548.OF,鑫元鑫选多元稳进配置3个月持有A,鑫元基金,招商银行,混合型,20260109,,,20251217,,6.3168,0.5,0.13,,1.0,0.0001,,中债综合(全价)指数收益率*75%+沪深300指数收益率*12%+中证港股通综合指数(人民币)收益率*5%+银行活期存款利率(税后)*5%+上海黄金交易所AU99.99现货实盘合约收盘价收益率*3%,L,混合型,契约型开放式,,,,O
025549.OF,鑫元鑫选多元稳进配置3个月持有C,鑫元基金,招商银行,混合型,20260109,,,20251217,,0.1351,0.5,0.13,,1.0,0.0001,,中债综合(全价)指数收益率*75%+沪深300指数收益率*12%+中证港股通综合指数(人民币)收益率*5%+银行活期存款利率(税后)*5%+上海黄金交易所AU99.99现货实盘合约收盘价收益率*3%,L,混合型,契约型开放式,,,,O
026389.OF,招商资管上证科创板人工智能指数C,招商资管,恒丰银行,股票型,20260108,,,20251231,,0.0067,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
010579.OF,中金恒嘉稳健3个月持有A,中金基金,中国邮政储蓄银行,债券型,20260108,,,20251216,,10.7397,0.6,0.15,,1.0,0.001,,中债综合全价(总值)指数收益率*83%+中证800指数收益率*10%+金融机构人民币活期存款基准利率(税后)*5%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
026388.OF,招商资管上证科创板人工智能指数A,招商资管,恒丰银行,股票型,20260108,,,20251231,,0.1071,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
026116.OF,广发悦盈稳健三个月持有C,广发基金,招商银行,混合型,20260108,,,20260105,,16.5161,0.5,0.13,,1.0,0.0001,,中债-综合全价(总值)指数收益率*83%+沪深300指数收益率*7%+银行活期存款利率(税后)*5%+恒生指数收益率(经估值汇率调整)*3%+上海黄金交易所AU99.99现货实盘合约收益率*2%,L,混合型,契约型开放式,,,,O
026115.OF,广发悦盈稳健三个月持有A,广发基金,招商银行,混合型,20260108,,,20260105,,16.3614,0.5,0.13,,1.0,0.0001,,中债-综合全价(总值)指数收益率*83%+沪深300指数收益率*7%+银行活期存款利率(税后)*5%+恒生指数收益率(经估值汇率调整)*3%+上海黄金交易所AU99.99现货实盘合约收益率*2%,L,混合型,契约型开放式,,,,O
026369.OF,富国上证科创板200ETF联接A,富国基金,广发证券,股票型,20260108,,,20251224,,0.1698,0.15,0.05,,1.0,0.001,,上证科创板200指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260115,20260115,O
026370.OF,富国上证科创板200ETF联接C,富国基金,广发证券,股票型,20260108,,,20251224,,0.1427,0.15,0.05,,1.0,0.001,,上证科创板200指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260115,20260115,O
026007.OF,中金恒嘉稳健3个月持有C,中金基金,中国邮政储蓄银行,债券型,20260108,,,20251216,,1.2456,0.6,0.15,,1.0,0.001,,中债综合全价(总值)指数收益率*83%+中证800指数收益率*10%+金融机构人民币活期存款基准利率(税后)*5%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
025025.OF,万家启泰稳健三个月持有A,万家基金,中国建设银行,混合型,20260107,,,20260105,,10.6014,0.6,0.15,,1.0,0.0001,,中债新综合全价(总值)指数收益率*85%+中证800指数收益率*10%+活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
025052.OF,万家启泰稳健三个月持有E,万家基金,中国建设银行,混合型,20260107,,,20260105,,0.0,0.6,0.15,,1.0,0.0001,,中债新综合全价(总值)指数收益率*85%+中证800指数收益率*10%+活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
025026.OF,万家启泰稳健三个月持有C,万家基金,中国建设银行,混合型,20260107,,,20260105,,10.3864,0.6,0.15,,1.0,0.0001,,中债新综合全价(总值)指数收益率*85%+中证800指数收益率*10%+活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
159149.OF,工银创业板新能源ETF,工银瑞信基金,国投证券,股票型,20260107,,,20251222,,2.4552,0.5,0.1,,1.0,0.1,,创业板新能源指数收益率,L,被动指数型,契约型开放式,,,,O
026092.OF,国泰中证港股通汽车产业主题ETF联接C,国泰基金,宁波银行,股票型,20260107,,,20251205,,0.2174,0.5,0.1,,1.0,0.0001,,中证港股通汽车产业主题指数收益率(经估值汇率调整)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
026091.OF,国泰中证港股通汽车产业主题ETF联接A,国泰基金,宁波银行,股票型,20260107,,,20251205,,0.1617,0.5,0.1,,1.0,0.0001,,中证港股通汽车产业主题指数收益率(经估值汇率调整)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
026615.OF,国泰中证A500ETF联接Y,国泰基金,华泰证券,股票型,20260106,,,,,,0.15,0.05,,1.0,,,中证A500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260114,20260114,O
026544.OF,平安中证卫星产业指数E,平安基金,中国农业银行,股票型,20260106,,,,,,0.5,0.1,,1.0,,,中证卫星产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260106,20260106,O
026531.OF,富国鑫年C,富国基金,中国农业银行,混合型,20260105,,,,,,0.4,0.15,,1.0,,,中债综合全价指数收益率*85%+沪深300指数收益率*13.5%+恒生指数收益率(使用汇率估值折算)*1.5%,L,混合型,契约型开放式,,20260105,20260105,O
026513.OF,弘毅远方北证50成份指数I,弘毅远方基金,苏州银行,股票型,20260105,,,,,,0.5,0.05,,1.0,,,北证50成份指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260105,20260105,O
026444.OF,易方达中证细分有色金属产业主题指数A,易方达基金,北京银行,股票型,20251231,,,20251229,,0.1321,0.5,0.1,,1.0,0.0001,,中证细分有色金属产业主题指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260113,20260113,O
026468.OF,山证资管数字经济锐选A,山证资管,江苏银行,股票型,20251231,,,20251230,,0.1,1.2,0.2,,1.0,0.0001,,中证数字经济主题指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+中债综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20260113,20260113,O
026445.OF,易方达中证细分有色金属产业主题指数C,易方达基金,北京银行,股票型,20251231,,,20251229,,0.0129,0.5,0.1,,1.0,0.0001,,中证细分有色金属产业主题指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260113,20260113,O
026545.OF,中银养老目标日期2050五年持有Y,中银基金,交通银行,混合型,20251231,,,,,,0.3,0.05,,1.0,,,沪深300指数收益率*61.75%+中债综合全价(总值)指数收益率*30%+银行活期存款利率(税后)*5%+恒生指数收益率*3.25%,L,混合型,契约型开放式,,20251231,,O
026469.OF,山证资管数字经济锐选C,山证资管,江苏银行,股票型,20251231,,,20251230,,0.0006,1.2,0.2,,1.0,0.0001,,中证数字经济主题指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+中债综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20260113,20260113,O
026174.OF,路博迈港股通科技C,路博迈基金,中国工商银行,股票型,20251230,,,20251208,,5.9737,1.2,0.2,,1.0,0.001,,中证港股通科技指数(人民币)收益率*90%+银行活期存款利率(税后)*10%,L,股票型,契约型开放式,,20260115,20260115,O
026237.OF,广发平衡精选D,广发基金,中国工商银行,混合型,20251230,,,,,,1.2,0.18,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251230,20251230,O
026235.OF,广发平衡精选A,广发基金,中国工商银行,混合型,20251230,,,20251230,,,0.6,0.18,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,,20251231,O
026238.OF,广发平衡精选E,广发基金,中国工商银行,混合型,20251230,,,,,,1.2,0.18,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251230,20251230,O
026236.OF,广发平衡精选C,广发基金,中国工商银行,混合型,20251230,,,20251230,,,0.6,0.18,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,,20251231,O
026250.OF,山证资管中证同业存单指数7天持有,山证资管,平安银行,债券型,20251230,,,20251215,,3.0878,0.2,0.05,,1.0,0.0001,,中证同业存单AAA指数收益率*95%+银行人民币一年定期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
026272.OF,上银消费机遇C,上银基金,交通银行,混合型,20251230,,,20251219,,0.1046,1.2,0.2,,1.0,0.0001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数(人民币)收益率*20%+中证综合债指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026271.OF,上银消费机遇A,上银基金,交通银行,混合型,20251230,,,20251219,,0.129,1.2,0.2,,1.0,0.0001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数(人民币)收益率*20%+中证综合债指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026283.OF,东方红先锋锐选C,东方红资产管理,南京银行,混合型,20251230,,,20251226,,0.0172,1.2,0.2,,1.0,0.001,,中证500指数收益率*50%+中证港股通综合指数(人民币)收益率*30%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260112,20260112,O
026282.OF,东方红先锋锐选A,东方红资产管理,南京银行,混合型,20251230,,,20251226,,0.1342,1.2,0.2,,1.0,0.001,,中证500指数收益率*50%+中证港股通综合指数(人民币)收益率*30%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260112,20260112,O
026070.OF,安信港股通臻选A,安信基金,招商银行,混合型,20251230,,,20251222,,0.1138,1.2,0.2,,1.0,0.0001,,中证港股通综合指数(人民币)收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
026071.OF,安信港股通臻选C,安信基金,招商银行,混合型,20251230,,,20251222,,0.0811,1.2,0.2,,1.0,0.0001,,中证港股通综合指数(人民币)收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
026095.OF,易方达创业板50ETF联接A,易方达基金,交通银行,股票型,20251230,,,20251201,,5.5918,0.15,0.05,,1.0,0.0001,,创业板50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260113,20260113,O
026185.OF,恒生前海北证50成份指数增强A,恒生前海基金,华福证券,股票型,20251230,,,20251215,,0.334,0.8,0.1,,1.0,0.0001,,北证50成份指数收益率*90%+银行人民币活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,20260105,20260105,O
026096.OF,易方达创业板50ETF联接C,易方达基金,交通银行,股票型,20251230,,,20251201,,2.4618,0.15,0.05,,1.0,0.0001,,创业板50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260113,20260113,O
026186.OF,恒生前海北证50成份指数增强C,恒生前海基金,华福证券,股票型,20251230,,,20251215,,3.8009,0.8,0.1,,1.0,0.0001,,北证50成份指数收益率*90%+银行人民币活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,20260105,20260105,O
025481.OF,华夏沪深300指数量化增强C,华夏基金,中国建设银行,股票型,20251230,,,20251208,,2.085,0.5,0.1,,1.0,0.0001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026046.OF,华商安元C,华商基金,中国建设银行,债券型,20251230,,,20251208,,8.3241,0.5,0.15,,1.0,0.0001,,中债-综合全价(总值)指数收益率*88%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
025480.OF,华夏沪深300指数量化增强A,华夏基金,中国建设银行,股票型,20251230,,,20251208,,11.3447,0.5,0.1,,1.0,0.0001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026052.OF,信澳鑫丰C,信达澳亚基金,中国建设银行,债券型,20251230,,,20251215,,1.5689,0.6,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*88%+中证800指数收益率*10%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,,,O
026051.OF,信澳鑫丰A,信达澳亚基金,中国建设银行,债券型,20251230,,,20251215,,1.1999,0.6,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*88%+中证800指数收益率*10%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,,,O
026255.OF,国寿安保中证800指数增强A,国寿安保基金,交通银行,股票型,20251230,,,20251215,,2.7946,0.8,0.1,,1.0,0.0001,,中证800指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026256.OF,国寿安保中证800指数增强C,国寿安保基金,交通银行,股票型,20251230,,,20251215,,1.2656,0.8,0.1,,1.0,0.0001,,中证800指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
024826.OF,东兴低碳经济A,东兴基金,上海银行,混合型,20251230,,,20251215,,0.2264,1.2,0.2,,1.0,0.0001,,中证内地低碳经济主题指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,O
024827.OF,东兴低碳经济C,东兴基金,上海银行,混合型,20251230,,,20251215,,0.1433,1.2,0.2,,1.0,0.0001,,中证内地低碳经济主题指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,O
026251.OF,易方达消费机遇A,易方达基金,中国农业银行,混合型,20251230,,,20251208,,2.2266,0.6,0.2,,1.0,0.0001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数收益率*20%+中债总指数收益率*20%,L,混合型,契约型开放式,,,,O
026252.OF,易方达消费机遇C,易方达基金,中国农业银行,混合型,20251230,,,20251208,,1.4472,0.6,0.2,,1.0,0.0001,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数收益率*20%+中债总指数收益率*20%,L,混合型,契约型开放式,,,,O
026173.OF,路博迈港股通科技A,路博迈基金,中国工商银行,股票型,20251230,,,20251208,,3.1117,1.2,0.2,,1.0,0.001,,中证港股通科技指数(人民币)收益率*90%+银行活期存款利率(税后)*10%,L,股票型,契约型开放式,,20260115,20260115,O
026045.OF,华商安元A,华商基金,中国建设银行,债券型,20251230,,,20251208,,12.7234,0.5,0.15,,1.0,0.0001,,中债-综合全价(总值)指数收益率*88%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*2%,L,债券型,契约型开放式,,,,O
025755.OF,华泰保兴中证全指指数增强A,华泰保兴基金,平安银行,股票型,20251229,,,20251110,,0.1013,0.8,0.15,,1.0,0.0001,,中证全指指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20260106,20260106,O
017286.OF,中航祥泰6个月封闭A,中航基金,长沙银行,债券型,20251229,,,20251117,,0.2051,0.6,0.1,,1.0,0.001,,中债总指数(全价)收益率*85%+沪深300指数收益率*10%+中证港股通综合指数收益率*5%,L,债券型,契约型开放式,,,,O
026285.OF,东方红嘉享C,东方红资产管理,苏州银行,混合型,20251229,,,20251225,,0.0071,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+中证港股通综合指数(人民币)收益率*30%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260112,20260112,O
026183.OF,长江中证全指指数增强A,长江资管,平安银行,股票型,20251229,,,20251208,,0.8596,0.8,0.1,,1.0,0.001,,中证全指指数收益率*95%+银行人民币活期存款利率(税后)*5,L,增强指数型,契约型开放式,,,,O
026284.OF,东方红嘉享A,东方红资产管理,苏州银行,混合型,20251229,,,20251225,,0.1016,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+中证港股通综合指数(人民币)收益率*30%+中国债券总指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260112,20260112,O
026184.OF,长江中证全指指数增强C,长江资管,平安银行,股票型,20251229,,,20251208,,0.6349,0.8,0.1,,1.0,0.001,,中证全指指数收益率*95%+银行人民币活期存款利率(税后)*5,L,增强指数型,契约型开放式,,,,O
025325.OF,富达任远保守养老目标一年持有,富达基金,中国银行,混合型,20251229,,,20251201,,3.2099,0.6,0.15,,1.0,0.0001,,中债综合(全价)指数收益率*80%+沪深300指数收益率*5%+标普500指数收益率(经汇率调整)*5%+银行活期存款利率(税后)*5%+上海黄金交易所AU99.99现货实盘合约收益率*4%+恒生指数收益率(使用估值汇率折算)*1%,L,混合型,契约型开放式,,20260112,,O
026472.OF,益民创新优势C,益民基金,中国农业银行,混合型,20251229,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20251229,20251229,O
025987.OF,东海领航精选3个月持有D,东海基金,兴业银行,混合型,20251229,,,20251229,,,1.0,0.2,,1.0,,,中证800指数收益率*80%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,,20251229,O
024566.OF,易方达国证自由现金流ETF联接A,易方达基金,中信证券,股票型,20251229,,,20251128,,0.9262,0.15,0.05,,1.0,0.0001,,国证自由现金流指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260112,20260112,O
025986.OF,东海领航精选3个月持有C,东海基金,兴业银行,混合型,20251229,,,,,,1.0,0.2,,1.0,,,中证800指数收益率*80%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20251229,20251229,O
024567.OF,易方达国证自由现金流ETF联接C,易方达基金,中信证券,股票型,20251229,,,20251128,,6.1742,0.15,0.05,,1.0,0.0001,,国证自由现金流指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260112,20260112,O
025816.OF,中加智选添元三个月持有A,中加基金,南京银行,混合型,20251229,,,20251208,,0.4988,0.3,0.15,,1.0,0.001,,中债-综合全价(总值)指数收益率*80%+中证800指数收益率*8%+上海黄金交易所AU99.99现货实盘合约收益率*5%+银行活期存款利率(税后)*5%+经人民币汇率调整的恒生指数收益率*2%,L,混合型,契约型开放式,,,,O
025756.OF,华泰保兴中证全指指数增强C,华泰保兴基金,平安银行,股票型,20251229,,,20251110,,3.253,0.8,0.15,,1.0,0.0001,,中证全指指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20260106,20260106,O
025985.OF,东海领航精选3个月持有A,东海基金,兴业银行,混合型,20251229,,,,,,1.0,0.2,,1.0,,,中证800指数收益率*80%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20251229,20251229,O
026164.OF,英大上证科创板综合指数增强C,英大基金,恒丰银行,股票型,20251229,,,20251209,,0.7275,0.8,0.1,,1.0,0.0001,,上证科创板综合指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
025817.OF,中加智选添元三个月持有C,中加基金,南京银行,混合型,20251229,,,20251208,,3.3012,0.3,0.15,,1.0,0.001,,中债-综合全价(总值)指数收益率*80%+中证800指数收益率*8%+上海黄金交易所AU99.99现货实盘合约收益率*5%+银行活期存款利率(税后)*5%+经人民币汇率调整的恒生指数收益率*2%,L,混合型,契约型开放式,,,,O
026163.OF,英大上证科创板综合指数增强A,英大基金,恒丰银行,股票型,20251229,,,20251209,,0.1654,0.8,0.1,,1.0,0.0001,,上证科创板综合指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
024999.OF,中航祥泰6个月封闭C,中航基金,长沙银行,债券型,20251229,,,20251117,,0.0001,0.6,0.1,,1.0,0.001,,中债总指数(全价)收益率*85%+沪深300指数收益率*10%+中证港股通综合指数收益率*5%,L,债券型,契约型开放式,,,,O
026148.OF,鹏华上证科创板100指数增强C,鹏华基金,交通银行,股票型,20251226,,,20251201,,1.7736,0.8,0.15,,1.0,0.0001,,上证科创板100指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026296.OF,前海开源中证民企300ETF联接C,前海开源基金,国投证券,股票型,20251226,,,20251218,,0.0177,0.5,0.1,,1.0,0.001,,中证民企300指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260109,20260109,O
026149.OF,鹏华上证科创板100指数增强I,鹏华基金,交通银行,股票型,20251226,,,20251201,,0.0003,0.8,0.15,,1.0,0.0001,,上证科创板100指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026295.OF,前海开源中证民企300ETF联接A,前海开源基金,国投证券,股票型,20251226,,,20251218,,0.1069,0.5,0.1,,1.0,0.001,,中证民企300指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260109,20260109,O
026147.OF,鹏华上证科创板100指数增强A,鹏华基金,交通银行,股票型,20251226,,,20251201,,3.532,0.8,0.15,,1.0,0.0001,,上证科创板100指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
