ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
024874.OF,嘉实上证科创板人工智能指数A,嘉实基金,中国工商银行,股票型,20250909,,,20250818,,11.7391,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
024875.OF,嘉实上证科创板人工智能指数C,嘉实基金,中国工商银行,股票型,20250909,,,20250818,,2.1059,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
024963.OF,宏利集享C,宏利基金,交通银行,债券型,20250909,,,20250818,,1.4636,0.6,0.1,,1.0,0.0001,,中债综合全价指数收益率*80%+中证800指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,债券型,契约型开放式,,20251017,20251017,O
018210.OF,红土创新景气回报A,红土创新基金,交通银行,混合型,20250909,,,20250818,,2.0669,1.2,0.2,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20251013,20251013,O
024962.OF,宏利集享A,宏利基金,交通银行,债券型,20250909,,,20250818,,2.3537,0.6,0.1,,1.0,0.0001,,中债综合全价指数收益率*80%+中证800指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,债券型,契约型开放式,,20251017,20251017,O
023082.OF,东方红慧选成长A,东方红资产管理,中国建设银行,混合型,20250909,,,20250610,,3.2955,1.2,0.2,,1.0,0.001,,中证800指数收益率*85%+中国债券总指数收益率*10%+恒生指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20251013,20251013,O
025469.OF,太平日日金E,太平基金,兴业银行,货币市场型,20250908,,,,,,0.15,0.05,,1.0,,,人民币七天通知存款利率(税后),L,货币型,契约型开放式,,20250908,20250908,O
025403.OF,工银新经济人民币C,工银瑞信基金,交通银行,混合型,20250908,,,,,,1.2,0.2,,1.0,,,恒生指数收益率*50%+中证海外(不含香港)内地股指数收益率*25%+人民币同期活期存款利率*25%,L,灵活配置型,契约型开放式,,20250908,20250909,O
025454.OF,太平日日鑫E,太平基金,中国民生银行,货币市场型,20250908,,,,,,0.25,0.05,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20250908,20250908,O
025468.OF,富国创新趋势C,富国基金,中国银行,股票型,20250908,,,,,,1.2,0.2,,1.0,,,中证800指数收益率*80%+恒生港股通指数收益率(使用估值汇率折算)*10%+中债综合全价指数收益率*10%,L,股票型,契约型开放式,,20250908,20250909,O
025235.OF,中信建投悦享6个月持有C,中信建投基金,兴业银行,债券型,20250908,,,20250908,,,0.3,0.05,,1.0,,,中债综合财富(总值)指数收益率*80%+1年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20250910,20250910,O
025234.OF,中信建投悦享6个月持有A,中信建投基金,兴业银行,债券型,20250908,,,20250908,,,0.3,0.05,,1.0,,,中债综合财富(总值)指数收益率*80%+1年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20250910,20250910,O
025221.OF,华宝恒生港股通创新药精选ETF联接C,华宝基金,国信证券,股票型,20250905,,,20250820,,0.5088,0.5,0.1,,1.0,0.0001,,恒生港股通创新药精选指数收益率(经人民币汇率调整)*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250909,20250909,O
024220.OF,汇安中证红利低波动100指数A,汇安基金,中国农业银行,股票型,20250905,,,20250818,,1.3303,0.5,0.1,,1.0,0.0001,,中证红利低波动100指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
025220.OF,华宝恒生港股通创新药精选ETF联接A,华宝基金,国信证券,股票型,20250905,,,20250820,,0.198,0.5,0.1,,1.0,0.0001,,恒生港股通创新药精选指数收益率(经人民币汇率调整)*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250909,20250909,O
025476.OF,银华瑞和C,银华基金,中国建设银行,混合型,20250905,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20250905,20250905,O
024221.OF,汇安中证红利低波动100指数C,汇安基金,中国农业银行,股票型,20250905,,,20250818,,1.1422,0.5,0.1,,1.0,0.0001,,中证红利低波动100指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
025464.OF,国泰可转债D,国泰基金,中国建设银行,债券型,20250905,,,,,,0.7,0.2,,1.0,,,中证可转换债券指数收益率*60%+中证综合债指数收益率*30%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20250905,20250908,O
025416.OF,新华优选分红C,新华基金,中国农业银行,混合型,20250905,,,,,,1.2,0.2,,1.0,,,沪深300指数*60%+上证国债指数*40%,L,混合型,契约型开放式,,20250905,20250908,O
025414.OF,汇添富双利增强B,汇添富基金,浦发银行,债券型,20250905,,,,,,0.4,0.1,,1.0,,,银行三年期存款利率(税后)+1.5%,L,债券型,契约型开放式,,20250905,20250905,O
025415.OF,新华策略精选C,新华基金,中国农业银行,股票型,20250905,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20250905,20250908,O
025413.OF,汇添富可转债D,汇添富基金,中国工商银行,债券型,20250905,,,,,,0.75,0.2,,1.0,,,中证可转换债券指数收益率*70%+中债综合指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20250905,20250905,O
025352.OF,凯石瑞鑫6个月持有A,凯石基金,兴业银行,混合型,20250904,,,20250827,,0.1,0.8,0.1,,1.0,0.0001,,中债综合全价指数收益率*85%+沪深300指数收益率*5%+中证港股通综合指数(人民币)收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20251014,20251014,O
024027.OF,招商均衡优选A,招商基金,交通银行,混合型,20250904,,,20250902,,49.5508,1.2,0.2,,1.0,0.0001,,中证A500指数收益率*70%+恒生综合指数收益率(经估值汇率调整后)*20%+中债综合(全价)指数收益率*10%,L,混合型,契约型开放式,,20250919,20250919,O
024028.OF,招商均衡优选C,招商基金,交通银行,混合型,20250904,,,20250902,,0.0,1.2,0.2,,1.0,0.0001,,中证A500指数收益率*70%+恒生综合指数收益率(经估值汇率调整后)*20%+中债综合(全价)指数收益率*10%,L,混合型,契约型开放式,,20250919,20250919,O
024594.OF,财通华晟量化选股A,财通基金,长沙银行,混合型,20250904,,,20250818,,0.3641,1.2,0.1,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20251013,20251015,O
025425.OF,华宝安盈E,华宝基金,中国银行,混合型,20250904,,,,,,1.0,0.2,,1.0,,,中证综合债指数收益率*80%+沪深300指数收益率*18%+恒生指数收益率*2%,L,混合型,契约型开放式,,20250904,20250905,O
025353.OF,凯石瑞鑫6个月持有C,凯石基金,兴业银行,混合型,20250904,,,20250827,,0.0051,0.8,0.1,,1.0,0.0001,,中债综合全价指数收益率*85%+沪深300指数收益率*5%+中证港股通综合指数(人民币)收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20251014,20251014,O
025225.OF,富国恒指港股通ETF联接C,富国基金,华泰证券,股票型,20250904,,,20250820,,0.0378,0.5,0.1,,1.0,0.001,,恒指港股通指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250912,20250912,O
025224.OF,富国恒指港股通ETF联接A,富国基金,华泰证券,股票型,20250904,,,20250820,,0.1437,0.5,0.1,,1.0,0.001,,恒指港股通指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250912,20250912,O
024595.OF,财通华晟量化选股C,财通基金,长沙银行,混合型,20250904,,,20250818,,1.7628,1.2,0.1,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20251013,20251015,O
024647.OF,中欧制造升级A,中欧基金,中国银行,混合型,20250903,,,20250818,,0.4254,1.2,0.2,,1.0,0.0001,,中证先进制造100策略指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20250917,20250917,O
025354.OF,汇添富双利D,汇添富基金,中国工商银行,债券型,20250903,,,,,,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20250903,20250903,O
025109.OF,嘉实汇利120天滚动持有纯债A,嘉实基金,中国银行,债券型,20250903,,,20250812,,7.6452,0.22,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20251215,20260105,O
025382.OF,长盛研发回报C,长盛基金,中国银行,混合型,20250903,,,,,,1.2,0.2,,1.0,,,中证500指数收益率*50%+恒生指数收益率*30%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20250903,20250904,O
025110.OF,嘉实汇利120天滚动持有纯债C,嘉实基金,中国银行,债券型,20250903,,,20250812,,3.6203,0.22,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20251215,20260105,O
024648.OF,中欧制造升级C,中欧基金,中国银行,混合型,20250903,,,20250818,,0.3968,1.2,0.2,,1.0,0.0001,,中证先进制造100策略指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20250917,20250917,O
025394.OF,南方康乐养老目标日期2045三年持有Y,南方基金,中国工商银行,混合型,20250903,,,,,,0.45,0.075,,1.0,,,中证偏股型基金指数收益率*50%+中债综合指数收益率*50%,L,混合型,契约型开放式,,20250903,20250903,O
025375.OF,鹏华稳健添利F,鹏华基金,北京银行,债券型,20250903,,,,,,0.4,0.1,,1.0,,,中债综合指数收益率*90%+沪深300指数收益率*7.5%+中证港股通综合指数(人民币)收益率*2.5%,L,债券型,契约型开放式,,20250903,20250904,O
025170.OF,博时创业板指数增强A,博时基金,中信建投证券,股票型,20250902,,,20250825,,1.2024,0.8,0.2,,1.0,0.0001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250916,20250916,O
024300.OF,交银120天滚动持有A,交银施罗德基金,兴业银行,债券型,20250902,,,20250825,,0.7933,0.2,0.05,,1.0,0.0001,,中债综合全价指数收益率*90%+人民币活期存款利率(税后)*10%,L,债券型,契约型开放式,,20251201,20251230,O
023386.OF,国泰聚智量化选股A,国泰基金,中信证券,混合型,20250902,,,20250708,,0.0906,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*75%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率(经估值汇率调整)*5%,L,混合型,契约型开放式,,20250910,20250910,O
024534.OF,平安港股通科技精选A,平安基金,中国建设银行,混合型,20250902,,,20250811,,14.2732,1.2,0.2,,1.0,0.0001,,恒生科技指数收益率(经汇率调整)*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20251201,20251201,O
025171.OF,博时创业板指数增强C,博时基金,中信建投证券,股票型,20250902,,,20250825,,2.0784,0.8,0.2,,1.0,0.0001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250916,20250916,O
023617.OF,博时中证800指数增强C,博时基金,浦发银行,股票型,20250902,,,20250814,,0.9126,0.8,0.1,,1.0,0.0001,,中证800指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250912,20250912,O
024636.OF,招商沪深300增强策略ETF联接A,招商基金,中国民生银行,股票型,20250902,,,20250818,,0.4005,0.5,0.1,,1.0,0.0001,,沪深300指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250917,20250917,O
024535.OF,平安港股通科技精选C,平安基金,中国建设银行,混合型,20250902,,,20250811,,3.107,1.2,0.2,,1.0,0.0001,,恒生科技指数收益率(经汇率调整)*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20251201,20251201,O
025195.OF,广发创业板指数增强A,广发基金,中国建设银行,股票型,20250902,,,20250815,,14.8927,0.8,0.1,,1.0,0.0001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250929,20250929,O
024727.OF,工银臻选回报,工银瑞信基金,招商银行,混合型,20250902,,,20250811,,9.6352,1.2,0.2,,1.0,0.0001,,中证800指数收益率*50%+中证港股通综合指数收益率(经汇率调整)*25%+中债综合财富(总值)指数收益率*25%,L,混合型,契约型开放式,,20250917,20250917,O
024840.OF,汇添富稳弘纯债C,汇添富基金,中国邮政储蓄银行,债券型,20250902,,,20250818,,6.7959,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20251010,20251010,O
024839.OF,汇添富稳弘纯债A,汇添富基金,中国邮政储蓄银行,债券型,20250902,,,20250818,,5.0812,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20251010,20251010,O
024332.OF,招商中证500增强策略ETF联接A,招商基金,国投证券,股票型,20250902,,,20250818,,1.0401,0.5,0.1,,1.0,0.0001,,中证500指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250915,20250915,O
024898.OF,国投瑞银上证科创板人工智能指数A,国投瑞银基金,中国工商银行,股票型,20250902,,,20250811,,7.5357,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
024637.OF,招商沪深300增强策略ETF联接C,招商基金,中国民生银行,股票型,20250902,,,20250818,,1.1088,0.5,0.1,,1.0,0.0001,,沪深300指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250917,20250917,O
024732.OF,鹏华上证科创板生物医药ETF联接A,鹏华基金,中信证券,股票型,20250902,,,20250818,,0.2922,0.5,0.1,,1.0,0.0001,,上证科创板生物医药指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250911,20250911,O
023314.OF,国泰聚鑫量化选股C,国泰基金,国泰海通,混合型,20250902,,,20250704,,0.0199,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*75%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率(经估值汇率调整)*5%,L,混合型,契约型开放式,,20250910,20250910,O
024778.OF,金鹰中证全指自由现金流指数B,金鹰基金,中国邮政储蓄银行,股票型,20250902,,,20250818,,0.0801,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251017,20251017,O
025196.OF,广发创业板指数增强C,广发基金,中国建设银行,股票型,20250902,,,20250815,,9.0419,0.8,0.1,,1.0,0.0001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250929,20250929,O
024301.OF,交银120天滚动持有C,交银施罗德基金,兴业银行,债券型,20250902,,,20250825,,1.6046,0.2,0.05,,1.0,0.0001,,中债综合全价指数收益率*90%+人民币活期存款利率(税后)*10%,L,债券型,契约型开放式,,20251201,20251230,O
024777.OF,金鹰中证全指自由现金流指数A,金鹰基金,中国邮政储蓄银行,股票型,20250902,,,20250818,,3.0521,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251017,20251017,O
025061.OF,国泰优质核心C,国泰基金,中国银行,混合型,20250902,,,20250811,,5.8243,0.6,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数收益率(经估值汇率调整)*20%+中债新综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20251201,,O
025060.OF,国泰优质核心A,国泰基金,中国银行,混合型,20250902,,,20250811,,10.3429,0.6,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数收益率(经估值汇率调整)*20%+中债新综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20251201,,O
023313.OF,国泰聚鑫量化选股A,国泰基金,国泰海通,混合型,20250902,,,20250704,,0.188,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*75%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率(经估值汇率调整)*5%,L,混合型,契约型开放式,,20250910,20250910,O
024734.OF,鹏华上证科创板生物医药ETF联接I,鹏华基金,中信证券,股票型,20250902,,,20250818,,0.0003,0.5,0.1,,1.0,0.0001,,上证科创板生物医药指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250911,20250911,O
023653.OF,安信鑫利30天持有A,安信基金,招商银行,债券型,20250902,,,20250818,,0.8348,0.2,0.05,,1.0,0.0001,,中债-综合全价(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20251009,20251009,O
024701.OF,嘉实中证港股通创新药ETF联接C,嘉实基金,中国建设银行,股票型,20250902,,,20250811,,3.3913,0.5,0.1,,1.0,0.0001,,中证港股通创新药指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250916,20250916,O
024733.OF,鹏华上证科创板生物医药ETF联接C,鹏华基金,中信证券,股票型,20250902,,,20250818,,0.9891,0.5,0.1,,1.0,0.0001,,上证科创板生物医药指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250911,20250911,O
025164.OF,易方达创业板增强A,易方达基金,中国农业银行,股票型,20250902,,,20250818,,3.4587,0.8,0.1,,1.0,0.0001,,创业板指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250929,20250929,O
023654.OF,安信鑫利30天持有C,安信基金,招商银行,债券型,20250902,,,20250818,,6.0691,0.2,0.05,,1.0,0.0001,,中债-综合全价(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20251009,20251009,O
023387.OF,国泰聚智量化选股C,国泰基金,中信证券,混合型,20250902,,,20250708,,0.01,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*75%+银行活期存款利率(税后)*20%+中证港股通综合指数收益率(经估值汇率调整)*5%,L,混合型,契约型开放式,,20250910,20250910,O
024333.OF,招商中证500增强策略ETF联接C,招商基金,国投证券,股票型,20250902,,,20250818,,0.6248,0.5,0.1,,1.0,0.0001,,中证500指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250915,20250915,O
024899.OF,国投瑞银上证科创板人工智能指数C,国投瑞银基金,中国工商银行,股票型,20250902,,,20250811,,1.2713,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251009,20251009,O
024418.OF,华夏上证科创板半导体材料设备主题ETF联接C,华夏基金,长江证券,股票型,20250902,,,20250818,,0.4981,0.5,0.1,,1.0,0.0001,,上证科创板半导体材料设备主题指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250912,20250912,O
023616.OF,博时中证800指数增强A,博时基金,浦发银行,股票型,20250902,,,20250814,,1.1737,0.8,0.1,,1.0,0.0001,,中证800指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250912,20250912,O
024700.OF,嘉实中证港股通创新药ETF联接A,嘉实基金,中国建设银行,股票型,20250902,,,20250811,,4.6619,0.5,0.1,,1.0,0.0001,,中证港股通创新药指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250916,20250916,O
024857.OF,天弘创业板指数量化增强A,天弘基金,浦发银行,股票型,20250902,,,20250811,,3.866,0.8,0.1,,1.0,0.0,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250910,20250910,O
024858.OF,天弘创业板指数量化增强C,天弘基金,浦发银行,股票型,20250902,,,20250811,,5.0102,0.8,0.1,,1.0,0.0,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250910,20250910,O
024780.OF,金鹰中证全指自由现金流指数D,金鹰基金,中国邮政储蓄银行,股票型,20250902,,,20250818,,0.3123,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251017,20251017,O
024779.OF,金鹰中证全指自由现金流指数C,金鹰基金,中国邮政储蓄银行,股票型,20250902,,,20250818,,0.8268,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251017,20251017,O
025165.OF,易方达创业板增强C,易方达基金,中国农业银行,股票型,20250902,,,20250818,,3.7572,0.8,0.1,,1.0,0.0001,,创业板指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250929,20250929,O
023421.OF,永赢锐见先锋C,永赢基金,中国农业银行,混合型,20250902,,,20250718,,4.3618,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生指数收益率(按估值汇率折算)*10%,L,混合型,契约型开放式,,20251202,20251202,O
023420.OF,永赢锐见先锋A,永赢基金,中国农业银行,混合型,20250902,,,20250718,,9.0281,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生指数收益率(按估值汇率折算)*10%,L,混合型,契约型开放式,,20251202,20251202,O
024417.OF,华夏上证科创板半导体材料设备主题ETF联接A,华夏基金,长江证券,股票型,20250902,,,20250818,,0.7906,0.5,0.1,,1.0,0.0001,,上证科创板半导体材料设备主题指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250912,20250912,O
024853.OF,国泰上证科创板芯片ETF联接A,国泰基金,国投证券,股票型,20250901,,,20250811,,0.4776,0.5,0.1,,1.0,0.0001,,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250904,20250904,O
024892.OF,中欧上证科创板综合指数量化增强C,中欧基金,招商银行,股票型,20250901,,,20250818,,1.2257,0.8,0.15,,1.0,0.0001,,上证科创板综合指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20251128,20251128,O
024854.OF,国泰上证科创板芯片ETF联接C,国泰基金,国投证券,股票型,20250901,,,20250811,,2.9014,0.5,0.1,,1.0,0.0001,,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250904,20250904,O
024750.OF,兴业上证科创板人工智能指数A,兴业基金,中国农业银行,股票型,20250901,,,20250815,,4.526,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250915,20250915,O
024891.OF,中欧上证科创板综合指数量化增强A,中欧基金,招商银行,股票型,20250901,,,20250818,,2.3431,0.8,0.15,,1.0,0.0001,,上证科创板综合指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20251128,20251128,O
024751.OF,兴业上证科创板人工智能指数C,兴业基金,中国农业银行,股票型,20250901,,,20250815,,5.0399,0.5,0.1,,1.0,0.0001,,上证科创板人工智能指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250915,20250915,O
022508.OF,泉果消费机遇C,泉果基金,中信银行,混合型,20250901,,,,,,1.2,0.2,,1.0,,,中证内地消费主题指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20250901,20250901,O
025420.OF,国泰海通中证A500指数增强D,国泰海通资管,招商银行,股票型,20250901,,,,,,0.8,0.15,,1.0,,,中证A500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20250901,20250902,O
025400.OF,南方昌元可转债B,南方基金,中国银行,债券型,20250901,,,,,,1.0,0.2,,1.0,,,中证可转换债券指数收益率*70%+中债综合指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20250901,20250901,O
024835.OF,博时中证全指自由现金流ETF联接E,博时基金,中信银行,股票型,20250901,,,20250811,,0.3175,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250909,20250909,O
024834.OF,博时中证全指自由现金流ETF联接C,博时基金,中信银行,股票型,20250901,,,20250811,,0.6658,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250909,20250909,O
024833.OF,博时中证全指自由现金流ETF联接A,博时基金,中信银行,股票型,20250901,,,20250811,,1.1557,0.5,0.1,,1.0,0.0001,,中证全指自由现金流指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250909,20250909,O
025002.OF,交银产业臻选,交银施罗德基金,招商银行,混合型,20250901,,,20250818,,17.1719,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率(人民币计价)*5%,L,混合型,契约型开放式,,20251013,20251013,O
025344.OF,民生加银睿通3个月C,民生加银基金,交通银行,债券型,20250901,,,,,,0.3,0.1,,1.0,,,中国债券综合指数收益率,L,债券型,契约型开放式,,20250905,20250905,O
025395.OF,圆信永丰高端制造C,圆信永丰基金,中国工商银行,混合型,20250901,,,,,,1.2,0.2,,1.0,,,中证高端制造主题指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20250901,20250901,O
023434.OF,金元顺安乾利C,金元顺安基金,长沙银行,混合型,20250829,,,20250718,,2.0789,1.2,0.15,,1.0,0.001,,中证800指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20250929,20250929,O
025193.OF,银华中证全指证券公司ETF联接A,银华基金,招商银行,股票型,20250829,,,20250825,,0.1193,0.15,0.05,,1.0,0.0001,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20250905,20250905,O
025372.OF,景顺长城景颐裕利F,景顺长城基金,中国农业银行,债券型,20250829,,,,,,0.7,0.15,,1.0,,,中证综合债指数收益率*90%+沪深300指数收益率*8%+恒生指数收益率(使用估值汇率折算)*2%,L,债券型,契约型开放式,,20250829,20250829,O
024026.OF,国联安上证科创板综合指数增强C,国联安基金,浦发银行,股票型,20250829,,,20250814,,2.1161,0.8,0.1,,1.0,0.0001,,上证科创板综合指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20251031,20251031,O
024014.OF,万家启诚平衡三个月持有C,万家基金,中国农业银行,混合型,20250829,,,20250814,,1.8734,0.6,0.1,,1.0,0.0001,,中债新综合全价(总值)指数收益率*50%+中证800指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20251201,20251201,O
023433.OF,金元顺安乾利A,金元顺安基金,长沙银行,混合型,20250829,,,20250718,,0.2566,1.2,0.15,,1.0,0.001,,中证800指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20250929,20250929,O
024013.OF,万家启诚平衡三个月持有A,万家基金,中国农业银行,混合型,20250829,,,20250814,,2.0354,0.6,0.1,,1.0,0.0001,,中债新综合全价(总值)指数收益率*50%+中证800指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20251201,20251201,O
