ts_code,name,invest_type,category
018185.OF,万家先进制造C,混合型,混合型-偏股
017724.OF,银华心质C,混合型,混合型-偏股
017728.OF,创金合信荣和积极养老目标五年持有,混合型,混合型-偏股
018096.OF,东财价值启航A,混合型,混合型-偏股
018097.OF,东财价值启航C,混合型,混合型-偏股
016667.OF,景顺长城全球半导体芯片产业A美元现汇,股票型,主动股票型
016668.OF,景顺长城全球半导体芯片产业C,股票型,主动股票型
017723.OF,银华心质A,混合型,混合型-偏股
017794.OF,交银启盛A,混合型,混合型-偏股
017795.OF,交银启盛C,混合型,混合型-偏股
018225.OF,大成策略回报C,混合型,混合型-偏股
017859.OF,交银持续成长C,混合型,混合型-偏股
018141.OF,中金优选长兴稳健6个月持有A,混合型,混合型-偏股
018142.OF,中金优选长兴稳健6个月持有C,混合型,混合型-偏股
017146.OF,永赢恒欣稳健养老目标三年持有A,混合型,混合型-偏股
017600.OF,华夏行业甄选A,混合型,混合型-偏股
016864.OF,华安招裕一年持有C,混合型,混合型-偏股
017828.OF,富国时代精选A,混合型,混合型-偏股
017829.OF,富国时代精选C,混合型,混合型-偏股
017668.OF,鹏华新材料C,混合型,混合型-偏股
017601.OF,华夏行业甄选C,混合型,混合型-偏股
017401.OF,贝莱德行业优选C,混合型,混合型-偏股
017400.OF,贝莱德行业优选A,混合型,混合型-偏股
016863.OF,华安招裕一年持有A,混合型,混合型-偏股
017980.OF,南方养老目标日期2055五年持有A,混合型,混合型-偏股
017667.OF,鹏华新材料A,混合型,混合型-偏股
018162.OF,宏利泰和稳健养老Y,混合型,混合型-偏股
018163.OF,宏利悠然Y,混合型,混合型-偏股
018203.OF,信澳核心科技C,混合型,混合型-偏股
018151.OF,银华尊禧稳健养老一年持有Y,混合型,混合型-偏股
017973.OF,易方达港股通优质增长A,混合型,混合型-偏股
017974.OF,易方达港股通优质增长C,混合型,混合型-偏股
018164.OF,宏利养老目标2030一年持有Y,混合型,混合型-偏股
018161.OF,宏利泰和养老(FOF)Y,混合型,混合型-偏股
017982.OF,东财成长优选C,混合型,混合型-偏股
017654.OF,创金合信全球芯片产业C,股票型,主动股票型
017946.OF,国富沪港深成长精选C,股票型,主动股票型
018030.OF,泓德新能源产业C,混合型,混合型-偏股
017468.OF,鑫元消费甄选C,混合型,混合型-偏股
017981.OF,东财成长优选A,混合型,混合型-偏股
017653.OF,创金合信全球芯片产业A,股票型,主动股票型
017467.OF,鑫元消费甄选A,混合型,混合型-偏股
018029.OF,泓德新能源产业A,混合型,混合型-偏股
018152.OF,长城核心优势C,混合型,混合型-偏股
017063.OF,申万菱信乐成A,混合型,混合型-偏股
017064.OF,申万菱信乐成C,混合型,混合型-偏股
017764.OF,大成均衡增长A,混合型,混合型-偏股
017553.OF,交银瑞鑫六个月持有C,混合型,混合型-偏股
017765.OF,大成均衡增长C,混合型,混合型-偏股
017802.OF,汇添富战略精选中小盘市值3年持有C,混合型,混合型-偏股
017131.OF,国投瑞银比较优势一年持有C,混合型,混合型-偏股
017801.OF,汇添富战略精选中小盘市值3年持有A,混合型,混合型-偏股
017130.OF,国投瑞银比较优势一年持有A,混合型,混合型-偏股
017998.OF,中欧融恒平衡A,灵活配置型,混合型-平衡
017625.OF,农银瑞云增益6个月持有C,混合型,混合型-偏股
016449.OF,南方新材料A,股票型,主动股票型
017589.OF,中泰天择稳健6个月持有A,混合型,混合型-偏股
017590.OF,中泰天择稳健6个月持有C,混合型,混合型-偏股
016450.OF,南方新材料C,股票型,主动股票型
017532.OF,平安研究优选A,混合型,混合型-偏股
017960.OF,招商趋势领航A,混合型,混合型-偏股
017218.OF,鹏华汽车产业A,混合型,混合型-偏股
017999.OF,中欧融恒平衡C,灵活配置型,混合型-平衡
017219.OF,鹏华汽车产业C,混合型,混合型-偏股
017533.OF,平安研究优选C,混合型,混合型-偏股
017624.OF,农银瑞云增益6个月持有A,混合型,混合型-偏股
017961.OF,招商趋势领航C,混合型,混合型-偏股
016491.OF,华安事件驱动量化策略C,混合型,混合型-偏股
017079.OF,格林鑫利六个月持有A,混合型,混合型-偏股
017080.OF,格林鑫利六个月持有C,混合型,混合型-偏股
018147.OF,建信新兴市场优选C,混合型,混合型-偏股
016844.OF,红土创新稳益6个月持有A,混合型,混合型-偏股
017827.OF,兴全欣越C,混合型,混合型-偏股
016845.OF,红土创新稳益6个月持有C,混合型,混合型-偏股
016515.OF,申万菱信智能生活量化选股A,混合型,混合型-偏股
016516.OF,申万菱信智能生活量化选股C,混合型,混合型-偏股
017826.OF,兴全欣越A,混合型,混合型-偏股
017948.OF,国富中小盘C,股票型,主动股票型
017876.OF,汇添富新能源精选A,混合型,混合型-偏股
017877.OF,汇添富新能源精选C,混合型,混合型-偏股
018075.OF,长盛航天海工装备C,灵活配置型,混合型-平衡
017993.OF,方正富邦远见成长A,混合型,混合型-偏股
017994.OF,方正富邦远见成长C,混合型,混合型-偏股
016333.OF,长城产业臻选C,混合型,混合型-偏股
016702.OF,银华海外数字经济量化选股C,混合型,混合型-偏股
016332.OF,长城产业臻选A,混合型,混合型-偏股
016701.OF,银华海外数字经济量化选股A,混合型,混合型-偏股
017619.OF,鑫元添鑫回报6个月持有A,混合型,混合型-偏股
017431.OF,嘉实全球创新龙头C,股票型,主动股票型
017620.OF,鑫元添鑫回报6个月持有C,混合型,混合型-偏股
017749.OF,国投瑞银景气驱动A,混合型,混合型-偏股
012350.OF,万家元贞量化选股A,股票型,主动股票型
017083.OF,鹏华安锦一年持有A,混合型,混合型-偏股
012351.OF,万家元贞量化选股C,股票型,主动股票型
017166.OF,易米低碳经济C,股票型,主动股票型
017430.OF,嘉实全球创新龙头美元,股票型,主动股票型
017429.OF,嘉实全球创新龙头A,股票型,主动股票型
017552.OF,南方景气前瞻C,混合型,混合型-偏股
017084.OF,鹏华安锦一年持有C,混合型,混合型-偏股
017750.OF,国投瑞银景气驱动C,混合型,混合型-偏股
017977.OF,信澳优享生活A,混合型,混合型-偏股
017165.OF,易米低碳经济A,股票型,主动股票型
017551.OF,南方景气前瞻A,混合型,混合型-偏股
017978.OF,信澳优享生活C,混合型,混合型-偏股
018077.OF,光大优势C,混合型,混合型-偏股
018076.OF,光大健康优加C,混合型,混合型-偏股
016244.OF,广发成长领航一年持有C,混合型,混合型-偏股
018082.OF,光大产业新动力C,灵活配置型,混合型-平衡
014450.OF,富国融丰两年定开C,混合型,混合型-偏股
014449.OF,富国融丰两年定开A,混合型,混合型-偏股
016243.OF,广发成长领航一年持有A,混合型,混合型-偏股
018037.OF,泰康宏泰回报C,混合型,混合型-偏股
018057.OF,金鹰行业优势C,稳健增长型,主动股票型
017968.OF,华富科技动能C,混合型,混合型-偏股
017773.OF,大成消费主题C,混合型,混合型-偏股
008589.OF,大成景润C,灵活配置型,混合型-平衡
017772.OF,大成景阳领先C,混合型,混合型-偏股
017739.OF,大成财富管理2020C,混合型,混合型-偏股
018004.OF,广发优质生活C,混合型,混合型-偏股
015735.OF,红塔红土信息产业精选C,股票型,主动股票型
015734.OF,红塔红土信息产业精选A,股票型,主动股票型
017770.OF,博时信享一年持有C,混合型,混合型-偏股
017769.OF,博时信享一年持有A,混合型,混合型-偏股
016834.OF,东方红共赢甄选一年持有A,混合型,混合型-偏股
016835.OF,东方红共赢甄选一年持有C,混合型,混合型-偏股
018040.OF,财通资管鑫锐E,混合型,混合型-偏股
017414.OF,易方达安盈回报C,混合型,混合型-偏股
014026.OF,易方达优选星汇六个月持有A,混合型,混合型-偏股
017143.OF,华宝远见回报C,混合型,混合型-偏股
014027.OF,易方达优选星汇六个月持有C,混合型,混合型-偏股
016979.OF,博时均衡优选C,混合型,混合型-偏股
016045.OF,华商研究回报一年持有A,混合型,混合型-偏股
018041.OF,财通资管鑫逸E,混合型,混合型-偏股
016927.OF,诺德惠享稳健三个月持有,混合型,混合型-偏股
016978.OF,博时均衡优选A,混合型,混合型-偏股
016046.OF,华商研究回报一年持有C,混合型,混合型-偏股
016660.OF,招商和惠养老2045五年持有A,混合型,混合型-偏股
017142.OF,华宝远见回报A,混合型,混合型-偏股
017086.OF,嘉实ESG可持续投资A,混合型,混合型-偏股
017087.OF,嘉实ESG可持续投资C,混合型,混合型-偏股
017915.OF,中海消费主题精选C,混合型,混合型-偏股
017921.OF,中海医疗保健C,股票型,主动股票型
017942.OF,银华尊和养老目标日期2045三年持有Y,混合型,混合型-偏股
017878.OF,华安匠心甄选A,混合型,混合型-偏股
017879.OF,华安匠心甄选C,混合型,混合型-偏股
018023.OF,华商上游产业C,股票型,主动股票型
017969.OF,华富产业升级C,灵活配置型,混合型-平衡
016135.OF,嘉实优势成长C,灵活配置型,混合型-平衡
018009.OF,长盛医疗行业C,股票型,主动股票型
018008.OF,大成优选C,混合型,混合型-偏股
018010.OF,长盛电子信息产业C,混合型,混合型-偏股
017966.OF,华富竞争力优选C,混合型,混合型-偏股
017437.OF,华宝纳斯达克精选C,股票型,主动股票型
017103.OF,大摩数字经济C,混合型,混合型-偏股
017436.OF,华宝纳斯达克精选A,股票型,主动股票型
018003.OF,南方兴盛先锋C,混合型,混合型-偏股
017102.OF,大摩数字经济A,混合型,混合型-偏股
016605.OF,财通资管臻享成长A,混合型,混合型-偏股
016606.OF,财通资管臻享成长C,混合型,混合型-偏股
017934.OF,国泰海通高端装备C,混合型,混合型-偏股
016985.OF,英大延福养老2035三年持有,混合型,混合型-偏股
017933.OF,国泰海通高端装备A,混合型,混合型-偏股
017425.OF,华泰紫金先进制造C,混合型,混合型-偏股
017424.OF,华泰紫金先进制造A,混合型,混合型-偏股
017049.OF,富安达产业优选C,混合型,混合型-偏股
016998.OF,创金合信产业臻选平衡C,混合型,混合型-偏股
014699.OF,东方高端制造A,混合型,混合型-偏股
017048.OF,富安达产业优选A,混合型,混合型-偏股
015985.OF,金鹰碳中和C,混合型,混合型-偏股
017850.OF,交银启信A,混合型,混合型-偏股
015984.OF,金鹰碳中和A,混合型,混合型-偏股
017936.OF,国泰海通远见价值C,混合型,混合型-偏股
017851.OF,交银启信C,混合型,混合型-偏股
017935.OF,国泰海通远见价值A,混合型,混合型-偏股
008577.OF,财通碳中和一年持有C,混合型,混合型-偏股
016922.OF,英大延福养老2055三年持有,混合型,混合型-偏股
014700.OF,东方高端制造C,混合型,混合型-偏股
008576.OF,财通碳中和一年持有A,混合型,混合型-偏股
016997.OF,创金合信产业臻选平衡A,混合型,混合型-偏股
017164.OF,英大延福养老2060三年持有,混合型,混合型-偏股
017844.OF,兴全优选积极三个月持有A,混合型,混合型-偏股
018005.OF,光大新增长C,混合型,混合型-偏股
017640.OF,景顺长城景气优选一年持有C,混合型,混合型-偏股
017421.OF,天弘安康颐睿一年持有A,混合型,混合型-偏股
017639.OF,景顺长城景气优选一年持有A,混合型,混合型-偏股
017217.OF,国投瑞银策略智选C,混合型,混合型-偏股
017737.OF,融通慧心A,混合型,混合型-偏股
017216.OF,国投瑞银策略智选A,混合型,混合型-偏股
017422.OF,天弘安康颐睿一年持有C,混合型,混合型-偏股
017707.OF,建信阿尔法一年持有,混合型,混合型-偏股
017738.OF,融通慧心C,混合型,混合型-偏股
017861.OF,景顺长城致远C,混合型,混合型-偏股
017845.OF,兴全优选积极三个月持有C,混合型,混合型-偏股
017860.OF,景顺长城致远A,混合型,混合型-偏股
017979.OF,交银国企改革C,灵活配置型,混合型-平衡
017232.OF,工银瑞信稳润一年持有A,混合型,混合型-偏股
017233.OF,工银瑞信稳润一年持有C,混合型,混合型-偏股
015369.OF,国泰海通领航成长一年持有C,混合型,混合型-偏股
015368.OF,国泰海通领航成长一年持有A,混合型,混合型-偏股
017947.OF,国富港股通远见价值C,混合型,混合型-偏股
017995.OF,华宝事件驱动C,混合型,混合型-偏股
017042.OF,富国碳中和C,混合型,混合型-偏股
018007.OF,招商瑞利C,灵活配置型,混合型-平衡
017041.OF,富国碳中和A,混合型,混合型-偏股
017857.OF,东财时代优选A,混合型,混合型-偏股
016547.OF,大成盛享一年持有A,混合型,混合型-偏股
017858.OF,东财时代优选C,混合型,混合型-偏股
016548.OF,大成盛享一年持有C,混合型,混合型-偏股
017843.OF,农银汇理景气优选C,混合型,混合型-偏股
017957.OF,汇添富稳健鑫添益六个月持有C,混合型,混合型-偏股
017967.OF,华富新能源C,股票型,主动股票型
017842.OF,农银汇理景气优选A,混合型,混合型-偏股
012482.OF,泓德医疗创新C,混合型,混合型-偏股
016037.OF,汇添富鑫添盈一年持有C,混合型,混合型-偏股
017811.OF,东方人工智能主题C,混合型,混合型-偏股
017874.OF,国金量化多策略C,灵活配置型,混合型-平衡
016036.OF,汇添富鑫添盈一年持有A,混合型,混合型-偏股
017941.OF,国投瑞银国家安全C,灵活配置型,混合型-平衡
012481.OF,泓德医疗创新A,混合型,混合型-偏股
017598.OF,华夏景气驱动A,混合型,混合型-偏股
017720.OF,华夏消费臻选C,混合型,混合型-偏股
017599.OF,华夏景气驱动C,混合型,混合型-偏股
014223.OF,汇添富核心优选六个月持有C,混合型,混合型-偏股
017612.OF,宏利复兴伟业C,灵活配置型,混合型-平衡
014222.OF,汇添富核心优选六个月持有A,混合型,混合型-偏股
017060.OF,兴业聚福一年持有A,混合型,混合型-偏股
017061.OF,兴业聚福一年持有C,混合型,混合型-偏股
017719.OF,华夏消费臻选A,混合型,混合型-偏股
017716.OF,华宝量化选股C,混合型,混合型-偏股
017715.OF,华宝量化选股A,混合型,混合型-偏股
017927.OF,华商新动力C,混合型,混合型-偏股
016222.OF,华夏聚恒优选三个月持有C,混合型,混合型-偏股
016221.OF,华夏聚恒优选三个月持有A,混合型,混合型-偏股
017415.OF,中泰元和价值精选A,混合型,混合型-偏股
017416.OF,中泰元和价值精选C,混合型,混合型-偏股
016220.OF,华夏聚锐优选三个月持有C,混合型,混合型-偏股
015962.OF,国联添安稳健养老一年持有A,混合型,混合型-偏股
017900.OF,鹏华医药科技C,股票型,主动股票型
017745.OF,嘉实绿色主题C,股票型,主动股票型
016219.OF,华夏聚锐优选三个月持有A,混合型,混合型-偏股
017744.OF,嘉实绿色主题A,股票型,主动股票型
014168.OF,华安慧心楚选配置三年持有A,混合型,混合型-偏股
017885.OF,长城久润C,灵活配置型,混合型-平衡
014169.OF,华安慧心楚选配置三年持有C,混合型,混合型-偏股
017916.OF,国寿安保成长优选C,股票型,主动股票型
017901.OF,国寿安保养老目标日期2030三年持有Y,混合型,混合型-偏股
017722.OF,华夏汽车产业C,混合型,混合型-偏股
017721.OF,华夏汽车产业A,混合型,混合型-偏股
017909.OF,国寿安保稳健养老一年Y,混合型,混合型-偏股
017929.OF,前海开源沪港深新机遇C,灵活配置型,混合型-平衡
016746.OF,浦银安盛光耀优选A,混合型,混合型-偏股
016252.OF,华夏景气成长一年持有A,混合型,混合型-偏股
016253.OF,华夏景气成长一年持有C,混合型,混合型-偏股
017697.OF,华夏新材料龙头A,混合型,混合型-偏股
017911.OF,华泰柏瑞新经济沪港深C,灵活配置型,混合型-平衡
017698.OF,华夏新材料龙头C,混合型,混合型-偏股
016747.OF,浦银安盛光耀优选C,混合型,混合型-偏股
017762.OF,银河转型增长C,灵活配置型,混合型-平衡
017760.OF,银河大国智造主题C,灵活配置型,混合型-平衡
017757.OF,银河新动能C,混合型,混合型-偏股
017870.OF,光大消费主题C,股票型,主动股票型
017906.OF,国泰海通善元稳健养老目标一年持有Y,混合型,混合型-偏股
017325.OF,农银鑫享稳健养老目标一年持有A,混合型,混合型-偏股
017759.OF,银河研究精选C,混合型,混合型-偏股
017761.OF,银河智联主题C,灵活配置型,混合型-平衡
017905.OF,国泰海通善吾养老目标日期2045五年持有Y,混合型,混合型-偏股
017730.OF,嘉实全球产业升级A,股票型,主动股票型
017758.OF,银河智慧主题C,灵活配置型,混合型-平衡
017731.OF,嘉实全球产业升级C,股票型,主动股票型
017873.OF,汇添富香港优势精选C,混合型,混合型-偏股
017618.OF,华泰柏瑞招享6个月持有C,混合型,混合型-偏股
017617.OF,华泰柏瑞招享6个月持有A,混合型,混合型-偏股
015989.OF,华安碳中和主题A,混合型,混合型-偏股
015990.OF,华安碳中和主题C,混合型,混合型-偏股
016846.OF,中欧预见养老目标2045三年持有A,混合型,混合型-偏股
016546.OF,交银稳进回报六个月持有C,混合型,混合型-偏股
016819.OF,鹏华睿进一年持有C,混合型,混合型-偏股
016818.OF,鹏华睿进一年持有A,混合型,混合型-偏股
016545.OF,交银稳进回报六个月持有A,混合型,混合型-偏股
016833.OF,东方红锦惠甄选18个月持有C,混合型,混合型-偏股
017821.OF,招商优势企业C,混合型,混合型-偏股
016832.OF,东方红锦惠甄选18个月持有A,混合型,混合型-偏股
017767.OF,嘉实欣荣C,混合型,混合型-偏股
017636.OF,银华动力领航C,混合型,混合型-偏股
017635.OF,银华动力领航A,混合型,混合型-偏股
016378.OF,太平消费升级一年持有A,混合型,混合型-偏股
016379.OF,太平消费升级一年持有C,混合型,混合型-偏股
016507.OF,长城数字经济A,混合型,混合型-偏股
016508.OF,长城数字经济C,混合型,混合型-偏股
017630.OF,富国周期精选三年持有A,混合型,混合型-偏股
017200.OF,广发ESG责任投资C,混合型,混合型-偏股
012784.OF,鹏华养老2040五年持有,混合型,混合型-偏股
017766.OF,华夏兴和C,灵活配置型,混合型-平衡
017244.OF,南方前瞻动力A,混合型,混合型-偏股
017245.OF,南方前瞻动力C,混合型,混合型-偏股
017649.OF,信澳聚优智选C,混合型,混合型-偏股
017648.OF,信澳聚优智选A,混合型,混合型-偏股
017631.OF,富国周期精选三年持有C,混合型,混合型-偏股
017199.OF,广发ESG责任投资A,混合型,混合型-偏股
014403.OF,中欧预见平衡养老三年持有A,混合型,混合型-偏股
017615.OF,广发安颐一年持有A,混合型,混合型-偏股
015856.OF,格林碳中和主题A,混合型,混合型-偏股
015857.OF,格林碳中和主题C,混合型,混合型-偏股
017627.OF,长城港股通价值精选多策略C,混合型,混合型-偏股
016841.OF,博道惠泰优选C,混合型,混合型-偏股
017225.OF,国泰悦益六个月持有C,混合型,混合型-偏股
014859.OF,大成慧心优选一年持有A,混合型,混合型-偏股
016840.OF,博道惠泰优选A,混合型,混合型-偏股
017224.OF,国泰悦益六个月持有A,混合型,混合型-偏股
017616.OF,广发安颐一年持有C,混合型,混合型-偏股
014860.OF,大成慧心优选一年持有C,混合型,混合型-偏股
014525.OF,汇添富制造业升级研究精选一年持有C,混合型,混合型-偏股
017497.OF,南方养老目标日期2060五年持有A,混合型,混合型-偏股
017691.OF,国投瑞银稳定增利A,稳健增长型,主动股票型
017787.OF,万家宏观择时多策略C,灵活配置型,混合型-平衡
017112.OF,嘉实优享生活A,混合型,混合型-偏股
014524.OF,汇添富制造业升级研究精选一年持有A,混合型,混合型-偏股
015973.OF,工银恒嘉一年持有A,混合型,混合型-偏股
017587.OF,中欧盈选稳健6个月持有A,混合型,混合型-偏股
017113.OF,嘉实优享生活C,混合型,混合型-偏股
015974.OF,工银恒嘉一年持有C,混合型,混合型-偏股
017588.OF,中欧盈选稳健6个月持有C,混合型,混合型-偏股
017663.OF,泓德汽车产业升级A,混合型,混合型-偏股
017664.OF,泓德汽车产业升级C,混合型,混合型-偏股
017626.OF,长城久惠C,灵活配置型,混合型-平衡
015485.OF,平安策略优选1年持有A,混合型,混合型-偏股
015486.OF,平安策略优选1年持有C,混合型,混合型-偏股
016477.OF,光大专精特新A,混合型,混合型-偏股
015725.OF,英大碳中和C,混合型,混合型-偏股
015724.OF,英大碳中和A,混合型,混合型-偏股
016478.OF,光大专精特新C,混合型,混合型-偏股
017732.OF,鹏华核心优势C,混合型,混合型-偏股
010670.OF,兴全合兴C,混合型,混合型-偏股
016903.OF,鑫元欣悦C,混合型,混合型-偏股
016902.OF,鑫元欣悦A,混合型,混合型-偏股
017650.OF,中庚港股通价值,股票型,主动股票型
017417.OF,易方达裕如C,灵活配置型,混合型-平衡
014898.OF,国泰民享稳健养老一年持有,混合型,混合型-偏股
016248.OF,银华创新动力优选A,混合型,混合型-偏股
016249.OF,银华创新动力优选C,混合型,混合型-偏股
017679.OF,国投瑞银精选收益C,灵活配置型,混合型-平衡
017289.OF,宏利首选企业C,股票型,主动股票型
017685.OF,中欧预见积极养老目标五年持有A,混合型,混合型-偏股
017220.OF,永赢合嘉一年持有A,混合型,混合型-偏股
017023.OF,信澳颐宁养老目标一年持有A,混合型,混合型-偏股
017221.OF,永赢合嘉一年持有C,混合型,混合型-偏股
016827.OF,安信稳健启航一年持有C,混合型,混合型-偏股
016826.OF,安信稳健启航一年持有A,混合型,混合型-偏股
017676.OF,广发积极养老目标五年持有A,混合型,混合型-偏股
016762.OF,嘉合锦荣C,混合型,混合型-偏股
016761.OF,嘉合锦荣A,混合型,混合型-偏股
017484.OF,财通资管数字经济C,混合型,混合型-偏股
015547.OF,华商核心成长一年持有A,混合型,混合型-偏股
016996.OF,华泰紫金安恒平衡配置C,混合型,混合型-偏股
016995.OF,华泰紫金安恒平衡配置A,混合型,混合型-偏股
017483.OF,财通资管数字经济A,混合型,混合型-偏股
015548.OF,华商核心成长一年持有C,混合型,混合型-偏股
017674.OF,东方红颐和平衡养老目标三年持有Y,混合型,混合型-偏股
017672.OF,兴全安泰平衡养老(FOF)Y,混合型,混合型-偏股
017675.OF,东方红颐和积极养老目标五年持有Y,混合型,混合型-偏股
017673.OF,东方红颐和稳健养老目标两年持有Y,混合型,混合型-偏股
016849.OF,建信优享进取养老目标五年持有A,混合型,混合型-偏股
017628.OF,华商计算机行业量化C,股票型,主动股票型
016773.OF,诺德兴新趋势C,混合型,混合型-偏股
016772.OF,诺德兴新趋势A,混合型,混合型-偏股
017264.OF,兴全安悦平衡养老三年持有A,混合型,混合型-偏股
017488.OF,嘉实信息产业A,股票型,主动股票型
017489.OF,嘉实信息产业C,股票型,主动股票型
016375.OF,招商裕泰,混合型,混合型-偏股
015527.OF,弘毅远方汽车产业升级A,混合型,混合型-偏股
015528.OF,弘毅远方汽车产业升级C,混合型,混合型-偏股
017034.OF,中信建投科技主题6个月持有A,混合型,混合型-偏股
017035.OF,中信建投科技主题6个月持有C,混合型,混合型-偏股
016627.OF,汇添富创新成长C,混合型,混合型-偏股
016781.OF,湘财研究精选一年持有A,混合型,混合型-偏股
016782.OF,湘财研究精选一年持有C,混合型,混合型-偏股
016626.OF,汇添富创新成长A,混合型,混合型-偏股
017036.OF,嘉实低碳精选A,混合型,混合型-偏股
017016.OF,博时五月佳5个月持有C,混合型,混合型-偏股
016738.OF,嘉实领航聚优积极配置6个月持有C,混合型,混合型-偏股
017451.OF,国富估值优势C,灵活配置型,混合型-平衡
017015.OF,博时五月佳5个月持有A,混合型,混合型-偏股
016714.OF,长信均衡策略一年持有C,混合型,混合型-偏股
016559.OF,安信洞见成长C,混合型,混合型-偏股
016737.OF,嘉实领航聚优积极配置6个月持有A,混合型,混合型-偏股
016989.OF,广发富信优选六个月持有A,混合型,混合型-偏股
016558.OF,安信洞见成长A,混合型,混合型-偏股
016990.OF,广发富信优选六个月持有C,混合型,混合型-偏股
016713.OF,长信均衡策略一年持有A,混合型,混合型-偏股
017037.OF,嘉实低碳精选C,混合型,混合型-偏股
017043.OF,汇添富品质价值,混合型,混合型-偏股
017194.OF,建信弘利C,灵活配置型,混合型-平衡
016168.OF,嘉实丰和C,灵活配置型,混合型-平衡
014287.OF,泰康新锐成长A,混合型,混合型-偏股
017366.OF,泰康新锐成长C,混合型,混合型-偏股
016264.OF,嘉实新起航C,灵活配置型,混合型-平衡
016550.OF,永赢消费龙头智选C,混合型,混合型-偏股
016549.OF,永赢消费龙头智选A,混合型,混合型-偏股
016503.OF,永赢新兴消费智选C,混合型,混合型-偏股
016502.OF,永赢新兴消费智选A,混合型,混合型-偏股
017426.OF,国富深化价值C,混合型,混合型-偏股
017511.OF,鹏华稳健回报C,混合型,混合型-偏股
016170.OF,中欧盈选平衡6个月持有A,混合型,混合型-偏股
016171.OF,中欧盈选平衡6个月持有C,混合型,混合型-偏股
017535.OF,东方红京东大数据C,灵活配置型,混合型-平衡
017155.OF,民生加银专精特新智选C,混合型,混合型-偏股
015843.OF,国投瑞银专精特新量化选股C,混合型,混合型-偏股
017154.OF,民生加银专精特新智选A,混合型,混合型-偏股
017537.OF,东方红远见价值C,混合型,混合型-偏股
017494.OF,东方红多元策略C,混合型,混合型-偏股
017536.OF,东方红优享红利沪港深C,灵活配置型,混合型-平衡
017076.OF,宝盈半导体产业C,混合型,混合型-偏股
015842.OF,国投瑞银专精特新量化选股A,混合型,混合型-偏股
017075.OF,宝盈半导体产业A,混合型,混合型-偏股
017493.OF,东方红新动力C,灵活配置型,混合型-平衡
016385.OF,永赢消费鑫选6个月持有C,混合型,混合型-偏股
016120.OF,华富时代锐选C,混合型,混合型-偏股
016384.OF,永赢消费鑫选6个月持有A,混合型,混合型-偏股
017485.OF,长盛高端装备制造C,灵活配置型,混合型-平衡
016119.OF,华富时代锐选A,混合型,混合型-偏股
016856.OF,银河景气行业A,混合型,混合型-偏股
017458.OF,长城创新驱动C,混合型,混合型-偏股
016542.OF,交银启衡C,混合型,混合型-偏股
016857.OF,银河景气行业C,混合型,混合型-偏股
017462.OF,长城久祥C,灵活配置型,混合型-平衡
016541.OF,交银启衡A,混合型,混合型-偏股
017461.OF,长城久鑫C,灵活配置型,混合型-平衡
017211.OF,国富焦点驱动灵活配置C,灵活配置型,混合型-平衡
017148.OF,嘉实积极配置一年持有C,混合型,混合型-偏股
015927.OF,西部利得绿色能源A,混合型,混合型-偏股
015911.OF,兴业致远A,混合型,混合型-偏股
016079.OF,华夏福泽养老目标2035三年持有A,混合型,混合型-偏股
015912.OF,兴业致远C,混合型,混合型-偏股
015905.OF,广发新能源精选C,股票型,主动股票型
017147.OF,嘉实积极配置一年持有A,混合型,混合型-偏股
015928.OF,西部利得绿色能源C,混合型,混合型-偏股
015904.OF,广发新能源精选A,股票型,主动股票型
016666.OF,英大延福养老2040三年持有A,混合型,混合型-偏股
162717.OF,广发成长新动能A,混合型,混合型-偏股
017176.OF,摩根动态多因子C,灵活配置型,混合型-平衡
017177.OF,摩根新兴服务C,股票型,主动股票型
017178.OF,摩根中小盘C,混合型,混合型-偏股
013711.OF,广发成长新动能C,混合型,混合型-偏股
015511.OF,平安价值领航C,混合型,混合型-偏股
016678.OF,贝莱德浦悦丰利A,混合型,混合型-偏股
016679.OF,贝莱德浦悦丰利C,混合型,混合型-偏股
015510.OF,平安价值领航A,混合型,混合型-偏股
015150.OF,恒越匠心优选一年持有A,混合型,混合型-偏股
015151.OF,恒越匠心优选一年持有C,混合型,混合型-偏股
015916.OF,永赢医药创新智选C,混合型,混合型-偏股
016725.OF,农银汇理品质农业A,股票型,主动股票型
017073.OF,嘉实清洁能源A,股票型,主动股票型
015915.OF,永赢医药创新智选A,混合型,混合型-偏股
016726.OF,农银汇理品质农业C,股票型,主动股票型
016228.OF,华商安远稳进一年持有C,混合型,混合型-偏股
016873.OF,广发远见智选A,混合型,混合型-偏股
017290.OF,中欧科创主题C,混合型,混合型-偏股
016622.OF,平安盈诚积极配置6个月持有C,混合型,混合型-偏股
016227.OF,华商安远稳进一年持有A,混合型,混合型-偏股
017038.OF,富国中证1000优选A,股票型,主动股票型
013557.OF,信澳汇智优选一年持有C,混合型,混合型-偏股
015587.OF,东方匠心优选C,混合型,混合型-偏股
017074.OF,嘉实清洁能源C,股票型,主动股票型
013556.OF,信澳汇智优选一年持有A,混合型,混合型-偏股
016653.OF,华泰柏瑞行业优选6个月持有C,混合型,混合型-偏股
015586.OF,东方匠心优选A,混合型,混合型-偏股
016486.OF,中欧成长先锋C,混合型,混合型-偏股
016632.OF,华泰柏瑞行业优选6个月持有A,混合型,混合型-偏股
017039.OF,富国中证1000优选C,股票型,主动股票型
016485.OF,中欧成长先锋A,混合型,混合型-偏股
