ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
025635.OF,鹏华易选平衡3个月持有C,混合型,混合型-偏股,1.01,1.78,6.43,10.06,3.0,0.44,121
025860.OF,万家泓裕成长驱动A,混合型,混合型-偏股,-1.72,-6.58,10.26,28.23,10.04,0.29,117
025861.OF,万家泓裕成长驱动C,混合型,混合型-偏股,-1.75,-6.63,10.16,28.22,10.06,0.29,117
024481.OF,财通品质甄选C,混合型,混合型-偏股,2.19,0.95,-2.37,33.46,13.16,-0.13,126
024480.OF,财通品质甄选A,混合型,混合型-偏股,2.22,1.0,-2.29,33.45,13.14,-0.13,126
025759.OF,华安新兴动力C,混合型,混合型-偏股,-0.18,11.61,18.56,49.5,8.2,0.33,62
025758.OF,华安新兴动力A,混合型,混合型-偏股,-0.16,11.66,18.67,49.51,8.18,0.34,62
025634.OF,鹏华易选平衡3个月持有A,混合型,混合型-偏股,1.03,1.83,6.52,10.11,2.99,0.45,121
025467.OF,百嘉瑞丰量化选股C,混合型,混合型-偏股,0.2,1.49,5.75,5.59,2.52,0.67,133
025647.OF,平安高端装备C,混合型,混合型-偏股,1.27,-10.9,19.89,34.93,14.12,0.51,125
025646.OF,平安高端装备A,混合型,混合型-偏股,1.31,-10.84,20.01,34.93,14.07,0.52,125
025843.OF,兴证资管金麒麟兴睿优选D,混合型,混合型-偏股,-1.15,-0.98,-0.59,8.5,5.59,-0.3,136
025844.OF,兴证资管金麒麟兴睿优选E,混合型,混合型-偏股,-1.2,-1.06,-0.9,8.51,5.96,-0.34,136
025793.OF,东方阿尔法科技甄选C,混合型,混合型-偏股,17.32,15.22,32.88,34.04,15.19,0.91,130
025792.OF,东方阿尔法科技甄选A,混合型,混合型-偏股,17.38,15.3,32.99,34.07,15.19,0.91,130
025908.OF,华夏睿磐泰盛C,混合型,混合型-偏股,0.24,0.14,1.76,2.0,0.9,-0.12,127
024362.OF,中欧红利慧选C,混合型,混合型-偏股,1.38,2.66,15.06,21.74,8.87,0.6,102
024361.OF,中欧红利慧选A,混合型,混合型-偏股,1.43,2.74,15.21,21.74,8.87,0.61,102
025886.OF,鹏华新兴产业C,混合型,混合型-偏股,-0.09,-0.27,9.65,14.25,9.7,0.54,138
025598.OF,国泰海通新锐量化选股A,混合型,混合型-偏股,-0.05,-2.07,11.78,13.47,12.86,0.73,451
025599.OF,国泰海通新锐量化选股C,混合型,混合型-偏股,-0.08,-2.11,11.7,13.47,12.87,0.72,451
023115.OF,景顺长城衡益,混合型,混合型-偏股,-2.06,-1.88,2.51,19.11,5.65,0.03,57
025327.OF,银华嘉瑞平衡C,混合型,混合型-偏股,4.37,6.65,12.91,11.86,2.99,0.92,61
025326.OF,银华嘉瑞平衡A,混合型,混合型-偏股,4.4,6.71,13.09,11.86,2.98,0.94,61
025521.OF,大成多元配置三个月持有A,混合型,混合型-偏股,-1.57,-1.82,2.23,11.57,5.34,0.02,117
025545.OF,汇添富港股通科技精选C,混合型,混合型-偏股,-3.53,-4.26,-0.27,25.09,8.24,-0.09,57
025830.OF,嘉实成长共享A,混合型,混合型-偏股,-3.06,-2.14,5.13,15.5,4.54,0.2,52
025663.OF,华泰紫金价值精选,混合型,混合型-偏股,-0.03,0.45,2.43,6.99,3.28,0.06,123
025522.OF,大成多元配置三个月持有C,混合型,混合型-偏股,-1.59,-1.86,2.15,11.57,5.35,0.01,117
025544.OF,汇添富港股通科技精选A,混合型,混合型-偏股,-3.44,-4.15,-0.02,25.12,8.22,-0.08,57
025095.OF,国寿安保严选稳健养老一年持有,混合型,混合型-偏股,-0.68,-0.77,0.06,2.49,0.98,-0.78,57
025831.OF,嘉实成长共享C,混合型,混合型-偏股,-3.09,-2.22,4.9,15.48,4.56,0.19,52
025338.OF,华泰柏瑞盈泰稳健3个月持有C,混合型,混合型-偏股,-0.06,0.37,0.55,1.57,0.42,-0.93,50
024009.OF,广发悦康三个月持有A,混合型,混合型-偏股,0.15,0.42,1.03,2.07,0.9,-0.47,69
025337.OF,华泰柏瑞盈泰稳健3个月持有A,混合型,混合型-偏股,-0.04,0.42,0.69,1.58,0.42,-0.83,50
024010.OF,广发悦康三个月持有C,混合型,混合型-偏股,0.13,0.38,0.95,2.06,0.9,-0.51,69
024506.OF,长城睿达多元稳健3个月持有A,混合型,混合型-偏股,0.14,0.11,0.8,3.11,1.06,-0.39,55
024507.OF,长城睿达多元稳健3个月持有C,混合型,混合型-偏股,0.12,0.08,0.69,3.12,1.08,-0.42,55
025031.OF,华夏盈泰稳健六个月持有,混合型,混合型-偏股,-0.62,-0.35,0.57,2.5,1.44,-0.57,132
025269.OF,浦银安盛盈丰多元配置3个月持有C,混合型,混合型-偏股,-0.1,0.47,2.06,4.74,1.8,0.01,59
025268.OF,浦银安盛盈丰多元配置3个月持有A,混合型,混合型-偏股,-0.07,0.51,2.2,4.76,1.81,0.04,59
025777.OF,东方阿尔法瑞享A,混合型,混合型-偏股,3.91,-4.64,3.66,34.55,14.1,0.05,146
025778.OF,东方阿尔法瑞享C,混合型,混合型-偏股,3.88,-4.68,3.59,34.55,14.11,0.05,146
025750.OF,兴证资管金麒麟均衡优选D,混合型,混合型-偏股,-4.62,-3.44,0.23,10.87,5.87,-0.16,150
025047.OF,永赢元享稳健多资产90天持有C,混合型,混合型-偏股,0.03,0.5,3.47,5.26,1.55,0.28,57
025751.OF,兴证资管金麒麟均衡优选E,混合型,混合型-偏股,-4.65,-3.5,0.07,10.85,5.91,-0.18,150
025149.OF,华富福盛一年持有A,混合型,混合型-偏股,-0.02,-0.44,1.6,3.17,1.86,-0.13,152
025150.OF,华富福盛一年持有C,混合型,混合型-偏股,-0.04,-0.49,1.52,3.17,1.9,-0.15,152
025151.OF,华富福盛一年持有D,混合型,混合型-偏股,-0.02,-0.44,1.6,3.17,1.86,-0.12,152
025046.OF,永赢元享稳健多资产90天持有A,混合型,混合型-偏股,0.05,0.53,3.59,5.29,1.55,0.3,57
025784.OF,兴证资管金麒麟兴享优选E,混合型,混合型-偏股,4.86,0.36,0.02,29.97,15.04,-0.07,150
025783.OF,兴证资管金麒麟兴享优选D,混合型,混合型-偏股,4.9,0.43,0.14,29.98,15.02,-0.06,150
024427.OF,中欧价值领航,混合型,混合型-偏股,-2.57,1.23,3.24,8.43,3.35,0.15,138
025248.OF,平安盈享多元配置6个月持有C,混合型,混合型-偏股,-0.42,0.49,0.11,4.11,0.88,-0.46,41
025247.OF,平安盈享多元配置6个月持有A,混合型,混合型-偏股,-0.39,0.56,0.22,4.12,0.88,-0.43,41
025654.OF,富国医药精选A,混合型,混合型-偏股,-4.25,-4.38,-7.14,12.32,11.23,-0.74,64
025649.OF,易方达港股通科技C,混合型,混合型-偏股,-3.51,-1.82,2.6,18.37,7.41,0.03,92
025341.OF,鹏华制造升级C,混合型,混合型-偏股,-5.49,-15.99,-5.85,30.78,16.98,-0.25,63
025340.OF,鹏华制造升级A,混合型,混合型-偏股,-5.46,-15.93,-5.65,30.78,16.93,-0.25,63
025655.OF,富国医药精选C,混合型,混合型-偏股,-4.28,-4.43,-7.26,12.32,11.34,-0.75,64
025687.OF,国泰半导体制造精选C,混合型,混合型-偏股,-2.48,-6.74,16.94,47.66,9.9,0.31,62
025686.OF,国泰半导体制造精选A,混合型,混合型-偏股,-2.47,-6.71,17.08,47.68,9.87,0.32,62
025648.OF,易方达港股通科技A,混合型,混合型-偏股,-3.49,-1.77,2.68,18.35,7.33,0.04,92
025650.OF,平安资源精选A,混合型,混合型-偏股,3.59,4.05,28.49,28.37,13.2,0.93,153
025651.OF,平安资源精选C,混合型,混合型-偏股,3.53,3.96,28.31,28.37,13.21,0.93,153
024131.OF,兴银颐福保守养老目标一年持有,混合型,混合型-偏股,-0.49,-0.13,1.64,3.68,2.29,-0.1,151
025541.OF,华夏创新前沿C,股票型,主动股票型,0.33,-2.71,2.52,20.09,12.71,0.03,162
025701.OF,易方达科技创新C,混合型,混合型-偏股,1.48,-1.31,3.38,25.97,15.94,0.05,162
025645.OF,广发量化多因子C,灵活配置型,混合型-平衡,-1.02,-3.05,8.66,12.62,6.29,0.53,166
025737.OF,中银睿泽稳健3个月持有D,混合型,混合型-偏股,-0.02,-0.05,0.57,1.15,0.76,-1.24,158
025637.OF,泰信互联网+C,灵活配置型,混合型-平衡,-0.61,-7.01,-3.6,22.74,19.46,-0.25,166
024374.OF,招商消费悦享C,混合型,混合型-偏股,-6.33,-4.81,-1.13,11.66,7.54,-0.27,146
024373.OF,招商消费悦享A,混合型,混合型-偏股,-6.29,-4.74,-1.01,11.66,7.49,-0.26,146
025078.OF,华泰柏瑞制造业主题C,混合型,混合型-偏股,-0.27,0.51,2.46,4.47,1.44,0.1,74
025077.OF,华泰柏瑞制造业主题A,混合型,混合型-偏股,-0.23,0.59,2.61,4.48,1.44,0.14,74
025542.OF,华夏行业景气C,混合型,混合型-偏股,2.05,2.76,16.61,16.63,9.53,0.88,166
025704.OF,浙商汇金量化精选灵活C,灵活配置型,混合型-平衡,-0.52,-1.86,-4.09,31.85,18.0,-0.19,168
025066.OF,平安研究驱动C,混合型,混合型-偏股,2.31,1.22,17.34,24.8,7.48,0.62,74
025065.OF,平安研究驱动A,混合型,混合型-偏股,2.36,1.3,17.51,24.81,7.47,0.63,74
025543.OF,华夏价值精选C,混合型,混合型-偏股,0.01,-0.07,8.17,11.54,5.57,0.53,166
025012.OF,财通华裕量化选股C,股票型,主动股票型,-0.31,-2.33,8.19,11.11,8.13,0.56,168
025011.OF,财通华裕量化选股A,股票型,主动股票型,-0.29,-2.29,8.27,11.13,8.1,0.56,168
024356.OF,国泰启明回报,混合型,混合型-偏股,-2.86,-7.05,-4.79,7.08,10.09,-0.96,154
025359.OF,鑫元锦鑫回报C,混合型,混合型-偏股,0.45,1.72,1.96,2.1,0.97,-0.02,152
025358.OF,鑫元锦鑫回报A,混合型,混合型-偏股,0.47,1.76,2.04,2.1,0.93,0.02,152
023872.OF,人保均衡智选C,混合型,混合型-偏股,-1.15,-1.55,5.88,11.08,5.76,0.35,152
023871.OF,人保均衡智选A,混合型,混合型-偏股,-1.13,-1.51,5.96,11.08,5.74,0.36,152
025442.OF,景顺长城产业优选,混合型,混合型-偏股,1.87,6.75,13.14,20.77,6.36,0.54,76
025243.OF,国泰丰华三个月持有C,混合型,混合型-偏股,-0.7,0.79,4.26,6.62,3.52,0.34,162
025660.OF,招商中国机遇C,股票型,主动股票型,1.45,-0.76,5.32,25.9,14.21,0.13,171
025459.OF,湘财科技智选A,混合型,混合型-偏股,-9.15,-15.52,5.79,26.35,26.13,0.14,172
025460.OF,湘财科技智选C,混合型,混合型-偏股,-9.19,-15.56,5.7,26.34,26.16,0.14,172
024521.OF,财通聚元平衡3个月持有A,混合型,混合型-偏股,-0.33,-0.41,-0.07,5.47,4.17,-0.38,164
024522.OF,财通聚元平衡3个月持有C,混合型,混合型-偏股,-0.35,-0.45,-0.14,5.47,4.18,-0.39,164
025350.OF,广发乾享核心精选C,混合型,混合型-偏股,1.08,2.44,7.84,15.6,9.44,0.37,175
025242.OF,国泰丰华三个月持有A,混合型,混合型-偏股,-0.68,0.82,4.32,6.64,3.53,0.35,162
025349.OF,广发乾享核心精选A,混合型,混合型-偏股,1.11,2.5,7.98,15.6,9.37,0.38,175
025254.OF,安信多元配置三个月持有C,混合型,混合型-偏股,-0.57,-0.16,0.51,2.57,1.26,-0.58,142
024476.OF,南华科技创新A,混合型,混合型-偏股,4.48,4.6,7.69,14.64,5.52,0.39,176
024477.OF,南华科技创新C,混合型,混合型-偏股,4.45,4.53,7.59,14.63,5.56,0.38,176
025214.OF,信澳睿益鑫享A,混合型,混合型-偏股,0.29,-2.93,0.79,7.93,4.04,-0.15,177
025253.OF,安信多元配置三个月持有A,混合型,混合型-偏股,-0.55,-0.12,0.57,2.57,1.21,-0.56,142
025215.OF,信澳睿益鑫享C,混合型,混合型-偏股,0.27,-2.96,0.73,7.93,4.04,-0.16,177
025250.OF,安信稳健多资产优选三个月持有C,混合型,混合型-偏股,0.17,0.65,1.1,1.43,0.98,-0.63,142
025249.OF,安信稳健多资产优选三个月持有A,混合型,混合型-偏股,0.2,0.68,1.17,1.44,0.96,-0.58,142
023951.OF,农银平衡价值A,混合型,混合型-偏股,-0.62,-2.98,4.94,8.88,4.3,0.33,146
025029.OF,宝盈淳悦稳健配置3个月持有A,混合型,混合型-偏股,-0.18,0.3,0.91,1.63,0.84,-0.67,93
025299.OF,交银港股通优质精选C,混合型,混合型-偏股,-7.16,-6.55,-4.54,10.4,10.0,-0.63,154
023952.OF,农银平衡价值C,混合型,混合型-偏股,-0.65,-3.03,4.85,8.88,4.34,0.32,146
025030.OF,宝盈淳悦稳健配置3个月持有C,混合型,混合型-偏股,-0.2,0.28,0.87,1.63,0.85,-0.7,93
025298.OF,交银港股通优质精选A,混合型,混合型-偏股,-7.12,-6.49,-4.43,10.39,9.95,-0.62,154
025412.OF,安信红利量化选股C,股票型,主动股票型,1.79,4.86,7.92,8.72,6.01,0.68,172
025411.OF,安信红利量化选股A,股票型,主动股票型,1.82,4.9,7.94,8.72,5.98,0.68,172
025053.OF,长信盈安三个月持有A,混合型,混合型-偏股,-3.21,-2.43,0.89,9.84,4.3,-0.11,86
025429.OF,东方红研究精选C,混合型,混合型-偏股,6.39,3.8,12.09,12.89,5.42,0.78,119
025054.OF,长信盈安三个月持有C,混合型,混合型-偏股,-3.23,-2.46,0.82,9.84,4.33,-0.12,86
025069.OF,景顺长城高端装备,股票型,主动股票型,1.92,-3.84,26.93,36.26,9.98,0.69,86
025428.OF,东方红研究精选A,混合型,混合型-偏股,6.43,3.86,12.21,12.9,5.38,0.79,119
025356.OF,东海启恒C,混合型,混合型-偏股,1.03,1.44,5.06,6.45,1.6,0.47,90
025408.OF,兴华景明A,混合型,混合型-偏股,0.35,1.1,8.73,8.62,5.58,0.78,180
025355.OF,东海启恒A,混合型,混合型-偏股,1.05,1.47,5.12,6.44,1.6,0.49,90
025103.OF,博道惠泓价值成长,混合型,混合型-偏股,-2.34,-2.96,-0.54,7.55,5.39,-0.34,155
025409.OF,兴华景明C,混合型,混合型-偏股,0.33,1.05,8.64,8.6,5.61,0.77,180
025527.OF,中金优势领航一年持有A,混合型,混合型-偏股,-3.12,-2.32,3.75,16.84,10.52,0.1,181
025528.OF,中金优势领航一年持有C,混合型,混合型-偏股,-3.16,-2.39,3.63,16.83,10.56,0.1,181
024790.OF,鑫元产业机遇A,混合型,混合型-偏股,-3.83,-13.4,-0.59,27.95,19.28,-0.09,162
025231.OF,中信建投价值增长A,混合型,混合型-偏股,2.05,0.79,7.73,10.17,6.07,0.56,181
024791.OF,鑫元产业机遇C,混合型,混合型-偏股,-3.84,-13.44,-0.66,27.95,19.33,-0.1,162
025232.OF,中信建投价值增长C,混合型,混合型-偏股,2.01,0.7,7.6,10.16,6.12,0.55,181
023840.OF,银华甄选价值回报C,混合型,混合型-偏股,1.7,2.04,11.61,17.49,9.28,0.55,155
025070.OF,东方红医疗创新A,混合型,混合型-偏股,-6.13,-6.69,-8.04,18.4,18.12,-0.55,93
025071.OF,东方红医疗创新C,混合型,混合型-偏股,-6.17,-6.74,-8.12,18.4,18.29,-0.55,93
023839.OF,银华甄选价值回报A,混合型,混合型-偏股,1.71,2.08,11.7,17.51,9.25,0.55,155
025446.OF,万家周期视野C,股票型,主动股票型,0.52,-2.01,24.45,37.98,22.1,0.59,182
025445.OF,万家周期视野A,股票型,主动股票型,0.51,-1.99,24.47,37.99,22.08,0.59,182
025572.OF,银华科技创新C,混合型,混合型-偏股,-2.68,-5.08,-0.87,16.47,9.32,-0.17,188
025450.OF,万家数字经济C,股票型,主动股票型,2.78,-7.06,-2.46,20.38,18.16,-0.22,181
025449.OF,万家数字经济A,股票型,主动股票型,2.81,-7.02,-2.36,20.39,18.01,-0.21,181
025073.OF,南方瑞景A,混合型,混合型-偏股,-1.63,0.59,5.36,11.2,3.74,0.3,96
024645.OF,平安瑞和6个月持有A,混合型,混合型-偏股,0.5,0.57,0.92,1.03,0.19,-1.05,45
021195.OF,格林科技成长C,混合型,混合型-偏股,-0.24,0.52,1.04,10.62,6.5,-0.09,168
024836.OF,中欧港股通科技A,混合型,混合型-偏股,-6.47,-4.67,1.08,23.04,15.07,-0.04,177
021194.OF,格林科技成长A,混合型,混合型-偏股,-0.23,0.51,1.06,10.61,6.48,-0.09,168
024646.OF,平安瑞和6个月持有C,混合型,混合型-偏股,0.42,0.44,0.73,1.04,0.21,-1.23,45
025556.OF,博时裕益灵活配置C,灵活配置型,混合型-平衡,-0.55,0.95,6.92,12.09,4.93,0.41,188
024837.OF,中欧港股通科技C,混合型,混合型-偏股,-6.52,-4.75,0.95,23.03,15.1,-0.05,177
025076.OF,汇添富成长优选C,混合型,混合型-偏股,0.64,-2.55,3.1,19.95,6.64,0.06,96
025075.OF,汇添富成长优选A,混合型,混合型-偏股,0.65,-2.52,3.17,19.94,6.63,0.06,96
025074.OF,南方瑞景C,混合型,混合型-偏股,-1.67,0.51,5.23,11.21,3.76,0.29,96
025471.OF,华西研究精选C,混合型,混合型-偏股,-6.14,-7.44,1.2,19.38,18.59,-0.04,192
024683.OF,东海价值臻选A,混合型,混合型-偏股,-3.84,-1.94,-3.28,7.94,8.08,-0.66,188
025557.OF,华宝大健康D,混合型,混合型-偏股,-7.66,-8.13,-9.03,24.89,26.97,-0.44,192
024684.OF,东海价值臻选C,混合型,混合型-偏股,-3.93,-2.04,-3.47,7.94,8.34,-0.69,188
025472.OF,华西优选成长一年持有C,混合型,混合型-偏股,-5.67,-11.3,-2.69,24.22,21.45,-0.19,192
024685.OF,东海价值臻选D,混合型,混合型-偏股,-3.84,-1.94,-3.29,7.98,8.09,-0.66,188
025470.OF,华西优选价值C,混合型,混合型-偏股,-0.76,-3.68,1.2,22.1,12.8,-0.04,192
024686.OF,东海价值臻选E,混合型,混合型-偏股,-3.85,-1.94,-3.3,7.98,8.09,-0.66,188
024718.OF,汇安成长领航C,混合型,混合型-偏股,0.32,-3.31,6.17,21.37,10.87,0.2,172
024717.OF,汇安成长领航A,混合型,混合型-偏股,0.36,-3.25,6.29,21.36,10.84,0.2,172
024421.OF,华夏信选A,混合型,混合型-偏股,0.37,-0.92,10.86,19.79,10.22,0.45,100
025287.OF,恒生前海匠心精选A,混合型,混合型-偏股,-0.51,-0.87,6.53,10.5,6.87,0.43,172
025500.OF,东方阿尔法科技智选C,混合型,混合型-偏股,2.48,-10.44,15.49,38.61,23.32,0.35,192
025499.OF,东方阿尔法科技智选A,混合型,混合型-偏股,2.51,-10.41,15.58,38.61,23.29,0.35,192
024422.OF,华夏信选C,混合型,混合型-偏股,0.33,-0.98,10.73,19.8,10.23,0.44,100
024319.OF,永赢新兴产业智选A,混合型,混合型-偏股,-6.35,-6.99,7.71,25.72,14.67,0.22,194
025209.OF,永赢先锋半导体智选C,混合型,混合型-偏股,3.79,-4.06,20.93,38.2,17.34,0.5,194
025208.OF,永赢先锋半导体智选A,混合型,混合型-偏股,3.83,-3.99,21.07,38.2,17.33,0.5,194
024320.OF,永赢新兴产业智选C,混合型,混合型-偏股,-6.39,-7.05,7.58,25.72,14.7,0.22,194
025288.OF,恒生前海匠心精选C,混合型,混合型-偏股,-0.55,-0.93,6.41,10.5,6.87,0.42,172
025434.OF,宏利宏达C,混合型,混合型-偏股,,-0.56,1.23,4.7,2.22,-0.16,196
025422.OF,浦银安盛数字经济C,混合型,混合型-偏股,1.95,19.22,19.45,37.69,11.01,0.46,152
025421.OF,浦银安盛数字经济A,混合型,混合型-偏股,2.13,19.46,19.72,37.73,11.01,0.47,152
025448.OF,万家元晟量化选股C,混合型,混合型-偏股,-1.0,2.01,14.76,15.45,9.14,0.83,183
025447.OF,万家元晟量化选股A,混合型,混合型-偏股,-0.96,2.06,14.88,15.45,9.1,0.83,183
025024.OF,华商港股通价值回报,混合型,混合型-偏股,-3.17,1.58,8.83,15.51,10.08,0.44,183
019664.OF,易方达养老目标日期2060五年持有,混合型,混合型-偏股,-2.04,-2.13,3.53,10.78,6.81,0.14,175
023226.OF,兴全盈丰多元配置三个月持有A,混合型,混合型-偏股,-1.18,-0.9,2.21,7.69,3.72,0.03,158
024355.OF,国泰红利智选C,混合型,混合型-偏股,0.07,-0.9,7.04,8.78,4.28,0.57,139
023083.OF,东方红慧选成长C,混合型,混合型-偏股,0.34,-1.29,4.61,7.59,4.35,0.34,174
024271.OF,恒生前海瑞丰A,混合型,混合型-偏股,-0.24,-1.28,7.26,10.73,7.29,0.49,176
024272.OF,恒生前海瑞丰C,混合型,混合型-偏股,-0.27,-1.32,7.17,10.72,7.29,0.48,176
018211.OF,红土创新景气回报C,混合型,混合型-偏股,5.15,13.37,18.57,24.41,9.21,0.68,174
023227.OF,兴全盈丰多元配置三个月持有C,混合型,混合型-偏股,-1.2,-0.94,2.15,7.68,3.73,0.02,158
025477.OF,长城稳健增利F,稳健增长型,主动股票型,0.24,0.47,0.8,0.4,0.42,-2.99,200
024354.OF,国泰红利智选A,混合型,混合型-偏股,0.11,-0.84,7.16,8.79,4.27,0.59,139
018210.OF,红土创新景气回报A,混合型,混合型-偏股,5.18,13.44,18.68,24.41,9.17,0.68,174
023082.OF,东方红慧选成长A,混合型,混合型-偏股,0.38,-1.23,4.71,7.6,4.34,0.36,174
025403.OF,工银新经济人民币C,灵活配置型,混合型-平衡,-7.57,-4.83,-0.1,23.13,18.33,-0.09,189
025468.OF,富国创新趋势C,股票型,主动股票型,-0.75,-6.19,-4.16,24.63,16.57,-0.25,202
025476.OF,银华瑞和C,灵活配置型,混合型-平衡,8.54,15.7,34.97,19.86,7.85,1.66,204
025416.OF,新华优选分红C,混合型,混合型-偏股,3.18,9.1,9.3,26.62,12.93,0.27,204
025415.OF,新华策略精选C,股票型,主动股票型,3.48,11.13,22.11,27.87,13.39,0.72,204
025352.OF,凯石瑞鑫6个月持有A,混合型,混合型-偏股,0.26,-1.64,-0.81,5.13,3.51,-0.55,174
024027.OF,招商均衡优选A,混合型,混合型-偏股,-3.84,-3.07,0.2,9.18,6.95,-0.2,191
024594.OF,财通华晟量化选股A,混合型,混合型-偏股,1.39,2.78,2.0,6.08,5.27,-0.0,176
025425.OF,华宝安盈E,混合型,混合型-偏股,0.5,0.84,4.15,4.34,1.86,0.49,205
025353.OF,凯石瑞鑫6个月持有C,混合型,混合型-偏股,0.24,-1.67,-0.87,5.12,3.59,-0.56,174
024595.OF,财通华晟量化选股C,混合型,混合型-偏股,1.37,2.73,1.91,6.09,5.36,-0.01,176
024647.OF,中欧制造升级A,混合型,混合型-偏股,-8.84,-11.9,12.5,29.2,22.4,0.36,196
025382.OF,长盛研发回报C,混合型,混合型-偏股,-2.54,-2.59,-1.08,9.97,9.1,-0.31,208
024648.OF,中欧制造升级C,混合型,混合型-偏股,-8.88,-11.96,12.36,29.21,22.51,0.35,196
025394.OF,南方康乐养老目标日期2045三年持有Y,混合型,混合型-偏股,-2.11,-2.52,2.85,9.12,5.01,0.09,194
023386.OF,国泰聚智量化选股A,混合型,混合型-偏股,0.01,2.29,13.05,13.45,8.61,0.82,202
024534.OF,平安港股通科技精选A,混合型,混合型-偏股,-1.14,-0.47,13.0,26.35,12.18,0.42,116
024535.OF,平安港股通科技精选C,混合型,混合型-偏股,-1.18,-0.54,12.86,26.34,12.26,0.41,116
024727.OF,工银臻选回报,混合型,混合型-偏股,-8.76,-8.08,-1.99,12.83,10.34,-0.31,195
023314.OF,国泰聚鑫量化选股C,混合型,混合型-偏股,-2.29,-6.09,10.58,22.16,9.03,0.39,202
025061.OF,国泰优质核心C,混合型,混合型-偏股,-8.01,-10.25,-8.23,16.83,16.37,-0.61,116
025060.OF,国泰优质核心A,混合型,混合型-偏股,-7.97,-10.18,-8.11,16.84,16.16,-0.6,116
023313.OF,国泰聚鑫量化选股A,混合型,混合型-偏股,-2.27,-6.07,10.62,22.16,9.01,0.39,202
023387.OF,国泰聚智量化选股C,混合型,混合型-偏股,,2.27,13.01,13.44,8.63,0.82,202
023421.OF,永赢锐见先锋C,混合型,混合型-偏股,3.4,-1.16,15.04,26.27,10.15,0.5,116
